II,aVR,PLETH
2992,-129,2322
2919,-66,2317
2848,0,2322
2771,81,2325
2704,173,2322
2628,260,2301
2559,345,2289
2495,432,2287
2451,518,2289
2402,599,2272
2343,690,2256
2266,797,2250
2199,906,2256
2140,999,2246
2091,1078,2224
2031,1150,2197
1983,1208,2191
1950,1240,2191
1947,1251,2191
1944,1253,2176
1947,1251,2158
1951,1238,2137
1983,1208,2126
2030,1154,2118
2091,1078,2126
2145,987,2130
2199,906,2126
2240,849,2104
2271,819,2093
2286,798,2091
2307,776,2093
2338,752,2076
2379,733,2060
2405,713,2052
2415,690,2060
2412,663,2061
2415,647,2060
2416,643,2056
2415,647,2060
2399,645,2059
2379,647,2060
2357,660,2057
2343,690,2060
2325,718,2058
2307,733,2060
2285,731,2058
2271,733,2060
2254,747,2057
2235,776,2060
2210,802,2058
2199,819,2060
2197,833,2057
2199,863,2060
2184,906,2058
2163,949,2060
2140,975,2054
2127,992,2060
2110,1009,2069
2091,1035,2093
2057,1069,2118
2019,1121,2158
1974,1186,2200
1947,1251,2256
1927,1299,2320
1911,1337,2420
1886,1366,2541
1875,1380,2682
1873,1367,2818
1875,1337,2976
1866,1308,3149
1875,1294,3336
1904,1280,3501
1947,1251,3663
1978,1193,3819
2019,1121,3990
2071,1049,4153
2127,992,4317
2163,946,4466
2199,906,4611
2237,861,4731
2271,819,4840
2275,788,4925
2271,776,5003
2269,775,5057
2271,776,5101
2255,771,5130
2235,776,5167
2215,805,5190
2199,863,5200
2175,918,5180
2163,949,5167
2162,948,5151
2163,949,5134
2144,965,5095
2127,992,5069
2121,1000,5051
2127,992,5036
2125,982,4988
2127,992,4938
2129,1013,4895
2127,1035,4873
2106,1053,4828
2091,1078,4774
2088,1104,4713
2091,1121,4676
2076,1120,4631
2055,1121,4578
2036,1134,4504
2019,1164,4447
1987,1201,4395
1947,1251,4349
1914,1302,4280
1911,1337,4218
1943,1319,4161
2019,1251,4120
2124,1133,4066
2235,992,4022
2313,834,3981
2343,690,3957
2318,563,3921
2235,474,3891
2069,454,3864
1802,561,3859
1434,798,3844
1009,1121,3826
576,1465,3799
180,1811,3793
-173,2136,3792
-469,2415,3793
-695,2637,3773
-829,2846,3761
-889,3054,3754
-901,3234,3761
-898,3366,3747
-865,3493,3728
-788,3627,3703
-649,3709,3695
-470,3670,3680
-252,3536,3663
-3,3370,3628
288,3191,3597
587,2971,3560
865,2717,3532
1086,2474,3496
1262,2286,3466
1398,2155,3430
1514,2070,3401
1606,2005,3365
1694,1941,3336
1791,1859,3299
1911,1768,3270
2038,1666,3234
2163,1553,3205
2273,1412,3169
2379,1251,3139
2485,1075,3104
2596,906,3074
2693,744,3038
2776,604,3009
2836,494,2973
2884,431,2943
2910,402,2907
2920,388,2878
2913,368,2842
2920,345,2812
2944,311,2776
2992,259,2747
3041,178,2712
3100,86,2682
3165,-2,2644
3244,-86,2616
3318,-186,2593
3389,-302,2583
3453,-407,2567
3533,-474,2551
3610,-527,2527
3677,-604,2518
3716,-705,2514
3749,-776,2518
3772,-789,2505
3785,-776,2485
3770,-778,2460
3749,-776,2453
3727,-743,2452
3713,-690,2453
3682,-645,2436
3641,-604,2420
3586,-557,2410
3533,-518,2420
3472,-499,2424
3425,-474,2420
3384,-430,2399
3353,-388,2387
3304,-370,2382
3244,-345,2387
3170,-288,2386
3100,-216,2387
3025,-155,2384
2956,-86,2387
2881,15,2384
2812,129,2387
2737,224,2386
2668,302,2387
2592,385,2383
2523,474,2387
2448,559,2389
2379,647,2387
2304,751,2368
2235,863,2355
2160,959,2350
2091,1035,2355
2024,1101,2343
1983,1164,2322
1956,1217,2297
1947,1251,2289
1937,1262,2287
1947,1251,2289
1971,1216,2276
2019,1164,2256
2069,1101,2232
2127,1035,2224
2181,969,2223
2235,906,2224
2273,841,2207
2307,776,2191
2337,710,2182
2379,647,2191
2419,592,2195
2451,561,2191
2458,552,2171
2451,561,2158
2432,575,2152
2415,604,2158
2395,645,2158
2379,690,2158
2358,719,2154
2343,733,2158
2334,734,2160
2343,733,2158
2349,730,2141
2343,733,2126
2320,735,2115
2307,733,2126
2306,727,2141
2307,733,2158
2288,752,2159
2271,776,2158
2264,793,2153
2271,819,2158
2261,860,2158
2235,906,2158
2196,933,2152
2163,949,2158
2126,976,2159
2091,1035,2158
2051,1118,2147
2019,1208,2158
1983,1281,2184
1947,1337,2224
1903,1381,2258
1875,1423,2322
1862,1444,2410
1875,1423,2518
1890,1360,2620
1911,1294,2747
1935,1247,2900
1983,1208,3074
2037,1136,3232
2091,1035,3401
2127,944,3587
2163,906,3793
2198,907,3971
2235,906,4120
2256,870,4245
2271,819,4382
2285,784,4515
2307,776,4644
2316,777,4745
2307,776,4840
2282,772,4921
2271,776,5003
2270,778,5070
2271,776,5134
2253,769,5174
2235,776,5200
2226,796,5198
2235,819,5200
2239,824,5198
2235,819,5200
2217,826,5181
2199,863,5167
2177,912,5148
2163,949,5134
2156,955,5100
2163,949,5069
2156,956,5031
2127,992,5003
2079,1040,4965
2055,1078,4938
2055,1098,4905
2055,1121,4873
2025,1156,4819
1983,1208,4774
1944,1265,4725
1911,1337,4676
1877,1400,4605
1875,1423,4546
1935,1368,4491
2055,1251,4447
2190,1086,4380
2307,906,4317
2384,718,4256
2415,561,4218
2390,445,4169
2307,388,4120
2143,396,4062
1875,518,4022
1483,777,3982
1009,1164,3957
516,1604,3922
72,2027,3891
-296,2371,3859
-577,2631,3859
-779,2827,3880
-901,3019,3924
-973,3228,3957
-1009,3450,3990
-1020,3645,4007
-973,3795,4022
-861,3878,4019
-685,3881,4022
-472,3790,4021
-216,3623,4022
66,3411,4004
360,3191,3990
626,2974,3971
865,2760,3957
1074,2553,3924
1262,2372,3891
1406,2238,3854
1514,2156,3826
1598,2097,3790
1694,2027,3761
1811,1926,3727
1947,1811,3695
2078,1689,3645
2199,1553,3597
2308,1388,3554
2415,1208,3532
2521,1015,3503
2632,819,3466
2741,627,3411
2848,474,3368
2923,370,3332
2956,302,3303
2942,258,3255
2920,259,3205
2906,291,3149
2920,302,3107
2956,240,3066
3028,129,3041
3108,26,3012
3172,-43,2976
3203,-102,2919
3244,-173,2878
3318,-257,2853
3425,-345,2845
3521,-434,2817
3605,-518,2780
3667,-590,2738
3713,-647,2714
3731,-693,2693
3749,-733,2682
3776,-774,2664
3821,-819,2649
3850,-867,2626
3857,-906,2616
3830,-921,2612
3785,-906,2616
3724,-866,2603
3677,-819,2583
3648,-789,2559
3641,-776,2551
3619,-767,2546
3569,-733,2551
3480,-661,2549
3389,-561,2551
3306,-465,2547
3244,-388,2551
3177,-315,2549
3100,-216,2551
3006,-98,2547
2920,0,2551
2839,65,2550
2776,129,2551
2716,215,2545
2668,302,2551
2613,368,2554
2559,431,2551
2489,525,2529
2415,647,2518
2325,777,2516
2235,906,2518
2146,1029,2500
2091,1121,2485
2061,1163,2480
2055,1164,2485
2037,1161,2473
2019,1164,2453
1992,1170,2430
1983,1164,2420
1983,1151,2404
2019,1121,2387
2087,1058,2365
2199,949,2355
2323,815,2339
2451,690,2322
2560,597,2297
2668,518,2289
2780,423,2288
2920,302,2289
3066,159,2272
3208,0,2256
3332,-195,2249
3461,-431,2256
3591,-689,2257
3713,-906,2256
3799,-1051,2252
3857,-1121,2256
3889,-1145,2255
3893,-1121,2256
3854,-1065,2254
3785,-992,2256
3707,-948,2254
3641,-949,2256
3575,-996,2255
3497,-1035,2256
3386,-991,2252
3244,-776,2256
3053,-382,2256
2812,129,2256
2525,649,2250
2235,1121,2256
1966,1533,2260
1730,1898,2256
1516,2207,2232
1334,2458,2224
1178,2652,2232
1045,2803,2256
912,2911,2259
793,2976,2256
698,3015,2257
649,3062,2289
633,3118,2329
649,3148,2387
668,3135,2453
685,3105,2551
692,3075,2657
721,3019,2780
769,2907,2908
829,2760,3074
879,2609,3262
937,2458,3466
1006,2287,3657
1081,2113,3859
1142,1963,4067
1190,1854,4284
1218,1774,4471
1226,1725,4644
1207,1696,4803
1190,1682,4971
1185,1658,5114
1190,1639,5232
1178,1629,5315
1154,1639,5396
1129,1643,5465
1118,1639,5527
1114,1629,5559
1118,1639,5592
1118,1649,5622
1118,1639,5657
1113,1594,5664
1118,1553,5657
1131,1528,5635
1154,1509,5625
1171,1468,5607
1190,1423,5592
1206,1392,5558
1226,1380,5527
1241,1361,5486
1262,1337,5461
1289,1312,5428
1334,1294,5396
1376,1259,5344
1406,1208,5298
1419,1151,5243
1442,1121,5200
1477,1116,5145
1514,1121,5101
1533,1119,5050
1550,1121,5003
1567,1136,4936
1586,1164,4873
1597,1189,4801
1622,1208,4742
1658,1214,4671
1694,1208,4611
1720,1186,4550
1766,1164,4513
1836,1145,4466
1911,1121,4415
1961,1069,4350
2019,992,4317
2101,901,4298
2199,819,4284
2276,748,4243
2343,690,4218
2413,640,4210
2487,604,4218
2535,578,4201
2559,561,4186
2572,540,4177
2596,518,4186
2618,493,4172
2632,474,4153
2620,465,4129
2596,474,4120
2568,495,4101
2559,518,4088
2560,536,4069
2559,561,4055
2541,587,4023
2523,604,3990
2514,602,3950
2523,604,3924
2527,621,3891
2523,647,3859
2514,655,3810
2523,647,3761
2532,638,3704
2523,647,3663
2483,667,3625
2451,690,3597
2442,710,3552
2451,733,3499
2439,757,3438
2415,776,3401
2389,792,3369
2379,819,3336
2364,860,3281
2343,906,3237
2307,946,3202
2271,992,3172
2230,1040,3120
2199,1078,3074
2173,1098,3035
2163,1121,3009
2156,1151,2970
2163,1164,2943
2174,1135,2924
2199,1078,2910
2227,1015,2875
2271,949,2845
2320,865,2822
2379,776,2812
2434,713,2791
2487,690,2780
2516,678,2776
2523,647,2780
2514,596,2762
2523,561,2747
2545,554,2739
2559,561,2747
2543,559,2745
2523,561,2747
2517,576,2745
2523,604,2747
2511,625,2740
2487,647,2747
2461,670,2760
2451,690,2780
2448,692,2780
2451,690,2780
2441,701,2777
2415,733,2780
2371,762,2774
2343,776,2780
2337,786,2793
2343,819,2812
2329,868,2813
2307,906,2812
2283,922,2809
2271,949,2812
2253,996,2808
2235,1035,2812
2212,1039,2814
2199,1035,2812
2180,1062,2792
2163,1121,2780
2130,1175,2774
2091,1208,2780
2045,1228,2776
2019,1251,2780
2011,1274,2782
2019,1294,2780
2019,1288,2758
2019,1251,2747
2026,1196,2745
2055,1164,2747
2101,1140,2727
2163,1078,2714
2240,942,2711
2343,776,2714
2476,619,2696
2632,474,2682
2787,306,2676
2920,129,2682
3005,-38,2666
3028,-173,2649
2968,-265,2639
2812,-259,2649
2541,-116,2651
2163,173,2649
1695,557,2642
1190,992,2649
693,1421,2651
252,1811,2649
-125,2148,2629
-433,2458,2616
-673,2741,2609
-829,2976,2616
-914,3143,2616
-937,3278,2616
-925,3409,2610
-865,3536,2616
-763,3626,2618
-613,3666,2616
-435,3652,2597
-216,3579,2583
36,3437,2575
324,3234,2583
606,3000,2586
865,2760,2583
1079,2542,2565
1262,2372,2551
1404,2261,2541
1514,2199,2551
1588,2155,2556
1658,2113,2551
1738,2069,2528
1838,2027,2518
1944,1964,2516
2055,1854,2518
2172,1681,2500
2307,1466,2485
2450,1231,2479
2596,992,2485
2726,748,2475
2848,518,2453
2968,308,2426
3100,129,2420
3223,-22,2420
3316,-129,2420
3360,-190,2402
3389,-216,2387
3428,-245,2378
3497,-302,2387
3561,-386,2391
3605,-474,2387
3621,-550,2367
3641,-604,2355
3660,-637,2349
3677,-647,2355
3674,-647,2354
3677,-647,2355
3689,-652,2351
3713,-647,2355
3717,-627,2353
3713,-604,2355
3705,-598,2352
3713,-604,2355
3716,-608,2352
3713,-604,2355
3692,-601,2352
3677,-604,2355
3658,-609,2352
3641,-604,2355
3607,-576,2352
3569,-518,2355
3517,-446,2352
3461,-388,2355
3387,-349,2353
3316,-302,2355
3243,-224,2351
3172,-129,2355
3083,-39,2355
2992,43,2355
2897,128,2338
2812,216,2322
2719,301,2312
2632,388,2322
2547,479,2328
2487,561,2322
2442,616,2299
2415,647,2289
2380,669,2289
2343,690,2289
2309,699,2270
2307,690,2256
2322,668,2252
2343,647,2256
2352,627,2242
2379,604,2224
2418,577,2213
2451,561,2224
2453,558,2229
2451,561,2224
2453,557,2203
2451,561,2191
2417,590,2186
2379,647,2191
2353,703,2190
2343,733,2191
2323,734,2188
2307,733,2191
2302,747,2190
2307,776,2191
2293,803,2188
2271,819,2191
2257,822,2190
2271,819,2191
2292,815,2187
2307,819,2191
2296,835,2191
2271,863,2191
2242,887,2184
2235,906,2191
2236,922,2204
2235,949,2224
2214,977,2226
2199,992,2224
2194,989,2217
2199,992,2224
2187,1011,2224
2163,1035,2224
2126,1052,2217
2091,1078,2224
2050,1120,2226
2019,1164,2224
1993,1190,2201
1983,1208,2191
1977,1229,2195
1983,1251,2224
1984,1244,2249
1983,1208,2289
1972,1159,2338
1983,1121,2420
2022,1083,2518
2091,1035,2649
2153,981,2796
2199,949,2976
2219,933,3170
2235,906,3401
2249,843,3649
2271,776,3924
2289,737,4198
2307,733,4480
2311,734,4746
2307,733,5003
2288,741,5224
2271,776,5428
2251,823,5607
2235,863,5788
2213,885,5954
2199,906,6115
2182,927,6249
2163,949,6377
2137,966,6479
2127,992,6573
2126,1019,6639
2127,1035,6704
2108,1032,6753
2091,1035,6802
2084,1055,6822
2091,1078,6835
2091,1080,6829
2091,1078,6835
2091,1090,6830
2091,1121,6835
2077,1146,6819
2055,1164,6802
2032,1168,6764
2019,1164,6736
2020,1157,6700
2055,1164,6671
2121,1150,6619
2199,1078,6573
2263,944,6516
2307,819,6475
2317,727,6422
2271,647,6377
2138,573,6311
1911,604,6246
1588,799,6158
1190,1121,6082
737,1469,6006
288,1811,5952
-113,2147,5884
-433,2458,5821
-683,2700,5745
-865,2889,5690
-978,3061,5633
-1009,3234,5592
-996,3391,5536
-973,3536,5494
-950,3675,5450
-865,3795,5428
-698,3845,5395
-469,3795,5363
-227,3649,5318
36,3450,5298
321,3236,5279
613,3019,5265
865,2787,5225
1081,2544,5200
1262,2332,5178
1406,2199,5167
1502,2143,5132
1586,2113,5101
1685,2061,5066
1802,1984,5036
1922,1875,4983
2055,1725,4938
2200,1531,4889
2343,1337,4840
2458,1162,4750
2559,992,4644
2665,796,4523
2776,604,4415
2862,449,4304
2920,345,4218
2957,266,4144
2992,216,4088
3006,200,4018
2992,216,3957
2959,228,3898
2956,216,3859
2985,178,3809
3028,129,3761
3057,70,3704
3100,0,3663
3165,-72,3613
3244,-129,3564
3310,-194,3505
3389,-302,3466
3490,-458,3432
3605,-604,3401
3679,-692,3349
3713,-733,3303
3723,-773,3262
3749,-819,3237
3783,-853,3203
3821,-863,3172
3834,-864,3135
3821,-863,3107
3772,-851,3069
3713,-819,3041
3651,-777,3017
3605,-733,3009
3564,-693,2991
3533,-647,2976
3487,-589,2954
3425,-518,2943
3336,-436,2926
3244,-345,2910
3149,-255,2887
3064,-173,2878
2982,-105,2873
2920,-43,2878
2864,19,2865
2812,86,2845
2741,163,2819
2668,259,2812
2591,369,2812
2523,474,2812
2448,551,2795
2379,604,2780
2314,658,2761
2271,733,2747
2233,823,2724
2199,906,2714
2147,972,2711
2091,1035,2714
2028,1115,2699
1983,1208,2682
1951,1278,2661
1947,1294,2649
1947,1269,2630
1947,1251,2616
1927,1253,2598
1911,1251,2583
1909,1216,2561
1947,1164,2551
2009,1106,2547
2091,1035,2551
2157,954,2538
2199,906,2518
2214,903,2495
2235,906,2485
2265,860,2471
2307,776,2453
2342,697,2427
2379,647,2420
2407,614,2421
2415,604,2420
2385,629,2400
2343,690,2387
2311,747,2384
2307,776,2387
2309,775,2371
2307,776,2355
2289,791,2345
2271,819,2355
2251,842,2357
2235,863,2355
2214,883,2347
2199,906,2355
2190,912,2358
2199,906,2355
2216,897,2333
2235,906,2322
2229,926,2316
2199,949,2322
2152,967,2317
2127,992,2322
2123,1017,2331
2127,1035,2355
2101,1047,2376
2055,1078,2420
2006,1138,2477
1983,1208,2551
1967,1258,2620
1947,1294,2714
1907,1332,2832
1875,1380,2976
1851,1414,3108
1838,1423,3237
1827,1407,3359
1838,1380,3499
1869,1342,3648
1911,1294,3826
1942,1231,4008
1983,1164,4186
2033,1097,4334
2091,1035,4480
2131,980,4624
2163,949,4774
2185,941,4897
2199,949,5003
2195,952,5086
2199,949,5167
2214,933,5222
2235,906,5265
2237,873,5292
2235,863,5330
2235,878,5356
2235,906,5363
2207,926,5340
2163,949,5330
2126,974,5329
2127,992,5330
2147,990,5298
2163,992,5265
2150,1009,5239
2127,1035,5232
2102,1042,5203
2091,1035,5167
2083,1028,5124
2091,1035,5101
2096,1051,5070
2091,1078,5036
2067,1117,4982
2055,1164,4938
2056,1197,4887
2055,1208,4840
2025,1201,4773
1983,1208,4709
1954,1227,4638
1947,1251,4578
1945,1254,4508
1947,1251,4447
1965,1237,4378
2019,1208,4317
2102,1124,4244
2199,992,4186
2286,830,4130
2343,690,4088
2334,592,4035
2235,561,3990
2038,600,3936
1766,733,3891
1423,953,3846
1009,1251,3826
537,1598,3809
72,1984,3793
-323,2370,3755
-613,2717,3728
-815,2975,3707
-937,3148,3695
-990,3273,3662
-973,3407,3630
-925,3558,3604
-865,3709,3597
-799,3822,3573
-685,3881,3532
-514,3862,3473
-288,3752,3434
-36,3558,3401
252,3321,3368
552,3067,3315
829,2803,3270
1035,2543,3232
1190,2329,3205
1317,2191,3158
1442,2113,3107
1553,2050,3051
1658,1984,3009
1763,1918,2959
1875,1854,2910
1982,1764,2857
2091,1639,2812
2197,1487,2761
2307,1337,2714
2423,1177,2661
2559,992,2616
2699,782,2565
2812,604,2518
2866,489,2464
2884,431,2420
2894,386,2380
2920,345,2355
2942,315,2322
2956,302,2289
2964,274,2249
2992,216,2224
3028,142,2203
3064,86,2191
3089,36,2170
3136,-43,2158
3213,-156,2152
3316,-259,2158
3410,-340,2158
3497,-431,2158
3571,-551,2153
3641,-647,2158
3683,-682,2159
3713,-690,2158
3739,-724,2151
3785,-776,2158
3818,-810,2172
3821,-819,2191
3783,-825,2193
3749,-819,2191
3728,-785,2186
3713,-733,2191
3667,-688,2191
3605,-647,2191
3542,-590,2186
3497,-518,2191
3445,-461,2203
3389,-431,2224
3316,-405,2231
3244,-345,2224
3167,-257,2201
3100,-173,2191
3029,-109,2190
2956,-43,2191
2874,42,2173
2812,129,2158
2759,197,2153
2704,259,2158
2626,338,2148
2559,431,2126
2503,508,2100
2451,561,2093
2376,613,2093
2307,690,2093
2249,794,2078
2199,906,2060
2126,1004,2040
2055,1078,2027
2003,1129,2011
1983,1164,1995
1962,1191,1974
1947,1208,1962
1935,1213,1947
1947,1208,1929
1961,1191,1896
1983,1164,1864
2007,1125,1839
2055,1078,1831
2120,1020,1820
2199,949,1799
2261,863,1762
2307,776,1733
2337,700,1713
2379,647,1700
2420,616,1681
2451,604,1668
2454,601,1663
2451,604,1668
2450,602,1657
2451,604,1635
2437,615,1610
2415,647,1602
2393,677,1602
2379,690,1602
2362,681,1587
2343,690,1570
2332,715,1560
2343,733,1570
2373,704,1576
2415,647,1570
2474,569,1547
2559,474,1537
2651,343,1536
2704,216,1537
2675,130,1519
2559,129,1504
2355,222,1499
2055,431,1504
1642,743,1491
1154,1121,1472
645,1512,1456
180,1898,1472
-229,2271,1499
-577,2631,1537
-868,2963,1574
-1081,3278,1635
-1232,3583,1717
-1334,3881,1831
-1403,4136,1954
-1406,4313,2093
-1325,4397,2233
-1154,4399,2387
-928,4318,2541
-649,4140,2714
-328,3867,2899
36,3536,3107
395,3199,3317
721,2889,3532
980,2623,3732
1190,2415,3924
1358,2268,4093
1514,2156,4251
1659,2038,4387
1802,1898,4513
1943,1742,4616
2091,1596,4709
2237,1451,4779
2379,1294,4840
2508,1107,4878
2632,906,4905
2746,702,4909
2848,518,4905
2928,350,4888
2992,216,4873
3046,112,4852
3100,43,4840
3142,-8,4813
3172,-43,4774
3188,-70,4717
3208,-86,4676
3227,-106,4643
3244,-129,4611
3254,-156,4549
3280,-173,4480
3318,-189,4409
3353,-216,4349
3357,-248,4272
3353,-259,4186
3347,-242,4084
3353,-216,3990
3350,-196,3888
3353,-173,3793
3353,-142,3692
3353,-129,3597
3333,-160,3495
3316,-216,3401
3307,-253,3300
3316,-259,3205
3318,-265,3100
3316,-302,3009
3301,-344,2919
3280,-345,2845
3242,-311,2771
3208,-302,2714
3190,-343,2660
3208,-388,2616
3233,-397,2563
3244,-388,2518
3215,-392,2477
3172,-388,2453
3128,-351,2422
3100,-302,2387
3067,-277,2345
3028,-259,2322
2973,-210,2306
2920,-129,2289
2862,-43,2253
2812,43,2224
2755,133,2204
2704,216,2191
2646,280,2160
2596,345,2126
2540,427,2090
2487,518,2060
2428,591,2022
2379,647,1995
2335,693,1975
2307,733,1962
2283,771,1931
2271,819,1897
2254,871,1860
2235,906,1831
2209,921,1795
2199,949,1766
2197,998,1743
2199,1035,1733
2181,1038,1717
2163,1035,1700
2143,1053,1680
2127,1078,1668
2093,1093,1659
2055,1121,1668
2012,1182,1682
1983,1251,1700
1957,1285,1711
1947,1294,1733
1942,1309,1762
1947,1337,1799
1944,1350,1826
1947,1337,1864
1955,1300,1909
1983,1251,1962
2014,1188,1997
2055,1121,2027
2100,1043,2063
2163,949,2126
2223,847,2193
2271,776,2256
2291,745,2302
2307,733,2355
2323,711,2413
2343,690,2485
2347,682,2550
2343,690,2616
2327,704,2677
2307,733,2747
2281,776,2810
2271,819,2878
2271,844,2940
2271,863,3009
2252,884,3071
2235,906,3139
2229,909,3201
2235,906,3270
2224,915,3332
2199,949,3401
2170,980,3454
2163,992,3499
2164,987,3525
2163,992,3564
2144,1013,3608
2127,1035,3663
2120,1039,3706
2127,1035,3761
2119,1043,3820
2091,1078,3891
2049,1121,3952
2019,1164,4022
1999,1202,4096
1983,1251,4186
1968,1288,4265
1983,1294,4349
2039,1246,4426
2127,1164,4513
2210,1048,4589
2271,906,4676
2305,740,4757
2307,604,4840
2245,536,4904
2091,561,4971
1828,664,5022
1478,863,5069
1060,1162,5095
613,1553,5134
169,1963,5170
-216,2329,5200
-516,2614,5198
-721,2846,5200
-858,3048,5199
-937,3234,5200
-976,3393,5169
-973,3536,5134
-942,3671,5097
-865,3795,5069
-737,3862,5020
-541,3838,4971
-302,3717,4917
-36,3536,4873
230,3329,4808
505,3105,4742
767,2854,4668
1009,2588,4611
1206,2340,4545
1370,2156,4480
1505,2044,4396
1622,1984,4317
1715,1941,4238
1802,1898,4186
1900,1829,4135
2019,1725,4088
2144,1582,4018
2271,1423,3957
2394,1255,3899
2523,1078,3859
2653,882,3808
2776,690,3761
2865,519,3704
2920,388,3663
2951,298,3620
2992,259,3597
3025,254,3575
3028,259,3564
2997,245,3542
2992,216,3532
3033,177,3523
3100,129,3532
3141,67,3531
3172,0,3532
3212,-64,3524
3280,-129,3532
3359,-221,3533
3461,-345,3532
3572,-483,3515
3677,-604,3532
3741,-698,3597
3785,-776,3728
3819,-848,3868
3857,-906,3990
3877,-951,4064
3893,-992,4120
3908,-1028,4157
3929,-1035,4186
3915,-1002,4187
3857,-949,4186
3771,-903,4181
3713,-863,4186
3679,-821,4172
3641,-776,4153
3569,-725,4127
3497,-647,4120
3430,-540,4108
3353,-431,4088
3238,-355,4048
3136,-302,4022
3080,-245,4004
3064,-173,3990
3026,-103,3953
2956,-43,3924
2863,28,3902
2776,129,3891
2681,247,3860
2596,345,3826
2524,412,3787
2487,474,3761
2456,555,3725
2415,647,3695
2345,733,3660
2271,819,3630
2194,924,3589
2127,1035,3564
2060,1121,3545
2019,1164,3532
1995,1184,3498
1983,1208,3466
1948,1248,3430
1911,1294,3401
1888,1315,3361
1911,1294,3336
1956,1236,3316
2019,1164,3303
2084,1085,3269
2163,992,3237
2229,892,3211
2271,819,3205
2283,788,3189
2307,776,3172
2355,745,3149
2415,690,3139
2446,633,3123
2451,604,3107
2437,608,3081
2415,647,3074
2377,696,3072
2343,733,3074
2327,741,3055
2343,733,3041
2365,713,3033
2379,690,3041
2367,673,3040
2343,690,3041
2315,734,3036
2307,776,3041
2307,784,3037
2307,776,3041
2290,784,3038
2271,819,3041
2252,862,3033
2235,906,3041
2200,949,3051
2163,992,3074
2142,1010,3084
2163,992,3107
2194,956,3129
2199,949,3172
2152,994,3220
2091,1078,3303
2041,1157,3404
2019,1208,3532
1998,1232,3662
1983,1251,3826
1964,1271,4010
1947,1294,4218
1912,1315,4419
1875,1337,4644
1853,1347,4880
1875,1337,5134
1912,1301,5365
1947,1251,5592
1969,1190,5804
2019,1121,6017
2092,1048,6193
2163,992,6344
2191,961,6459
2199,949,6573
2209,932,6669
2235,906,6769
2253,866,6851
2271,819,6933
2289,767,6987
2307,733,7031
2298,736,7045
2271,776,7064
2241,813,7074
2235,819,7096
2238,806,7098
2235,819,7096
2214,864,7074
2199,906,7064
2195,910,7042
2199,906,7031
2185,919,7008
2163,949,6998
2137,971,6968
2127,992,6933
2122,1017,6873
2127,1035,6835
2128,1034,6798
