III,V,PLETH,RESP
6785,15571,2691,853
6593,15789,2672,858
6452,16050,2659,869
6412,16067,2655,876
6452,15930,2659,885
6480,15724,2645,894
6563,15571,2627,901
6657,15454,2615,900
6674,15571,2627,901
6598,15846,2634,908
6674,16050,2627,917
6956,15880,2604,917
7230,15571,2595,917
7210,15450,2594,922
7008,15690,2595,933
6858,15943,2576,936
6896,15930,2563,933
7028,15540,2558,928
7230,15092,2563,933
7432,14850,2549,941
7564,14972,2531,949
7525,15164,2519,950
7453,15211,2531,949
7489,15074,2538,947
7675,15092,2531,949
7811,15315,2508,949
7786,15571,2499,949
7633,15505,2498,948
7564,15211,2499,949
7638,14915,2480,949
7786,14852,2467,949
7834,14861,2461,947
7786,14852,2467,949
7702,14791,2464,950
7675,14852,2467,949
7663,14911,2469,941
7675,14852,2467,933
7694,14639,2446,929
7786,14612,2435,933
7935,14828,2434,935
8120,15092,2435,933
8193,15051,2416,925
8120,14852,2403,917
7982,14732,2400,913
8009,14852,2403,917
8193,15000,2384,920
8343,15092,2371,917
8216,15017,2367,906
7898,14852,2371,901
7582,14640,2353,901
7453,14612,2339,901
7484,14724,2333,892
7675,14852,2339,885
8000,14839,2324,883
8454,14852,2307,885
8843,14875,2296,878
9010,14852,2307,869
8892,14740,2309,864
8676,14852,2307,869
8477,15183,2297,872
8343,15451,2307,869
8215,15332,2319,859
8120,15092,2339,853
7953,14966,2356,850
7675,14972,2403,853
7432,14884,2471,853
7564,14852,2563,853
7958,14947,2650,850
8120,15092,2755,853
7740,15020,2871,854
7230,14852,3011,853
7050,14688,3158,844
7230,14612,3332,837
7487,14602,3518,833
7786,14852,3716,837
8059,15233,3893,837
8120,15451,4069,837
7869,15284,4239,834
7675,15092,4421,837
7781,15100,4586,838
8009,15211,4741,837
7981,15083,4873,827
7786,14852,4998,821
7689,14739,5097,818
7786,14852,5190,821
7870,14940,5266,820
7898,14972,5350,821
7925,14957,5427,820
8009,14972,5510,821
8007,14847,5575,818
7898,14612,5638,821
7764,14402,5685,827
7786,14493,5735,837
7907,14730,5765,838
8009,14852,5799,837
8029,14701,5823,834
8120,14612,5863,837
8276,14733,5894,837
8343,14972,5927,837
8155,15059,5938,835
7898,15092,5959,837
7766,15038,5981,836
7786,14852,6023,837
7761,14571,6045,835
7675,14612,6055,837
7579,14908,6043,837
7564,14972,6055,837
7618,14480,6070,834
7786,14014,6087,837
7954,14065,6069,843
8009,14493,6055,853
7924,14735,6044,855
7898,14852,6055,853
7906,15112,6051,848
7786,15571,6055,853
7491,15858,6051,861
7341,15930,6055,869
7467,15904,6036,868
7675,15930,6023,869
7722,15826,6002,874
7786,15571,5991,885
8009,15214,5958,892
8231,14972,5927,901
8121,14792,5886,910
7786,14612,5863,917
7572,14310,5829,916
7675,14014,5799,917
7849,13737,5750,922
7898,13534,5703,933
7870,13371,5636,941
8009,13415,5574,949
8256,13602,5502,957
8343,13774,5446,965
8074,13666,5381,970
7675,13415,5318,981
7431,13217,5234,997
7453,13295,5158,1014
7597,13552,5075,1021
7786,13894,4998,1030
7934,14068,4900,1042
8009,14014,4806,1062
7853,13729,4704,1078
7564,13534,4613,1094
7317,13591,4511,1108
7341,13894,4421,1126
7455,14065,4332,1142
7453,14014,4261,1158
7282,13965,4179,1172
7119,14373,4101,1191
6798,15079,4013,1206
6118,15571,3941,1223
5333,15494,3867,1240
5117,15211,3812,1271
5375,14966,3758,1305
5228,14612,3716,1335
4325,13873,3665,1355
4004,13175,3620,1384
5951,13082,3576,1421
10233,13774,3556,1464
14922,14760,3539,1496
18020,15571,3524,1528
19009,15816,3490,1565
18798,15571,3460,1609
18247,15255,3418,1641
17464,15451,3364,1673
16079,15871,3280,1708
14127,15690,3204,1754
12049,14528,3142,1795
10345,13295,3108,1834
9155,12924,3072,1864
8454,13415,3043,1899
8056,13903,3010,1934
7786,14014,2979,1979
7493,13891,2940,2021
7230,13894,2915,2059
7006,14016,2897,2087
6785,14253,2883,2124
6545,14435,2850,2167
6452,14493,2819,2220
6564,14391,2795,2262
6785,14373,2787,2301
6922,14434,2771,2335
7008,14493,2755,2381
6975,14470,2734,2423
6785,14612,2723,2462
6404,14828,2705,2490
6118,14852,2691,2526
6075,14545,2671,2564
6229,14373,2659,2606
6345,14553,2641,2637
6452,14852,2627,2671
6634,14818,2607,2705
6896,14612,2595,2751
7018,14521,2578,2790
6896,14612,2563,2832
6563,14562,2541,2868
6229,14373,2531,2912
6054,14200,2526,2950
6118,14253,2531,2993
6258,14410,2520,3028
6340,14612,2499,3073
6405,14745,2472,3117
6674,14852,2467,3170
7060,14860,2469,3212
7230,14852,2467,3250
6970,14820,2445,3276
6563,14852,2435,3314
6331,14850,2434,3353
6340,14852,2435,3395
6423,14880,2415,3423
6563,15092,2403,3459
6728,15338,2400,3496
6785,15451,2403,3540
6539,15309,2385,3568
6118,15211,2371,3604
5775,15291,2367,3640
5673,15451,2371,3684
5671,15323,2355,3714
5673,14972,2339,3749
5702,14697,2332,3784
5895,14852,2339,3829
6171,15257,2328,3861
6340,15571,2307,3894
6238,15486,2282,3921
6007,15211,2275,3958
5850,15043,2272,3987
5895,15211,2275,4022
6017,15462,2263,4047
6118,15571,2243,4071
6161,15468,2217,4077
6229,15451,2211,4087
6318,15561,2212,4091
6452,15690,2211,4103
6632,15638,2191,4101
6896,15571,2179,4103
7075,15557,2176,4098
7008,15571,2179,4103
6696,15389,2162,4099
6452,15092,2146,4103
6462,14749,2140,4098
6674,14493,2146,4103
6864,14314,2137,4099
7008,14373,2114,4103
7106,14599,2088,4098
7119,14852,2082,4103
6933,14923,2084,4099
6674,14972,2082,4103
6546,15070,2064,4098
6674,15211,2050,4103
6905,15192,2045,4099
7119,15092,2050,4103
7321,14946,2040,4098
7675,14852,2018,4103
8125,14774,1993,4098
8454,14852,1986,4103
8422,14998,1986,4098
8120,15092,1986,4103
7767,14974,1970,4098
7564,14852,1954,4103
7472,14810,1945,4098
7453,14852,1954,4103
7466,14825,1960,4098
7564,14852,1954,4103
7688,14920,1932,4098
7786,14972,1922,4103
7766,14882,1921,4098
7675,14852,1922,4103
7564,14909,1905,4098
7564,14972,1890,4103
7716,14884,1884,4098
8009,14852,1890,4103
8207,14910,1880,4098
8120,14972,1858,4103
7731,14881,1831,4098
7341,14852,1826,4103
7137,14888,1827,4098
7119,14852,1826,4103
7137,14632,1807,4098
7230,14612,1794,4103
7396,14905,1786,4098
7564,15211,1794,4103
7563,15047,1802,4098
7453,14612,1826,4103
7341,14316,1863,4098
7341,14373,1922,4103
7416,14473,1981,4098
7564,14493,2050,4103
7671,14465,2129,4098
7675,14612,2243,4103
7576,14856,2376,4098
7564,15092,2531,4103
7666,15105,2684,4098
7786,14972,2851,4103
7792,14810,3021,4098
7786,14852,3204,4103
7796,15013,3378,4098
7786,15211,3556,4103
7718,15343,3728,4098
7786,15571,3908,4103
8050,15848,4075,4098
8343,16050,4229,4103
8352,15915,4357,4098
8120,15571,4485,4103
7894,15242,4601,4098
7898,15211,4709,4103
7993,15371,4791,4098
8009,15571,4870,4103
7909,15604,4936,4098
7898,15571,4998,4103
8001,15526,5032,4098
8120,15571,5062,4103
8148,15553,5086,4098
8231,15451,5126,4103
8411,15258,5157,4098
8565,15211,5190,4103
8505,15354,5205,4098
8343,15690,5222,4103
8200,15985,5230,4098
8120,16169,5254,4103
8054,16152,5271,4098
8120,16050,5286,4103
8274,15855,5279,4098
8343,15690,5286,4103
8181,15562,5297,4098
8009,15571,5318,4103
7968,15585,5315,4098
8009,15571,5318,4103
7984,15498,5324,4098
8009,15571,5350,4103
8099,15747,5356,4098
8120,15930,5350,4103
7939,15965,5324,4098
7786,16050,5318,4103
7810,16277,5314,4098
7898,16649,5318,4103
7804,16910,5301,4098
7675,17008,5286,4103
7756,16857,5263,4098
8120,16529,5254,4103
8516,16053,5234,4098
8787,15690,5222,4103
8855,15503,5202,4098
8787,15451,5190,4103
8640,15261,5160,4099
8565,14972,5126,4103
8559,14757,5074,4098
8565,14852,5030,4103
8501,14986,4978,4099
8454,14852,4934,4103
8415,14375,4871,4098
8343,14014,4806,4103
8221,13939,4722,4099
8231,14014,4645,4103
8377,13969,4561,4098
8454,14014,4485,4103
8241,14235,4400,4100
7898,14493,4325,4103
7677,14502,4242,4096
7786,14493,4165,4103
8066,14635,4079,4104
8343,14852,4005,4103
8384,14775,3923,4073
8231,14493,3844,4038
7954,14229,3754,3999
7786,14253,3684,3974
7779,14574,3619,3937
7786,15211,3556,3894
7359,15818,3470,3837
6452,16050,3396,3797
5646,15824,3336,3761
5562,15571,3300,3733
5638,15340,3252,3689
4894,14852,3204,3652
3744,13979,3149,3615
4338,13415,3108,3588
7929,13694,3066,3551
13126,14612,3043,3524
17273,15331,3025,3496
19243,15571,3011,3475
19668,15569,2978,3441
19466,15690,2947,3411
18820,15736,2922,3380
17686,15451,2915,3363
16045,14751,2900,3336
14015,14014,2883,3314
11848,13478,2860,3286
10122,13295,2851,3266
9217,13414,2837,3238
9010,13894,2819,3218
8944,14471,2784,3197
8676,14852,2755,3186
8182,14864,2732,3163
7675,14852,2723,3137
7271,14938,2706,3105
7008,14972,2691,3089
6807,14723,2671,3074
6674,14493,2659,3057
6613,14484,2642,3022
6674,14612,2627,2993
6767,14593,2607,2965
6896,14612,2595,2944
6993,14801,2578,2911
7119,15092,2563,2880
7194,15196,2540,2851
7230,15211,2531,2832
7203,15176,2526,2801
7230,15092,2531,2767
7263,14921,2528,2729
7230,14972,2531,2703
7059,15246,2531,2677
6896,15451,2531,2655
6834,15258,2514,2622
6896,14972,2499,2590
6989,14876,2489,2554
7119,14972,2499,2526
7213,14938,2503,2493
7230,14852,2499,2462
7179,14838,2478,2421
7230,14972,2467,2381
7348,15077,2462,2337
7341,15211,2467,2301
7072,15342,2464,2265
6785,15451,2467,2236
6725,15430,2467,2202
6896,15451,2467,2172
7049,15512,2450,2137
7119,15571,2435,2108
7157,15525,2426,2073
7230,15571,2435,2043
7229,15642,2439,2009
7119,15571,2435,1979
6921,15253,2415,1944
6785,15092,2403,1915
6770,15255,2396,1881
6896,15571,2403,1850
7038,15671,2403,1814
7119,15690,2403,1786
7080,15770,2397,1759
7008,15930,2403,1738
6931,15982,2406,1706
6896,16050,2403,1673
6871,16136,2383,1637
6896,16169,2371,1609
6942,16012,2366,1582
7008,15930,2371,1561
7047,16030,2368,1535
7119,16169,2371,1512
7217,15972,2371,1487
7341,15571,2371,1464
7416,15307,2353,1438
7453,15451,2339,1416
7411,15675,2331,1390
7341,15690,2339,1368
7310,15508,2339,1342
7453,15571,2339,1319
7669,15900,2335,1294
7786,16169,2339,1271
7719,15984,2337,1245
7675,15571,2339,1223
7730,15226,2336,1199
7786,15092,2339,1175
7712,14956,2337,1146
7675,14852,2339,1126
7769,14802,2336,1110
7898,14852,2339,1094
7866,14836,2336,1069
7786,14852,2339,1046
7790,14973,2336,1028
7898,15211,2339,1014
7990,15200,2336,991
8120,14852,2339,965
8263,14460,2336,939
8343,14612,2339,917
8305,15217,2336,893
8343,15690,2339,869
8484,15526,2336,843
8565,15092,2339,821
8419,14867,2336,796
8231,14972,2339,772
8144,15027,2336,748
8120,14972,2339,724
8030,14871,2337,698
8009,14852,2339,676
8119,14813,2335,653
8231,14852,2339,627
8114,14955,2337,600
7898,15092,2339,579
7831,15067,2334,564
8009,14972,2339,547
8160,14867,2340,522
8120,14852,2339,499
7948,14830,2320,482
7898,14852,2307,467
7965,14850,2299,443
8009,14852,2307,418
7895,14812,2305,400
7786,14852,2307,386
7798,14877,2310,366
7898,14852,2339,338
7882,14761,2378,310
7786,14852,2435,290
7754,15067,2490,273
7898,15211,2563,257
8032,15091,2645,240
8009,14972,2755,225
7843,14990,2865,210
7786,15092,2979,193
7885,15041,3091,175
8009,14972,3236,161
7947,14949,3402,148
7786,14972,3588,129
7693,14888,3759,102
7786,14852,3941,80
7929,14893,4126,65
8009,14972,4325,48
7938,14931,4504,22
7786,14972,4677,0
7615,15212,4835,-6
7564,15571,4998,0
7634,15597,5143,3
7786,15211,5286,0
7902,14715,5404,-2
8009,14612,5510,0
8135,14783,5588,1
8343,14852,5671,0
8550,14646,5748,-1
8676,14612,5831,0
8563,14899,5884,0
8231,15211,5927,0
7839,15143,5952,0
7675,14972,5991,0
7748,14971,6021,0
7898,15092,6055,0
7950,14995,6069,0
8009,14852,6087,0
8122,14876,6095,0
8231,15092,6119,0
8200,15196,6132,0
8120,15211,6151,0
8056,15161,6158,0
8009,15092,6183,0
7888,14954,6199,0
7786,14972,6215,0
7753,15119,6207,0
7786,15211,6215,0
7793,15058,6225,0
7898,14972,6247,0
8206,15161,6245,0
8676,15571,6247,0
8944,15866,6242,0
8787,16050,6247,0
8301,16132,6230,0
7898,16169,6215,0
7759,16126,6191,0
7786,16169,6183,0
7742,16175,6164,0
7675,15930,6151,0
7705,15337,6120,0
7898,14852,6087,0
8089,14732,6033,0
8231,14852,5991,0
8354,14797,5950,0
8565,14612,5927,0
8775,14444,5882,0
8899,14373,5831,0
8876,14197,5760,0
8787,14014,5703,0
8585,13988,5638,0
8231,14253,5574,0
7794,14471,5490,0
7564,14373,5414,0
7621,13916,5332,0
7786,13534,5254,0
7811,13482,5155,0
7786,13774,5062,0
7865,14100,4963,0
8120,14373,4870,0
8314,14486,4755,0
8343,14493,4645,0
8151,14415,4537,0
7898,14493,4453,0
7627,14681,4367,0
7453,14852,4293,0
7347,14902,4210,0
7230,15092,4133,0
6844,15423,4044,0
6229,15690,3973,0
5769,15672,3903,0
5784,15571,3844,0
5733,15366,3773,0
4894,14852,3716,0
3697,13973,3662,-1
4004,13415,3620,0
7076,13692,3566,5
12013,14612,3524,16
16454,15347,3485,26
18910,15571,3460,32
19549,15476,3424,37
19355,15451,3396,48
18802,15392,3361,66
17797,15092,3332,80
16100,14378,3292,87
13904,13534,3268,97
11701,12907,3249,113
10011,12816,3236,129
8917,13104,3203,137
8231,13534,3172,145
7708,13882,3146,159
7341,14253,3140,177
7148,14597,3126,187
7119,14852,3108,193
7126,14882,3074,204
7119,14852,3043,225
7064,14826,3007,246
7008,14852,2979,257
6913,14825,2954,262
6785,14852,2947,274
6590,14905,2936,291
6452,14972,2915,306
6383,14909,2877,313
6452,14852,2851,322
6554,14861,2834,338
6674,14972,2819,354
6727,14964,2784,362
6785,14852,2755,370
6864,14742,2734,384
7008,14852,2723,402
7114,15029,2702,413
7119,15092,2691,418
6987,14939,2688,424
6896,14852,2691,434
7008,14890,2675,443
7341,14972,2659,450
7579,14922,2651,457
7453,14972,2659,467
7009,15222,2650,475
6674,15571,2627,483
6651,15644,2599,490
6785,15451,2595,499
6778,15139,2597,507
6674,14972,2595,515
6624,14975,2574,522
6674,15211,2563,531
6685,15469,2561,540
6674,15571,2563,547
6694,15390,2546,548
6785,15211,2531,547
6860,15209,2524,551
6896,15451,2531,563
6799,15741,2529,575
6563,16050,2531,579
6312,16214,2530,576
6340,16169,2531,579
6624,15885,2514,588
6896,15690,2499,595
6956,15730,2490,594
7008,15930,2499,595
7156,15916,2501,603
7230,15690,2499,611
7003,15466,2491,612
6674,15571,2499,611
6512,15858,2503,617
6563,16050,2499,627
6621,15877,2477,631
6674,15571,2467,627
6767,15439,2466,624
6896,15690,2467,627
6923,15994,2448,629
6896,16050,2435,627
6923,15774,2431,623
7119,15571,2435,627
7429,15641,2420,636
7786,15930,2403,644
8015,16058,2393,643
8009,15930,2403,644
7751,15570,2413,645
7453,15211,2435,644
7259,14924,2462,634
7230,14852,2499,627
7260,14927,2520,627
7341,15092,2531,627
7472,15135,2530,619
7675,15092,2531,611
7828,15010,2527,610
7898,15092,2531,611
7938,15293,2530,605
8120,15571,2531,595
8389,15715,2525,591
8565,15690,2531,595
8471,15398,2535,598
8231,14972,2531,595
8004,14570,2509,586
7898,14493,2499,579
7853,14655,2499,576
7898,14852,2499,579
8004,14861,2479,582
8120,14852,2467,579
8077,14853,2465,570
7898,14852,2467,563
7732,14804,2448,561
7786,14972,2435,563
7978,15288,2432,562
8120,15451,2435,563
8082,15183,2416,564
8009,14852,2403,563
7986,14781,2399,555
8009,14972,2403,547
7987,15070,2385,544
8009,15092,2371,547
8079,15088,2365,547
8120,15092,2371,547
7982,14961,2355,546
7786,14852,2339,547
7696,14812,2328,546
7786,14852,2339,547
7882,14885,2347,547
7898,15092,2371,547
7828,15391,2398,544
7786,15571,2435,547
7749,15419,2467,555
7675,15211,2531,563
7472,15108,2617,564
7230,15092,2723,563
7098,14983,2822,563
7230,14972,2947,563
7484,15099,3097,561
7675,15211,3268,563
7726,14987,3423,570
7786,14612,3588,579
7814,14384,3761,581
7675,14493,3941,579
7362,14692,4089,577
7230,14852,4229,579
7445,14897,4366,580
7786,14972,4517,579
7849,15069,4649,578
7675,15211,4773,579
7579,15218,4883,579
7786,15092,4998,579
8082,14919,5095,578
8231,14972,5190,579
8180,15137,5269,580
8120,15211,5350,579
8059,15055,5414,577
7898,14972,5478,579
7577,15067,5525,581
7341,15211,5574,579
7353,15091,5605,570
7564,14852,5638,563
7728,14723,5662,561
7786,14852,5703,563
7716,14971,5735,563
7564,14972,5767,563
7406,14861,5777,564
7453,14852,5799,563
7659,14866,5814,556
7786,14852,5831,547
7671,14776,5823,543
7564,14852,5831,547
7638,15010,5842,550
7786,15092,5863,547
7764,14948,5858,538
7675,14852,5863,531
7679,14927,5870,529
7786,15092,5895,531
7812,15059,5896,531
7786,14972,5895,531
7795,15057,5885,530
7898,15451,5895,531
7981,15877,5892,530
8009,16169,5895,531
7908,16252,5887,530
7675,16289,5895,531
7339,16263,5884,530
7119,16169,5863,531
7125,15870,5820,531
7341,15451,5799,531
7584,14970,5782,529
7786,14612,5767,531
7889,14394,5717,538
7898,14373,5671,547
7782,14387,5628,549
7675,14373,5606,547
7719,14275,5563,544
8009,14253,5510,547
8338,14200,5440,554
8454,14014,5382,563
8233,13672,5314,565
7898,13534,5254,563
7698,13659,5185,559
7786,13894,5126,563
8080,14053,5049,571
8454,14373,4966,579
8716,14825,4862,580
8787,15092,4773,579
8575,14827,4688,583
8231,14373,4613,595
7885,14079,4517,606
7675,14014,4421,611
7488,13939,4317,609
7341,14014,4229,611
7305,14343,4139,618
7453,14852,4069,627
7430,15246,4000,634
6896,15571,3941,644
5967,15822,3869,653
5339,15930,3812,660
5337,15699,3758,659
5450,15211,3716,660
4873,14415,3662,666
4004,13415,3620,676
4551,12648,3581,677
7898,12936,3556,676
13066,14276,3520,679
17352,15690,3492,692
18886,16037,3458,704
18354,15451,3428,708
17541,14834,3386,705
17241,14852,3364,708
16833,15106,3347,716
15684,14972,3332,724
13799,14193,3295,724
11680,13295,3268,724
9856,12859,3249,729
8787,13175,3236,740
8411,13835,3201,749
8231,14373,3172,756
7793,14514,3151,757
7230,14493,3140,756
6836,14458,3108,753
6674,14493,3076,756
6580,14471,3050,764
6563,14493,3043,772
6625,14609,3028,772
6674,14852,3011,772
6563,14959,2990,778
6452,14852,2979,788
6478,14619,2962,792
6674,14612,2947,788
6759,14797,2927,784
6674,14972,2915,788
6549,14917,2897,797
6674,14852,2883,804
6989,14884,2863,805
7230,14972,2851,804
7092,14909,2834,804
6674,14852,2819,804
6286,14915,2797,802
6229,15092,2787,804
6434,15106,2783,811
6674,14972,2787,821
6712,14746,2774,822
6563,14612,2755,821
6337,14610,2730,818
6229,14852,2723,821
6300,15118,2720,826
6563,15211,2723,837
6885,15114,2719,846
7119,15211,2723,853
7083,15473,2724,852
6785,15571,2723,853
6369,15285,2705,858
6118,15092,2691,869
6157,15258,2682,877
6452,15571,2691,885
6756,15577,2694,891
6896,15451,2691,901
6791,15439,2673,909
6563,15571,2659,917
6349,15602,2650,922
6340,15690,2659,933
6585,15923,2664,947
7008,16169,2659,965
7277,16059,2637,981
7119,15690,2627,998
6491,15319,2625,1012
5784,15211,2627,1030
5445,15302,2609,1046
5673,15571,2595,1062
6166,15821,2588,1075
6563,15930,2595,1094
6735,15772,2594,1116
6896,15571,2595,1142
7109,15478,2593,1165
7230,15571,2595,1191
7072,15616,2580,1214
6785,15571,2563,1239
6605,15483,2552,1261
6674,15571,2563,1287
6872,15692,2569,1311
7119,15690,2563,1335
7330,15505,2539,1355
7453,15451,2531,1384
7354,15541,2531,1416
7119,15571,2531,1448
6994,15291,2511,1469
7230,14972,2499,1496
7626,14822,2496,1532
7786,14852,2499,1577
7541,14831,2482,1611
7230,14852,2467,1641
7143,14925,2461,1669
7230,14972,2467,1705
7236,14791,2454,1738
7230,14612,2435,1770
7371,14624,2423,1797
7675,14852,2435,1834
7914,14987,2442,1872
8009,14972,2435,1915
7969,14796,2412,1953
7898,14612,2403,1995
7871,14464,2402,2034
8009,14493,2403,2075
8169,14516,2386,2112
8120,14373,2371,2156
7779,14066,2364,2200
7453,14014,2371,2252
7332,14248,2361,2298
7341,14493,2339,2349
7301,14500,2311,2400
7341,14612,2307,2462
7570,14942,2310,2518
7898,15211,2307,2574
8054,15079,2285,2619
8009,14852,2275,2671
7817,14731,2274,2723
7564,14612,2275,2783
7300,14355,2255,2833
7230,14373,2243,2880
7400,14725,2239,2916
7675,14972,2243,2960
7832,14765,2223,3004
7898,14612,2211,3057
7889,14768,2215,3104
7786,14852,2243,3153
7544,14491,2258,3191
7341,14253,2275,3234
7252,14510,2294,3275
7230,14852,2339,3330
7184,14680,2391,3379
7230,14373,2467,3427
7358,14392,2552,3462
7453,14612,2659,3507
7425,14569,2772,3554
7453,14493,2915,3604
7559,14649,3070,3636
7564,14852,3236,3668
7291,14635,3389,3701
7008,14253,3556,3749
7024,14171,3729,3789
7341,14493,3908,3829
7573,14708,4067,3857
7564,14612,4229,3894
7505,14342,4388,3928
7675,14253,4549,3974
7899,14335,4674,4008
7898,14493,4773,4038
7711,14529,4850,4051
7786,14493,4934,4071
8165,14377,5011,4085
8343,14253,5094,4103
7840,14051,5160,4102
7008,13894,5222,4103
6558,13851,5267,4097
6785,14014,5318,4103
7229,14172,5363,4100
7453,14253,5414,4103
7455,14280,5448,4098
7564,14493,5478,4103
7763,14764,5491,4099
7786,14852,5510,4103
7493,14570,5520,4098
7230,14253,5542,4103
7307,14175,5554,4099
7675,14373,5574,4103
7958,14478,5584,4098
8009,14373,5606,4103
