I,aVL,ABP,RESP
381,652,3180,2477
459,719,3196,2500
554,807,3213,2525
669,908,3204,2545
796,1024,3213,2574
905,1146,3246,2597
1003,1272,3313,2622
1111,1395,3378,2636
1246,1520,3478,2654
1381,1636,3623,2668
1488,1738,3843,2686
1558,1827,4101,2699
1626,1924,4406,2718
1701,2016,4729,2734
1765,2079,5068,2751
1803,2108,5361,2756
1834,2141,5598,2767
1851,2182,5762,2778
1834,2203,5897,2799
1795,2185,5992,2808
1799,2172,6062,2815
1849,2187,6091,2816
1868,2203,6128,2831
1805,2178,6179,2846
1730,2141,6261,2863
1712,2130,6347,2869
1730,2141,6460,2879
1718,2123,6577,2885
1695,2079,6692,2895
1701,2043,6764,2898
1730,2048,6824,2911
1736,2060,6872,2925
1730,2048,6923,2944
1729,2000,6944,2949
1730,1955,6957,2960
1711,1930,6955,2970
1695,1924,6957,2992
1694,1900,6928,3005
1695,1862,6890,3024
1673,1828,6835,3037
1661,1831,6791,3056
1684,1851,6728,3067
1730,1862,6658,3088
1746,1836,6558,3109
1730,1800,6460,3137
1711,1780,6351,3151
1730,1800,6261,3169
1769,1834,6160,3187
1799,1862,6062,3217
1791,1856,5942,3235
1765,1831,5830,3249
1738,1800,5708,3252
1730,1800,5598,3265
1729,1833,5476,3279
1730,1893,5367,3297
1709,1939,5255,3304
1661,1955,5168,3314
1596,1938,5077,3319
1557,1924,5002,3330
1550,1919,4923,3329
1557,1924,4870,3330
1563,1921,4824,3325
1592,1924,4803,3330
1625,1926,4770,3328
1626,1924,4737,3330
1591,1914,4683,3320
1592,1924,4638,3314
1638,1946,4583,3301
1661,1955,4538,3297
1609,1933,4482,3289
1557,1924,4439,3281
1561,1930,4396,3263
1592,1924,4373,3249
1578,1882,4338,3231
1557,1862,4306,3217
1567,1878,4263,3191
1592,1893,4240,3169
1575,1866,4219,3142
1557,1862,4207,3121
1577,1895,4174,3088
1626,1924,4141,3056
1637,1900,4100,3019
1626,1893,4075,2992
1634,1920,4049,2959
1695,1924,4041,2927
1794,1867,4026,2889
1938,1862,4008,2863
2107,1971,3970,2838
2284,2141,3942,2815
2460,2309,3918,2779
2664,2544,3909,2751
2863,2865,3889,2722
3010,3165,3876,2702
3131,3360,3856,2674
3356,3568,3843,2654
3724,3902,3819,2635
4118,4282,3810,2622
4400,4528,3804,2596
4567,4624,3810,2574
4647,4664,3795,2553
4602,4686,3776,2541
4396,4611,3750,2522
4118,4406,3743,2509
3865,4124,3739,2496
3633,3848,3743,2493
3338,3590,3730,2483
2976,3320,3710,2477
2604,3001,3682,2466
2284,2669,3677,2461
2041,2411,3677,2449
1903,2296,3677,2445
1828,2258,3655,2440
1730,2172,3644,2445
1553,1973,3640,2444
1349,1738,3644,2445
1177,1542,3626,2440
1038,1396,3611,2445
892,1251,3602,2449
761,1117,3611,2461
670,1017,3600,2467
623,962,3578,2477
572,905,3548,2482
519,838,3545,2493
482,774,3545,2499
484,745,3545,2509
482,730,3524,2514
450,714,3511,2525
408,681,3504,2533
415,652,3511,2541
453,622,3508,2540
450,590,3511,2541
388,552,3510,2544
346,528,3511,2558
364,506,3494,2566
381,465,3478,2574
324,396,3467,2570
242,341,3478,2574
207,321,3482,2578
208,310,3478,2590
175,261,3456,2590
104,186,3445,2590
37,123,3439,2584
0,93,3445,2590
-33,68,3441,2596
-69,31,3445,2606
-95,-10,3442,2605
-104,-31,3445,2606
-126,-44,3436,2602
-173,-62,3445,2606
-218,-81,3457,2604
-208,-62,3478,2606
-134,4,3476,2601
-35,93,3478,2606
51,169,3473,2611
138,248,3478,2622
248,356,3469,2622
381,496,3478,2622
516,640,3497,2616
657,776,3545,2622
802,902,3601,2627
934,1024,3710,2638
1039,1143,3872,2641
1142,1272,4108,2654
1251,1405,4381,2667
1349,1520,4704,2686
1419,1604,5044,2694
1488,1676,5400,2702
1566,1743,5717,2706
1626,1800,5996,2718
1649,1843,6204,2729
1661,1893,6360,2751
1673,1932,6444,2767
1661,1924,6493,2783
1624,1876,6505,2786
1626,1862,6526,2799
1684,1908,6554,2818
1730,1955,6625,2847
1706,1938,6714,2863
1661,1893,6824,2879
1651,1869,6921,2895
1661,1862,7023,2927
1644,1840,7100,2953
1626,1831,7155,2976
1638,1849,7161,2986
1661,1862,7155,3008
1648,1832,7144,3031
1626,1800,7155,3056
1633,1796,7154,3068
1661,1800,7155,3088
1658,1760,7144,3110
1626,1707,7155,3137
1595,1685,7159,3149
1592,1707,7155,3169
1604,1726,7102,3189
1626,1738,7023,3217
1646,1750,6916,3231
1661,1769,6824,3249
1660,1764,6724,3268
1661,1738,6625,3297
1670,1716,6503,3313
1695,1738,6393,3330
1718,1780,6276,3340
1730,1800,6162,3362
1719,1770,6021,3376
1695,1738,5897,3394
1670,1745,5773,3406
1661,1800,5665,3426
1653,1847,5538,3440
1626,1862,5433,3458
1561,1852,5338,3465
1488,1862,5267,3474
1453,1891,5188,3477
1488,1924,5135,3490
1543,1930,5093,3502
1557,1924,5068,3523
1515,1917,5017,3530
1488,1924,4969,3539
1511,1926,4915,3540
1557,1924,4870,3555
1569,1917,4800,3569
1557,1924,4737,3587
1548,1927,4676,3591
1557,1924,4638,3603
1568,1913,4586,3614
1592,1924,4538,3635
1607,1934,4480,3643
1592,1924,4439,3651
1541,1881,4396,3652
1522,1862,4373,3667
1550,1881,4350,3681
1592,1924,4340,3700
1592,1933,4309,3704
1592,1924,4273,3716
1617,1922,4228,3725
1661,1955,4207,3748
1675,1971,4189,3762
1695,1955,4174,3780
1767,1927,4136,3789
1903,1955,4108,3812
2046,2024,4083,3834
2180,2110,4075,3860
2327,2233,4054,3873
2526,2482,4041,3893
2745,2836,4023,3910
2941,3165,4008,3941
3108,3377,3972,3962
3322,3568,3942,3989
3633,3855,3916,4009
4014,4220,3909,4037
4359,4525,3891,4053
4602,4717,3876,4070
4725,4832,3854,4073
4740,4903,3843,4086
4629,4877,3823,4091
4394,4717,3810,4102
4080,4446,3788,4099
3772,4158,3776,4102
3497,3910,3756,4097
3218,3693,3743,4102
2873,3422,3723,4098
2491,3072,3710,4102
2164,2724,3690,4097
1972,2513,3677,4102
1883,2443,3657,4098
1799,2389,3644,4102
1637,2234,3623,4097
1419,2017,3611,4102
1221,1829,3592,4098
1107,1707,3578,4102
1034,1600,3556,4098
934,1489,3545,4102
792,1373,3527,4097
692,1272,3511,4102
670,1187,3486,4098
692,1148,3478,4102
676,1136,3476,4097
623,1117,3478,4102
570,1055,3459,4098
554,993,3445,4102
552,963,3437,4097
554,962,3445,4102
542,950,3434,4099
519,931,3412,4102
480,905,3383,4096
450,869,3379,4102
450,815,3380,4102
484,776,3379,4102
507,760,3357,4078
484,745,3346,4053
425,701,3342,4019
381,652,3346,3989
365,618,3328,3946
346,590,3313,3909
295,533,3304,3866
242,465,3313,3828
217,417,3302,3777
208,403,3280,3732
179,393,3250,3683
138,372,3246,3635
99,337,3246,3569
69,310,3246,3507
50,307,3224,3444
69,341,3213,3394
130,398,3206,3336
208,465,3213,3281
272,534,3207,3221
346,621,3213,3169
444,715,3221,3109
554,807,3246,3056
652,888,3257,3003
761,993,3280,2960
905,1136,3318,2905
1073,1303,3412,2847
1214,1445,3539,2783
1315,1552,3710,2734
1405,1647,3910,2686
1522,1769,4174,2638
1635,1896,4475,2576
1695,1986,4803,2525
1705,2023,5109,2481
1730,2048,5400,2445
1780,2073,5641,2395
1799,2079,5830,2348
1759,2064,5935,2303
1730,2079,5996,2268
1759,2134,6027,2230
1799,2172,6062,2204
1779,2138,6085,2179
1730,2079,6128,2155
1712,2059,6192,2119
1730,2079,6294,2091
1736,2087,6395,2071
1730,2079,6493,2059
1728,2072,6571,2033
1730,2079,6658,2011
1723,2079,6731,1994
1730,2079,6791,1995
1743,2071,6811,1988
1730,2048,6824,1978
1680,1997,6824,1964
1661,1955,6824,1962
1695,1943,6794,1961
1730,1955,6758,1962
1705,1939,6705,1957
1661,1893,6658,1962
1657,1851,6591,1969
1695,1862,6526,1978
1722,1902,6443,1977
1730,1924,6360,1978
1729,1895,6256,1982
1730,1862,6162,1995
1722,1860,6059,2001
1730,1893,5963,2011
1770,1917,5844,2016
1834,1924,5731,2027
1872,1919,5608,2031
1868,1924,5499,2043
1833,1932,5376,2056
1799,1955,5267,2075
1766,1984,5157,2084
1730,2017,5068,2091
1697,2035,4976,2094
1695,2048,4903,2107
1706,2059,4836,2121
1695,2079,4803,2139
1660,2096,4769,2148
1661,2110,4737,2155
1704,2102,4682,2159
1730,2079,4638,2171
1694,2059,4586,2181
1661,2079,4538,2188
1681,2119,4467,2184
1730,2141,4406,2188
1740,2123,4346,2194
1730,2110,4306,2204
1727,2120,4263,2203
1730,2141,4240,2204
1717,2138,4220,2203
1730,2141,4207,2204
1772,2156,4171,2194
1799,2172,4141,2188
1765,2155,4114,2184
1730,2141,4108,2188
1725,2138,4090,2181
1730,2141,4075,2171
1711,2128,4042,2159
1730,2141,4008,2155
1800,2176,3963,2148
1868,2203,3942,2139
1887,2185,3935,2121
1938,2172,3942,2107
2073,2190,3927,2095
2249,2234,3909,2091
2387,2287,3885,2078
2526,2420,3876,2059
2721,2677,3858,2030
2941,3010,3843,2011
3089,3287,3820,1993
3183,3475,3810,1978
3345,3658,3792,1953
3668,3941,3776,1930
4070,4275,3751,1910
4394,4530,3743,1898
4546,4641,3739,1876
4567,4686,3743,1850
4514,4709,3727,1820
4394,4655,3710,1802
4190,4465,3686,1785
3945,4220,3677,1769
3704,4000,3669,1743
3460,3786,3677,1721
3157,3519,3679,1702
2803,3227,3677,1689
2455,2935,3654,1667
2180,2638,3644,1641
1988,2381,3640,1611
1868,2296,3644,1592
1773,2353,3627,1576
1661,2327,3611,1560
1500,2070,3591,1535
1315,1738,3578,1512
1129,1526,3553,1488
969,1427,3545,1464
839,1299,3542,1431
761,1148,3545,1399
709,1054,3525,1372
657,1024,3511,1351
591,972,3506,1327
554,900,3511,1303
540,849,3496,1278
519,838,3478,1255
470,823,3466,1224
450,807,3478,1190
480,793,3483,1151
519,776,3478,1110
521,741,3456,1066
519,714,3445,1029
530,701,3439,993
519,683,3445,949
462,636,3442,891
415,590,3445,836
407,550,3442,789
381,496,3445,740
292,412,3440,677
208,341,3445,611
193,315,3445,551
208,310,3445,499
163,277,3425,442
69,217,3412,386
-6,161,3403,335
-35,124,3412,290
-51,90,3409,236
-69,62,3412,177
-80,49,3406,121
-69,62,3412,80
-44,87,3407,53
0,124,3412,32
62,174,3408,12
138,248,3412,0
218,337,3405,-3
311,434,3412,0
423,535,3419,1
554,652,3445,0
680,777,3475,-1
796,900,3545,0
919,1016,3647,0
1073,1148,3810,0
1222,1294,4010,-1
1315,1427,4273,0
1355,1519,4581,0
1419,1583,4936,0
1530,1643,5280,0
1626,1707,5598,0
1645,1748,5851,0
1626,1769,6062,0
1631,1788,6214,0
1661,1831,6327,0
1680,1885,6385,0
1695,1924,6427,0
1720,1914,6451,0
1730,1862,6493,0
1689,1808,6540,0
1626,1800,6625,0
1589,1821,6730,0
1592,1831,6857,0
1608,1810,6963,0
1626,1800,7056,0
1625,1807,7115,0
1592,1800,7155,0
1528,1750,7158,0
1488,1707,7155,0
1504,1707,7145,0
1557,1738,7155,0
1579,1747,7154,0
1557,1738,7155,0
1532,1722,7145,0
1557,1707,7155,0
1595,1671,7149,0
1592,1645,7122,0
1551,1656,7042,0
1557,1707,6957,0
1620,1735,6866,0
1661,1707,6791,0
1615,1642,6692,0
1557,1614,6592,0
1576,1645,6475,0
1661,1707,6360,0
1711,1738,6221,0
1695,1738,6095,0
1661,1728,5971,-1
1661,1738,5863,0
1672,1752,5732,0
1661,1769,5598,0
1621,1788,5454,-1
1592,1831,5333,0
1585,1881,5218,1
1592,1924,5135,0
1580,1933,5057,-3
1557,1924,5002,0
1542,1913,4941,4
1557,1924,4903,0
1580,1933,4864,-10
1592,1924,4836,0
1577,1888,4786,39
1557,1862,4737,97
1534,1854,4678,151
1522,1862,4638,209
1524,1869,4586,282
1557,1893,4538,370
1589,1917,4478,454
1592,1924,4439,531
1561,1900,4401,601
1557,1893,4373,676
1591,1909,4331,753
1626,1924,4306,836
1603,1894,4285,917
1557,1862,4273,997
1532,1849,4239,1074
1557,1862,4207,1158
1599,1876,4178,1245
1661,1924,4174,1335
1728,1977,4160,1416
1799,1986,4141,1496
1877,1942,4101,1574
2007,1955,4075,1657
2178,2067,4051,1732
2353,2234,4041,1802
2520,2421,4021,1863
2733,2700,4008,1930
2969,3062,3988,1996
3149,3382,3975,2059
3283,3589,3953,2111
3529,3817,3942,2171
3950,4174,3924,2236
4394,4561,3909,2300
4670,4795,3882,2348
4775,4872,3876,2397
4795,4898,3875,2446
4740,4903,3876,2493
4559,4798,3854,2524
4291,4561,3843,2558
4012,4258,3838,2596
3737,3972,3843,2638
3414,3710,3824,2662
3045,3444,3810,2686
2666,3133,3802,2715
2318,2793,3810,2751
2036,2505,3796,2769
1868,2358,3776,2783
1786,2304,3751,2794
1695,2203,3743,2815
1522,1982,3727,2829
1315,1738,3710,2847
1137,1565,3685,2861
1003,1458,3677,2879
873,1337,3673,2886
761,1210,3677,2895
688,1120,3662,2900
657,1086,3644,2911
626,1049,3619,2916
588,993,3611,2927
547,931,3606,2934
519,900,3611,2944
494,883,3598,2942
484,869,3578,2944
493,847,3549,2945
519,838,3545,2960
523,829,3546,2968
484,807,3545,2976
419,768,3521,2972
381,745,3511,2976
379,736,3511,2979
381,714,3511,2992
351,653,3479,2998
311,590,3445,3008
289,552,3421,3012
277,528,3412,3024
238,484,3381,3029
173,434,3346,3040
109,398,3315,3045
69,372,3313,3056
37,337,3310,3056
0,310,3313,3056
-32,305,3307,3049
-35,310,3313,3056
-25,297,3310,3063
-35,279,3313,3072
-68,278,3296,3064
-69,310,3280,3056
-4,363,3253,3049
104,434,3246,3056
196,510,3241,3057
277,590,3246,3056
388,688,3238,3045
554,838,3246,3040
729,1011,3262,3030
865,1148,3313,3024
954,1224,3385,3007
1038,1303,3511,2992
1149,1432,3681,2971
1280,1583,3909,2960
1386,1683,4167,2944
1453,1738,4472,2927
1520,1807,4795,2900
1626,1924,5135,2879
1723,2025,5437,2860
1730,2048,5698,2847
1658,2015,5887,2822
1626,2017,6029,2799
1678,2070,6109,2771
1730,2110,6162,2751
1705,2094,6188,2724
1661,2079,6228,2702
1668,2099,6268,2672
1695,2110,6327,2638
1682,2064,6392,2592
1661,2017,6493,2558
1675,2021,6606,2526
1695,2048,6725,2493
1666,2028,6811,2443
1626,1986,6890,2397
1629,1980,6947,2354
1661,2017,6990,2316
1665,2035,6991,2266
1661,2017,6990,2220
1684,1980,6984,2177
1730,1955,6990,2139
1735,1934,6963,2090
1695,1924,6923,2043
1653,1918,6866,1999
1661,1924,6824,1962
1699,1924,6763,1919
1730,1924,6692,1882
1732,1919,6589,1848
1730,1924,6493,1818
1730,1925,6388,1776
1730,1924,6294,1737
1738,1924,6178,1702
1799,1955,6062,1673
1890,1997,5936,1632
1938,2017,5830,1592
1897,1996,5714,1556
1834,1986,5598,1528
1805,2009,5460,1495
1799,2048,5333,1464
1775,2073,5205,1435
1765,2110,5101,1415
1785,2154,5002,1391
1799,2172,4936,1367
1764,2147,4877,1340
1730,2141,4836,1319
1729,2175,4780,1299
1730,2203,4737,1287
1690,2173,4695,1271
1661,2141,4671,1255
1682,2158,4626,1234
1730,2203,4571,1222
1749,2212,4496,1214
1765,2203,4439,1206
1790,2211,4383,1189
1799,2234,4340,1174
1759,2226,4283,1163
1730,2203,4240,1158
1741,2190,4199,1148
1765,2203,4174,1142
1746,2207,4137,1140
1730,2203,4108,1142
1752,2194,4070,1136
1799,2203,4041,1126
1806,2204,4002,1114
1799,2203,3975,1110
1814,2204,3951,1108
1868,2234,3942,1110
1919,2253,3923,1105
1972,2234,3909,1094
2050,2189,3887,1075
2180,2203,3876,1062
2323,2275,3855,1053
2457,2358,3843,1046
2589,2445,3822,1030
2768,2638,3810,1013
2972,2939,3788,996
3149,3227,3776,981
3283,3402,3757,963
3460,3568,3743,949
3738,3845,3721,935
4083,4189,3710,917
4389,4441,3693,891
4602,4561,3677,869
4691,4617,3650,853
4637,4655,3644,836
4440,4625,3644,807
4187,4499,3644,772
3950,4293,3622,744
3737,4065,3611,724
3500,3853,3608,697
3218,3662,3611,659
2883,3422,3591,616
2526,3103,3578,579
2234,2781,3572,548
2111,2607,3578,515
2103,2579,3560,474
2041,2544,3545,434
1832,2374,3536,395
1592,2141,3545,354
1440,1957,3534,309
1349,1831,3511,273
1219,1690,3482,248
1073,1552,3478,225
976,1453,3478,193
934,1396,3478,161
873,1322,3459,135
796,1241,3445,113
741,1179,3436,87
727,1148,3445,64
712,1115,3445,52
692,1086,3445,48
671,1066,3437,41
657,1055,3445,32
638,1028,3448,28
623,993,3445,32
608,958,3423,40
588,931,3412,48
562,890,3406,56
554,838,3412,64
550,783,3408,71
519,745,3412,80
447,707,3412,93
381,652,3412,113
343,571,3392,136
311,496,3379,161
257,442,3372,184
208,403,3379,209
186,357,3375,238
173,310,3379,273
129,272,3378,313
69,248,3379,354
21,227,3358,393
0,217,3346,434
-1,223,3337,479
35,248,3346,531
101,285,3341,582
173,341,3346,627
222,403,3352,665
277,465,3379,708
375,536,3394,755
519,652,3412,804
657,798,3418,845
761,931,3445,885
849,1022,3486,924
969,1117,3578,965
1114,1248,3711,999
1246,1396,3909,1029
1347,1516,4146,1060
1453,1614,4439,1094
1571,1708,4757,1121
1661,1800,5101,1142
1701,1868,5428,1157
1730,1924,5731,1174
1763,1967,5962,1191
1765,1986,6128,1206
1729,1977,6221,1215
1730,1986,6294,1222
1791,2031,6345,1230
1834,2079,6393,1239
1802,2071,6417,1240
1765,2017,6460,1239
1780,1967,6524,1237
1799,1955,6625,1239
1753,1958,6722,1235
1695,1955,6824,1222
1697,1936,6918,1203
1730,1924,7023,1190
1714,1921,7102,1183
1661,1924,7155,1174
1626,1904,7161,1153
1626,1862,7155,1126
1624,1816,7142,1099
1626,1800,7155,1078
1642,1793,7160,1054
1661,1769,7155,1029
1649,1722,7109,1003
1626,1707,7056,981
1626,1742,6987,958
1661,1800,6923,933
1692,1819,6838,905
1695,1800,6758,885
1662,1763,6659,867
1626,1738,6559,853
1618,1724,6436,834
1661,1738,6327,820
1714,1770,6211,810
1730,1800,6095,804
1695,1785,5953,794
1661,1738,5830,788
1655,1696,5711,786
1661,1707,5598,788
1636,1751,5456,786
1592,1800,5333,788
1558,1829,5233,793
1557,1862,5168,804
1563,1900,5093,811
1557,1924,5035,820
1537,1904,4988,827
1522,1862,4969,836
1507,1821,4934,846
1488,1800,4903,869
1472,1789,4863,894
1488,1800,4836,917
1516,1820,4789,928
1522,1831,4737,949
1495,1814,4665,984
1488,1800,4605,1029
1510,1797,4544,1064
1522,1800,4505,1094
1485,1791,4466,1127
1453,1800,4439,1174
1461,1822,4400,1222
1488,1831,4373,1271
1474,1796,4346,1315
1453,1769,4340,1367
1455,1771,4325,1421
1488,1800,4306,1480
1515,1822,4267,1534
1557,1862,4240,1592
1600,1887,4216,1648
1626,1862,4207,1705
1642,1795,4186,1753
1730,1800,4174,1802
1897,1897,4155,1847
2076,2017,4141,1898
2217,2115,4105,1945
2387,2296,4075,1995
2618,2607,4047,2036
2837,2948,4041,2075
2973,3194,4027,2109
3114,3413,4008,2155
3392,3728,3971,2205
3806,4127,3942,2252
4204,4451,3916,2282
4464,4624,3909,2316
4569,4696,3893,2354
4567,4748,3876,2397
4465,4747,3849,2427
4256,4624,3843,2461
3966,4365,3841,2499
3668,4065,3843,2541
3394,3803,3823,2567
3114,3568,3810,2590
2771,3279,3802,2614
2387,2917,3810,2654
2040,2564,3798,2689
1799,2327,3776,2718
1655,2214,3747,2737
1557,2141,3743,2767
1439,2007,3743,2798
1280,1800,3743,2831
1095,1572,3722,2851
934,1396,3710,2879
803,1265,3704,2909
692,1148,3710,2944
586,1023,3706,2965
519,931,3710,2992
482,875,3710,3021
450,838,3710,3056
402,786,3689,3078
381,745,3677,3104
385,715,3672,3132
381,683,3677,3169
338,626,3660,3192
311,590,3644,3217
336,595,3632,3238
381,621,3644,3265
390,617,3647,3284
381,590,3644,3314
382,559,3623,3343
381,528,3611,3378
349,480,3601,3398
311,434,3611,3426
293,393,3613,3460
277,341,3611,3507
232,271,3589,3539
173,217,3578,3571
121,189,3571,3596
69,155,3578,3635
7,89,3573,3667
-35,31,3578,3700
-39,17,3576,3719
-35,31,3578,3748
-72,25,3558,3774
-138,0,3545,3812
-185,-25,3533,3846
-173,-31,3545,3893
-125,-20,3545,3932
-69,31,3545,3973
-13,118,3532,4000
69,217,3545,4037
181,304,3559,4071
311,403,3578,4102
433,532,3580,4104
554,683,3611,4102
694,825,3670,4095
865,962,3776,4102
1037,1101,3909,4100
1176,1241,4108,4102
1272,1368,4361,4097
1349,1489,4671,4102
1432,1606,4989,4098
1522,1707,5333,4102
1592,1777,5674,4097
1626,1831,5996,4102
1638,1880,6241,4098
1661,1924,6427,4102
1698,1946,6545,4097
1730,1955,6625,4102
1746,1964,6657,4098
1765,1986,6692,4102
1789,2007,6730,4097
1799,2017,6791,4102
1771,2007,6854,4097
1730,1986,6957,4102
1712,1963,7066,4097
1730,1955,7155,4102
1745,1954,7169,4097
1730,1955,7155,4102
1688,1942,7141,4097
1661,1924,7155,4102
1655,1904,7156,4097
1661,1893,7155,4102
1658,1879,7145,4097
1661,1862,7155,4102
1665,1831,7153,4097
1661,1800,7155,4102
1637,1773,7145,4097
1626,1769,7155,4102
1649,1778,7157,4097
1695,1800,7155,4102
1724,1807,7114,4097
1730,1800,7056,4102
1724,1787,6961,4097
1730,1800,6857,4102
1753,1831,6732,4097
1799,1862,6625,4102
1835,1866,6510,4097
1834,1862,6393,4102
1802,1858,6241,4097
1799,1862,6095,4102
1817,1858,5951,4097
1799,1862,5830,4102
1721,1882,5694,4097
1661,1924,5565,4102
1657,1953,5435,4097
1661,1955,5333,4102
1611,1933,5237,4097
1557,1924,5168,4102
1555,1932,5105,4097
1592,1955,5068,4102
1611,1970,5028,4097
1626,1986,5002,4102
1651,1992,4964,4097
1661,1986,4936,4102
1623,1963,4887,4097
1592,1955,4836,4102
1601,1967,4764,4097
1626,1986,4704,4102
1622,1977,4643,4097
1626,1955,4605,4102
1649,1931,4563,4097
1661,1924,4538,4102
1632,1918,4503,4097
1626,1924,4472,4102
1652,1924,4429,4097
1661,1924,4406,4102
1610,1913,4386,4097
1592,1924,4373,4102
1650,1960,4336,4097
1730,2017,4306,4102
1738,2029,4280,4097
1730,1986,4273,4102
1792,1932,4255,4097
1938,1955,4240,4102
2083,2041,4217,4097
2214,2141,4207,4102
2374,2256,4187,4097
2595,2482,4174,4102
2823,2823,4152,4097
3010,3165,4141,4102
3160,3406,4120,4097
3356,3631,4108,4102
3667,3960,4087,4097
4083,4375,4075,4102
4481,4708,4053,4097
4740,4872,4041,4102
4828,4924,4022,4097
4810,4965,4008,4102
4717,4968,3986,4097
4533,4841,3975,4102
4251,4555,3957,4097
3945,4220,3942,4102
3668,3946,3916,4097
3391,3724,3909,4102
3029,3434,3906,4097
2595,3041,3909,4102
2206,2652,3891,4097
1972,2420,3876,4102
1864,2338,3855,4097
1765,2265,3843,4102
1592,2090,3819,4097
1384,1862,3810,4102
1204,1673,3804,4097
1073,1552,3810,4102
950,1433,3795,4097
830,1303,3776,4102
715,1177,3752,4097
623,1086,3743,4102
551,1014,3727,4097
519,962,3710,4102
504,912,3684,4097
484,869,3677,4102
450,834,3674,4097
450,838,3677,4102
478,863,3661,4097
484,869,3644,4102
432,826,3621,4097
381,776,3611,4102
372,750,3592,4097
381,745,3578,4102
365,730,3556,4097
346,714,3545,4102
338,692,3525,4097
311,652,3511,4102
249,583,3490,4097
208,528,3478,4102
214,507,3460,4097
208,496,3445,4102
130,447,3422,4097
35,372,3412,4102
-6,317,3406,4097
0,310,3412,4102
-19,318,3399,4097
-69,310,3379,4102
-108,276,3349,4097
-104,248,3346,4102
-75,246,3345,4097
-35,279,3346,4102
3,333,3322,4098
35,403,3313,4102
69,479,3307,4097
138,559,3313,4102
241,632,3303,4098
346,714,3313,4102
436,808,3335,4097
554,931,3379,4102
728,1084,3413,4100
934,1272,3478,4102
1103,1452,3590,4095
1211,1583,3776,4102
1291,1659,4001,4102
1384,1738,4273,4102
1481,1836,4569,4091
1557,1924,4903,4102
1607,1972,5227,4112
1661,2017,5532,4102
1713,2081,5774,4037
1730,2141,5963,3957
1694,2152,6081,3878
1661,2141,6162,3812
1677,2146,6198,3731
1730,2172,6228,3651
1751,2168,6247,3574
1730,2141,6294,3507
1695,2119,6359,3425
1695,2141,6460,3346
1714,2169,6559,3268
1730,2172,6658,3201
1705,2127,6737,3117
1661,2079,6824,3024
1649,2050,6897,2922
1730,2048,6957,2831
1848,2023,6976,2735
1938,1986,6990,2638
2027,2001,6991,2529
2249,2172,6990,2429
2586,2479,6956,2334
2872,2824,6923,2252
3016,3127,6886,2163
3183,3444,6857,2075
3533,3836,6796,1983
4014,4282,6725,1898
4456,4669,6636,1813
4810,4934,6559,1737
5079,5068,6462,1662
5225,5120,6360,1592
5210,5132,6230,1518
5121,5151,6095,1448
5027,5155,5949,1374
4879,5089,5830,1303
4603,4917,5713,1231
4256,4686,5598,1174
3922,4440,5457,1125
3599,4189,5333,1078
3235,3911,5222,1024
2872,3631,5135,981
2578,3379,5039,948
2353,3165,4969,917
2133,2944,4910,873
