I,V,PLETH,RESP
4321,6887,6200,1308
4351,6905,6214,1302
4452,6849,6216,1301
4454,6809,6214,1302
4294,6813,6179,1292
4247,6809,6152,1283
4420,6725,6132,1280
4558,6713,6152,1283
4425,6812,6161,1277
4247,6905,6152,1265
4256,6851,6108,1251
4351,6809,6090,1247
4307,6883,6086,1246
4247,7001,6090,1247
4328,6980,6054,1239
4454,6905,6028,1228
4429,6873,6015,1214
4351,6905,6028,1210
4377,6922,6003,1209
4454,7001,5966,1210
4420,7097,5916,1201
4351,7097,5904,1192
4424,6925,5894,1186
4662,6809,5904,1192
4901,6838,5896,1194
5076,6905,5904,1192
5225,6869,5912,1180
5387,6905,5966,1173
5495,7091,6024,1170
5490,7288,6090,1173
5344,7300,6132,1173
5076,7288,6214,1173
4669,7421,6322,1171
4144,7672,6463,1173
3551,7865,6577,1172
3004,8056,6712,1173
2524,8292,6868,1172
2072,8535,7085,1173
1585,8698,7298,1172
1140,8919,7520,1173
839,9232,7723,1172
725,9494,7955,1173
657,9492,8173,1172
518,9302,8390,1173
314,9032,8569,1172
207,8727,8762,1173
251,8376,8945,1171
414,8151,9135,1173
648,8116,9290,1173
1036,8151,9446,1173
1554,8049,9575,1170
2072,7864,9695,1173
2430,7720,9759,1181
2693,7672,9819,1192
2951,7596,9868,1193
3211,7480,9943,1192
3366,7354,9983,1188
3419,7288,10005,1192
3416,7210,9993,1193
3419,7097,10005,1192
3434,6936,10006,1187
3522,6809,10005,1192
3698,6680,9963,1201
3937,6521,9943,1210
4155,6303,9930,1210
4351,6138,9943,1210
4546,6029,9915,1210
4765,5946,9881,1210
4951,5823,9832,1201
5076,5754,9819,1192
5160,5748,9788,1187
5283,5754,9757,1192
5416,5689,9687,1193
5490,5658,9632,1192
5478,5698,9562,1183
5490,5754,9508,1173
5548,5714,9434,1161
5594,5658,9384,1155
5572,5643,9319,1153
5594,5658,9260,1155
5698,5611,9160,1148
5801,5562,9073,1137
5773,5549,8989,1123
5698,5562,8949,1118
5695,5518,8890,1117
5801,5466,8825,1118
5882,5446,8720,1111
5905,5466,8638,1100
5917,5435,8560,1086
6008,5370,8514,1082
6095,5329,8447,1082
6112,5370,8390,1082
6096,5381,8313,1072
6216,5274,8265,1063
6417,5081,8217,1054
6526,4987,8203,1045
6485,4997,8172,1032
6526,4987,8141,1027
6708,4866,8088,1027
6837,4795,8079,1027
6766,4839,8077,1016
6734,4891,8079,1008
6883,4802,8036,1007
7044,4699,8017,1008
7005,4707,8009,1000
6941,4795,8017,990
6999,4809,7979,986
7044,4795,7955,990
6892,4821,7942,990
6734,4891,7955,990
6726,4925,7924,988
6734,4987,7892,990
6544,5089,7868,988
6319,5179,7892,990
6235,5174,7898,990
6216,5179,7892,990
6069,5254,7851,985
5905,5370,7830,990
5841,5422,7814,1000
5801,5466,7830,1008
5613,5546,7831,1006
5387,5658,7830,1008
5278,5713,7795,1017
5283,5754,7768,1027
5219,5825,7728,1025
5076,5946,7706,1027
4938,6019,7668,1035
4869,6042,7644,1045
4778,6055,7604,1044
4662,6138,7582,1045
4591,6217,7544,1053
4662,6233,7520,1063
4738,6192,7480,1062
4662,6233,7457,1063
4447,6345,7420,1071
4351,6425,7395,1082
4417,6403,7355,1081
4454,6425,7333,1082
4329,6532,7297,1089
4247,6617,7271,1100
4312,6563,7226,1101
4351,6521,7209,1100
4192,6593,7198,1105
4040,6713,7209,1118
4065,6726,7184,1122
4144,6713,7147,1118
4088,6749,7094,1113
4040,6809,7085,1118
4106,6798,7083,1127
4144,6809,7085,1137
4015,6868,7046,1137
3937,6905,7022,1137
4042,6833,7009,1134
4144,6809,7022,1137
4039,6897,6999,1136
3937,7001,6960,1137
4022,6965,6908,1134
4144,6905,6898,1137
4067,6925,6895,1137
3937,7001,6898,1137
3950,7003,6865,1133
4040,7001,6836,1137
4008,7042,6797,1145
3937,7097,6774,1155
3961,7055,6734,1156
4040,7001,6712,1155
4041,6987,6678,1152
4040,7001,6650,1155
4102,6947,6602,1155
4144,6905,6587,1155
4047,6926,6583,1153
3937,7001,6587,1155
3946,7018,6551,1155
4040,7001,6525,1155
4066,6956,6509,1152
4040,6905,6525,1155
4029,6824,6521,1162
4040,6809,6525,1173
3996,6854,6517,1176
3937,6905,6525,1173
3912,6863,6514,1167
3937,6809,6525,1173
3942,6789,6543,1184
3937,6809,6587,1192
3929,6772,6612,1189
3937,6713,6650,1192
3932,6648,6690,1200
3937,6617,6774,1210
3938,6589,6859,1210
3937,6617,6960,1210
3918,6667,7045,1215
3937,6713,7147,1228
3989,6701,7235,1237
4040,6713,7333,1247
4011,6753,7415,1255
3937,6809,7520,1265
3889,6829,7613,1266
3937,6905,7706,1265
4012,7044,7763,1268
4040,7192,7830,1283
3985,7226,7890,1296
3937,7192,7955,1302
3956,7162,7983,1298
4040,7192,8017,1302
4101,7232,8043,1311
4040,7192,8079,1320
3898,7089,8079,1318
3937,7192,8079,1320
4096,7394,8070,1327
4040,7288,8079,1338
3842,6991,8055,1339
4040,7192,8017,1338
4373,7535,7947,1336
4040,7001,7892,1338
3491,6193,7825,1336
4040,6809,7768,1338
4921,7806,7695,1345
4144,6617,7644,1357
2816,4776,7582,1358
4144,6521,7520,1357
6527,9664,7419,1354
4144,6521,7333,1357
-2894,-2649,7255,1356
-5905,-6329,7209,1357
-56,1651,7144,1355
7666,11796,7085,1357
8591,12689,7011,1355
4454,7001,6960,1357
2549,4568,6894,1356
4247,7001,6836,1357
5329,8431,6761,1354
4351,7001,6712,1357
3698,6102,6667,1358
4351,7097,6650,1357
4769,7766,6616,1346
4351,7192,6587,1338
4048,6689,6542,1336
4247,6905,6525,1338
4340,7066,6513,1332
4144,6905,6525,1320
3974,6810,6520,1306
3937,6905,6525,1302
3902,6904,6517,1300
3937,6809,6525,1302
4037,6761,6519,1294
4040,6809,6525,1283
3932,6873,6517,1269
3937,6905,6525,1265
4073,6870,6519,1265
4144,6905,6525,1265
4057,6992,6518,1256
3937,7097,6525,1247
3892,7157,6519,1236
4040,7097,6525,1228
4154,7011,6517,1216
3937,7192,6525,1210
3713,7363,6520,1208
4144,7001,6525,1210
4606,6565,6516,1203
3937,7097,6525,1192
3115,7740,6525,1178
4144,6809,6525,1173
5487,5560,6491,1172
3937,6809,6463,1173
1723,8656,6443,1166
4144,6617,6463,1155
8116,3232,6471,1142
4040,6521,6463,1137
-6738,14909,6420,1135
-9013,15344,6401,1137
3839,2848,6394,1130
17404,-9110,6401,1118
16413,-7213,6370,1104
6008,3261,6339,1100
926,8588,6317,1101
3522,6617,6339,1100
5286,5065,6347,1089
3211,6809,6339,1082
1842,7865,6296,1080
3004,6713,6277,1082
3691,5960,6268,1073
2693,6617,6277,1063
1893,6992,6267,1059
2072,6617,6277,1063
2127,6507,6279,1064
1761,6809,6277,1063
1646,6779,6236,1061
1865,6521,6214,1063
1935,6509,6207,1063
1865,6617,6214,1063
1911,6432,6184,1062
2072,6138,6152,1063
2236,5964,6115,1061
2383,5850,6090,1063
2346,5702,6046,1068
2072,5658,6028,1082
1752,5734,6022,1092
1761,5754,6028,1100
2118,5620,5995,1099
2486,5658,5966,1100
2641,6035,5951,1105
2797,6521,5966,1118
3085,6799,5946,1128
3315,7001,5904,1137
3363,7270,5849,1141
3522,7480,5842,1155
3929,7418,5844,1172
4247,7288,5842,1192
4158,7321,5801,1202
3937,7480,5779,1210
3951,7518,5773,1221
4144,7480,5779,1247
4255,7492,5747,1275
4351,7576,5717,1302
4535,7591,5700,1318
4662,7576,5717,1338
4566,7599,5719,1362
4454,7672,5717,1393
4530,7659,5706,1419
4662,7576,5717,1448
4600,7513,5717,1475
4454,7576,5717,1503
4474,7662,5705,1521
4662,7672,5717,1540
4723,7590,5722,1561
4558,7576,5717,1595
4381,7634,5678,1625
4454,7672,5655,1650
4644,7604,5644,1665
4662,7576,5655,1687
4485,7626,5649,1712
4454,7672,5655,1742
4648,7607,5656,1766
4765,7576,5655,1797
4602,7631,5619,1831
4454,7672,5593,1870
4542,7567,5581,1898
4662,7480,5593,1925
4558,7509,5571,1948
4454,7576,5531,1980
4578,7525,5480,2007
4765,7480,5469,2035
4742,7520,5465,2059
4662,7576,5469,2090
4709,7518,5457,2117
4765,7480,5469,2145
4648,7527,5475,2167
4558,7576,5469,2200
4655,7508,5425,2235
4765,7480,5407,2273
4668,7546,5422,2299
4558,7576,5469,2328
4632,7423,5478,2360
4765,7288,5469,2402
4732,7305,5451,2437
4662,7384,5469,2475
4702,7339,5493,2508
4765,7288,5531,2548
4700,7327,5540,2583
4662,7384,5531,2622
4765,7299,5489,2655
4869,7192,5469,2695
4784,7168,5461,2729
4662,7192,5469,2768
4672,7133,5442,2803
4765,7097,5407,2842
4773,7164,5364,2869
4765,7288,5344,2897
4821,7306,5313,2918
4869,7288,5282,2952
4775,7337,5239,2985
4662,7480,5220,3025
4695,7571,5209,3053
4869,7576,5220,3080
4952,7493,5218,3101
4869,7384,5220,3135
4745,7233,5211,3169
4765,7097,5220,3208
4858,6976,5220,3235
4869,6905,5220,3263
4774,6839,5208,3286
4765,6809,5220,3318
4854,6794,5227,3343
4869,6809,5220,3373
4727,6778,5177,3396
4662,6713,5158,3428
4773,6656,5156,3453
4869,6713,5158,3483
4766,6802,5120,3505
4662,6809,5096,3538
4707,6688,5090,3570
4765,6617,5096,3611
4657,6652,5062,3639
4558,6713,5034,3666
4607,6667,5023,3686
4662,6617,5034,3721
4546,6639,5008,3755
4454,6713,4972,3795
4545,6714,4931,3820
4662,6713,4909,3850
4552,6777,4872,3872
4351,6905,4847,3905
4284,6948,4834,3929
4351,6905,4847,3960
4367,6825,4846,3983
4351,6809,4847,4015
4386,6836,4841,4038
4454,6905,4847,4070
4428,6934,4842,4093
4351,6905,4847,4125
4316,6823,4844,4148
4351,6809,4847,4180
4363,6857,4838,4202
4351,6905,4847,4235
4337,6862,4850,4264
4351,6809,4847,4308
4370,6816,4811,4343
4351,6809,4785,4381
4293,6745,4771,4405
4351,6905,4785,4436
4452,7155,4783,4461
4351,7001,4785,4491
4134,6615,4776,4512
4247,6905,4785,4546
4462,7500,4779,4580
4144,7097,4785,4620
3714,6268,4794,4639
4247,7001,4847,4656
4963,8201,4905,4662
4144,6905,4972,4675
2905,4815,5017,4672
4144,6809,5096,4675
6343,10447,5199,4669
4247,6905,5344,4675
-1992,-3565,5486,4671
-4558,-7768,5655,4675
788,1381,5828,4670
7666,12946,6028,4675
8320,13819,6226,4670
4454,7097,6463,4675
2675,4115,6706,4670
4144,6713,6960,4675
5036,8181,7191,4670
4144,6425,7457,4675
3656,5318,7736,4670
4351,6329,8017,4675
4743,6936,8238,4670
4351,6233,8452,4675
4117,5807,8662,4670
4351,6233,8887,4675
4406,6442,9056,4670
4144,6138,9197,4675
3946,5934,9312,4670
3937,6042,9446,4675
3926,6095,9549,4670
3937,6042,9632,4675
4010,6014,9682,4670
4040,6042,9757,4675
3970,6077,9824,4670
3937,6138,9881,4675
3986,6152,9880,4670
4040,6138,9881,4675
4024,6089,9892,4670
3937,6138,9943,4675
3830,6268,9958,4670
3937,6233,9943,4675
4101,6045,9891,4670
3937,6138,9881,4675
3674,6372,9881,4670
4040,6138,9881,4675
4523,5740,9819,4670
3937,6233,9757,4675
3150,6919,9702,4670
4144,6138,9695,4675
5466,4971,9667,4670
3937,6138,9632,4675
1669,7982,9562,4670
3937,6233,9508,4675
7909,3114,9438,4670
4144,6233,9384,4675
-6408,14422,9311,4670
-9013,15344,9260,4675
3390,3502,9193,4670
17404,-9110,9135,4675
17751,-9207,9041,4670
8184,0,8949,4675
2489,6239,8840,4670
3833,6138,8762,4675
5048,5378,8668,4670
3211,6713,8576,4675
1998,7469,8461,4670
2901,6617,8390,4675
3370,6144,8324,4670
2486,6713,8265,4675
1879,6959,8162,4670
2072,6617,8079,4675
2042,6542,8004,4670
1657,6809,7955,4675
1569,6794,7878,4670
1761,6617,7830,4675
1761,6664,7792,4670
1657,6809,7768,4675
1691,6708,7699,4670
1761,6521,7644,4675
1791,6394,7599,4670
1968,6233,7582,4675
2197,5986,7538,4670
2175,5850,7520,4675
1813,5901,7511,4670
1554,5946,7520,4675
1712,5780,7483,4670
2072,5658,7457,4675
2264,5830,7441,4670
2383,6233,7457,4675
2653,6559,7450,4670
3004,6809,7457,4675
3197,7111,7455,4670
3315,7480,7457,4675
3569,7658,7419,4670
3937,7576,7395,4675
4157,7394,7381,4670
4144,7384,7395,4675
4013,7499,7388,4670
3937,7576,7395,4675
3973,7530,7394,4670
4144,7576,7395,4675
4372,7790,7357,4670
4558,8056,7333,4675
4631,8177,7320,4670
4662,8247,7333,4675
4710,8369,7308,4670
4765,8535,7271,4675
4717,8628,7220,4670
4558,8727,7209,4675
4416,8871,7202,4670
4454,9015,7209,4675
4600,9056,7181,4670
4662,9110,7147,4675
4581,9237,7096,4670
4558,9398,7085,4675
4667,9509,7081,4670
4765,9686,7085,4675
4714,9924,7051,4670
4662,10069,7022,4675
4710,9945,6985,4670
4765,9686,6960,4675
4702,9430,6916,4670
4662,9206,6898,4675
4722,8941,6890,4670
4765,8727,6898,4675
4683,8559,6869,4670
4662,8343,6836,4675
4784,7985,6793,4670
4869,7672,6774,4675
4755,7498,6738,4670
4662,7384,6712,4675
4749,7151,6672,4670
4869,6905,6650,4675
4818,6757,6612,4670
4765,6713,6587,4675
4858,6621,6549,4670
4972,6521,6525,4675
4922,6448,6487,4670
4869,6425,6463,4675
4958,6361,6427,4670
5076,6329,6401,4675
5036,6347,6356,4670
4972,6425,6339,4675
5014,6465,6358,4670
5076,6521,6463,4675
5015,6594,6593,4670
4972,6713,6712,4675
5065,6826,6756,4670
5180,7001,6774,4675
5113,7221,6770,4670
4972,7480,6774,4675
4956,7711,6742,4670
5076,7960,6712,4675
5100,8204,6688,4670
4972,8439,6712,4675
4864,8640,6722,4670
4972,8919,6712,4675
5160,9316,6665,4670
5180,9782,6650,4675
4990,10114,6648,4670
4869,10261,6650,4675
4920,10316,6610,4670
4972,10453,6587,4675
4864,10593,6580,4670
4765,10549,6587,4675
4779,10220,6554,4670
4765,9782,6525,4675
4587,9325,6511,4670
4454,8823,6525,4675
4503,8237,6502,4670
4558,7768,6463,4675
4410,7489,6412,4670
4247,7288,6401,4675
4262,7015,6395,4670
4351,6809,6401,4675
4307,6742,6374,4670
4247,6713,6339,4675
4296,6559,6288,4670
4351,6425,6277,4675
4249,6407,6274,4671
4144,6425,6277,4675
4173,6294,6241,4669
4247,6138,6214,4675
4200,6082,6199,4672
4144,6138,6214,4675
4185,6166,6213,4668
4247,6233,6214,4675
4196,6340,6204,4676
4144,6425,6214,4675
4185,6378,6211,4647
4247,6329,6214,4620
4196,6353,6204,4588
4144,6425,6214,4565
4216,6451,6213,4521
4351,6521,6214,4473
4324,6641,6201,4417
4144,6713,6214,4381
4024,6619,6220,4343
4144,6521,6214,4308
4333,6584,6171,4257
4351,6809,6152,4216
4195,6994,6148,4175
4144,7097,6152,4143
4282,7221,6115,4097
4351,7384,6090,4051
4198,7478,6081,3999
4144,7576,6090,3960
4279,7535,6059,3914
4247,7097,6028,3868
4011,6546,6008,3808
4144,6617,6028,3758
4533,6899,6031,3707
4351,6329,6028,3666
3780,5540,6013,3617
4040,6233,6028,3575
4751,7303,6030,3526
4247,6138,6028,3483
3187,4349,6006,3431
4144,6233,6028,3391
6003,9464,6060,3352
4144,6138,6090,3318
-1442,-3420,6076,3270
-3833,-7288,6090,3226
860,995,6135,3184
7044,11700,6214,3153
7795,12867,6267,3109
4558,6905,6339,3062
3096,3941,6421,3009
4351,6042,6525,2970
4993,7447,6602,2925
4144,6042,6712,2878
3789,5024,6849,2818
4454,5850,7022,2768
4740,6470,7169,2726
4351,5946,7333,2695
4180,5494,7507,2651
4351,5754,7706,2603
4237,5984,7865,2551
3937,5850,8017,2512
3937,5702,8157,2473
4144,5754,8327,2438
4115,5826,8481,2392
3937,5850,8638,2347
3919,5814,8765,2297
4040,5754,8887,2255
4049,5752,8957,2208
3937,5850,9011,2163
3865,5892,9051,2114
3937,5850,9135,2072
3999,5796,9211,2026
3937,5850,9260,1980
3844,5913,9247,1923
3833,5946,9260,1870
3869,5947,9289,1820
4040,5850,9322,1778
4174,5740,9290,1732
3937,5946,9260,1687
3608,6187,9244,1638
3937,5850,9260,1595
4411,5384,9231,1549
3833,5946,9197,1503
3083,6710,9154,1454
4144,5850,9135,1412
5471,4607,9094,1373
3833,5946,9073,1338
1547,7926,9041,1295
4040,5850,9011,1247
8111,2418,8938,1195
3937,6042,8887,1155
-6966,14928,8846,1119
-9013,15344,8825,1082
4175,2480,8760,1034
17404,-9110,8700,990
15352,-5911,8632,951
4247,5370,8576,917
-378,9907,8477,878
3211,6425,8390,843
5410,4225,8309,813
3108,6329,8265,788
1532,7700,8200,755
2797,6329,8141,715
3582,5364,8068,674
2486,6233,8017,642
1593,6901,7947,614
1865,6425,7892,587
2108,5961,7822,551
1865,6138,7768,513
1770,6297,7694,475
1968,6138,7644,440
2024,5929,7597,404
1968,5850,7582,367
2093,5742,7548,328
2383,5562,7520,293
2567,5320,7473,263
2486,5179,7457,238
2175,5241,7444,212
1968,5370,7457,183
2044,5339,7453,153
2279,5274,7457,128
2451,5394,7446,110
2590,5754,7457,92
2784,6129,7454,66
3004,6425,7457,37
3123,6686,7442,12
3211,7001,7457,0
3436,7211,7462,-2
3833,7192,7457,0
4169,7021,7412,0
4247,7001,7395,0
4117,7160,7391,-1
4040,7288,7395,0
4116,7225,7356,0
4247,7192,7333,0
4334,7323,7324,0
4454,7480,7333,0
4607,7450,7298,0
4662,7384,7271,0
4547,7447,7256,0
4454,7576,7271,0
4498,7562,7246,0
4558,7480,7209,0
4495,7451,7160,0
4454,7480,7147,0
4549,7462,7134,0
4662,7480,7147,0
4625,7547,7146,0
4558,7576,7147,0
4592,7465,7111,0
4662,7384,7085,0
4617,7416,7065,0
4558,7480,7085,0
4588,7429,7089,0
4662,7384,7085,0
4659,7421,7044,0
4662,7480,7022,0
4722,7429,7008,0
4765,7384,7022,0
4701,7419,7021,0
4662,7480,7022,0
4713,7434,6993,0
4765,7384,6960,0
4706,7409,6911,0
4662,7480,6898,0
4710,7453,6894,0
4765,7384,6898,0
4707,7352,6864,0
4662,7384,6836,0
4739,7359,6799,0
4869,7288,6774,0
4861,7237,6728,0
4765,7288,6712,0
4745,7330,6706,0
4869,7288,6712,0
4948,7185,6677,0
4869,7192,6650,0
4732,7274,6634,0
4765,7288,6650,0
4919,7162,6628,0
4972,7097,6587,0
4841,7149,6533,0
4765,7192,6525,0
4861,7085,6525,0
4972,7001,6525,0
4925,7038,6487,0
4869,7097,6463,0
4923,7004,6449,0
4972,6905,6463,0
4863,6925,6459,0
4765,7001,6463,0
4839,6932,6456,0
4972,6809,6463,0
4922,6790,6454,0
4765,6905,6463,0
4698,6957,6463,0
4765,6905,6463,0
4802,6813,6427,0
4765,6809,6401,0
4698,6854,6385,0
4662,6905,6401,0
4641,6877,6402,0
4662,6809,6401,0
4683,6754,6371,0
4662,6809,6339,0
4582,6890,6292,-1
4558,6905,6277,0
4612,6826,6271,1
4662,6809,6277,0
4587,6865,6244,-2
4454,6905,6214,0
4360,6840,6194,9
4351,6809,6214,18
4353,6855,6222,21
4351,6905,6214,18
4341,6846,6173,16
4351,6809,6152,18
4348,6851,6142,20
4351,6905,6152,18
4347,6849,6146,15
4351,6809,6152,18
4342,6850,6151,28
4351,6905,6152,37
4354,6850,6118,38
4351,6809,6090,37
4332,6850,6072,36
4351,6905,6090,37
4372,6850,6095,36
4351,6809,6090,37
4274,6849,6052,38
4247,6905,6028,37
4292,6851,6011,33
4351,6809,6028,37
4350,6848,6033,48
4351,6905,6028,55
4369,6854,5989,54
4351,6809,5966,55
4237,6842,5952,65
4144,6905,5966,73
4177,6892,5964,73
4247,6809,5966,73
4222,6747,5955,82
4247,6905,5966,92
4329,7050,5965,92
4247,6809,5966,92
4070,6471,5932,100
4247,6809,5904,110
4509,7317,5879,111
4144,6809,5904,110
3615,6003,5934,116
4144,6809,5966,128
4949,8043,5959,138
4144,6809,5966,147
2836,4804,5979,157
4144,6809,6028,165
6601,10563,6075,165
4662,7576,6152,165
-1733,-2168,6232,172
-4558,-6329,6339,183
719,1904,6441,193
7666,12467,6587,202
8301,13135,6756,212
4351,6809,6960,220
2639,4105,7143,220
4351,6713,7333,220
5419,8231,7510,226
4454,6617,7706,238
3736,5573,7884,249
4247,6617,8079,257
4575,7343,8261,264
4144,6713,8452,275
3807,6185,8608,285
3937,6521,8762,293
4049,6818,8887,301
4040,6617,9011,312
4103,6365,9103,321
4144,6425,9197,330
4007,6581,9263,338
3937,6617,9322,348
4063,6503,9345,359
4144,6425,9384,367
4021,6503,9412,367
3937,6617,9446,367
4034,6541,9442,371
4144,6425,9446,385
4084,6420,9438,398
3937,6521,9446,403
3866,6560,9433,401
4040,6425,9446,403
4189,6292,9447,412
3937,6521,9446,422
3630,6774,9402,423
4040,6425,9384,422
4565,5954,9375,421
3937,6521,9384,422
3094,7285,9349,421
4144,6425,9322,422
5573,5187,9285,423
4040,6521,9260,422
1749,8490,9191,418
4144,6425,9135,422
8130,2995,9088,432
3937,6521,9073,440
-6959,15178,9017,433
-9013,15344,8949,422
4164,2376,8866,417
17404,-9110,8825,422
15394,-5698,8768,424
4351,5754,8700,422
-215,10337,8591,418
3419,6809,8514,422
5663,4545,8445,425
3419,6617,8390,422
1879,7985,8290,411
3108,6617,8203,403
3813,5624,8124,403
2693,6425,8079,403
1858,7045,8009,396
2175,6617,7955,385
2381,6246,7904,380
2072,6425,7892,385
1962,6501,7860,389
2175,6329,7830,385
2231,6204,7782,374
2175,6138,7768,367
2310,5938,7755,365
2590,5754,7768,367
2778,5625,7762,365
2797,5466,7768,367
2594,5321,7757,369
2279,5370,7768,367
2037,5526,7764,357
2072,5562,7768,348
2353,5422,7754,347
2693,5466,7768,348
2932,5872,7770,347
3108,6425,7768,348
3239,6784,7727,357
3315,7001,7706,367
3411,7183,7693,368
3729,7288,7706,367
4193,7221,7698,366
4454,7192,7706,367
4334,7325,7704,365
4144,7480,7706,367
4178,7447,7668,375
4351,7384,7644,385
4423,7451,7629,388
4454,7576,7644,385
4561,7555,7621,382
4662,7480,7582,385
4614,7490,7527,392
4558,7576,7520,403
4638,7590,7518,415
4765,7576,7520,422
4751,7576,7481,421
4662,7576,7457,422
4631,7507,7443,428
4662,7480,7457,440
4654,7525,7436,449
4662,7576,7395,458
4720,7522,7339,467
4765,7480,7333,477
4710,7512,7336,485
4662,7576,7333,495
4697,7539,7288,506
4765,7480,7271,513
4737,7488,7267,513
4662,7576,7271,513
4624,7580,7231,519
4662,7480,7209,532
4706,7364,7200,542
4765,7384,7209,550
4829,7461,7173,557
4869,7480,7147,568
4797,7400,7134,578
4662,7384,7147,587
4582,7443,7118,594
4662,7480,7085,605
4773,7408,7060,615
4765,7384,7085,623
4655,7446,7093,624
4662,7480,7085,623
4796,7368,7041,627
4869,7288,7022,642
4783,7330,7013,655
4765,7384,7022,660
4894,7287,6996,657
4972,7192,6960,660
4848,7217,6910,670
4765,7288,6898,678
4872,7244,6893,677
4972,7192,6898,678
4863,7200,6868,687
4765,7192,6836,697
4856,7065,6792,696
4972,7001,6774,697
4910,7086,6759,705
4869,7192,6774,715
4992,7120,6776,714
5076,7001,6774,715
4915,6969,6735,723
4765,7001,6712,733
4843,6952,6696,733
4972,6905,6712,733
4889,6904,6711,740
4765,6905,6712,752
4799,6824,6682,753
4869,6809,6650,752
4769,6907,6601,757
4662,7001,6587,770
4703,6923,6584,775
4765,6809,6587,770
4661,6807,6552,764
4558,6905,6525,770
4601,6903,6508,781
4662,6809,6525,788
4559,6741,6525,786
4454,6809,6525,788
4493,6893,6513,797
4558,6905,6525,807
4461,6834,6523,807
4351,6809,6525,807
4409,6818,6512,813
4558,6809,6525,825
4531,6732,6528,829
4351,6713,6525,825
4244,6769,6486,820
4351,6809,6463,825
4483,6691,6450,835
4454,6521,6463,843
4299,6439,6457,844
4247,6521,6463,843
4317,6659,6460,842
4351,6809,6463,843
4264,6895,6430,842
4247,6905,6401,843
4367,6835,6381,843
4454,6809,6401,843
4354,6819,6408,841
4247,6809,6401,843
4281,6752,6360,845
4351,6809,6339,843
4292,6974,6326,833
4247,7097,6339,825
4340,7049,6334,822
4454,7001,6339,825
4414,7043,6332,825
4351,7097,6339,825
4392,7035,6331,824
4454,7001,6339,825
4421,7084,6335,824
4351,7097,6339,825
4318,6912,6324,826
4351,6905,6339,825
4313,7098,6362,816
4144,7001,6401,807
4065,6631,6403,802
4351,6809,6401,807
4562,7286,6388,808
4144,6905,6401,807
3722,6141,6397,802
4351,6809,6401,807
5067,7966,6387,816
4144,6905,6401,825
2912,5062,6416,826
4351,6809,6463,825
6682,10014,6508,824
4351,6809,6587,825
-2367,-2583,6665,824
-5180,-6329,6774,825
387,1903,6881,825
7666,12275,7022,825
8523,13001,7148,821
4662,6905,7271,825
2907,4245,7369,834
4454,6713,7520,843
5349,8177,7710,843
4351,6617,7955,843
3717,5534,8190,849
4247,6425,8452,862
4484,7075,8702,865
4040,6521,8949,862
3871,6088,9137,857
4144,6425,9322,862
4159,6689,9498,871
3937,6521,9695,880
3952,6347,9853,881
4144,6425,10005,880
4110,6522,10130,878
3937,6521,10254,880
3888,6454,10325,880
3937,6425,10378,880
3932,6468,10399,878
3937,6521,10440,880
3996,6464,10466,880
4040,6425,10502,880
4006,6452,10505,878
