II,aVR,ABP,RESP
864,6242,2759,258
937,6172,2852,282
1000,6103,2956,309
1052,6033,3045,326
1091,6034,3154,335
1103,6068,3280,353
1091,6103,3430,387
1066,6088,3566,419
1045,6103,3705,438
1026,6160,3840,447
1000,6242,3981,464
969,6258,4112,490
954,6242,4257,516
958,6219,4400,529
954,6242,4533,542
916,6268,4630,563
864,6311,4730,593
839,6343,4842,620
864,6381,4967,645
900,6383,5056,669
909,6381,5125,696
885,6368,5177,722
864,6381,5243,748
860,6382,5301,773
864,6381,5361,799
858,6345,5402,824
864,6311,5440,851
898,6265,5458,876
954,6242,5479,903
1005,6224,5492,926
1045,6242,5519,954
1074,6247,5536,981
1091,6242,5558,1006
1092,6218,5571,1019
1091,6242,5598,1032
1091,6265,5606,1050
1091,6242,5598,1083
1088,6146,5565,1115
1091,6103,5558,1135
1085,6150,5561,1143
1045,6242,5558,1161
969,6259,5515,1187
909,6242,5479,1212
909,6226,5456,1223
954,6242,5440,1238
966,6235,5383,1262
909,6242,5322,1289
845,6247,5270,1303
864,6242,5243,1315
939,6187,5191,1336
954,6172,5125,1367
853,6220,5041,1385
727,6311,4967,1393
671,6355,4882,1398
682,6381,4809,1418
715,6383,4730,1445
773,6381,4652,1470
817,6373,4549,1483
773,6450,4454,1496
606,6600,4366,1507
455,6727,4297,1522
426,6726,4216,1532
500,6658,4139,1547
543,6603,4055,1561
545,6589,3981,1573
560,6562,3897,1573
591,6589,3824,1573
587,6640,3753,1579
545,6658,3705,1599
501,6589,3660,1616
455,6589,3627,1625
392,6667,3585,1621
318,6727,3548,1625
238,6685,3502,1636
273,6589,3469,1651
754,6171,3429,1653
1909,5132,3390,1651
3380,3711,3340,1647
4500,2635,3311,1651
5143,1953,3290,1650
5772,1110,3272,1651
6396,260,3230,1648
6181,763,3193,1651
4568,3260,3163,1649
2227,6519,3154,1651
324,8733,3134,1649
-727,9571,3114,1651
-1266,9775,3089,1649
-1545,9779,3075,1651
-1540,9392,3053,1649
-1318,8739,3035,1651
-1080,8217,3011,1649
-864,7976,2996,1651
-582,7738,2975,1649
-273,7421,2956,1651
-73,7154,2932,1649
0,7074,2917,1651
38,7074,2897,1649
91,7074,2878,1651
125,7032,2850,1648
136,7005,2838,1651
142,6997,2835,1650
182,7005,2838,1651
233,6975,2821,1647
273,6935,2799,1651
265,6929,2773,1652
227,7005,2759,1651
194,7065,2739,1637
182,7074,2720,1625
184,7015,2695,1618
182,7005,2681,1625
179,7035,2671,1628
182,7074,2681,1625
188,7041,2685,1610
182,7005,2681,1599
158,7008,2655,1593
136,7074,2641,1599
142,7100,2638,1601
182,7074,2641,1599
221,7012,2622,1585
227,7005,2602,1573
201,7031,2589,1566
182,7074,2602,1573
194,7077,2607,1578
227,7074,2602,1573
254,7045,2576,1555
273,7005,2562,1547
291,6925,2555,1547
318,6866,2562,1547
355,6821,2560,1533
409,6797,2562,1522
477,6731,2558,1519
545,6658,2562,1522
596,6576,2568,1510
636,6519,2602,1496
689,6445,2651,1488
773,6381,2720,1496
871,6305,2786,1499
954,6242,2878,1496
1010,6159,2985,1490
1045,6103,3114,1496
1061,6073,3241,1501
1045,6103,3390,1496
1001,6155,3545,1477
954,6242,3705,1470
914,6314,3840,1479
864,6381,3981,1496
804,6411,4131,1499
773,6450,4297,1496
776,6480,4440,1492
773,6519,4573,1496
730,6522,4687,1494
682,6519,4809,1496
668,6505,4922,1496
682,6519,5046,1496
685,6520,5164,1490
682,6519,5282,1496
683,6501,5369,1509
682,6519,5440,1522
659,6551,5492,1519
636,6589,5558,1522
630,6587,5618,1533
636,6589,5676,1547
634,6585,5712,1546
636,6589,5755,1547
653,6554,5794,1558
682,6519,5834,1573
716,6477,5851,1573
773,6450,5874,1573
847,6404,5891,1582
909,6381,5913,1599
935,6369,5910,1601
954,6381,5913,1599
982,6374,5911,1604
1000,6381,5913,1625
980,6383,5890,1641
954,6381,5874,1651
948,6340,5852,1649
954,6311,5834,1651
940,6295,5790,1657
909,6311,5755,1676
882,6327,5726,1693
864,6381,5716,1702
858,6427,5681,1698
864,6450,5637,1702
871,6412,5574,1714
864,6381,5519,1728
873,6332,5454,1727
954,6242,5401,1728
1125,6062,5339,1736
1318,5895,5282,1754
1482,5765,5203,1758
1682,5618,5125,1754
2041,5298,5038,1746
2545,4855,4967,1754
2947,4447,4887,1766
2954,4300,4809,1779
2511,4426,4710,1780
1773,4785,4612,1779
852,5275,4506,1777
-273,5895,4415,1779
-1522,6576,4315,1778
-2545,7213,4218,1779
-2989,7593,4110,1777
-2909,7698,4021,1779
-2771,7696,3936,1778
-2909,7837,3863,1779
-3110,8018,3778,1777
-2863,7976,3705,1779
-2039,7630,3636,1778
-1091,7351,3587,1779
-571,7431,3538,1778
-591,7837,3508,1779
-916,8314,3482,1778
-1318,8808,3469,1779
-1675,9260,3445,1778
-1818,9501,3430,1779
-1610,9315,3409,1778
-1091,8808,3390,1779
-481,8228,3350,1778
45,7768,3311,1779
419,7421,3267,1778
636,7213,3232,1779
730,7110,3188,1777
773,7074,3154,1779
821,7020,3124,1778
864,7005,3114,1779
874,7030,3108,1777
864,7074,3114,1779
859,7048,3115,1779
864,7005,3114,1779
877,6959,3094,1776
909,6935,3075,1779
944,6907,3051,1781
954,6935,3035,1779
940,6984,3012,1765
954,7005,2996,1754
1019,6930,2974,1749
1091,6866,2956,1754
1133,6850,2932,1753
1182,6866,2917,1754
1277,6812,2897,1751
1409,6727,2878,1754
1541,6644,2849,1752
1682,6589,2838,1754
1839,6492,2836,1753
2000,6381,2838,1754
2149,6264,2818,1749
2318,6172,2799,1754
2511,6043,2787,1757
2682,5895,2799,1754
2788,5751,2801,1736
2863,5687,2799,1728
2954,5655,2788,1728
3045,5618,2799,1728
3080,5532,2815,1713
3045,5479,2838,1702
2965,5463,2849,1700
2863,5479,2878,1702
2725,5463,2921,1689
2545,5479,2996,1676
2338,5549,3082,1672
2136,5687,3193,1676
1950,5802,3307,1665
1773,5895,3430,1651
1590,5957,3540,1642
1409,6034,3666,1651
1238,6095,3798,1655
1091,6172,3942,1651
964,6259,4064,1634
864,6381,4179,1625
772,6472,4286,1620
682,6519,4415,1625
594,6509,4539,1624
545,6519,4652,1625
537,6548,4731,1622
545,6589,4809,1625
530,6587,4885,1624
500,6589,4967,1625
471,6607,5028,1621
455,6658,5085,1625
431,6673,5126,1626
409,6658,5164,1625
396,6611,5181,1618
409,6589,5203,1625
444,6576,5222,1638
500,6589,5243,1651
542,6586,5242,1648
545,6589,5243,1651
514,6577,5240,1660
500,6589,5243,1676
519,6590,5224,1678
545,6589,5203,1676
548,6550,5178,1681
545,6519,5164,1702
550,6497,5131,1719
545,6519,5085,1728
517,6547,5020,1725
500,6589,4967,1728
517,6598,4909,1735
545,6589,4849,1754
549,6545,4766,1768
545,6519,4691,1779
572,6485,4612,1779
636,6450,4533,1779
708,6395,4431,1785
773,6381,4336,1805
827,6380,4248,1823
864,6381,4179,1831
859,6353,4096,1826
818,6381,4021,1831
776,6454,3951,1843
773,6519,3903,1857
800,6472,3844,1855
818,6381,3784,1857
790,6326,3716,1866
727,6381,3666,1883
667,6460,3620,1885
636,6519,3587,1883
631,6519,3545,1879
636,6519,3508,1883
627,6511,3464,1881
591,6519,3430,1883
538,6511,3387,1881
500,6519,3351,1883
481,6515,3305,1878
455,6519,3272,1883
406,6524,3243,1893
364,6589,3232,1908
352,6670,3215,1910
364,6727,3193,1908
369,6696,3150,1905
364,6658,3114,1908
346,6662,3085,1908
318,6727,3075,1908
267,6775,3056,1906
227,6797,3035,1908
214,6811,3007,1907
227,6866,2996,1908
215,6920,2992,1906
182,6935,2996,1908
146,6885,2981,1906
136,6866,2956,1908
168,6865,2926,1907
227,6866,2917,1908
251,6833,2916,1906
182,6866,2917,1908
81,6922,2898,1907
45,6935,2878,1908
37,6886,2855,1905
0,6866,2838,1908
177,6646,2813,1909
954,5895,2799,1908
2282,4629,2792,1902
3591,3398,2799,1908
4482,2472,2786,1920
5136,1664,2759,1934
5742,944,2726,1934
5909,1040,2720,1934
5066,2574,2723,1934
3272,5202,2720,1934
1240,7758,2694,1921
-364,9432,2681,1908
-1354,10110,2679,1902
-1863,10126,2681,1908
-2025,9746,2659,1910
-1909,9224,2641,1908
-1601,8693,2636,1904
-1227,8253,2641,1908
-896,7886,2624,1910
-636,7629,2602,1908
-430,7452,2589,1894
-273,7351,2602,1883
-179,7263,2608,1876
-136,7213,2602,1883
-115,7189,2578,1885
-91,7213,2562,1883
-73,7229,2554,1868
-45,7213,2562,1857
-18,7139,2566,1850
0,7074,2562,1857
-19,7066,2539,1861
-45,7143,2523,1857
-54,7205,2515,1840
-45,7213,2523,1831
-38,7152,2524,1829
-45,7143,2523,1831
-50,7175,2517,1818
-45,7213,2523,1805
-39,7176,2525,1798
-45,7143,2523,1805
-53,7151,2502,1807
-45,7213,2483,1805
-33,7229,2473,1800
-45,7213,2483,1805
-79,7187,2488,1808
-91,7213,2483,1805
-67,7228,2459,1790
-45,7213,2444,1779
-61,7156,2437,1775
-91,7143,2444,1779
-100,7169,2442,1779
-91,7213,2444,1779
-90,7192,2441,1777
-91,7143,2444,1779
-76,7087,2437,1778
-45,7074,2444,1779
-22,7047,2455,1777
0,7005,2483,1779
48,6926,2511,1777
136,6866,2562,1779
238,6796,2628,1778
318,6727,2720,1779
367,6638,2810,1777
409,6589,2917,1779
468,6553,3037,1779
545,6519,3193,1779
621,6440,3362,1774
682,6381,3548,1779
730,6336,3723,1791
773,6311,3903,1805
805,6279,4073,1807
818,6311,4257,1805
805,6366,4434,1802
773,6381,4612,1805
726,6316,4770,1804
682,6311,4927,1805
661,6384,5067,1804
682,6450,5203,1805
720,6407,5321,1803
727,6381,5440,1805
686,6436,5541,1806
636,6519,5637,1805
620,6497,5712,1792
636,6450,5795,1779
659,6456,5873,1772
682,6519,5952,1779
693,6529,5998,1783
682,6519,6031,1779
662,6515,6057,1763
682,6519,6110,1754
749,6455,6156,1751
818,6381,6189,1754
846,6348,6187,1744
864,6381,6189,1728
904,6371,6187,1708
954,6311,6189,1702
969,6234,6166,1701
954,6242,6150,1702
945,6307,6128,1691
954,6381,6110,1676
960,6369,6066,1660
954,6311,6031,1651
948,6247,6003,1638
954,6242,5992,1625
963,6243,5955,1608
954,6242,5913,1599
916,6220,5863,1589
864,6242,5834,1573
835,6280,5795,1545
864,6311,5755,1522
923,6279,5694,1506
954,6242,5637,1496
925,6218,5571,1474
864,6242,5519,1444
811,6266,5458,1413
773,6311,5401,1393
727,6347,5321,1370
682,6381,5243,1341
662,6375,5155,1301
682,6381,5085,1264
702,6398,5006,1233
682,6450,4927,1212
598,6506,4826,1188
500,6589,4730,1161
438,6672,4627,1130
455,6727,4533,1109
505,6707,4427,1087
545,6658,4336,1057
532,6624,4249,1015
500,6658,4179,980
478,6696,4097,954
455,6727,4021,928
422,6719,3936,890
409,6727,3863,851
423,6724,3790,820
409,6727,3745,799
361,6700,3705,775
364,6658,3666,748
488,6499,3603,721
818,6103,3548,696
1573,5305,3500,669
2863,4161,3469,645
4263,2888,3426,620
5136,1803,3390,593
5512,1039,3348,562
5999,763,3311,542
6541,1273,3263,530
6090,2913,3232,516
4055,5413,3210,489
1364,7906,3193,464
-587,9483,3152,450
-1454,9987,3114,438
-1789,9814,3086,414
-1909,9432,3075,387
-1723,8961,3053,370
-1318,8461,3035,361
-983,8001,3013,349
-773,7698,2996,335
-536,7502,2970,323
-273,7351,2956,309
-112,7184,2940,292
-45,7074,2917,284
33,7042,2870,285
136,7074,2838,284
189,7060,2829,269
182,7005,2838,258
112,6984,2824,258
0,7074,2799,258
-92,7168,2771,245
-45,7143,2759,232
89,6998,2741,231
136,6935,2720,232
38,7012,2692,221
-45,7143,2681,206
23,7144,2676,202
136,7074,2681,206
137,7031,2667,207
45,7074,2641,206
-9,7092,2609,208
0,7074,2602,206
21,7041,2604,194
45,7074,2602,181
69,7138,2577,177
45,7213,2562,181
-27,7211,2560,181
-45,7143,2562,181
31,7056,2542,182
91,7074,2523,181
27,7158,2515,169
-91,7213,2523,155
-123,7150,2509,149
-45,7074,2483,155
57,7030,2452,160
136,7005,2444,155
192,6925,2441,141
227,6866,2444,129
252,6838,2439,125
318,6797,2444,129
448,6637,2442,133
591,6450,2444,129
683,6326,2448,117
727,6311,2483,103
763,6294,2537,98
818,6242,2602,103
898,6130,2653,109
1000,6034,2720,103
1072,5998,2806,87
1045,6103,2917,77
924,6268,3016,78
818,6381,3114,77
826,6333,3216,65
909,6242,3351,52
926,6236,3489,49
818,6381,3627,52
689,6512,3742,45
682,6519,3863,26
786,6415,3980,7
864,6381,4100,0
835,6423,4198,1
773,6450,4297,0
749,6387,4390,-10
727,6381,4494,-26
639,6478,4589,-41
545,6589,4691,-52
556,6571,4778,-62
682,6519,4849,-77
799,6508,4887,-94
818,6519,4927,-103
753,6464,4966,-102
682,6450,5006,-103
632,6537,5023,-114
591,6658,5046,-129
547,6640,5066,-141
545,6519,5085,-155
628,6383,5079,-177
773,6311,5085,-206
873,6293,5102,-227
864,6381,5125,-232
789,6495,5111,-229
773,6519,5085,-232
865,6401,5056,-244
1000,6311,5046,-258
1038,6331,5025,-269
954,6381,5006,-284
868,6320,4970,-300
909,6242,4927,-309
1024,6242,4862,-308
1045,6311,4809,-309
942,6302,4764,-322
864,6242,4730,-335
914,6203,4672,-338
1000,6242,4612,-335
1024,6243,4547,-335
1045,6172,4494,-335
1174,6027,4420,-332
1364,5895,4336,-335
1518,5749,4234,-348
1682,5548,4139,-361
1983,5205,4036,-363
2409,4785,3942,-361
2758,4401,3849,-363
2818,4231,3784,-361
2494,4295,3734,-348
1818,4577,3705,-335
923,4972,3666,-333
-45,5479,3627,-335
-1023,6073,3578,-327
-1954,6727,3548,-309
-2648,7258,3512,-293
-2909,7560,3469,-284
-2877,7659,3404,-273
-2909,7768,3351,-258
-3052,7915,3306,-242
-2909,7976,3272,-232
-2255,7790,3215,-223
-1409,7490,3154,-206
-810,7293,3087,-180
-500,7351,3035,-155
-352,7594,2985,-139
-455,7976,2956,-129
-936,8444,2934,-116
-1545,8947,2917,-103
-1829,9267,2889,-92
-1591,9224,2878,-77
-1020,8769,2875,-53
-364,8114,2878,-26
229,7492,2858,-7
682,7074,2838,0
945,6832,2817,7
1045,6727,2799,26
1070,6674,2759,53
1091,6658,2720,77
1134,6617,2690,93
1182,6589,2681,103
1200,6586,2663,115
1182,6658,2641,129
1161,6722,2613,142
1182,6727,2602,155
1233,6646,2597,168
1273,6589,2602,181
1273,6594,2599,192
1273,6658,2602,206
1302,6677,2599,222
1364,6658,2602,232
1431,6609,2598,233
1500,6589,2602,232
1567,6555,2600,240
1636,6519,2602,258
1709,6451,2596,275
1818,6381,2602,284
1966,6278,2615,284
2136,6172,2641,284
2309,6054,2650,285
2500,5964,2641,284
2697,5865,2613,281
2863,5756,2602,284
2978,5609,2600,296
3091,5479,2602,309
3230,5361,2581,314
3363,5271,2562,309
3424,5177,2551,306
3409,5132,2562,309
3349,5119,2575,313
3272,5132,2602,309
3183,5120,2632,303
3091,5132,2681,309
2978,5159,2729,325
2818,5202,2799,335
2609,5219,2883,333
2409,5271,2996,335
2245,5357,3109,348
2091,5479,3232,361
1896,5595,3358,362
1682,5756,3508,361
1495,5922,3653,370
1364,6034,3784,387
1252,6032,3892,399
1136,6034,4021,413
1012,6106,4161,428
909,6242,4297,438
828,6331,4394,437
773,6381,4494,438
736,6389,4607,457
727,6381,4730,490
715,6352,4817,519
682,6381,4888,542
637,6435,4958,564
636,6450,5046,593
671,6387,5114,621
682,6381,5164,645
633,6453,5186,666
591,6519,5203,696
601,6480,5203,733
636,6450,5203,774
640,6483,5187,811
636,6519,5164,851
655,6449,5131,890
682,6381,5125,928
682,6391,5127,964
682,6450,5125,1006
703,6429,5084,1048
727,6381,5046,1083
727,6361,5017,1106
727,6381,5006,1135
736,6367,4972,1172
727,6381,4927,1212
702,6423,4867,1238
727,6450,4809,1264
813,6377,4730,1297
864,6311,4652,1341
798,6334,4567,1381
682,6450,4494,1418
632,6522,4410,1447
682,6519,4336,1470
773,6427,4256,1489
864,6311,4179,1522
926,6219,4089,1563
954,6242,4021,1599
989,6288,3961,1613
1091,6242,3903,1625
1215,6085,3818,1644
1227,6034,3745,1676
1090,6156,3680,1702
954,6311,3627,1728
959,6287,3558,1753
1045,6172,3508,1779
1054,6137,3469,1793
954,6242,3430,1805
848,6321,3362,1822
818,6311,3311,1857
843,6243,3284,1888
864,6242,3272,1908
839,6297,3232,1916
773,6381,3193,1934
704,6402,3166,1959
682,6381,3154,1986
693,6345,3115,1997
682,6381,3075,2012
632,6451,3044,2033
591,6519,3035,2063
574,6523,3016,2079
545,6519,2996,2089
499,6513,2971,2097
500,6519,2956,2115
545,6504,2934,2128
545,6519,2917,2141
435,6574,2896,2149
318,6658,2878,2166
297,6707,2851,2180
364,6727,2838,2192
391,6726,2824,2198
364,6727,2799,2218
341,6709,2750,2243
364,6727,2720,2269
398,6738,2713,2281
409,6727,2720,2295
383,6703,2703,2308
318,6797,2681,2321
242,6904,2657,2319
182,6866,2641,2321
123,6693,2615,2328
136,6589,2602,2347
521,6311,2598,2358
1545,5410,2602,2373
2968,3973,2583,2385
4181,2774,2562,2398
4938,2053,2551,2398
5545,1318,2562,2398
6112,515,2565,2404
6090,763,2562,2424
4955,2793,2554,2439
3000,5756,2562,2450
1039,8070,2567,2449
-409,9224,2562,2450
-1308,9649,2538,2447
-1727,9709,2523,2450
-1729,9364,2518,2447
-1500,8808,2523,2450
-1248,8344,2508,2448
-1000,8045,2483,2450
-690,7705,2455,2447
-364,7351,2444,2450
-142,7122,2428,2449
-45,7074,2405,2450
1,7049,2372,2446
45,7005,2365,2450
61,6968,2380,2451
45,7005,2405,2450
23,7058,2408,2434
45,7074,2405,2424
93,7012,2400,2420
136,6935,2405,2424
141,6896,2403,2415
136,6935,2405,2398
139,6976,2404,2378
136,7005,2405,2373
115,6993,2388,2372
91,7005,2365,2373
101,7005,2340,2360
136,7005,2326,2347
156,6982,2307,2330
136,7005,2286,2321
102,7043,2260,2307
91,7074,2247,2295
109,7039,2241,2280
136,7005,2247,2269
145,6988,2245,2255
136,7005,2247,2244
128,6998,2244,2228
136,7005,2247,2218
146,7025,2244,2203
136,7074,2247,2192
108,7085,2244,2176
91,7074,2247,2166
103,7032,2242,2152
136,7005,2247,2141
177,6964,2246,2124
227,6935,2247,2115
280,6895,2238,2101
318,6866,2247,2089
336,6803,2272,2071
364,6727,2326,2063
422,6638,2390,2061
500,6589,2483,2063
569,6532,2591,2052
636,6450,2720,2037
719,6323,2848,2019
818,6242,2996,2012
904,6199,3148,2007
954,6172,3311,2012
966,6112,3462,2013
954,6103,3627,2012
945,6157,3798,1997
954,6242,3981,1986
968,6254,4142,1979
954,6242,4297,1986
907,6251,4445,1989
864,6311,4612,1986
852,6331,4771,1970
864,6311,4927,1960
868,6278,5063,1955
864,6311,5203,1960
860,6358,5328,1960
864,6381,5440,1960
864,6338,5519,1956
864,6311,5598,1960
862,6323,5672,1960
864,6381,5755,1960
863,6396,5817,1954
864,6381,5874,1960
850,6354,5911,1971
818,6381,5952,1986
778,6401,5983,1987
773,6381,6031,1986
822,6297,6074,1982
909,6242,6110,1986
989,6226,6111,1985
1045,6242,6110,1986
1077,6233,6105,1983
1091,6242,6110,1986
1090,6251,6091,1984
1091,6242,6071,1986
1105,6166,6042,1984
1136,6103,6031,1986
1166,6081,6011,1983
1182,6103,5992,1986
1171,6097,5951,1985
1136,6103,5913,1986
1084,6128,5865,1980
1045,6172,5834,1986
1047,6155,5795,1997
1091,6103,5755,2012
1122,6042,5692,2013
1091,6034,5637,2012
1011,6051,5575,2008
954,6103,5519,2012
950,6141,5439,2010
954,6172,5361,2012
917,6187,5275,2009
864,6242,5203,2012
844,6294,5120,2009
864,6311,5046,2012
878,6259,4963,2011
864,6242,4888,2012
822,6288,4792,2006
773,6381,4691,2012
704,6450,4580,2023
636,6519,4494,2037
587,6576,4412,2038
591,6589,4336,2037
614,6539,4236,2034
636,6519,4139,2037
638,6545,4045,2035
636,6589,3981,2037
639,6557,3919,2036
636,6519,3863,2037
606,6519,3796,2032
545,6589,3745,2037
491,6629,3697,2048
455,6658,3666,2063
395,6703,3625,2064
364,6727,3587,2063
640,6392,3541,2060
1500,5479,3508,2063
2788,4189,3469,2061
4000,3052,3430,2063
4861,2172,3380,2062
5545,1318,3351,2063
6114,594,3329,2058
6136,832,3311,2063
5145,2564,3270,2073
3318,5271,3232,2089
1349,7728,3202,2091
-182,9224,3193,2089
-1108,9765,3174,2085
-1500,9709,3154,2089
-1504,9302,3127,2089
-1318,8808,3114,2089
-1111,8375,3095,2085
-909,8045,3075,2089
-659,7717,3046,2090
-364,7421,3035,2089
-107,7193,3021,2075
45,7074,2996,2063
106,6991,2947,2055
136,6935,2917,2063
175,6885,2910,2068
227,6866,2917,2063
256,6858,2900,2044
273,6866,2878,2037
286,6864,2853,2038
318,6866,2838,2037
333,6858,2813,2021
318,6866,2799,2012
285,6858,2794,2010
273,6866,2799,2012
295,6857,2782,1996
318,6866,2759,1986
323,6859,2745,1984
318,6866,2759,1986
320,6857,2768,1971
318,6866,2759,1960
312,6861,2730,1957
318,6866,2720,1960
331,6856,2721,1947
318,6866,2720,1934
281,6864,2695,1929
273,6866,2681,1934
305,6850,2678,1924
318,6866,2681,1908
272,6895,2657,1899
227,6935,2641,1908
249,6919,2637,1914
318,6866,2641,1908
361,6780,2620,1890
364,6727,2602,1883
358,6702,2594,1882
364,6727,2602,1883
375,6741,2596,1869
409,6727,2602,1857
485,6638,2616,1850
591,6519,2641,1857
691,6370,2650,1858
773,6242,2681,1857
843,6136,2743,1853
909,6103,2838,1857
962,6099,2919,1857
1000,6103,2996,1857
1025,6082,3076,1852
1045,6103,3193,1857
1054,6144,3323,1866
1045,6172,3469,1883
1009,6129,3605,1887
954,6103,3745,1883
898,6139,3876,1874
864,6242,4021,1883
854,6301,4159,1897
864,6311,4297,1908
870,6290,4413,1904
864,6311,4533,1908
841,6344,4648,1921
818,6381,4770,1934
808,6380,4872,1932
818,6381,4967,1934
828,6372,5044,1945
818,6381,5125,1960
789,6374,5187,1959
773,6381,5243,1960
785,6377,5278,1969
818,6381,5322,1986
844,6350,5360,1986
864,6311,5401,1986
895,6260,5419,1992
954,6242,5440,2012
1015,6232,5454,2017
1045,6242,5479,2012
1044,6235,5494,2003
1045,6242,5519,2012
1054,6257,5537,2025
1045,6311,5558,2037
1013,6335,5557,2035
1000,6311,5558,2037
1012,6243,5553,2046
1000,6242,5558,2063
932,6303,5542,2067
864,6381,5519,2063
846,6388,5475,2054
864,6381,5440,2063
869,6374,5396,2077
864,6381,5361,2089
853,6361,5317,2086
818,6381,5282,2089
757,6423,5229,2098
727,6450,5164,2115
751,6402,5076,2118
773,6381,5006,2115
737,6428,4943,2108
682,6519,4888,2115
666,6539,4808,2126
682,6519,4730,2141
674,6499,4647,2143
636,6519,4573,2141
587,6540,4486,2134
545,6589,4415,2141
492,6658,4339,2152
455,6727,4257,2166
440,6741,4149,2167
455,6727,4060,2166
456,6715,3993,2163
455,6727,3942,2166
458,6714,3863,2165
455,6727,3784,2166
444,6737,3714,2164
455,6727,3666,2166
466,6682,3605,2164
409,6727,3548,2166
319,6788,3497,2164
318,6727,3469,2166
416,6542,3431,2164
591,6381,3390,2166
1095,5929,3340,2164
2227,4785,3311,2166
3679,3270,3288,2164
4727,2289,3272,2166
5258,1798,3235,2165
5863,971,3193,2166
6527,50,3144,2163
6181,832,3114,2166
4206,3983,3089,2166
1591,7629,3075,2166
-216,9528,3052,2153
-954,9779,3035,2141
-1305,9753,3013,2132
-1591,9848,2996,2141
-1601,9443,2972,2145
-1318,8600,2956,2141
-1013,7993,2935,2122
-773,7837,2917,2115
-485,7673,2890,2115
-182,7351,2878,2115
-8,7098,2873,2099
45,7074,2878,2089
88,7097,2863,2087
136,7074,2838,2089
141,7020,2807,2075
136,7005,2799,2063
155,7001,2798,2059
182,7005,2799,2063
175,6998,2779,2053
182,7005,2759,2037
213,7003,2737,2020
227,7005,2720,2012
189,6981,2693,1997
136,7005,2681,1986
125,7043,2677,1972
136,7074,2681,1960
137,7032,2664,1942
136,7005,2641,1934
160,7018,2615,1932
182,7074,2602,1934
168,7083,2593,1922
136,7074,2602,1908
125,7058,2607,1893
136,7074,2602,1883
141,7072,2575,1867
136,7074,2562,1857
134,7065,2561,1844
136,7074,2562,1831
134,7067,2539,1812
136,7074,2523,1805
140,7073,2517,1806
136,7074,2523,1805
138,7020,2504,1789
182,6935,2483,1779
260,6837,2470,1778
318,6797,2483,1779
334,6768,2497,1765
364,6727,2523,1754
