I,II,PLETH
623,5556,6477
558,5179,6460
488,4834,6425
419,4587,6393
345,4306,6352
279,3995,6326
227,3712,6290
195,3551,6259
177,3458,6215
167,3403,6192
164,3333,6171
167,3255,6159
171,3203,6122
167,3255,6092
164,3355,6062
167,3403,6059
167,3404,6042
140,3551,6025
93,3885,5985
84,4291,5958
166,4740,5930
363,5475,5925
664,6599,5908
1032,7990,5891
1368,9490,5852
1535,10949,5824
1455,11725,5790
1172,10949,5757
790,8559,5692
391,5770,5623
26,3882,5547
-251,3107,5490
-418,2825,5422
-502,2663,5356
-540,2662,5269
-530,2811,5188
-464,2883,5098
-363,2811,5021
-261,2705,4934
-167,2663,4854
-77,2652,4753
0,2663,4653
50,2672,4542
84,2663,4452
114,2630,4362
140,2663,4285
145,2745,4194
140,2811,4117
135,2800,4041
140,2811,3983
150,2834,3924
167,2811,3883
186,2749,3843
195,2811,3816
194,3000,3777
195,3107,3749
208,2985,3723
223,2811,3715
228,2767,3697
223,2811,3682
221,2802,3658
223,2811,3649
225,2936,3632
223,3107,3615
222,3155,3578
223,3107,3548
224,3079,3522
223,3107,3515
221,3117,3500
223,3107,3481
233,3102,3445
251,3107,3414
269,3098,3387
279,3107,3381
278,3121,3368
279,3107,3347
289,3070,3308
307,3107,3280
324,3210,3260
335,3255,3247
338,3137,3214
335,2959,3180
330,2843,3151
335,2811,3146
349,2792,3135
363,2811,3113
366,2883,3072
363,2959,3046
361,2932,3027
363,2811,3013
363,2648,2979
363,2515,2946
362,2449,2910
363,2515,2879
362,2668,2838
363,2811,2812
363,2882,2793
363,2959,2778
361,3052,2743
363,3107,2711
366,3121,2687
363,3255,2678
349,3548,2660
335,3847,2644
331,3971,2625
335,3995,2611
329,4049,2588
307,4143,2577
284,4165,2573
279,4143,2577
285,4170,2573
279,4291,2577
251,4399,2580
223,4439,2577
215,4427,2555
223,4439,2544
227,4452,2543
223,4439,2544
220,4405,2523
223,4439,2510
225,4528,2509
223,4587,2510
221,4529,2490
223,4439,2477
224,4404,2475
223,4439,2477
221,4452,2456
223,4439,2444
225,4419,2443
223,4439,2444
219,4488,2409
223,4587,2377
238,4687,2364
251,4735,2377
253,4676,2365
251,4587,2343
251,4545,2324
251,4587,2343
248,4618,2370
251,4587,2410
264,4495,2455
279,4439,2544
282,4429,2662
279,4439,2812
278,4385,2965
279,4291,3146
271,4190,3347
251,4143,3582
231,4128,3822
223,4143,4084
224,4146,4348
223,4143,4619
219,4124,4862
223,4143,5088
237,4204,5290
251,4291,5490
261,4322,5656
279,4291,5791
309,4238,5879
335,4291,5958
354,4511,6025
391,4883,6092
457,5240,6131
530,5475,6159
581,5607,6171
614,5770,6192
638,5929,6198
642,5918,6192
603,5618,6158
530,5179,6126
445,4766,6085
363,4439,6059
283,4112,6021
223,3847,5992
194,3700,5952
195,3699,5925
201,3718,5886
195,3699,5858
180,3624,5818
167,3551,5791
166,3512,5753
167,3551,5724
161,3629,5683
140,3699,5657
109,3734,5620
84,3847,5590
84,4150,5548
140,4735,5523
289,5606,5490
558,6806,5456
920,8302,5398
1284,9913,5356
1520,11172,5318
1535,11541,5289
1311,10702,5227
921,8878,5155
485,6705,5076
112,4883,5021
-165,3714,4957
-363,3107,4887
-499,2801,4797
-558,2663,4720
-539,2634,4636
-474,2663,4552
-399,2668,4445
-307,2663,4351
-194,2700,4271
-84,2811,4218
-3,2919,4151
56,2959,4084
106,2901,4007
140,2811,3950
143,2716,3893
140,2663,3849
149,2632,3796
167,2663,3749
172,2723,3692
167,2811,3649
166,2882,3606
167,2959,3582
165,3037,3558
167,3107,3548
182,3125,3529
195,3107,3515
196,3084,3492
195,3107,3481
207,3171,3465
223,3255,3448
228,3291,3412
223,3255,3381
220,3166,3354
223,3107,3347
225,3096,3334
223,3107,3314
220,3098,3268
223,3107,3213
234,3160,3144
251,3255,3079
268,3335,3018
279,3403,2979
280,3471,2945
279,3551,2912
286,3585,2870
307,3551,2845
329,3464,2829
335,3403,2812
329,3387,2774
335,3403,2745
362,3403,2726
391,3403,2711
398,3404,2675
391,3403,2644
386,3348,2624
391,3255,2611
393,3155,2577
391,3107,2544
388,3095,2520
391,3107,2510
392,3106,2492
391,3107,2477
389,3103,2460
391,3107,2444
392,3099,2408
391,3107,2377
388,3146,2354
391,3255,2343
394,3398,2323
391,3551,2310
384,3688,2304
391,3847,2310
409,4007,2299
419,4143,2276
406,4221,2248
391,4291,2243
388,4366,2244
391,4439,2243
381,4455,2223
363,4439,2209
347,4421,2203
335,4439,2209
319,4448,2208
307,4439,2209
304,4419,2209
307,4439,2209
307,4457,2193
307,4439,2176
309,4397,2165
307,4439,2176
294,4539,2182
279,4587,2176
274,4508,2153
279,4439,2142
282,4480,2140
279,4587,2142
274,4617,2126
279,4587,2109
293,4564,2089
307,4587,2075
311,4592,2052
307,4587,2042
303,4580,2038
307,4587,2042
312,4578,2024
307,4587,2008
292,4598,2005
279,4587,2042
276,4512,2088
279,4439,2142
279,4409,2193
279,4439,2276
279,4454,2389
279,4439,2544
277,4372,2713
279,4291,2912
283,4197,3131
279,4143,3381
264,4123,3630
251,4143,3883
249,4149,4126
251,4143,4385
249,4126,4639
251,4143,4887
264,4156,5099
279,4143,5289
282,4106,5447
279,4143,5590
285,4266,5699
307,4439,5791
349,4624,5859
419,4883,5925
506,5192,5966
586,5475,5992
638,5687,5990
670,5918,5992
685,6110,5988
670,6066,5992
611,5677,5977
530,5179,5958
454,4805,5921
391,4587,5891
329,4360,5852
279,4143,5824
244,3969,5786
223,3847,5757
205,3689,5717
195,3551,5690
195,3505,5653
195,3551,5623
193,3576,5581
195,3551,5556
202,3516,5533
195,3551,5523
167,3655,5491
140,3847,5456
142,4164,5410
195,4735,5389
330,5646,5370
586,6954,5356
948,8560,5319
1311,10209,5289
1534,11386,5252
1535,11541,5222
1324,10404,5169
977,8286,5121
584,5867,5067
223,3847,5021
-66,2580,4954
-279,2071,4887
-418,2049,4813
-474,2219,4753
-455,2382,4675
-391,2515,4586
-312,2612,4477
-223,2663,4385
-123,2655,4298
-28,2663,4218
40,2722,4115
84,2811,4017
115,2837,3921
140,2811,3849
155,2776,3776
167,2811,3715
181,2879,3655
195,2959,3615
199,2977,3575
195,2959,3548
192,2931,3512
195,2959,3481
199,3033,3441
195,3107,3414
190,3125,3390
195,3107,3381
211,3086,3363
223,3107,3347
224,3163,3324
223,3255,3314
234,3343,3298
251,3403,3280
258,3411,3244
251,3403,3213
243,3395,3178
251,3403,3146
268,3403,3105
279,3403,3079
278,3399,3060
279,3403,3046
290,3399,3012
307,3403,2979
320,3403,2952
335,3403,2946
352,3394,2931
363,3403,2912
362,3409,2887
363,3403,2879
375,3384,2867
391,3403,2845
395,3428,2805
391,3403,2778
388,3311,2761
391,3255,2745
392,3258,2708
391,3255,2678
389,3176,2657
391,3107,2644
391,3099,2611
391,3107,2577
390,3040,2552
391,2959,2544
390,2928,2527
391,2959,2510
391,3004,2490
391,3107,2477
389,3260,2456
391,3403,2444
392,3472,2438
391,3551,2444
388,3689,2432
391,3847,2410
394,3931,2382
391,3995,2377
376,4112,2378
363,4291,2377
360,4413,2356
363,4439,2343
354,4413,2339
335,4439,2343
316,4512,2328
307,4587,2310
297,4601,2298
279,4587,2310
259,4573,2316
251,4587,2310
254,4590,2287
251,4587,2276
235,4576,2273
223,4587,2276
231,4589,2261
251,4587,2243
259,4575,2231
251,4587,2243
244,4593,2250
251,4587,2243
267,4563,2217
279,4587,2209
281,4655,2211
279,4735,2209
277,4752,2174
279,4735,2142
280,4717,2128
279,4735,2142
277,4741,2145
279,4735,2142
280,4718,2140
279,4735,2176
276,4748,2230
279,4735,2310
282,4660,2403
279,4587,2544
273,4552,2715
279,4587,2912
296,4611,3095
307,4587,3280
296,4500,3467
279,4439,3682
274,4420,3905
279,4439,4151
280,4438,4398
279,4439,4653
287,4436,4880
307,4439,5088
326,4424,5270
335,4439,5456
333,4491,5621
335,4587,5757
351,4701,5845
391,4883,5925
453,5141,5995
530,5475,6059
607,5838,6082
670,6214,6092
710,6481,6090
725,6510,6092
713,6268,6073
670,5918,6059
594,5554,6039
502,5179,6025
410,4759,5989
335,4439,5958
281,4254,5920
251,4143,5891
235,3976,5848
223,3847,5824
209,3824,5802
195,3847,5791
190,3788,5754
195,3699,5724
201,3667,5696
195,3699,5690
181,3737,5671
167,3847,5657
154,4073,5633
140,4439,5623
159,5002,5603
279,5918,5590
526,7122,5567
865,8434,5556
1233,9807,5537
1563,11245,5523
1749,12146,5490
1674,11541,5456
1323,9193,5403
837,6214,5356
391,3955,5300
56,2811,5255
-190,2301,5191
-363,2071,5121
-456,2107,5032
-474,2367,4954
-440,2590,4870
-363,2663,4787
-253,2689,4682
-140,2811,4586
-47,2983,4494
28,3107,4418
92,3126,4323
140,3107,4218
159,3092,4102
167,3107,4017
179,3102,3943
195,3107,3883
200,3103,3809
195,3107,3749
191,3088,3692
195,3107,3649
199,3175,3592
195,3255,3548
191,3275,3507
195,3255,3481
210,3238,3443
223,3255,3414
227,3263,3389
223,3255,3381
221,3242,3363
223,3255,3347
225,3264,3324
223,3255,3314
221,3231,3296
223,3255,3280
226,3326,3257
223,3403,3247
218,3420,3232
223,3403,3213
239,3388,3175
251,3403,3146
251,3409,3124
251,3403,3113
263,3390,3083
279,3403,3046
283,3411,3004
279,3403,2979
284,3384,2958
307,3403,2946
329,3426,2926
335,3403,2912
329,3314,2892
335,3255,2879
352,3252,2860
363,3255,2845
359,3187,2815
363,3107,2778
380,3078,2734
391,3107,2711
378,3115,2695
363,3107,2678
362,3098,2640
363,3107,2611
348,3100,2590
335,3107,2577
343,3149,2544
363,3255,2510
368,3390,2484
363,3551,2477
370,3703,2462
391,3847,2444
402,3980,2419
391,4143,2410
371,4307,2407
363,4439,2410
365,4511,2398
363,4587,2377
348,4670,2349
335,4735,2343
333,4737,2344
335,4735,2343
326,4742,2322
307,4735,2310
289,4661,2307
279,4587,2310
276,4561,2293
279,4587,2276
283,4593,2268
279,4587,2276
265,4578,2277
251,4587,2276
247,4582,2271
251,4587,2276
253,4588,2276
251,4587,2276
249,4566,2261
251,4587,2243
252,4652,2218
251,4735,2209
249,4754,2206
251,4735,2209
253,4713,2193
251,4735,2176
247,4750,2151
251,4735,2142
265,4662,2133
279,4587,2142
282,4549,2160
279,4587,2209
277,4619,2276
279,4587,2377
280,4489,2494
279,4439,2644
278,4442,2811
279,4439,3013
279,4359,3232
279,4291,3481
279,4278,3730
279,4291,3983
279,4231,4225
279,4143,4485
279,4102,4742
279,4143,4987
277,4169,5185
279,4143,5356
288,4100,5495
307,4143,5623
332,4264,5724
363,4439,5824
406,4666,5912
474,5031,5992
560,5494,6033
642,5918,6059
699,6152,6071
725,6214,6092
717,6138,6095
670,5918,6092
598,5512,6071
530,5031,6059
468,4596,6039
391,4291,6025
293,4043,5991
223,3847,5958
208,3673,5914
223,3551,5891
220,3456,5869
195,3403,5858
181,3385,5823
195,3403,5791
218,3414,5748
223,3403,5724
212,3374,5698
195,3403,5690
172,3538,5671
140,3847,5657
125,4374,5630
195,5179,5623
398,6201,5609
725,7398,5590
1116,8763,5545
1479,10209,5523
1698,11190,5507
1674,10949,5490
1399,9213,5435
977,6658,5389
541,4318,5352
167,2811,5322
-128,2101,5256
-335,1923,5188
-446,2022,5120
-474,2219,5054
-450,2384,4953
-391,2515,4854
-302,2614,4771
-195,2663,4720
-90,2649,4646
0,2663,4552
68,2734,4440
112,2811,4351
131,2814,4266
140,2811,4184
149,2858,4080
167,2959,3983
184,2996,3889
195,2959,3816
197,2870,3741
195,2811,3682
194,2789,3624
195,2811,3582
196,2867,3529
195,2959,3481
194,3047,3434
195,3107,3414
197,3116,3397
195,3107,3381
192,3099,3344
195,3107,3314
209,3107,3288
223,3107,3280
227,3102,3263
223,3107,3247
220,3106,3223
223,3107,3213
234,3103,3198
251,3107,3180
269,3105,3144
279,3107,3113
279,3103,3087
279,3107,3079
288,3105,3065
307,3107,3046
325,3103,3009
335,3107,2979
336,3106,2963
335,3107,2979
333,3100,3000
335,3107,3013
345,3114,2997
363,3107,2979
381,3048,2958
391,2959,2946
391,2863,2925
391,2811,2912
392,2796,2897
391,2811,2879
379,2813,2842
363,2811,2812
356,2802,2789
363,2811,2778
369,2814,2749
363,2811,2711
345,2791,2669
335,2811,2644
335,2911,2623
335,3107,2611
331,3297,2592
335,3403,2577
351,3440,2557
363,3551,2544
354,3766,2526
335,3995,2510
319,4106,2489
307,4143,2477
292,4190,2461
279,4291,2444
277,4381,2419
279,4439,2410
271,4451,2409
251,4439,2410
232,4413,2392
223,4439,2377
222,4511,2369
223,4587,2377
223,4599,2377
223,4587,2377
223,4578,2373
223,4587,2377
223,4581,2374
223,4587,2377
222,4592,2375
223,4587,2377
224,4561,2361
223,4587,2343
222,4665,2320
223,4735,2310
225,4696,2294
223,4587,2276
219,4480,2240
223,4439,2209
236,4429,2181
251,4439,2176
255,4439,2170
251,4439,2176
248,4428,2179
251,4439,2209
254,4448,2257
251,4439,2343
246,4367,2445
251,4291,2577
265,4252,2726
279,4291,2912
282,4324,3115
279,4291,3347
277,4154,3586
279,3995,3849
279,3874,4114
279,3847,4385
279,3891,4636
279,3995,4887
277,4092,5123
279,4143,5356
289,4127,5553
307,4143,5724
329,4281,5851
363,4587,5958
419,4963,6042
502,5327,6126
594,5632,6186
670,5918,6226
713,6143,6227
725,6214,6226
712,6022,6221
670,5622,6226
595,5142,6211
502,4735,6192
410,4407,6157
335,4143,6126
273,3888,6084
223,3699,6059
185,3580,6026
167,3551,5992
165,3552,5933
167,3551,5891
167,3498,5862
167,3403,5858
170,3297,5829
167,3255,5791
156,3286,5742
140,3403,5724
116,3615,5707
84,3995,5690
85,4529,5649
195,5179,5623
442,5931,5601
781,6954,5590
1146,8357,5554
1479,9913,5523
1679,10909,5486
1618,10653,5456
1271,9056,5404
781,6806,5356
325,4762,5301
-28,3403,5255
-295,2711,5187
-474,2515,5121
-553,2615,5049
-558,2811,4987
-531,2894,4906
-474,2811,4820
-374,2641,4716
-251,2515,4619
-143,2474,4513
-56,2515,4418
20,2587,4325
84,2663,4251
121,2689,4168
140,2663,4084
153,2580,3987
167,2515,3916
171,2483,3859
167,2515,3816
163,2572,3750
167,2663,3682
179,2750,3616
195,2811,3582
212,2819,3547
223,2811,3515
227,2806,3470
223,2811,3448
221,2803,3430
223,2811,3414
226,2860,3376
223,2959,3347
218,3052,3325
223,3107,3314
239,3116,3281
251,3107,3247
250,3058,3218
251,2959,3213
264,2841,3201
279,2811,3180
282,2917,3141
279,3107,3113
286,3240,3089
307,3255,3079
327,3184,3063
335,3107,3046
333,3032,3013
335,2959,2979
345,2912,2939
363,2959,2912
380,3062,2891
391,3107,2879
392,2998,2850
391,2811,2812
389,2677,2767
391,2663,2745
392,2680,2729
391,2663,2711
389,2630,2674
391,2663,2644
393,2710,2624
391,2663,2611
387,2496,2578
391,2367,2544
397,2384,2517
391,2515,2510
371,2655,2496
363,2811,2477
375,2981,2452
391,3107,2444
392,3121,2432
391,3107,2410
394,3148,2370
391,3255,2343
366,3379,2325
335,3551,2310
316,3737,2274
307,3847,2243
292,3836,2221
279,3847,2209
277,3973,2188
279,4143,2176
268,4198,2173
251,4143,2176
244,4050,2159
251,3995,2142
257,4005,2134
251,4143,2142
235,4340,2143
223,4439,2142
220,4331,2138
223,4143,2142
225,4018,2140
223,3995,2142
221,4026,2141
223,4143,2142
225,4316,2128
223,4439,2109
219,4400,2084
223,4291,2075
237,4239,2072
251,4291,2075
255,4366,2061
251,4439,2042
249,4473,2015
251,4439,2008
253,4301,2013
251,4143,2042
249,4032,2069
251,3995,2109
253,3982,2155
251,3995,2243
248,3998,2359
251,3995,2510
255,4014,2668
251,4143,2845
236,4290,3024
223,4291,3213
220,4074,3400
223,3847,3615
223,3777,3853
223,3847,4117
232,3917,4371
251,3995,4619
269,4125,4842
279,4291,5054
287,4387,5240
307,4439,5423
342,4530,5583
391,4735,5724
452,5011,5818
530,5327,5891
612,5642,5943
670,5918,5992
686,6035,6015
670,5918,6025
636,5583,6010
586,5179,5992
509,4787,5955
419,4439,5925
335,4100,5886
279,3847,5858
244,3674,5819
223,3551,5791
207,3395,5753
195,3255,5724
191,3157,5683
195,3107,5657
200,3075,5621
195,3107,5590
181,3191,5545
167,3255,5523
157,3239,5504
140,3255,5490
112,3436,5450
112,3847,5423
191,4453,5400
391,5327,5389
701,6559,5353
1060,8138,5322
1356,9733,5296
1479,10801,5289
1377,10800,5260
1088,9617,5222
702,7690,5166
307,5770,5121
-34,4339,5067
-279,3403,5021
-412,2723,4966
-446,2219,4920
-413,1948,4857
-335,1923,4787
-229,2001,4697
-112,2071,4619
-10,2123,4536
56,2219,4452
90,2325,4345
112,2367,4251
130,2298,4161
140,2219,4084
137,2231,3992
140,2367,3916
152,2493,3845
167,2515,3782
170,2387,3705
167,2219,3649
167,2093,3609
167,2071,3582
165,2121,3529
167,2219,3481
181,2346,3449
195,2515,3448
199,2688,3435
195,2811,3414
194,2838,3376
195,2811,3347
194,2789,3321
195,2811,3314
198,2830,3301
195,2811,3280
190,2778,3240
195,2811,3213
212,2897,3195
223,2959,3180
220,2952,3143
223,2959,3113
249,3026,3091
279,3107,3079
288,3124,3047
279,3107,3013
273,3100,2985
279,3107,2979
291,3097,2965
307,3107,2946
324,3131,2920
335,3107,2912
334,2971,2900
335,2811,2879
346,2741,2839
363,2811,2812
368,2953,2793
363,3107,2778
358,3179,2744
363,3107,2711
368,2890,2687
363,2663,2678
348,2529,2651
335,2515,2611
331,2564,2565
335,2663,2544
336,2761,2530
335,2811,2510
333,2793,2471
335,2811,2444
336,2924,2425
335,3107,2410
333,3266,2374
335,3403,2343
337,3544,2321
335,3699,2310
323,3803,2288
307,3847,2276
291,3844,2274
279,3847,2276
274,3846,2258
279,3847,2243
284,3835,2238
279,3847,2243
262,3895,2228
251,3995,2209
251,4093,2199
251,4143,2209
239,4098,2213
223,3995,2209
218,3885,2190
223,3847,2176
226,3889,2167
223,3995,2176
220,4088,2181
223,4143,2176
226,4145,2153
223,4143,2142
219,4139,2141
223,4143,2142
236,4132,2123
251,4143,2109
264,4190,2103
279,4291,2109
287,4387,2094
279,4439,2075
258,4394,2061
251,4291,2075
265,4180,2091
279,4143,2109
270,4148,2115
251,4143,2142
244,4071,2190
251,3995,2276
254,3961,2379
251,3995,2510
249,4017,2658
251,3995,2845
252,3916,3051
251,3847,3280
251,3812,3507
251,3847,3749
249,3954,3993
251,4143,4251
261,4328,4493
279,4439,4720
295,4481,4912
307,4587,5088
317,4793,5231
335,5031,5356
360,5199,5454
391,5327,5556
418,5429,5647
446,5475,5724
483,5415,5762
530,5327,5791
565,5263,5808
558,5179,5824
500,4946,5812
419,4587,5791
349,4229,5754
307,3995,5724
277,3801,5684
251,3551,5657
230,3215,5623
223,2959,5590
225,2834,5535
223,2811,5490
211,2791,5446
195,2811,5423
189,2886,5386
195,2959,5356
202,2922,5315
195,2811,5289
180,2740,5251
167,2811,5222
156,2991,5182
140,3255,5155
142,3639,5117
223,4291,5088
415,5323,5048
698,6806,5021
1017,8647,4985
1311,10505,4954
1482,11691,4904
1423,11541,4854
1113,9944,4795
670,7546,4753
260,5196,4705
-28,3403,4653
-213,2236,4570
-335,1628,4485
-391,1441,4394
-363,1480,4318
-263,1548,4233
-140,1628,4151
-39,1757,4059
28,1923,3983
75,2034,3910
112,2071,3849
133,2068,3779
140,2071,3715
146,2068,3643
167,2071,3582
191,2064,3521
195,2071,3481
177,2059,3433
167,2071,3381
179,2114,3316
195,2219,3280
197,2321,3261
195,2367,3247
206,2354,3209
223,2367,3180
228,2436,3160
223,2515,3146
221,2533,3109
223,2515,3079
223,2505,3068
223,2515,3079
224,2511,3069
223,2515,3046
219,2561,3018
223,2663,3013
238,2759,3011
251,2811,3013
252,2814,2997
251,2811,2979
262,2810,2956
279,2811,2946
285,2801,2931
279,2811,2912
273,2861,2875
279,2959,2845
293,3052,2823
307,3107,2812
318,3112,2783
335,3107,2745
353,3103,2701
363,3107,2678
361,3103,2661
363,3107,2644
375,3111,2609
391,3107,2577
395,3052,2552
391,2959,2544
387,2859,2529
391,2811,2510
394,2802,2485
391,2811,2477
378,2806,2484
363,2811,2510
347,2814,2530
335,2811,2544
330,2794,2542
335,2811,2544
340,2871,2543
335,2959,2544
327,3027,2528
335,3107,2510
355,3231,2488
363,3403,2477
347,3526,2470
335,3551,2477
338,3519,2480
335,3551,2477
307,3639,2456
279,3699,2444
274,3685,2439
279,3699,2444
269,3779,2440
251,3847,2444
245,3797,2446
251,3699,2444
253,3659,2423
251,3699,2410
252,3718,2407
251,3699,2410
238,3678,2393
223,3699,2377
218,3712,2368
223,3699,2377
226,3673,2377
223,3699,2377
221,3768,2372
223,3847,2377
224,3868,2365
223,3847,2343
222,3824,2314
223,3847,2310
224,3864,2311
223,3847,2310
220,3810,2285
223,3847,2276
235,3937,2283
251,3995,2310
258,3937,2322
251,3847,2343
235,3810,2377
223,3847,2444
220,3863,2515
223,3847,2611
224,3823,2725
223,3847,2879
230,3906,3049
251,3995,3247
273,4072,3454
279,4143,3682
273,4241,3909
279,4439,4151
306,4683,4385
335,4883,4619
350,5015,4826
363,5179,5021
380,5333,5191
391,5327,5356
386,5103,5496
391,4883,5623
425,4835,5717
474,4883,5791
496,4808,5829
474,4587,5858
422,4296,5871
363,3995,5891
311,3668,5895
279,3403,5891
262,3224,5869
251,3107,5858
235,2945,5841
223,2811,5824
219,2765,5786
223,2811,5757
225,2838,5723
223,2811,5690
222,2736,5634
223,2663,5590
226,2624,5549
223,2663,5523
205,2735,5481
167,2811,5456
130,2962,5434
140,3403,5423
239,4245,5386
446,5475,5356
746,7034,5328
1088,8878,5322
1378,10652,5303
1507,11689,5289
1424,11391,5265
1172,9765,5255
833,7354,5234
474,4883,5222
145,2918,5201
-112,1776,5188
-275,1403,5157
-363,1480,5121
-402,1648,5067
-391,1776,5021
-324,1862,4967
-223,1923,4920
-120,1929,4855
-28,1923,4787
52,1963,4700
112,2071,4619
146,2171,4531
167,2219,4452
184,2212,4363
195,2219,4285
194,2222,4196
195,2219,4117
206,2190,4037
223,2219,3983
228,2296,3932
223,2367,3883
219,2372,3811
223,2367,3749
235,2420,3690
251,2515,3649
267,2553,3604
279,2515,3582
282,2472,3564
279,2515,3548
277,2607,3508
279,2663,3481
281,2654,3472
279,2663,3481
276,2731,3468
279,2811,3448
291,2829,3423
307,2811,3414
313,2802,3396
307,2811,3381
299,2807,3359
307,2811,3347
324,2819,3328
335,2811,3314
333,2783,3293
335,2811,3280
349,2898,3261
363,2959,3247
363,2906,3227
363,2811,3213
374,2773,3193
391,2811,3180
396,2835,3161
391,2811,3146
387,2742,3116
391,2663,3079
392,2574,3035
391,2515,3013
389,2496,2996
391,2515,2979
391,2523,2941
391,2515,2912
389,2498,2892
391,2515,2879
391,2570,2845
391,2663,2812
389,2746,2785
391,2811,2778
393,2863,2763
391,2959,2745
379,3098,2721
363,3255,2711
347,3355,2696
335,3403,2678
320,3442,2652
307,3551,2644
301,3704,2643
307,3847,2644
313,3929,2627
307,3995,2611
290,4068,2593
279,4143,2577
280,4161,2553
279,4143,2544
266,4124,2543
251,4143,2544
247,4155,2524
251,4143,2510
251,4116,2506
251,4143,2510
253,4215,2494
251,4291,2477
238,4306,2468
223,4291,2477
219,4276,2477
223,4291,2477
225,4295,2472
223,4291,2477
222,4277,2476
223,4291,2477
222,4297,2462
223,4291,2444
224,4266,2416
223,4291,2410
219,4359,2409
223,4439,2410
237,4460,2396
251,4439,2410
254,4370,2449
251,4291,2510
