III,V,PLETH,ABP
530,2930,5944,6335
601,2826,5929,6314
681,2727,5944,6308
756,2634,5970,6283
832,2553,6006,6280
914,2466,6004,6280
1009,2379,6006,6308
1095,2294,6021,6324
1160,2234,6069,6363
1206,2186,6100,6403
1261,2147,6132,6474
1327,2098,6153,6542
1387,2060,6194,6640
1425,2027,6222,6746
1463,2002,6257,6889
1512,1968,6279,7023
1564,1944,6319,7165
1595,1924,6348,7285
1614,1915,6382,7414
1635,1898,6385,7525
1665,1886,6382,7635
1690,1871,6365,7709
1715,1857,6382,7774
1740,1835,6408,7804
1766,1828,6444,7829
1779,1828,6445,7826
1791,1828,6444,7829
1809,1810,6434,7812
1841,1799,6444,7801
1877,1796,6441,7768
1917,1799,6444,7746
1953,1784,6436,7713
1993,1770,6444,7691
2029,1764,6440,7645
2068,1770,6444,7608
2105,1761,6435,7557
2144,1741,6444,7525
2180,1710,6442,7477
2220,1683,6444,7442
2252,1658,6431,7391
2270,1654,6444,7359
2250,1664,6450,7318
2195,1683,6444,7304
2114,1694,6401,7282
2043,1712,6382,7276
1987,1737,6377,7252
1942,1770,6382,7248
1890,1788,6345,7238
1841,1799,6319,7248
1803,1800,6308,7242
1791,1799,6319,7248
1788,1793,6290,7240
1791,1799,6257,7248
1785,1815,6232,7241
1791,1828,6257,7248
1799,1829,6284,7241
1816,1828,6319,7248
1819,1830,6323,7240
1816,1828,6319,7248
1806,1821,6299,7243
1816,1828,6319,7248
1824,1853,6350,7230
1816,1886,6382,7221
1775,1928,6373,7198
1741,2002,6382,7193
1717,2068,6404,7166
1715,2031,6444,7138
1779,1790,6443,7085
1993,1364,6444,7055
2335,834,6456,7027
2724,290,6507,7027
3166,-241,6539,7017
3759,-725,6570,7027
4404,-1129,6585,7023
4818,-1422,6632,7027
4881,-1644,6683,7006
4818,-1828,6757,6999
4818,-1946,6815,6989
4818,-1886,6882,6999
4766,-1600,6933,6985
4818,-1131,7008,6972
4960,-572,7068,6944
4818,58,7133,6944
4102,727,7176,6938
3077,1364,7258,6944
2229,1862,7347,6925
1715,2205,7446,6916
1370,2419,7502,6894
1110,2553,7571,6889
979,2615,7648,6867
959,2640,7758,6861
935,2652,7846,6849
883,2669,7946,6861
848,2675,8050,6859
858,2669,8196,6861
863,2653,8325,6840
858,2640,8447,6833
848,2635,8530,6814
858,2640,8634,6806
867,2644,8741,6781
883,2640,8885,6778
893,2624,9010,6771
908,2611,9135,6778
919,2605,9223,6761
933,2611,9323,6750
936,2612,9406,6728
933,2611,9510,6723
927,2603,9597,6702
933,2611,9698,6695
947,2623,9766,6683
959,2640,9823,6695
953,2648,9842,6693
933,2669,9886,6695
907,2695,9935,6673
883,2727,10011,6667
857,2749,10047,6657
832,2785,10073,6667
806,2836,10065,6662
782,2901,10073,6667
749,2950,10063,6661
706,2988,10073,6667
654,3023,10065,6652
605,3075,10073,6640
556,3124,10061,6613
504,3162,10073,6612
447,3177,10070,6606
404,3191,10073,6612
382,3197,10037,6592
378,3191,10011,6584
374,3154,9969,6571
378,3104,9948,6584
401,3046,9906,6582
454,2988,9886,6584
525,2909,9848,6564
605,2814,9823,6557
681,2707,9774,6536
757,2611,9760,6529
836,2518,9751,6505
933,2437,9760,6501
1031,2357,9727,6496
1110,2292,9698,6529
1168,2229,9654,6569
1236,2176,9635,6640
1317,2124,9594,6708
1387,2089,9573,6806
1426,2058,9535,6902
1463,2031,9510,7027
1514,1996,9461,7150
1564,1973,9448,7304
1582,1955,9439,7451
1589,1944,9448,7608
1608,1923,9411,7733
1640,1915,9385,7857
1657,1913,9362,7947
1665,1915,9385,8023
1673,1898,9387,8053
1690,1886,9385,8078
1702,1881,9345,8079
1715,1886,9323,8078
1728,1873,9300,8044
1741,1857,9323,8023
1741,1847,9327,7999
1741,1857,9323,7995
1753,1862,9275,7965
1791,1857,9260,7940
1834,1837,9252,7903
1867,1828,9260,7884
1886,1826,9222,7843
1917,1828,9197,7801
1957,1807,9180,7737
1993,1770,9197,7691
2013,1729,9173,7637
2043,1712,9135,7608
2080,1709,9078,7569
2094,1712,9072,7552
2054,1706,9069,7534
1993,1712,9072,7552
1938,1733,9032,7565
1892,1770,9010,7580
1830,1792,8994,7561
1766,1799,9010,7552
1717,1792,8985,7533
1690,1799,8947,7525
1663,1813,8890,7488
1640,1828,8885,7469
1620,1829,8884,7455
1614,1828,8885,7469
1607,1828,8841,7466
1614,1828,8822,7469
1624,1825,8812,7452
1640,1828,8822,7442
1639,1833,8787,7407
1640,1828,8759,7387
1635,1819,8737,7361
1640,1828,8759,7359
1631,1855,8759,7339
1614,1886,8759,7331
1578,1923,8742,7309
1539,2002,8759,7304
1490,2085,8761,7283
1463,2060,8759,7276
1536,1804,8717,7254
1791,1335,8697,7248
2174,761,8680,7227
2573,203,8697,7221
3007,-315,8691,7199
3607,-783,8697,7193
4295,-1185,8686,7171
4768,-1480,8697,7165
4872,-1701,8689,7153
4818,-1886,8697,7165
4813,-2010,8688,7164
4818,-1944,8697,7165
4777,-1622,8687,7142
4818,-1102,8697,7138
4909,-510,8690,7122
4692,116,8697,7110
3910,764,8684,7070
2850,1393,8697,7055
1995,1895,8696,7045
1488,2234,8697,7055
1148,2431,8657,7036
883,2553,8634,7027
745,2617,8616,7016
732,2640,8634,7027
733,2636,8631,7012
706,2640,8634,6999
680,2656,8620,6974
681,2669,8634,6972
680,2660,8631,6954
681,2640,8634,6944
686,2631,8616,6919
706,2640,8634,6916
719,2647,8657,6907
732,2640,8697,6916
739,2623,8697,6911
757,2611,8697,6916
769,2606,8682,6899
782,2611,8697,6889
782,2612,8693,6863
782,2611,8697,6861
788,2603,8682,6854
807,2611,8697,6861
826,2623,8697,6843
832,2640,8697,6833
822,2648,8656,6811
807,2669,8634,6806
793,2696,8618,6784
782,2727,8634,6778
768,2748,8628,6766
757,2785,8634,6778
739,2838,8625,6775
706,2901,8634,6778
655,2947,8624,6758
605,2988,8634,6750
566,3028,8629,6730
530,3075,8634,6723
480,3107,8616,6691
429,3133,8634,6667
391,3149,8658,6636
378,3162,8697,6640
375,3154,8693,6646
378,3133,8697,6667
385,3094,8690,6663
404,3046,8697,6667
433,2986,8662,6659
479,2930,8634,6667
536,2864,8611,6651
605,2785,8634,6640
679,2681,8640,6612
757,2582,8634,6612
825,2499,8590,6612
883,2437,8572,6640
937,2366,8558,6658
1009,2292,8572,6695
1090,2220,8564,6729
1160,2176,8572,6806
1201,2144,8564,6899
1236,2118,8572,7027
1282,2083,8560,7143
1337,2060,8572,7276
1373,2042,8570,7402
1387,2031,8572,7552
1394,2010,8533,7690
1413,2002,8509,7829
1438,2000,8491,7931
1463,2002,8509,8023
1477,1986,8506,8078
1488,1973,8509,8133
1499,1967,8496,8161
1513,1973,8509,8189
1518,1971,8505,8187
1513,1973,8509,8189
1506,1973,8494,8171
1513,1973,8509,8161
1527,1957,8510,8129
1539,1944,8509,8106
1544,1937,8467,8061
1564,1944,8447,8023
1599,1944,8432,7970
1640,1944,8447,7940
1664,1941,8439,7897
1690,1944,8447,7857
1731,1934,8442,7789
1791,1915,8447,7746
1840,1882,8411,7709
1867,1857,8384,7691
1870,1836,8362,7643
1867,1828,8384,7608
1843,1821,8389,7576
1791,1828,8384,7580
1710,1839,8341,7566
1640,1857,8321,7552
1593,1869,8306,7522
1564,1886,8321,7525
1526,1900,8316,7524
1488,1915,8321,7525
1464,1917,8311,7490
1463,1915,8321,7469
1463,1912,8314,7447
1463,1915,8321,7442
1457,1916,8312,7409
1463,1915,8321,7387
1463,1913,8313,7361
1463,1915,8321,7359
1449,1917,8313,7331
1438,1915,8321,7304
1428,1920,8313,7261
1438,1944,8321,7248
1437,1975,8313,7229
1413,2002,8321,7221
1350,2038,8312,7186
1286,2118,8321,7165
1238,2192,8315,7139
1236,2147,8321,7138
1325,1870,8310,7121
1564,1393,8321,7110
1929,820,8318,7074
2346,261,8321,7055
2792,-269,8306,7029
3330,-754,8321,7027
3940,-1163,8326,7009
4465,-1451,8321,6999
4748,-1657,8275,6974
4818,-1828,8259,6972
4810,-1932,8257,6965
4818,-1828,8259,6972
4839,-1449,8197,6954
4818,-870,8134,6944
4622,-245,8084,6921
4112,377,8071,6916
3294,998,8020,6897
2396,1596,7946,6889
1667,2071,7843,6866
1186,2379,7758,6861
877,2542,7659,6843
681,2640,7571,6833
581,2699,7468,6808
555,2727,7383,6806
545,2724,7282,6800
530,2727,7195,6806
517,2743,7094,6787
530,2756,7008,6778
554,2744,6905,6758
580,2727,6820,6750
585,2724,6720,6726
580,2727,6632,6723
570,2715,6527,6717
580,2698,6444,6723
595,2692,6367,6702
605,2698,6319,6695
600,2688,6256,6686
605,2669,6194,6695
619,2655,6115,6679
631,2669,6069,6667
621,2686,6029,6644
605,2698,6006,6640
600,2692,5964,6620
605,2698,5944,6612
601,2718,5931,6591
580,2756,5944,6584
551,2786,5939,6564
530,2814,5944,6557
517,2837,5937,6537
504,2872,5944,6529
483,2910,5934,6507
454,2959,5944,6501
418,3003,5961,6483
378,3046,6006,6474
336,3083,6036,6448
303,3133,6069,6446
276,3183,6089,6441
252,3220,6132,6446
223,3225,6163,6425
202,3220,6194,6418
193,3210,6191,6409
202,3191,6194,6418
219,3141,6204,6403
252,3075,6257,6391
304,3001,6298,6365
378,2930,6319,6363
462,2846,6304,6354
555,2756,6319,6363
652,2655,6349,6356
757,2553,6382,6363
859,2444,6373,6354
959,2350,6382,6363
1050,2269,6406,6365
1135,2205,6444,6391
1211,2140,6441,6415
1286,2089,6444,6474
1360,2043,6463,6540
1438,2002,6507,6640
1507,1952,6512,6737
1564,1915,6507,6861
1604,1892,6494,6986
1640,1886,6507,7138
1675,1871,6504,7275
1715,1857,6507,7414
1753,1839,6499,7523
1791,1828,6507,7635
1813,1810,6500,7722
1816,1799,6507,7801
1806,1791,6502,7843
1816,1799,6507,7884
1844,1802,6497,7901
1867,1799,6507,7912
1865,1782,6509,7892
1867,1770,6507,7884
1886,1763,6469,7869
1917,1770,6444,7857
1932,1771,6430,7810
1942,1770,6444,7774
1961,1764,6441,7736
1993,1770,6444,7718
2017,1774,6436,7674
2043,1770,6444,7635
2077,1742,6438,7585
2119,1712,6444,7552
2143,1688,6439,7502
2144,1683,6444,7469
2123,1680,6434,7432
2094,1683,6444,7414
2049,1688,6445,7378
1993,1712,6444,7359
1926,1741,6407,7333
1867,1770,6382,7331
1813,1784,6365,7319
1766,1799,6382,7331
1718,1813,6381,7338
1690,1828,6382,7359
1680,1830,6368,7354
1690,1828,6382,7359
1691,1826,6400,7352
1690,1828,6444,7359
1682,1828,6473,7341
1690,1828,6507,7331
1700,1828,6523,7307
1715,1828,6570,7304
1723,1826,6621,7285
1741,1828,6695,7276
1747,1838,6750,7252
1741,1857,6820,7248
1710,1888,6879,7231
1690,1944,6945,7221
1668,2007,6974,7193
1640,2031,7008,7193
1635,1936,7044,7190
1741,1683,7133,7193
1982,1260,7224,7160
2321,725,7320,7138
2731,150,7377,7113
3254,-377,7446,7110
3857,-825,7519,7088
4389,-1189,7633,7082
4704,-1500,7729,7073
4818,-1741,7821,7082
4831,-1892,7893,7065
4818,-1915,8009,7055
4799,-1795,8131,7032
4818,-1509,8259,7027
4864,-1068,8343,7006
4818,-493,8447,6999
4493,153,8560,6979
3834,812,8697,6972
2978,1406,8792,6947
2169,1886,8885,6944
1572,2221,8965,6937
1211,2437,9072,6944
1005,2554,9159,6925
883,2611,9260,6916
810,2628,9347,6904
782,2640,9448,6916
777,2655,9511,6913
782,2669,9573,6916
780,2670,9618,6898
782,2669,9698,6889
779,2670,9763,6864
782,2669,9823,6861
779,2656,9827,6852
782,2640,9823,6861
778,2633,9803,6854
782,2640,9823,6861
787,2644,9845,6855
807,2640,9886,6861
823,2624,9889,6844
832,2611,9886,6833
829,2602,9845,6810
832,2611,9823,6806
846,2623,9801,6788
858,2640,9823,6778
850,2649,9827,6752
832,2669,9823,6750
816,2693,9777,6744
807,2727,9760,6750
797,2753,9750,6740
782,2785,9760,6750
760,2821,9727,6751
732,2872,9698,6750
694,2916,9655,6715
656,2959,9635,6695
618,2996,9591,6683
580,3046,9573,6695
531,3093,9558,6680
479,3133,9573,6667
432,3159,9546,6643
404,3191,9510,6640
387,3217,9455,6620
378,3220,9448,6612
371,3182,9442,6590
378,3133,9448,6584
405,3087,9411,6561
454,3046,9385,6557
513,2981,9344,6546
580,2901,9323,6557
651,2812,9278,6551
732,2727,9260,6557
816,2628,9245,6547
908,2524,9260,6557
997,2423,9235,6558
1085,2350,9197,6584
1163,2289,9140,6610
1236,2234,9135,6667
1301,2169,9134,6723
1362,2118,9135,6806
1415,2081,9090,6893
1463,2060,9072,7027
1503,2030,9063,7171
1539,2002,9072,7331
1566,1978,9035,7464
1589,1973,9010,7608
1610,1961,8991,7734
1640,1944,9010,7857
1668,1920,9003,7938
1690,1915,9010,8023
1701,1916,9003,8093
1715,1915,9010,8161
1730,1897,8975,8180
1741,1886,8947,8189
1738,1883,8923,8182
1741,1886,8947,8189
1751,1872,8952,8164
1766,1857,8947,8133
1773,1849,8902,8082
1791,1857,8885,8050
1824,1859,8871,8005
1867,1857,8885,7967
1894,1843,8876,7913
1917,1828,8885,7884
1946,1808,8879,7851
1993,1799,8885,7829
2043,1788,8850,7781
2094,1770,8822,7746
2129,1734,8797,7707
2144,1712,8822,7691
2127,1714,8830,7656
2094,1741,8822,7635
2046,1759,8772,7607
1993,1770,8759,7608
1927,1777,8755,7600
1867,1799,8759,7608
1819,1818,8717,7598
1791,1828,8697,7608
1764,1824,8687,7603
1741,1828,8697,7608
1718,1841,8660,7588
1715,1857,8634,7580
1722,1860,8618,7558
1741,1857,8634,7552
1743,1856,8607,7531
1741,1857,8572,7525
1731,1857,8521,7504
1741,1857,8509,7497
1752,1859,8495,7474
1766,1857,8509,7469
1757,1850,8508,7452
1741,1857,8509,7442
1713,1896,8471,7406
1690,1973,8447,7387
1645,2051,8427,7362
1589,2089,8447,7359
1575,2012,8446,7338
1690,1770,8447,7331
1945,1339,8427,7310
2295,783,8447,7304
2719,189,8471,7279
3254,-348,8509,7276
3860,-798,8507,7268
4389,-1160,8509,7276
4702,-1466,8497,7259
4818,-1712,8509,7248
4833,-1879,8502,7224
4818,-1915,8509,7221
4798,-1789,8500,7201
4818,-1480,8509,7193
4866,-1018,8500,7169
4818,-435,8509,7165
4489,210,8502,7147
3834,870,8509,7138
2991,1467,8497,7112
2195,1944,8509,7110
1600,2265,8509,7103
1236,2466,8509,7110
1036,2579,8469,7091
933,2640,8447,7082
880,2659,8430,7061
858,2669,8447,7055
840,2682,8442,7030
832,2698,8447,7027
834,2701,8436,7020
858,2698,8447,7027
875,2697,8438,7009
883,2698,8447,6999
875,2689,8438,6978
883,2669,8447,6972
903,2648,8436,6948
933,2640,8447,6944
948,2639,8442,6937
959,2640,8447,6944
965,2636,8430,6926
984,2640,8447,6916
999,2641,8469,6895
1009,2640,8509,6889
1010,2630,8509,6865
1009,2640,8509,6861
1000,2665,8496,6854
984,2698,8509,6861
965,2712,8503,6843
959,2727,8509,6833
955,2748,8499,6812
933,2785,8509,6806
884,2822,8502,6783
832,2872,8509,6778
793,2928,8499,6769
757,2988,8509,6778
706,3032,8502,6763
656,3075,8509,6750
616,3117,8499,6724
580,3162,8509,6723
530,3193,8503,6716
479,3220,8509,6723
443,3239,8496,6705
429,3249,8509,6695
423,3230,8509,6671
429,3191,8509,6667
446,3134,8469,6648
479,3075,8447,6640
521,3004,8430,6615
580,2930,8447,6612
645,2844,8442,6602
706,2756,8447,6612
760,2663,8436,6604
832,2582,8447,6612
923,2505,8439,6612
1009,2437,8447,6640
1064,2370,8438,6666
1110,2321,8447,6723
1167,2276,8437,6785
1236,2234,8447,6889
1291,2182,8440,6999
1337,2147,8447,7138
1384,2126,8434,7267
1438,2118,8447,7414
1481,2092,8446,7548
1513,2060,8447,7691
1537,2032,8406,7805
1564,2031,8384,7912
1589,2033,8368,7983
1614,2031,8384,8050
1631,2012,8378,8090
1640,2002,8384,8133
1637,1999,8376,8149
1640,2002,8384,8161
1650,1988,8372,8144
1665,1973,8384,8133
1668,1963,8384,8103
1665,1973,8384,8078
1666,1978,8344,8030
1690,1973,8321,7995
1728,1953,8306,7948
1766,1944,8321,7912
1791,1942,8315,7852
1816,1944,8321,7801
1841,1931,8316,7746
1867,1915,8321,7718
1886,1896,8287,7676
1917,1886,8259,7635
1951,1869,8236,7576
1968,1857,8259,7552
1941,1848,8265,7533
1892,1857,8259,7525
1838,1869,8213,7487
1791,1886,8196,7469
1731,1897,8187,7458
1665,1915,8196,7469
1603,1930,8164,7451
1564,1944,8134,7442
1535,1945,8109,7429
1513,1944,8134,7442
1493,1942,8142,7429
1488,1944,8134,7414
1487,1944,8088,7376
1488,1944,8071,7359
1473,1943,8064,7334
1463,1944,8071,7331
1455,1944,8037,7313
1463,1944,8009,7304
1469,1943,7988,7269
1488,1944,8009,7248
1496,1950,7995,7221
1488,1973,7946,7221
1449,2018,7860,7205
1413,2089,7821,7193
1382,2149,7796,7156
1362,2147,7758,7138
1380,2003,7657,7115
1513,1683,7571,7110
1783,1199,7503,7086
2144,638,7446,7082
2557,74,7325,7074
3052,-435,7195,7082
3620,-880,7080,7065
4162,-1247,7008,7055
4571,-1549,6914,7031
4818,-1770,6820,7027
4892,-1891,6716,7007
4818,-1857,6632,6999
4734,-1650,6529,6977
4818,-1276,6444,6972
4971,-780,6367,6951
4818,-174,6319,6944
4125,494,6254,6923
3128,1160,6194,6916
2241,1726,6122,6895
1640,2147,6069,6889
1229,2417,6000,6868
933,2582,5944,6861
756,2673,5890,6840
681,2727,5881,6833
638,2750,5880,6813
605,2756,5881,6806
594,2752,5845,6784
605,2756,5819,6778
606,2761,5802,6759
605,2756,5819,6750
603,2739,5819,6726
605,2727,5819,6723
597,2727,5805,6715
605,2727,5819,6723
628,2713,5838,6707
656,2698,5881,6695
658,2692,5911,6669
656,2698,5944,6667
660,2697,5963,6661
681,2698,6006,6667
698,2696,6041,6651
706,2698,6069,6640
706,2691,6061,6615
706,2698,6069,6612
705,2710,6088,6605
706,2727,6132,6612
708,2733,6157,6597
706,2756,6194,6584
695,2795,6225,6558
681,2843,6257,6557
667,2872,6253,6552
656,2901,6257,6557
636,2937,6271,6537
605,2988,6319,6529
565,3030,6352,6509
530,3075,6382,6501
502,3118,6382,6477
479,3162,6382,6474
452,3184,6366,6468
429,3191,6382,6474
418,3181,6407,6454
429,3162,6444,6446
450,3123,6446,6435
479,3075,6444,6446
518,3018,6435,6432
580,2959,6444,6418
662,2880,6439,6391
757,2785,6444,6391
845,2677,6438,6384
933,2582,6444,6391
1027,2492,6436,6380
1135,2408,6444,6391
1242,2315,6442,6395
1337,2234,6444,6418
1414,2165,6429,6430
1488,2118,6444,6474
1557,2071,6471,6527
1614,2031,6507,6612
1653,1994,6506,6693
1690,1973,6507,6806
1728,1954,6501,6928
1766,1944,6507,7082
1791,1927,6494,7219
1816,1915,6507,7359
1842,1896,6531,7478
1867,1886,6570,7608
1871,1879,6570,7709
1867,1886,6570,7801
1868,1889,6560,7857
1892,1886,6570,7912
1914,1868,6560,7941
1917,1857,6570,7967
1898,1852,6588,7964
1892,1857,6632,7967
1903,1855,6641,7952
1917,1857,6632,7940
1914,1856,6608,7896
1917,1857,6632,7857
1943,1851,6665,7806
1993,1857,6695,7774
2035,1862,6684,7726
2068,1857,6695,7691
2100,1827,6719,7641
2144,1799,6757,7608
2185,1780,6753,7558
2220,1770,6757,7525
2230,1750,6772,7483
2220,1741,6820,7469
2185,1748,6846,7448
2144,1770,6882,7442
2096,1784,6908,7418
2043,1799,6945,7414
1977,1813,6960,7404
1917,1828,7008,7414
1869,1827,7064,7408
1841,1828,7133,7414
1821,1838,7158,7406
1816,1857,7195,7414
1814,1864,7243,7408
1816,1857,7320,7414
1809,1842,7356,7398
1816,1828,7383,7387
1826,1821,7413,7358
1841,1828,7508,7359
1840,1836,7607,7355
1841,1828,7696,7359
1838,1815,7741,7327
1841,1828,7821,7304
1830,1859,7929,7277
1816,1886,8071,7276
1783,1917,8170,7258
1741,2002,8259,7248
1692,2088,8334,7225
1690,2031,8447,7221
1806,1709,8558,7201
2094,1189,8697,7193
2496,616,8821,7170
2926,87,8947,7165
3385,-412,9035,7146
3935,-870,9135,7138
4485,-1248,9223,7113
4818,-1509,9323,7110
4865,-1708,9383,7101
4818,-1886,9448,7110
4819,-1993,9500,7094
4818,-1886,9573,7082
4779,-1514,9608,7055
4818,-957,9635,7055
4878,-355,9646,7049
4616,261,9698,7055
3817,893,9736,7035
2775,1509,9760,7027
1947,1999,9741,7014
1463,2321,9760,7027
1148,2500,9792,7025
908,2611,9823,7027
780,2674,9787,7005
757,2698,9760,6999
740,2694,9747,6981
706,2698,9760,6972
689,2716,9726,6945
706,2727,9698,6944
713,2714,9679,6948
706,2698,9698,6972
696,2696,9673,6970
706,2698,9635,6972
717,2685,9580,6961
732,2669,9573,6972
741,2666,9566,6961
757,2669,9573,6944
768,2655,9540,6896
782,2640,9510,6861
784,2633,9460,6821
782,2640,9448,6806
778,2638,9437,6781
782,2640,9448,6778
793,2647,9418,6768
807,2669,9385,6778
813,2682,9332,6773
807,2698,9323,6778
793,2717,9316,6761
782,2756,9323,6750
772,2797,9285,6724
757,2843,9260,6723
723,2883,9238,6717
681,2930,9260,6723
639,2973,9262,6702
605,3017,9260,6695
571,3055,9218,6684
530,3104,9197,6695
478,3151,9178,6689
429,3191,9197,6695
392,3209,9198,6688
378,3220,9197,6695
376,3215,9157,6678
378,3191,9135,6667
381,3135,9115,6643
404,3075,9135,6640
447,3017,9136,6621
504,2959,9135,6612
562,2877,9094,6586
631,2785,9072,6584
713,2691,9052,6575
807,2611,9072,6584
897,2525,9074,6583
984,2437,9072,6612
1063,2343,9031,6643
1135,2263,9010,6695
1197,2193,8991,6734
1261,2147,9010,6806
1327,2112,9008,6895
1387,2089,9010,7027
1428,2059,8992,7154
1463,2031,9010,7304
1499,1997,9013,7447
1539,1973,9010,7608
1567,1950,8963,7746
1589,1944,8947,7884
1604,1941,8940,7988
1614,1944,8947,8078
1621,1932,8909,8129
1640,1915,8885,8189
1667,1892,8868,8232
1690,1886,8885,8272
1692,1885,8876,8270
1690,1886,8885,8272
1696,1871,8882,8265
1715,1857,8885,8272
1729,1848,8844,8246
1741,1857,8822,8216
1756,1861,8807,8167
1791,1857,8822,8133
1831,1838,8811,8084
1867,1828,8822,8050
1889,1824,8822,8004
1917,1828,8822,7967
1951,1818,8777,7904
1993,1799,8759,7857
2030,1768,8753,7811
2068,1741,8759,7801
2094,1717,8719,7783
2094,1712,8697,7774
2051,1719,8687,7747
1993,1741,8697,7746
1936,1756,8660,7740
1892,1770,8634,7746
1842,1779,8620,7725
1791,1799,8634,7718
1744,1815,8603,7707
1715,1828,8572,7718
1696,1828,8546,7712
1690,1828,8572,7718
1686,1828,8578,7703
1690,1828,8572,7691
1686,1825,8528,7653
1690,1828,8509,7635
1694,1841,8493,7613
1715,1857,8509,7608
1731,1863,8505,7583
1741,1857,8509,7580
1733,1851,8495,7574
1741,1857,8509,7580
1748,1867,8506,7550
1741,1886,8509,7525
1692,1934,8490,7495
1640,2031,8509,7497
1598,2111,8533,7482
1589,2060,8572,7469
1668,1780,8569,7440
1917,1306,8572,7442
2304,735,8562,7440
2724,174,8572,7442
3174,-348,8559,7400
3759,-812,8572,7359
4399,-1199,8588,7312
4818,-1480,8634,7304
4887,-1698,8658,7294
4818,-1886,8697,7304
4810,-2004,8722,7296
4818,-1915,8759,7304
4780,-1563,8759,7296
4818,-1015,8759,7304
4904,-404,8745,7289
4692,232,8759,7276
3932,875,8755,7239
2901,1480,8759,7221
2071,1950,8745,7197
1589,2263,8759,7193
1284,2445,8760,7171
1059,2553,8759,7165
946,2608,8719,7153
933,2640,8697,7165
919,2658,8680,7162
883,2669,8697,7165
863,2669,8692,7146
883,2669,8697,7138
892,2671,8685,7115
883,2669,8697,7110
868,2655,8689,7090
883,2640,8697,7082
908,2635,8687,7060
933,2640,8697,7055
935,2641,8688,7035
933,2640,8697,7027
935,2637,8687,7002
959,2640,8697,6999
977,2638,8688,6992
984,2640,8697,6999
980,2636,8688,6982
984,2640,8697,6972
990,2646,8688,6948
984,2669,8697,6944
959,2695,8688,6925
933,2727,8697,6916
912,2751,8688,6892
883,2785,8697,6889
833,2823,8688,6880
782,2872,8697,6889
749,2914,8688,6882
732,2959,8697,6889
702,3008,8687,6883
656,3075,8697,6889
601,3139,8689,6871
555,3191,8697,6861
514,3219,8686,6837
479,3249,8697,6833
448,3280,8691,6816
429,3307,8697,6806
420,3303,8683,6779
429,3278,8697,6778
447,3237,8695,6773
479,3191,8697,6778
521,3125,8675,6748
580,3046,8697,6723
650,2956,8728,6692
732,2872,8759,6695
816,2784,8726,6689
908,2698,8697,6695
998,2607,8677,6684
1085,2524,8697,6695
1161,2444,8692,6706
1236,2379,8697,6750
1303,2315,8690,6793
1362,2263,8697,6861
1411,2212,8663,6925
1463,2176,8634,7027
1516,2142,8609,7137
1564,2118,8634,7276
1593,2086,8642,7405
1614,2060,8634,7552
1636,2035,8586,7688
1665,2031,8572,7829
1690,2030,8566,7932
1715,2031,8572,8023
1733,2015,8533,8079
1741,2002,8509,8133
1737,1994,8493,8152
