I,II,PLETH,RESP
6464,9022,3540,620
6448,8998,3494,621
6428,8947,3456,611
6378,8924,3422,603
6291,8910,3361,602
6240,8924,3315,603
6220,8910,3291,593
6240,8924,3280,585
6243,8949,3240,585
6240,8998,3208,585
6216,9002,3198,576
6240,8998,3208,567
6290,8980,3193,567
6378,8998,3173,567
6404,8993,3160,558
6378,8998,3173,550
6289,8981,3175,549
6240,8998,3173,550
6223,8997,3163,541
6240,8998,3173,532
6216,8976,3187,531
6170,8998,3208,532
6069,9017,3212,523
5893,8998,3208,514
5577,8838,3197,512
5200,8552,3208,514
4898,8120,3226,507
4922,7660,3244,496
5450,7351,3240,491
6586,7511,3244,496
8195,8210,3256,500
10053,9296,3280,496
11883,10410,3282,486
13450,11378,3280,479
14367,12086,3273,476
14282,12494,3280,479
13111,12453,3279,481
11301,11973,3280,479
9458,11166,3274,469
8042,10337,3280,461
7149,9691,3279,458
6725,9370,3280,461
6575,9294,3272,463
6517,9370,3280,461
6391,9433,3283,452
6240,9445,3280,443
6127,9369,3255,439
6101,9296,3244,443
6079,9234,3242,447
6032,9222,3244,443
5948,9209,3224,431
5893,9222,3208,426
5846,9217,3203,427
5824,9222,3208,426
5795,9202,3193,415
5824,9222,3173,408
5858,9228,3149,408
5893,9222,3137,408
5875,9139,3117,398
5893,9073,3101,390
5950,9039,3082,390
6032,9073,3066,390
6048,9081,3040,381
6032,9073,3030,372
6009,9023,3028,372
6032,8998,3030,372
6058,8976,3012,363
6101,8998,2994,355
6133,9000,2975,354
6170,8998,2959,355
6170,8969,2932,347
6170,8998,2923,337
6178,9038,2923,335
6240,9073,2923,337
6309,9048,2901,331
6378,9073,2888,319
6409,9156,2885,313
6448,9296,2888,319
6495,9376,2866,324
6586,9445,2852,319
6681,9520,2849,307
6794,9668,2852,301
6894,9792,2831,302
7002,9891,2816,301
7075,9960,2812,292
7141,10114,2816,284
7210,10321,2797,283
7349,10560,2781,284
7502,10745,2775,277
7626,10932,2781,266
7682,11090,2764,261
7765,11230,2745,266
7875,11316,2735,269
7973,11453,2745,266
7979,11612,2746,256
7973,11750,2745,248
7993,11784,2740,245
8042,11824,2745,248
8044,11897,2743,251
8042,11973,2745,248
8039,11925,2741,239
8042,11824,2745,230
8020,11727,2743,228
8042,11676,2745,230
8072,11555,2742,232
8042,11378,2745,230
7896,11166,2742,228
7765,11006,2745,230
7694,10834,2742,233
7626,10635,2745,230
7436,10363,2742,221
7210,10114,2745,213
7052,9897,2742,210
7002,9742,2745,213
6928,9559,2742,214
6794,9370,2745,213
6622,9178,2742,212
6517,9073,2745,213
6460,8996,2742,213
6448,8924,2745,213
6431,8777,2742,212
6448,8627,2745,213
6454,8481,2743,213
6448,8404,2745,213
6398,8343,2741,211
6378,8329,2745,213
6378,8315,2744,214
6378,8329,2745,213
6309,8318,2739,210
6240,8329,2745,213
6207,8345,2747,222
6240,8404,2745,230
6251,8421,2723,231
6240,8404,2709,230
6212,8358,2703,232
6240,8404,2709,230
6297,8510,2707,222
6378,8627,2709,213
6423,8645,2709,211
6448,8627,2709,213
6442,8604,2690,212
6448,8627,2674,213
6443,8623,2664,215
6448,8627,2674,213
6437,8639,2675,203
6448,8701,2674,195
6466,8723,2666,194
6517,8701,2674,195
6556,8653,2677,188
6586,8701,2674,177
6582,8794,2651,168
6586,8850,2638,160
6582,8778,2632,149
6586,8701,2638,142
6575,8675,2635,141
6586,8701,2638,142
6590,8669,2636,136
6586,8627,2638,124
6543,8601,2630,114
6517,8627,2638,106
6506,8624,2652,98
6517,8627,2674,89
6487,8619,2673,79
6448,8627,2674,71
6419,8609,2679,62
6448,8627,2709,53
6465,8660,2740,44
6448,8701,2781,35
6387,8670,2822,27
6378,8627,2888,18
6411,8599,2954,9
6448,8627,3030,0
6416,8614,3104,-9
6378,8552,3208,-18
6361,8447,3325,-26
6378,8404,3458,-35
6371,8397,3586,-45
6378,8404,3743,-53
6402,8359,3915,-61
6448,8329,4100,-71
6452,8297,4258,-81
6448,8255,4420,-89
6436,8136,4587,-96
6448,8032,4777,-106
6441,7986,4955,-119
6448,8032,5133,-124
6445,8052,5295,-122
6448,8032,5454,-124
6431,7970,5583,-134
6448,7957,5704,-142
6478,7955,5808,-141
6517,7957,5918,-142
6513,7931,6007,-151
6517,7957,6096,-160
6536,7998,6177,-160
6586,8032,6274,-160
6598,8008,6354,-168
6586,8032,6417,-177
6563,8105,6447,-178
6586,8180,6488,-177
6602,8132,6526,-184
6586,8032,6559,-195
6526,7969,6557,-198
6517,8032,6559,-195
6548,8119,6560,-198
6586,8180,6559,-213
6572,8174,6521,-227
6586,8180,6488,-230
6643,8197,6463,-227
6725,8255,6452,-230
6758,8311,6405,-241
6794,8404,6345,-248
6816,8485,6280,-247
6794,8552,6238,-248
6679,8555,6186,-257
6586,8552,6132,-266
6561,8541,6057,-266
6586,8552,5989,-266
6570,8540,5910,-274
6586,8552,5846,-284
6683,8575,5774,-284
6864,8627,5704,-284
7015,8637,5611,-291
7141,8627,5525,-301
7245,8583,5431,-304
7349,8552,5347,-301
7380,8484,5251,-300
7349,8404,5169,-301
7267,8321,5079,-300
7210,8329,4991,-301
7183,8376,4878,-309
7210,8404,4777,-319
7223,8330,4679,-322
7210,8255,4599,-319
7172,8222,4505,-316
7210,8255,4420,-319
7311,8259,4338,-321
7418,8255,4278,-319
7437,8239,4207,-315
7418,8255,4135,-319
7383,8251,4052,-329
7349,8255,3993,-337
7256,8225,3936,-337
7141,8180,3886,-337
7001,8091,3812,-337
6864,8032,3743,-337
6702,7985,3677,-334
6586,7957,3636,-337
6523,7899,3594,-347
6517,7883,3565,-355
6505,7901,3527,-353
6517,7957,3494,-355
6542,7984,3450,-364
6586,8032,3422,-372
6591,8096,3398,-372
6586,8180,3387,-372
6568,8197,3363,-381
6586,8180,3351,-390
6583,8148,3343,-390
6586,8180,3351,-390
6563,8216,3349,-398
6586,8255,3351,-408
6592,8246,3346,-407
6586,8255,3351,-408
6559,8249,3349,-416
6586,8255,3351,-426
6597,8237,3346,-425
6517,8255,3351,-426
6300,8254,3350,-433
6032,8180,3351,-443
5671,7914,3344,-444
5200,7511,3351,-443
4789,7081,3354,-450
4992,6842,3351,-461
6233,6901,3328,-463
8389,7362,3315,-461
10712,8181,3310,-460
12618,9296,3315,-461
14095,10498,3310,-459
15391,11601,3315,-461
16110,12354,3320,-469
15461,12642,3315,-479
13261,12412,3278,-481
10538,11824,3244,-479
8475,11071,3220,-477
7418,10411,3208,-479
6934,9935,3174,-479
6725,9668,3137,-479
6712,9495,3108,-478
6794,9370,3101,-479
6744,9200,3086,-477
6586,8998,3066,-479
6447,8772,3040,-480
6378,8627,3030,-479
6275,8557,3015,-469
6170,8552,2994,-461
6124,8539,2955,-458
6170,8552,2923,-461
6207,8558,2897,-462
6240,8552,2888,-461
6234,8471,2870,-460
6240,8404,2852,-461
6220,8368,2827,-461
6240,8404,2816,-461
6244,8412,2801,-460
6240,8404,2781,-461
6207,8355,2742,-461
6240,8329,2709,-461
6334,8284,2684,-460
6448,8255,2674,-461
6472,8224,2656,-460
6448,8255,2638,-461
6417,8291,2615,-461
6448,8329,2602,-461
6481,8320,2585,-460
6517,8329,2567,-461
6534,8328,2541,-461
6586,8329,2531,-461
6648,8296,2529,-460
6725,8329,2531,-461
6763,8420,2515,-461
6794,8552,2495,-461
6811,8607,2472,-459
6864,8627,2460,-461
6921,8632,2442,-463
7002,8701,2424,-461
7084,8786,2401,-452
7210,8924,2388,-443
7345,9084,2371,-440
7488,9296,2353,-443
7588,9487,2328,-444
7696,9668,2317,-443
7813,9805,2315,-442
7973,9965,2317,-443
8118,10131,2302,-444
8250,10337,2281,-443
8347,10524,2257,-442
8458,10709,2246,-443
8562,10855,2239,-444
8666,11006,2246,-443
8717,11125,2249,-442
8736,11230,2246,-443
8723,11275,2224,-445
8736,11304,2210,-443
8740,11299,2205,-435
8736,11304,2210,-426
8692,11274,2208,-421
8666,11230,2210,-426
8637,11127,2211,-429
8597,11006,2210,-426
8498,10851,2192,-415
8389,10709,2175,-408
8258,10532,2166,-406
8112,10337,2175,-408
7901,10096,2176,-402
7696,9891,2175,-390
7524,9717,2168,-377
7418,9593,2175,-372
7293,9446,2178,-373
7141,9296,2175,-372
6952,9106,2154,-365
6794,8924,2139,-355
6646,8737,2132,-344
6517,8627,2139,-337
6363,8566,2140,-329
6240,8552,2139,-319
6161,8487,2133,-309
6170,8404,2139,-301
6183,8299,2142,-293
6170,8255,2139,-284
6110,8234,2119,-273
6101,8255,2103,-266
6131,8254,2095,-260
6170,8255,2103,-248
6139,8213,2107,-230
6101,8180,2103,-213
6081,8150,2083,-202
6101,8180,2068,-195
6098,8216,2059,-186
6101,8255,2068,-177
6097,8245,2072,-170
6101,8255,2068,-160
6083,8274,2046,-141
6101,8329,2032,-124
6134,8358,2026,-114
6170,8404,2032,-106
6178,8458,2031,-96
6240,8552,2032,-89
6347,8607,2030,-88
6448,8627,2032,-89
6456,8604,2029,-82
6448,8627,2032,-71
6467,8663,2033,-62
6517,8701,2032,-53
6519,8687,2014,-42
6517,8701,1996,-35
6535,8752,1987,-35
6586,8850,1996,-35
6598,8901,2001,-28
6586,8924,1996,-18
6548,8912,1976,-14
6517,8924,1961,-18
6470,8919,1953,-20
6448,8924,1961,-18
6420,8912,1963,-15
6378,8924,1961,-18
6293,8919,1951,-21
6240,8924,1961,-18
6227,8910,1976,-9
6240,8924,1996,0
6207,8922,2006,2
6170,8924,2032,0
6150,8902,2065,-1
6170,8924,2103,0
6174,8956,2128,1
6170,8998,2175,0
6137,8990,2238,-1
6101,8998,2317,0
6048,9019,2380,1
6032,9073,2460,0
6028,9079,2566,-2
6032,9073,2709,0
6014,9052,2849,8
6032,9073,2994,18
6051,9075,3143,21
6032,9073,3315,18
5923,9046,3488,14
5824,9073,3672,18
5789,9129,3848,28
5824,9222,4028,35
5833,9267,4199,36
5824,9296,4385,35
5808,9308,4566,41
5824,9370,4741,53
5825,9418,4884,65
5824,9445,5026,71
5812,9420,5166,71
5824,9445,5312,71
5823,9504,5427,76
5824,9593,5525,89
5810,9629,5598,101
5824,9668,5668,106
5829,9698,5721,104
5824,9742,5775,106
5780,9737,5813,116
5754,9742,5846,124
5743,9736,5859,124
5754,9742,5882,124
5744,9716,5901,131
5754,9742,5918,142
5779,9800,5903,151
5824,9891,5882,160
5830,9946,5846,170
5824,10040,5811,177
5809,10148,5754,177
5824,10263,5704,177
5825,10319,5649,184
5824,10411,5597,195
5808,10526,5522,204
5824,10635,5454,213
5830,10639,5381,223
5824,10635,5312,230
5794,10652,5218,231
5824,10709,5133,230
5909,10708,5054,236
6032,10709,4991,248
6129,10724,4905,258
6240,10783,4813,266
6352,10793,4712,274
6448,10783,4634,284
6462,10740,4549,293
6448,10709,4456,301
6435,10634,4341,310
6448,10560,4242,319
6425,10468,4150,328
6378,10411,4064,337
6301,10354,3954,345
6240,10337,3850,355
6199,10302,3751,363
6240,10263,3672,372
6334,10175,3581,380
6448,10114,3494,390
6500,10061,3399,399
6517,10040,3315,408
6512,9989,3221,415
6517,9965,3137,426
6472,9946,3056,436
6378,9965,2994,443
6232,9959,2934,448
6101,9965,2888,461
5982,9934,2844,480
5893,9891,2816,496
5803,9798,2780,504
5754,9742,2745,514
5736,9717,2701,532
5754,9742,2674,550
5756,9740,2651,558
5754,9742,2638,567
5743,9730,2616,584
5754,9742,2602,603
5752,9733,2594,612
5754,9742,2602,621
5736,9732,2603,636
5754,9742,2602,656
5776,9728,2594,667
5824,9742,2602,674
5828,9719,2616,681
5824,9668,2638,691
5805,9542,2652,700
5824,9445,2674,709
5837,9401,2692,718
5824,9445,2709,727
5704,9449,2707,733
5477,9370,2709,745
5139,9149,2718,762
4784,8850,2745,780
4503,8446,2765,789
4506,8032,2781,798
5009,7748,2791,807
6170,7883,2816,816
7824,8487,2839,815
9637,9445,2852,816
11281,10474,2846,821
12618,11453,2852,833
13419,12219,2867,842
13381,12642,2888,851
12315,12553,2888,860
10538,12048,2888,869
8652,11297,2886,870
7210,10560,2888,869
6366,9947,2879,872
6032,9593,2888,886
5975,9492,2907,899
6032,9593,2923,904
6058,9682,2907,901
6032,9668,2888,904
5937,9536,2879,913
5824,9445,2888,922
5701,9420,2886,921
5616,9445,2888,922
5558,9412,2887,930
5546,9370,2888,940
5538,9341,2868,940
5546,9370,2852,940
5532,9372,2845,945
5546,9370,2852,957
5565,9347,2840,961
5616,9370,2816,957
5625,9373,2787,953
5616,9370,2781,957
5587,9320,2780,966
5616,9296,2781,975
5680,9277,2763,977
5754,9296,2745,975
5765,9291,2723,971
5754,9296,2709,975
5754,9281,2689,984
5824,9296,2674,993
5921,9289,2654,993
6032,9296,2638,993
6088,9281,2615,992
6101,9296,2602,993
6079,9291,2597,991
6101,9296,2602,993
6137,9276,2591,1000
6170,9296,2567,1011
6175,9319,2536,1013
6240,9370,2531,1011
6348,9391,2534,1006
6448,9445,2531,1011
6472,9523,2507,1019
6517,9668,2495,1028
6609,9788,2495,1029
6725,9891,2495,1028
6784,9963,2474,1026
6864,10114,2460,1028
6988,10317,2457,1028
7141,10560,2460,1028
7240,10750,2440,1027
7349,10932,2424,1028
7485,11083,2420,1028
7626,11230,2424,1028
7678,11327,2406,1027
7696,11453,2388,1028
7717,11595,2381,1028
7765,11750,2388,1028
7769,11814,2386,1027
7765,11824,2388,1028
7778,11803,2400,1028
7834,11824,2424,1028
7855,11834,2430,1026
7834,11824,2424,1028
7778,11732,2414,1030
7765,11601,2424,1028
7768,11436,2440,1018
7765,11304,2460,1011
7703,11141,2463,1008
7626,10932,2460,1011
7508,10651,2451,1009
7349,10411,2460,1011
7146,10211,2476,1011
7002,10040,2495,1011
6902,9810,2497,1001
6794,9593,2495,993
6626,9390,2491,990
6517,9222,2495,993
6482,9019,2494,992
6448,8850,2495,993
6305,8712,2492,993
6170,8627,2495,993
6129,8509,2494,984
6170,8404,2495,975
6152,8304,2492,971
6101,8255,2495,975
6069,8199,2494,976
6101,8180,2495,975
6111,8165,2492,972
6101,8180,2495,975
6059,8170,2494,977
6032,8180,2495,975
6007,8175,2490,964
6032,8180,2495,957
6068,8160,2498,955
6101,8180,2495,957
6089,8212,2475,956
6101,8255,2460,957
6134,8248,2452,958
6170,8255,2460,957
6140,8274,2460,948
6101,8329,2460,940
6099,8358,2456,937
6170,8404,2460,940
6226,8459,2458,934
6240,8552,2460,922
6211,8604,2457,909
6240,8627,2460,904
6327,8609,2457,904
6448,8627,2460,904
6507,8654,2457,897
6517,8701,2460,886
6497,8705,2457,874
6517,8701,2460,869
6548,8682,2457,868
6586,8701,2460,869
6587,8707,2456,861
6586,8701,2460,851
6576,8651,2457,840
6586,8627,2460,833
6585,8613,2455,825
6586,8627,2460,816
6555,8617,2458,804
6517,8627,2460,798
6467,8626,2452,791
6448,8627,2460,780
6421,8581,2471,761
6378,8552,2495,745
6294,8535,2518,734
6240,8552,2567,727
6221,8546,2630,717
6240,8552,2709,709
6236,8546,2775,701
6240,8552,2852,691
6238,8536,2932,673
6240,8552,3030,656
6201,8561,3125,644
6170,8552,3244,638
6153,8471,3376,630
6170,8404,3529,621
6169,8373,3677,610
6170,8404,3850,603
6161,8409,4038,594
6170,8404,4242,585
6165,8362,4422,575
6170,8329,4599,567
6164,8276,4768,558
6170,8255,4955,550
6162,8241,5132,540
6170,8255,5312,532
6168,8246,5473,523
6170,8255,5632,514
6155,8251,5773,504
6170,8255,5918,496
6198,8214,6046,488
6240,8180,6167,479
6243,8152,6258,467
6240,8180,6345,461
6227,8211,6417,461
6240,8255,6488,461
6239,8277,6529,454
6240,8329,6559,443
6228,8369,6571,433
6240,8404,6595,426
6240,8393,6611,416
6240,8404,6631,408
6223,8404,6629,399
6240,8404,6631,390
6248,8373,6614,379
6240,8404,6595,372
6206,8472,6554,371
6240,8552,6524,372
6318,8573,6485,367
6378,8627,6452,355
6325,8725,6396,341
6240,8850,6345,337
6198,8897,6287,338
6240,8924,6238,337
6259,8950,6166,328
6240,8998,6096,319
6202,8999,6017,317
6240,8998,5953,319
6327,8989,5868,315
6448,8998,5775,301
6564,9001,5670,287
6725,9073,5597,284
6887,9169,5528,286
7002,9222,5454,284
7011,9129,5343,273
7002,8998,5240,266
7020,8914,5145,266
7072,8924,5062,266
7063,8909,4952,257
7002,8850,4848,248
6912,8750,4750,247
6864,8701,4670,248
6839,8662,4564,242
6864,8627,4456,230
6914,8563,4350,225
7002,8552,4278,230
7058,8559,4206,235
7072,8552,4135,230
7032,8468,4043,219
7002,8404,3957,213
6952,8380,3872,213
6864,8404,3814,213
6711,8394,3757,205
6586,8404,3707,195
6504,8410,3645,191
6448,8404,3600,195
6342,8319,3559,198
6240,8255,3529,195
6173,8232,3487,186
6170,8255,3458,177
6167,8240,3432,174
6170,8255,3422,177
6164,8311,3401,180
6170,8404,3387,177
6157,8425,3365,168
6170,8404,3351,160
6192,8372,3327,157
6240,8404,3315,160
6241,8415,3308,160
6240,8404,3315,160
6220,8362,3313,159
6240,8404,3315,160
6243,8482,3311,160
6240,8552,3315,160
6199,8544,3312,159
6170,8552,3315,160
6122,8568,3312,159
6032,8552,3315,160
5813,8402,3311,159
5477,8180,3315,160
5069,7880,3314,159
4784,7511,3315,160
4841,7098,3308,160
5477,6916,3315,160
6703,7166,3319,159
8389,7883,3315,160
10274,8840,3291,161
12133,9891,3280,160
13615,10876,3277,157
14351,11676,3280,160
14054,12068,3260,168
12826,11973,3244,177
11040,11393,3238,179
9221,10560,3244,177
7752,9740,3229,176
6864,9222,3208,177
6496,9013,3184,178
6448,8998,3173,177
6441,8993,3154,177
6378,8998,3137,177
6258,8979,3115,177
6170,8924,3101,177
6101,8792,3080,177
6032,8701,3066,177
5921,8679,3045,177
5824,8701,3030,177
5758,8661,3007,177
5754,8627,2994,177
5748,8633,2977,177
5754,8701,2959,177
5738,8714,2931,177
5754,8701,2923,177
5770,8673,2932,177
5824,8701,2959,177
5841,8709,2975,177
5824,8701,2994,177
5781,8649,3010,177
5824,8627,3030,177
5930,8610,3033,177
6032,8627,3030,177
6039,8620,3012,177
6032,8627,2994,177
6050,8615,2969,178
6101,8627,2959,177
6103,8616,2955,176
6101,8627,2959,177
6115,8641,2944,180
6170,8701,2923,177
6201,8721,2897,168
6240,8701,2888,160
6292,8649,2883,158
6378,8701,2888,160
6426,8815,2886,159
6448,8924,2888,160
6451,8942,2873,161
6517,8998,2852,160
6633,9125,2824,151
6794,9296,2816,142
6918,9377,2816,139
7002,9445,2816,142
7049,9551,2795,143
7141,9742,2781,142
7266,9921,2775,142
7418,10114,2781,142
7547,10317,2766,141
7696,10560,2745,142
7842,10758,2719,144
7973,10932,2709,142
8025,11073,2703,133
8042,11230,2709,124
8036,11330,2711,121
8042,11378,2709,124
8032,11362,2688,126
8042,11378,2674,124
8044,11413,2666,122
8042,11453,2674,124
8020,11405,2673,127
8042,11304,2674,124
8066,11153,2669,115
8042,11006,2674,106
7929,10821,2672,104
7834,10635,2674,106
7773,10432,2670,107
7696,10263,2674,106
7521,10077,2671,106
7349,9891,2674,106
7229,9663,2671,106
7141,9445,2674,106
6976,9206,2670,107
6794,8998,2674,106
6651,8808,2672,104
6586,8701,2674,106
6534,8619,2668,115
6517,8552,2674,124
6496,8433,2676,126
6448,8329,2674,124
6328,8235,2653,123
6240,8180,2638,124
6216,8096,2631,124
6240,8032,2638,124
6210,7993,2637,125
6170,8032,2638,124
6147,8050,2635,122
6170,8032,2638,124
6171,7962,2634,133
6170,7957,2638,142
6160,7990,2638,144
6170,8032,2638,142
6162,8013,2619,141
6170,8032,2602,142
6168,8094,2592,142
6170,8180,2602,142
6152,8189,2607,142
6170,8180,2602,142
6204,8190,2580,141
6240,8255,2567,142
6229,8294,2560,143
6240,8329,2567,142
6288,8354,2566,134
6378,8404,2567,124
6426,8412,2563,120
6448,8404,2567,124
6460,8380,2565,128
6517,8404,2567,124
6564,8416,2563,114
6586,8404,2567,106
6568,8322,2564,106
6586,8255,2567,106
6640,8222,2563,100
6725,8255,2567,89
6772,8267,2565,78
6794,8255,2567,71
6771,8202,2562,63
6725,8180,2567,53
6641,8169,2566,43
6586,8180,2567,35
6565,8170,2559,28
6586,8180,2567,18
6587,8178,2580,6
6586,8180,2602,0
6576,8160,2613,0
6586,8180,2638,0
6581,8213,2677,-6
6586,8255,2745,-18
6580,8249,2812,-28
6586,8255,2888,-35
6578,8255,2963,-43
6586,8255,3066,-53
6585,8204,3181,-63
6586,8180,3315,-71
6550,8197,3439,-79
6517,8255,3565,-89
6492,8245,3680,-99
6517,8180,3814,-106
6530,8079,3960,-107
6517,8032,4135,-106
6462,8013,4310,-111
6448,8032,4492,-124
6471,8028,4662,-138
6517,8032,4848,-142
6519,8019,5027,-139
6517,8032,5205,-142
6511,8029,5360,-152
6517,8032,5525,-160
6481,8015,5686,-158
6448,8032,5846,-160
6425,8034,5974,-169
6448,8032,6096,-177
6472,8002,6203,-177
6517,8032,6310,-177
6551,8099,6385,-185
6586,8180,6452,-195
6585,8189,6504,-196
6586,8180,6559,-195
6579,8165,6594,-202
6586,8180,6631,-213
6577,8172,6651,-215
6586,8180,6666,-213
6585,8178,6649,-216
6586,8180,6631,-230
6565,8153,6604,-244
6586,8180,6595,-248
6640,8263,6575,-246
6725,8404,6559,-248
6769,8518,6524,-257
6794,8627,6488,-266
6790,8685,6430,-267
6794,8701,6381,-266
6784,8667,6324,-271
6794,8701,6274,-284
6793,8803,6202,-295
6794,8924,6132,-301
6772,8944,6051,-301
6794,8924,5989,-301
6867,8923,5916,-306
7002,8998,5846,-319
7118,9054,5754,-332
7210,9073,5668,-337
7270,9033,5572,-335
7349,8998,5490,-337
7403,8931,5396,-346
7418,8850,5312,-355
7373,8746,5216,-355
7349,8701,5133,-355
7346,8672,5040,-361
7349,8627,4955,-372
7286,8504,4859,-382
7210,8404,4777,-390
7166,8364,4685,-399
7210,8404,4599,-408
7279,8416,4499,-409
7349,8404,4420,-408
7382,8356,4345,-412
7418,8329,4278,-426
7429,8281,4187,-439
7418,8255,4100,-443
7335,8254,4015,-440
7210,8329,3957,-443
7036,8394,3898,-453
6864,8404,3850,-461
6694,8300,3792,-461
6586,8180,3743,-461
6524,8075,3684,-468
6517,8032,3636,-479
6509,8002,3589,-481
6517,8032,3565,-479
6513,8093,3541,-476
6517,8180,3529,-479
6506,8224,3508,-479
6517,8255,3494,-479
6515,8256,3470,-477
6517,8255,3458,-479
6491,8227,3447,-479
6517,8255,3458,-479
6550,8298,3462,-478
6586,8329,3458,-479
6548,8279,3431,-479
6517,8255,3422,-479
6501,8249,3432,-478
6517,8255,3458,-479
6494,8223,3461,-479
6448,8255,3458,-479
6331,8300,3451,-477
6101,8255,3458,-479
5687,8001,3456,-480
5200,7660,3458,-479
4822,7287,3454,-470
4853,6916,3458,-461
5535,6604,3454,-458
7002,6693,3458,-461
9012,7402,3456,-462
11162,8627,3458,-461
13105,9892,3452,-459
14698,10932,3458,-461
15609,11754,3460,-463
15391,12494,3458,-461
13865,12921,3435,-451
11578,12717,3422,-443
9355,11834,3417,-441
7765,10783,3422,-443
6840,10046,3407,-444
6448,9742,3387,-443
6394,9593,3362,-442
6517,9445,3351,-443
6584,9254,3332,-443
6517,9073,3315,-443
6351,8863,3293,-443
6240,8701,3280,-443
6214,8619,3259,-442
6240,8627,3244,-443
6218,8607,3222,-445
6170,8552,3208,-443
6111,8461,3188,-434
6101,8404,3173,-426
6087,8348,3152,-422
6101,8329,3137,-426
6093,8308,3116,-427
6101,8329,3101,-426
6083,8330,3080,-424
6101,8329,3066,-426
6128,8281,3045,-427
6170,8255,3030,-426
6189,8236,3009,-417
6240,8255,2994,-408
6306,8249,2973,-403
6378,8255,2959,-408
6387,8245,2938,-412
6378,8255,2923,-408
6362,8221,2902,-396
6378,8180,2888,-390
6395,8138,2867,-391
6448,8180,2852,-390
6490,8252,2830,-380
6517,8329,2816,-372
6517,8351,2797,-373
6586,8404,2781,-372
6697,8471,2757,-363
6794,8552,2745,-355
6812,8576,2728,-354
6864,8627,2709,-355
6982,8712,2681,-345
7141,8850,2674,-337
7241,8954,2675,-337
7349,9073,2674,-337
7483,9201,2651,-328
7626,9370,2638,-319
7695,9511,2636,-319
7765,9668,2638,-319
7879,9831,2617,-310
8042,10040,2602,-301
8156,10227,2599,-301
8250,10411,2602,-301
8341,10558,2584,-293
8458,10709,2567,-284
8557,10843,2561,-282
8666,11006,2567,-284
8735,11139,2551,-276
8736,11230,2531,-266
8649,11233,2519,-263
8597,11230,2531,-266
8595,11222,2537,-262
8597,11230,2531,-248
8521,11174,2508,-235
8458,11081,2495,-230
8429,10934,2490,-231
8389,10783,2495,-230
8233,10595,2494,-223
