aVF,V,PLETH
1550,5738,7473
1663,5756,7471
1792,5804,7473
1913,5843,7443
2034,5870,7421
2164,5863,7387
2325,5870,7369
2507,5888,7333
2712,5935,7318
2925,5967,7304
3148,6001,7318
3367,6025,7314
3584,6067,7318
3800,6100,7306
4020,6133,7318
4217,6136,7314
4359,6133,7318
4429,6120,7304
4456,6133,7318
4465,6138,7333
4456,6133,7369
4391,6095,7387
4262,6067,7421
4093,6036,7443
3923,6001,7473
3746,5929,7471
3536,5870,7473
3277,5825,7463
3003,5804,7473
2733,5746,7467
2470,5672,7473
2197,5588,7465
1937,5540,7473
1703,5499,7466
1501,5474,7473
1316,5433,7465
1162,5408,7473
1032,5389,7466
920,5408,7473
808,5417,7466
726,5408,7473
685,5360,7465
678,5342,7473
659,5358,7466
630,5408,7473
609,5419,7464
630,5408,7473
660,5386,7468
678,5408,7473
682,5439,7462
726,5474,7473
831,5489,7473
969,5540,7473
1080,5622,7439
1162,5738,7421
1248,5821,7407
1356,5870,7421
1442,5855,7416
1453,5804,7421
1387,5704,7413
1308,5606,7421
1263,5519,7413
1259,5474,7421
1263,5438,7417
1259,5408,7421
1214,5370,7407
1114,5342,7421
962,5309,7440
823,5276,7473
735,5231,7471
678,5210,7473
621,5202,7464
581,5210,7473
576,5203,7464
581,5210,7473
571,5209,7471
581,5210,7473
629,5196,7441
726,5210,7421
948,5172,7406
1405,4946,7421
2035,4358,7418
2664,3429,7421
3261,2314,7411
3923,1319,7421
4423,720,7415
4214,725,7421
3070,1267,7413
1501,2110,7421
208,2955,7414
-533,3693,7421
-788,4302,7413
-581,4814,7421
-8,5180,7414
581,5408,7421
839,5503,7414
823,5540,7421
801,5535,7414
872,5540,7421
921,5554,7414
920,5606,7421
938,5647,7414
1017,5672,7421
1097,5662,7414
1162,5672,7421
1220,5701,7414
1308,5738,7421
1399,5740,7414
1501,5738,7421
1594,5752,7414
1695,5804,7421
1804,5844,7414
1937,5870,7421
2080,5863,7413
2228,5870,7421
2380,5885,7414
2567,5935,7421
2780,5976,7413
3003,6001,7421
3216,5992,7415
3439,6001,7421
3665,6026,7411
3875,6067,7421
4051,6074,7417
4214,6067,7421
4359,6052,7407
4456,6067,7421
4476,6073,7439
4456,6067,7473
4422,6029,7473
4359,6001,7473
4234,5969,7461
4068,5935,7473
3885,5867,7469
3681,5804,7473
3430,5734,7463
3148,5672,7473
2855,5591,7469
2567,5540,7473
2284,5501,7461
2034,5474,7473
1811,5425,7473
1598,5408,7473
1383,5407,7439
1211,5408,7421
1083,5366,7407
969,5342,7421
832,5338,7416
726,5342,7421
681,5300,7413
678,5276,7421
656,5291,7413
630,5342,7421
618,5351,7417
630,5342,7421
628,5328,7407
630,5342,7421
656,5358,7441
726,5408,7473
818,5470,7471
920,5540,7473
1018,5588,7465
1114,5672,7473
1206,5777,7463
1308,5870,7473
1401,5868,7476
1453,5804,7473
1430,5702,7396
1356,5606,7266
1283,5494,7092
1259,5408,6954
1265,5356,6848
1259,5342,6799
1201,5316,6760
1114,5276,6747
1014,5229,6718
920,5210,6695
822,5202,6655
726,5210,6643
657,5206,6633
630,5210,6643
630,5204,6634
630,5210,6643
620,5202,6641
630,5210,6643
661,5228,6611
726,5276,6591
890,5261,6576
1259,5078,6591
1835,4582,6589
2518,3759,6591
3241,2675,6580
3971,1583,6591
4490,791,6588
4407,594,6591
3526,995,6580
2131,1781,6591
731,2636,6592
-291,3429,6591
-760,4110,6558
-630,4682,6539
-84,5087,6528
484,5342,6539
769,5469,6520
823,5540,6487
851,5568,6426
920,5606,6383
945,5639,6344
920,5672,6332
913,5670,6305
969,5672,6280
1040,5669,6237
1114,5672,6228
1181,5660,6225
1259,5672,6228
1325,5701,6195
1405,5738,6176
1491,5760,6164
1598,5804,6176
1710,5847,6167
1840,5870,6176
1982,5849,6191
2131,5870,6228
2285,5933,6245
2470,6001,6280
2682,6003,6320
2906,6001,6383
3120,6024,6429
3342,6067,6487
3580,6065,6537
3826,6067,6591
4041,6090,6614
4214,6133,6643
4349,6134,6663
4456,6133,6695
4511,6135,6709
4504,6133,6747
4442,6072,6779
4359,6001,6799
4256,5948,6768
4117,5935,6747
3932,5906,6737
3729,5870,6747
3507,5807,6719
3245,5738,6695
2930,5652,6678
2615,5606,6695
2334,5575,6694
2083,5540,6695
1829,5460,6685
1598,5408,6695
1409,5394,6690
1259,5408,6695
1109,5377,6687
969,5342,6695
851,5321,6689
775,5342,6695
716,5345,6687
678,5342,6695
647,5329,6688
630,5342,6695
617,5342,6688
630,5342,6695
653,5328,6688
678,5342,6695
691,5364,6688
726,5408,6695
805,5455,6688
920,5540,6695
1029,5636,6688
1114,5738,6695
1181,5806,6688
1259,5870,6695
1355,5895,6688
1453,5870,6695
1497,5769,6688
1453,5672,6695
1344,5596,6688
1259,5540,6695
1240,5461,6688
1259,5408,6695
1252,5396,6688
1211,5408,6695
1130,5384,6688
1017,5342,6695
881,5300,6688
775,5276,6695
731,5236,6688
726,5210,6695
725,5197,6688
726,5210,6695
733,5204,6688
726,5210,6695
700,5226,6688
726,5276,6695
899,5291,6688
1259,5210,6695
1763,4883,6688
2373,4221,6695
3074,3200,6688
3826,2044,6695
4438,1083,6688
4601,659,6695
4061,848,6688
2857,1517,6695
1358,2375,6688
97,3232,6695
-536,3961,6688
-484,4551,6695
-35,4976,6688
436,5276,6695
710,5448,6688
823,5540,6695
878,5569,6688
920,5606,6695
925,5641,6688
920,5672,6695
944,5664,6687
1017,5672,6695
1093,5697,6688
1162,5738,6695
1223,5742,6687
1308,5738,6695
1397,5750,6688
1501,5804,6695
1594,5849,6686
1695,5870,6695
1802,5859,6690
1937,5870,6695
2084,5893,6683
2228,5935,6695
2362,5962,6709
2518,6001,6747
2701,6034,6767
2906,6067,6799
3114,6067,6829
3342,6067,6902
3585,6060,6978
3826,6067,7058
4033,6058,7105
4214,6067,7162
4372,6088,7210
4504,6133,7266
4581,6147,7289
4601,6133,7318
4571,6089,7337
4504,6067,7369
4398,6041,7372
4262,6001,7369
4102,5924,7342
3923,5870,7318
3704,5832,7264
3439,5804,7214
3128,5735,7150
2809,5672,7110
2503,5623,7070
2228,5606,7058
1972,5570,7034
1744,5540,7006
1536,5502,6946
1356,5474,6902
1194,5427,6864
1065,5408,6850
958,5403,6819
872,5408,6799
788,5372,6766
726,5342,6747
687,5325,6710
678,5342,6695
675,5341,6682
678,5342,6695
675,5332,6690
678,5342,6695
686,5356,6686
726,5408,6695
805,5470,6689
920,5540,6695
1031,5590,6687
1114,5672,6695
1176,5772,6688
1259,5870,6695
1366,5894,6688
1453,5870,6695
1464,5806,6687
1405,5738,6695
1318,5637,6689
1259,5540,6695
1241,5453,6686
1259,5408,6695
1274,5392,6690
1259,5408,6695
1183,5421,6684
1065,5408,6695
934,5344,6696
823,5276,6695
753,5223,6661
726,5210,6643
726,5201,6631
726,5210,6643
707,5207,6636
678,5210,6643
668,5216,6641
726,5276,6643
895,5332,6611
1211,5276,6591
1675,4926,6577
2276,4221,6591
2983,3172,6587
3729,1978,6591
4329,931,6583
4504,396,6591
4008,513,6583
2857,1187,6591
1393,2103,6587
145,3034,6591
-499,3832,6577
-484,4485,6591
-77,4956,6611
387,5276,6643
693,5449,6641
823,5540,6643
855,5571,6636
872,5606,6643
893,5635,6631
920,5672,6643
939,5676,6661
969,5672,6695
1006,5657,6694
1065,5672,6695
1128,5697,6685
1211,5738,6695
1298,5768,6687
1405,5804,6695
1501,5834,6691
1598,5870,6695
1688,5895,6678
1792,5935,6695
1905,5970,6731
2034,6001,6799
2183,5998,6845
2373,6001,6902
2588,6015,6963
2809,6067,7058
3018,6107,7136
3245,6133,7214
3503,6127,7277
3778,6133,7369
4021,6133,7452
4214,6133,7525
4355,6117,7550
4456,6133,7577
4518,6166,7610
4553,6199,7681
4551,6176,7723
4504,6133,7733
4401,6087,7695
4262,6067,7681
4102,6035,7677
3923,6001,7681
3704,5939,7634
3439,5870,7577
3131,5785,7513
2809,5738,7473
2499,5705,7417
2228,5672,7369
1981,5598,7310
1744,5540,7266
1507,5497,7204
1308,5474,7162
1148,5427,7122
1017,5408,7110
884,5405,7081
775,5408,7058
704,5368,7020
678,5342,7006
654,5335,6993
630,5342,7006
612,5305,7005
630,5276,7006
657,5282,6977
678,5342,6954
686,5384,6919
726,5408,6902
810,5419,6871
920,5474,6850
1019,5556,6815
1114,5672,6799
1210,5777,6768
1308,5870,6747
1389,5899,6709
1453,5870,6695
1482,5772,6683
1453,5672,6695
1373,5585,6690
1308,5540,6695
1292,5502,6686
1308,5474,6695
1298,5438,6689
1259,5408,6695
1181,5371,6687
1065,5342,6695
927,5306,6688
823,5276,6695
784,5234,6688
775,5210,6695
752,5195,6688
726,5210,6695
722,5211,6688
726,5210,6695
712,5213,6688
726,5276,6695
870,5333,6688
1211,5276,6695
1704,4943,6688
2276,4287,6695
2899,3294,6688
3584,2110,6695
4203,1010,6688
4456,396,6695
4029,444,6688
2906,1055,6695
1430,1917,6687
145,2836,6695
-536,3687,6689
-533,4419,6695
-116,4942,6686
339,5276,6695
610,5450,6690
726,5540,6695
785,5569,6684
823,5606,6695
824,5640,6695
823,5672,6695
856,5664,6661
920,5672,6643
969,5696,6630
1017,5738,6643
1077,5742,6622
1162,5738,6591
1233,5750,6545
1308,5804,6539
1390,5850,6536
1501,5870,6539
1617,5858,6520
1744,5870,6539
1880,5894,6579
2034,5935,6643
2196,5958,6681
2373,6001,6747
2558,6060,6834
2761,6133,6954
2984,6153,7052
3245,6133,7162
3519,6100,7263
3778,6133,7369
4004,6201,7441
4214,6265,7525
4391,6270,7604
4504,6265,7681
4555,6259,7707
4601,6265,7733
4652,6235,7754
4649,6199,7785
4537,6159,7779
4359,6133,7785
4184,6074,7786
4020,6001,7785
3807,5920,7732
3536,5870,7681
3238,5808,7640
2954,5738,7629
2670,5652,7583
2373,5606,7525
2067,5573,7456
1792,5540,7421
1557,5464,7387
1356,5408,7369
1155,5387,7336
969,5408,7318
815,5391,7284
726,5342,7266
673,5281,7233
630,5276,7214
572,5283,7179
533,5276,7162
518,5227,7132
533,5210,7110
551,5231,7056
581,5276,7006
619,5277,6955
678,5276,6954
757,5307,6957
872,5408,6954
1000,5514,6913
1114,5606,6902
1190,5666,6916
1259,5738,6954
1351,5788,6955
1453,5804,6954
1499,5748,6946
1453,5672,6954
1344,5592,6929
1259,5540,6902
1237,5476,6866
1259,5408,6850
1257,5331,6819
1211,5276,6799
1119,5233,6766
1017,5210,6747
913,5198,6710
823,5210,6695
758,5215,6682
726,5210,6695
720,5174,6690
726,5144,6695
730,5123,6686
726,5144,6695
713,5171,6689
726,5210,6695
846,5232,6687
1162,5210,6695
1679,4963,6688
2325,4353,6695
3022,3387,6688
3729,2308,6695
4324,1284,6688
4553,462,6695
4139,57,6688
3051,396,6695
1583,1414,6688
242,2638,6695
-541,3573,6688
-630,4221,6695
-245,4757,6688
242,5210,6695
571,5430,6687
726,5474,6695
792,5484,6687
823,5540,6695
822,5554,6687
823,5540,6695
856,5542,6687
920,5606,6695
971,5655,6686
1017,5672,6695
1071,5659,6702
1162,5672,6747
1257,5700,6792
1356,5738,6850
1431,5764,6888
1501,5804,6954
1576,5842,7036
1695,5870,7162
1855,5861,7285
2034,5870,7421
2202,5895,7529
2373,5935,7629
2557,5953,7696
2761,6001,7785
2970,6069,7879
3196,6133,7992
3436,6137,8073
3681,6133,8148
3908,6133,8197
4117,6133,8252
4289,6092,8278
4407,6067,8304
4466,6062,8304
4504,6067,8304
4540,6046,8274
4553,6067,8252
4493,6116,8219
4359,6133,8200
4175,6042,8152
3971,5935,8096
3743,5877,8010
3487,5870,7940
3200,5817,7862
2906,5738,7785
2623,5656,7648
2373,5606,7473
2135,5537,7266
1889,5474,7110
1617,5422,6988
1356,5408,6902
1133,5379,6806
969,5342,6747
834,5291,6708
726,5276,6695
635,5269,6643
581,5276,6591
549,5266,6544
533,5276,6539
507,5279,6517
484,5276,6487
469,5234,6440
484,5210,6435
521,5217,6436
581,5276,6435
648,5336,6397
726,5408,6383
814,5469,6394
920,5540,6435
1025,5596,6441
1114,5672,6435
1184,5743,6420
1259,5804,6435
1328,5795,6437
1356,5738,6435
1320,5637,6405
1259,5540,6383
1218,5435,6351
1211,5342,6332
1199,5257,6298
1162,5210,6280
1080,5195,6249
969,5210,6228
837,5216,6193
726,5210,6176
673,5176,6148
678,5144,6124
695,5104,6084
678,5078,6072
640,5057,6068
630,5078,6072
653,5110,6042
678,5144,6020
714,5149,6005
872,5144,6020
1258,5030,6018
1889,4682,6020
2692,4005,6011
3584,3100,6020
4428,2107,6015
4988,1253,6020
4970,793,6013
4214,989,6020
2839,1753,6014
1259,2704,6020
-15,3443,6013
-630,3957,6020
-593,4389,6014
-194,4814,6020
235,5119,6014
533,5276,6020
680,5320,6013
726,5342,6020
719,5338,6014
726,5342,6020
767,5356,6011
823,5408,6020
863,5448,6030
920,5474,6072
1007,5469,6101
1114,5474,6124
1190,5476,6113
1259,5474,6124
1325,5459,6154
1405,5474,6228
1482,5508,6298
1598,5540,6383
1758,5532,6468
1937,5540,6591
2092,5567,6717
2228,5606,6850
2351,5602,6954
2470,5606,7058
2604,5628,7140
2809,5672,7214
3077,5677,7245
3342,5672,7266
3546,5663,7264
3729,5672,7266
3929,5664,7241
4117,5672,7214
4226,5675,7163
4262,5672,7110
4267,5631,7029
4262,5606,6954
4215,5597,6870
4117,5606,6799
3979,5576,6713
3826,5540,6643
3648,5500,6561
3439,5474,6487
3199,5413,6397
2954,5342,6332
2710,5279,6271
2470,5276,6228
2223,5284,6165
1986,5276,6124
1758,5229,6087
1550,5210,6072
1357,5210,6038
1211,5210,6020
1103,5165,6007
1017,5144,6020
917,5162,6017
823,5210,6020
753,5216,6011
726,5210,6020
718,5202,6015
726,5210,6020
742,5199,6013
775,5210,6020
800,5238,6014
823,5276,6020
852,5273,6013
920,5276,6020
1016,5314,6014
1114,5408,6020
1188,5487,6014
1259,5540,6020
1347,5562,6014
1453,5606,6020
1543,5648,6014
1598,5672,6020
1614,5626,6014
1598,5540,6020
1552,5427,6014
1501,5342,6020
1476,5287,6014
1501,5276,6020
1529,5259,6014
1501,5210,6020
1377,5126,6013
1211,5078,6020
1066,5070,6015
969,5078,6020
895,5045,6012
823,5012,6020
760,4997,6016
726,5012,6020
731,5007,6010
775,5012,6020
836,5032,6022
920,5078,6020
1093,5067,5987
1453,4946,5968
2014,4628,5959
2712,4089,5968
3483,3324,5946
4262,2506,5916
4820,1896,5875
4795,1781,5864
3973,2182,5856
2567,2902,5864
1070,3610,5859
-48,4155,5864
-562,4526,5857
-484,4814,5864
-58,5019,5859
387,5144,5864
638,5183,5856
726,5210,5864
771,5239,5861
823,5276,5864
850,5276,5852
872,5276,5864
923,5289,5881
1017,5342,5916
1100,5384,5936
1162,5408,5968
1204,5401,5991
1259,5408,6020
1319,5428,6018
1405,5474,6020
1495,5511,6026
1598,5540,6072
1706,5538,6119
1840,5540,6176
1989,5551,6216
2131,5606,6280
2249,5653,6349
2373,5672,6435
2524,5635,6494
2712,5606,6539
2919,5594,6558
3148,5606,6591
3390,5599,6615
3632,5606,6643
3843,5625,6643
4020,5672,6643
4173,5702,6619
4310,5738,6591
4398,5769,6535
4407,5804,6487
4345,5787,6431
4262,5738,6383
4178,5678,6307
4068,5672,6228
3897,5681,6137
3681,5672,6072
3443,5603,6010
3196,5540,5968
2932,5495,5913
2664,5474,5864
2396,5413,5802
2131,5342,5761
1868,5282,5722
1647,5276,5709
1480,5275,5696
1356,5276,5709
1232,5261,5711
1114,5276,5709
1004,5302,5675
920,5342,5657
852,5347,5646
823,5342,5657
818,5326,5651
823,5342,5657
816,5366,5653
823,5408,5657
845,5436,5644
872,5474,5657
884,5500,5678
920,5540,5709
999,5584,5705
1114,5672,5709
1232,5772,5720
1356,5870,5761
1471,5915,5785
1550,5935,5813
1580,5916,5830
1598,5870,5864
1614,5770,5887
1598,5672,5916
1540,5587,5920
1501,5540,5916
1517,5499,5898
1550,5474,5916
1524,5444,5944
1453,5408,5968
1360,5360,5943
1259,5342,5916
1134,5342,5900
1017,5342,5916
946,5303,5916
920,5276,5916
901,5265,5906
872,5276,5916
841,5263,5914
823,5276,5916
810,5325,5907
823,5408,5916
928,5403,5915
1211,5210,5916
1698,4694,5902
2373,3825,5916
3205,2652,5937
4117,1451,5968
4843,571,5967
4988,330,5968
4290,735,5961
2906,1583,5968
1340,2557,5960
145,3495,5968
-385,4300,5968
-291,4946,5968
115,5370,5935
484,5606,5916
648,5696,5905
678,5738,5916
694,5758,5910
726,5804,5916
732,5842,5913
726,5870,5916
750,5860,5900
823,5870,5916
900,5893,5941
969,5935,5968
1028,5962,5956
1114,6001,5968
1205,6041,6006
1308,6067,6072
1399,6059,6113
1501,6067,6176
1612,6096,6264
1744,6133,6383
1883,6130,6467
2034,6133,6539
2192,6152,6603
2373,6199,6695
2577,6226,6772
2809,6265,6850
3051,6300,6919
3293,6331,7006
3532,6323,7069
3778,6331,7110
4014,6357,7108
4214,6397,7110
4355,6397,7093
4456,6397,7058
4524,6396,6976
4553,6397,6902
4526,6342,6841
4456,6265,6799
4353,6184,6723
4214,6133,6643
4018,6068,6555
3778,6001,6487
3512,5922,6404
3245,5870,6332
2963,5825,6247
2664,5804,6176
2358,5751,6101
2083,5672,6072
1833,5574,6064
1598,5540,6072
1364,5543,6043
1162,5540,6020
999,5469,6004
872,5408,6020
757,5386,6018
678,5408,6020
638,5406,6010
630,5408,6020
608,5406,6016
581,5408,6020
564,5370,6012
581,5342,6020
606,5329,6015
630,5342,6020
656,5349,6013
726,5408,6020
839,5522,6015
969,5672,6020
1073,5762,6013
1162,5804,6020
1255,5821,6016
1356,5870,6020
1431,5895,6009
1453,5870,6020
1416,5771,6036
1356,5672,6072
1311,5589,6080
1308,5540,6072
1319,5496,6036
1308,5474,6020
1245,5451,6009
1162,5408,6020
1068,5330,6016
969,5276,6020
861,5264,6013
775,5276,6020
732,5247,6015
726,5210,6020
729,5189,6013
726,5210,6020
720,5215,6014
726,5210,6020
760,5195,6014
872,5210,6020
1135,5184,6014
1598,5012,6020
2199,4514,6014
2857,3627,6020
3575,2415,6014
4359,1187,6020
4950,304,6014
4892,66,6020
3946,451,6014
2422,1253,6020
908,2197,6014
-145,3166,6020
-593,4046,6013
-484,4748,6020
-47,5178,6014
387,5408,6020
595,5523,6011
630,5606,6020
641,5641,6016
678,5672,6020
686,5699,6007
678,5738,6020
702,5739,6035
775,5738,6072
847,5748,6104
920,5804,6176
989,5851,6252
1065,5870,6332
1125,5858,6386
1211,5870,6487
1321,5900,6628
1453,5935,6799
1572,5953,6942
1695,6001,7110
1832,6069,7292
1986,6133,7473
2141,6136,7586
2325,6133,7681
2547,6149,7762
2809,6199,7837
3090,6230,7846
3390,6265,7837
3680,6295,7812
3923,6331,7785
4104,6332,7707
4262,6331,7629
4419,6326,7562
4553,6331,7525
4627,6301,7456
4649,6265,7369
4628,6223,7272
4553,6199,7214
4417,6146,7158
4262,6067,7110
4107,5955,7043
3923,5870,7006
3661,5814,6975
3342,5804,6954
3015,5780,6900
2712,5738,6850
2404,5643,6793
2083,5540,6747
1765,5443,6668
1501,5408,6591
1290,5402,6504
1114,5408,6435
935,5375,6348
775,5342,6280
650,5302,6214
581,5276,6176
530,5232,6121
484,5210,6072
441,5199,6009
436,5210,5968
457,5203,5927
484,5210,5916
485,5228,5907
484,5276,5916
509,5307,5911
581,5342,5916
674,5383,5909
775,5474,5916
885,5574,5909
1017,5672,5916
1137,5736,5911
1211,5804,5916
1250,5853,5908
1308,5870,5916
1368,5795,5913
1356,5672,5916
1253,5541,5905
1162,5474,5916
1161,5439,5934
1211,5408,5968
1211,5343,5973
1162,5276,5968
1095,5226,5952
1017,5210,5968
901,5204,5990
775,5210,6020
697,5207,6019
678,5210,6020
680,5186,6011
678,5144,6020
674,5085,6016
678,5078,6020
685,5123,6013
726,5210,6020
862,5261,6015
1162,5210,6020
1642,4875,6013
2276,4155,6020
3009,3118,6014
3778,2044,6020
4429,1070,6014
4698,264,6020
4291,-179,6014
3148,132,6020
1587,1195,6014
194,2506,6020
-571,3500,6013
-630,4155,6020
-261,4684,6014
194,5144,6020
518,5372,6012
678,5408,6020
722,5408,6016
726,5474,6020
723,5521,6008
726,5540,6020
735,5552,6036
775,5606,6072
840,5646,6091
920,5672,6124
973,5670,6160
1017,5672,6228
1066,5666,6297
1162,5672,6383
1278,5688,6457
1405,5738,6539
1519,5800,6608
1647,5870,6695
1787,5907,6774
1937,5935,6850
2092,5956,6885
2276,6001,6902
2488,6035,6898
2712,6067,6902
2923,6086,6870
3148,6133,6799
3405,6176,6670
3681,6199,6539
3925,6167,6405
4117,6133,6280
4270,6115,6138
4407,6133,6020
4511,6136,5913
4553,6133,5813
4524,6119,5679
4456,6133,5553
4369,6140,5437
4262,6133,5345
4111,6075,5236
3923,6001,5138
3713,5919,5047
3487,5870,4982
3220,5829,4901
2906,5804,4826
2558,5747,4757
2228,5672,4723
1938,5564,4678
1695,5474,4619
1470,5393,4530
1259,5342,4463
1067,5292,4407
920,5276,4359
795,5268,4294
678,5276,4256
559,5266,4229
484,5276,4204
464,5280,4143
484,5276,4100
490,5232,4073
484,5210,4048
474,5222,3986
484,5276,3944
502,5311,3935
533,5342,3944
571,5363,3915
630,5408,3892
710,5457,3900
823,5540,3944
949,5632,3970
1065,5738,3996
1162,5813,4020
1259,5870,4048
1352,5867,4046
1405,5804,4048
1381,5667,4062
1308,5540,4100
1237,5449,4124
1211,5408,4152
1211,5370,4175
1211,5342,4204
1178,5310,4206
1114,5276,4204
1005,5229,4196
872,5210,4204
748,5210,4201
678,5210,4204
667,5171,4198
678,5144,4204
669,5134,4200
630,5144,4204
587,5131,4199
581,5144,4204
620,5178,4200
726,5210,4204
979,5131,4200
1453,4880,4204
2073,4347,4199
2712,3495,4204
3376,2384,4200
4117,1319,4204
4657,627,4197
4456,528,4204
3307,950,4202
1695,1715,4204
306,2582,4194
-533,3429,4204
-832,4157,4207
-630,4748,4204
-71,5158,4170
484,5408,4152
726,5508,4143
726,5540,4152
734,5532,4143
823,5540,4152
878,5556,4170
872,5606,4204
871,5645,4217
920,5672,4256
969,5664,4329
1017,5672,4463
1073,5696,4610
1162,5738,4775
1254,5767,4940
1356,5804,5138
1451,5839,5353
1550,5870,5605
1654,5865,5849
1792,5870,6072
1958,5888,6237
2131,5935,6383
2290,5966,6513
2470,6001,6643
2692,6029,6733
2954,6067,6799
3210,6093,6830
3439,6133,6850
3636,6148,6836
3826,6133,6799
4019,6097,6725
4214,6133,6643
4370,6215,6541
4456,6265,6435
4470,6205,6306
4456,6133,6176
4426,6111,6036
4359,6133,5916
4231,6109,5802
4068,6067,5709
3888,6027,5604
3681,6001,5501
3425,5935,5385
3148,5870,5294
2876,5822,5208
2615,5804,5138
2346,5747,5052
2083,5672,4982
1831,5587,4918
1598,5540,4878
1368,5498,4825
1162,5474,4775
993,5437,4713
872,5408,4671
766,5364,4618
678,5342,4567
608,5328,4502
581,5342,4463
577,5342,4432
581,5342,4411
574,5328,4374
581,5342,4359
601,5367,4355
630,5408,4359
646,5414,4332
678,5408,4307
751,5407,4293
872,5474,4307
1002,5572,4308
1114,5672,4307
1193,5733,4299
1259,5804,4307
1328,5860,4306
1405,5870,4307
1457,5781,4299
1453,5672,4307
1387,5585,4308
1308,5540,4307
1261,5474,4295
1259,5408,4307
1253,5358,4330
1211,5342,4359
1119,5316,4358
1017,5276,4359
917,5227,4370
823,5210,4411
736,5203,4442
678,5210,4463
664,5204,4461
678,5210,4463
688,5206,4458
678,5210,4463
647,5199,4459
630,5210,4463
692,5223,4458
920,5210,4463
1335,5019,4459
1889,4551,4463
2518,3777,4458
3196,2836,4463
3833,1842,4459
4214,989,4463
4057,541,4458
3245,791,4463
1942,1650,4458
581,2704,4463
-363,3539,4458
-630,4155,4463
-341,4682,4458
145,5144,4463
522,5399,4457
726,5474,4463
824,5486,4458
872,5540,4463
875,5582,4455
872,5606,4463
886,5619,4474
920,5672,4515
952,5716,4560
1017,5738,4619
1126,5725,4664
1259,5738,4723
1347,5770,4783
1405,5804,4878
1456,5801,4990
1550,5804,5138
1664,5828,5288
1792,5870,5449
1913,5873,5597
2034,5870,5761
2162,5880,5916
2325,5935,6072
2511,5978,6201
2712,6001,6332
2917,5992,6444
3148,6001,6539
3395,6021,6579
3632,6067,6591
3833,6101,6571
4020,6133,6539
4203,6135,6468
4359,6133,6383
4442,6121,6277
4456,6133,6176
4435,6137,6064
4407,6133,5968
4344,6095,5864
4214,6067,5761
4023,6035,5643
3826,6001,5553
3640,5930,5473
3439,5870,5397
3186,5824,5289
2906,5804,5190
2630,5748,5101
2373,5672,5034
2121,5585,4950
1889,5540,4878
1682,5504,4814
1501,5474,4775
1323,5426,4720
1162,5408,4671
1025,5403,4613
920,5408,4567
817,5375,4507
726,5342,4463
655,5321,4424
630,5342,4411
626,5349,4400
630,5342,4411
622,5320,4415
630,5342,4411
649,5378,4378
