I,II,ABP,RESP
-273,3841,5373,2438
-307,3899,5351,2417
-364,3841,5310,2411
-447,3703,5257,2409
-455,3670,5248,2411
-382,3762,5249,2398
-364,3841,5248,2384
-468,3772,5209,2364
-546,3670,5185,2356
-502,3663,5177,2351
-455,3756,5185,2356
-508,3822,5156,2357
-546,3841,5123,2356
-461,3793,5101,2340
-364,3670,5123,2329
-367,3453,5133,2322
-364,3244,5123,2329
-186,3058,5081,2331
91,2902,5060,2329
290,2838,5053,2313
364,3073,5060,2301
443,3582,5035,2293
637,4097,4998,2301
1031,4361,4951,2306
1639,4524,4935,2301
2303,4836,4929,2282
2640,5292,4935,2274
2372,5575,4912,2273
1639,5548,4873,2274
917,5438,4821,2258
546,5634,4810,2247
415,6211,4814,2243
91,6914,4810,2247
-725,7395,4769,2233
-1912,7597,4748,2219
-3046,7679,4746,2212
-3824,7768,4748,2219
-4293,7736,4710,2211
-4643,7511,4685,2192
-4855,7306,4682,2168
-4734,7426,4685,2164
-4266,7687,4649,2166
-3733,7511,4623,2164
-3380,6597,4618,2146
-3096,5378,4623,2137
-2588,4460,4587,2135
-1821,4012,4560,2137
-1131,3743,4556,2123
-819,3500,4560,2110
-802,3363,4525,2104
-728,3414,4498,2110
-457,3479,4493,2101
-182,3414,4498,2082
-109,3268,4463,2060
-182,3244,4435,2055
-241,3340,4429,2054
-273,3414,4435,2055
-327,3364,4403,2042
-364,3329,4373,2027
-295,3374,4363,2010
-182,3414,4373,2000
-138,3326,4346,1993
-182,3244,4311,2000
-208,3288,4291,2004
-182,3414,4311,2000
-157,3448,4319,1981
-182,3414,4311,1973
-206,3396,4274,1973
-182,3414,4248,1973
-148,3409,4232,1956
-182,3414,4248,1945
-259,3431,4257,1944
-273,3414,4248,1945
-206,3342,4206,1929
-182,3329,4186,1918
-271,3390,4182,1916
-364,3414,4186,1918
-345,3321,4153,1903
-273,3244,4123,1890
-281,3271,4108,1887
-364,3329,4123,1890
-411,3291,4125,1877
-364,3244,4123,1863
-271,3297,4114,1858
-182,3414,4123,1863
-120,3428,4122,1852
-91,3329,4123,1836
-71,3230,4115,1826
0,3244,4123,1836
135,3327,4122,1841
273,3414,4123,1836
367,3436,4112,1817
455,3414,4123,1808
582,3387,4144,1806
728,3414,4186,1808
868,3465,4212,1796
1001,3500,4248,1781
1097,3489,4291,1772
1093,3500,4373,1781
1019,3566,4462,1787
1001,3670,4560,1781
1071,3711,4644,1761
1093,3670,4748,1753
978,3620,4860,1753
819,3670,4998,1753
723,3755,5121,1738
637,3756,5248,1726
494,3669,5363,1723
364,3670,5497,1726
341,3781,5621,1714
364,3841,5747,1699
311,3744,5861,1690
182,3670,5997,1699
68,3762,6126,1703
0,3926,6247,1699
-50,3970,6333,1682
-91,3926,6435,1671
-126,3885,6549,1666
-182,3841,6684,1671
-256,3733,6787,1673
-273,3670,6872,1671
-196,3751,6930,1657
-91,3926,6997,1644
-51,4022,7052,1636
-91,4012,7122,1644
-175,3958,7182,1649
-273,3926,7247,1644
-355,3884,7279,1625
-364,3841,7309,1616
-284,3817,7329,1616
-182,3841,7372,1616
-147,3854,7404,1602
-182,3841,7434,1589
-212,3838,7433,1584
-182,3926,7434,1589
-122,4025,7425,1588
-91,4012,7434,1589
-95,3884,7431,1590
-91,3841,7434,1589
-74,3935,7409,1575
-91,4012,7372,1562
-149,3930,7303,1556
-182,3841,7247,1562
-147,3888,7182,1562
-91,4012,7122,1562
-78,4040,7027,1559
-91,4012,6934,1562
-90,4006,6832,1560
-91,4012,6747,1562
-128,3958,6646,1561
-182,3926,6560,1562
-202,3961,6462,1559
-182,4012,6372,1562
-140,4023,6266,1563
-91,4097,6185,1562
-61,4229,6112,1547
-91,4268,6060,1534
-158,4126,5990,1529
-182,4012,5935,1534
-134,4088,5870,1535
-91,4268,5810,1534
-123,4346,5731,1531
-182,4353,5685,1534
-174,4387,5650,1535
-91,4439,5622,1534
-10,4389,5555,1530
0,4268,5497,1534
-66,4133,5453,1537
-182,4012,5435,1534
-302,3889,5397,1519
-364,3841,5373,1507
-317,3856,5359,1502
-182,3841,5373,1507
-70,3738,5353,1507
-91,3670,5310,1507
-234,3680,5255,1504
-364,3670,5248,1507
-371,3558,5252,1506
-273,3500,5248,1507
-161,3617,5206,1504
-91,3841,5185,1507
-71,3977,5182,1506
-91,4012,5185,1507
-113,4014,5149,1504
-91,4012,5123,1507
-53,3942,5114,1507
-91,3841,5123,1507
-227,3768,5092,1501
-364,3756,5060,1507
-426,3727,5043,1520
-455,3670,5060,1534
-513,3625,5063,1535
-546,3670,5060,1534
-484,3766,5032,1532
-364,3841,4998,1534
-310,3820,4949,1531
-364,3756,4935,1534
-444,3693,4937,1545
-455,3670,4935,1562
-401,3637,4895,1566
-364,3585,4873,1562
-371,3454,4870,1555
-364,3244,4873,1562
-240,2995,4835,1574
0,2902,4810,1589
271,3055,4806,1592
455,3414,4810,1589
558,3810,4774,1583
728,4183,4748,1589
1179,4494,4743,1602
1912,4780,4748,1616
2592,5091,4712,1618
2731,5463,4685,1616
2169,5680,4681,1613
1275,5548,4685,1616
633,5285,4649,1617
455,5463,4623,1616
389,6205,4618,1612
-91,6999,4623,1616
-1122,7375,4587,1618
-2367,7511,4560,1616
-3408,7704,4555,1609
-4097,7853,4560,1616
-4493,7724,4526,1632
-4643,7511,4498,1644
-4548,7503,4491,1632
-4279,7597,4498,1616
-3960,7405,4465,1609
-3642,6829,4435,1616
-3276,6035,4425,1618
-2822,5207,4435,1616
-2316,4421,4408,1613
-1821,3841,4373,1616
-1379,3560,4353,1616
-1001,3500,4373,1616
-717,3440,4381,1614
-546,3329,4373,1616
-479,3233,4337,1615
-455,3244,4311,1616
-418,3299,4295,1615
-364,3329,4311,1616
-336,3284,4319,1615
-364,3244,4311,1616
-418,3227,4270,1615
-455,3244,4248,1616
-431,3262,4244,1615
-364,3329,4248,1616
-291,3402,4218,1615
-273,3414,4186,1616
-309,3322,4168,1614
-364,3244,4186,1616
-384,3230,4193,1615
-364,3244,4186,1616
-318,3225,4150,1614
-273,3244,4123,1616
-251,3306,4108,1617
-273,3329,4123,1616
-325,3263,4131,1611
-364,3244,4123,1616
-370,3329,4084,1628
-364,3414,4061,1644
-365,3379,4052,1646
-364,3329,4061,1644
-383,3361,4055,1640
-455,3414,4061,1644
-545,3351,4063,1643
-546,3244,4061,1644
-448,3228,4026,1641
-364,3329,3998,1644
-365,3412,3985,1643
-364,3414,3998,1644
-284,3336,3997,1642
-182,3244,3998,1644
-135,3191,3992,1642
-91,3244,3998,1644
25,3351,3991,1642
182,3414,3998,1644
317,3371,4015,1642
455,3329,4061,1644
642,3379,4094,1642
819,3500,4123,1644
903,3548,4137,1642
910,3500,4186,1644
933,3446,4260,1642
1001,3500,4373,1644
1070,3587,4489,1642
1093,3585,4623,1644
1069,3471,4746,1642
1001,3414,4873,1644
886,3507,4984,1643
728,3670,5123,1644
569,3726,5272,1641
455,3670,5435,1644
399,3619,5563,1644
364,3670,5685,1644
323,3746,5798,1638
273,3756,5935,1644
203,3694,6058,1656
91,3670,6185,1671
-30,3710,6298,1673
-91,3756,6435,1671
-109,3727,6561,1668
-182,3670,6684,1671
-311,3639,6775,1671
-364,3670,6872,1671
-306,3736,6962,1669
-273,3841,7059,1671
-337,3923,7124,1670
-364,3926,7184,1671
-268,3853,7235,1669
-182,3841,7309,1671
-245,3928,7372,1670
-364,4012,7434,1671
-395,3958,7466,1669
-364,3841,7497,1671
-367,3787,7515,1671
-364,3841,7559,1671
-280,3903,7593,1667
-182,3926,7622,1671
-191,3893,7616,1674
-273,3841,7622,1671
-282,3802,7621,1655
-182,3841,7622,1644
-110,3913,7587,1640
-182,3926,7559,1644
-324,3833,7525,1642
-364,3756,7497,1644
-271,3767,7432,1645
-182,3841,7372,1644
-179,3888,7304,1628
-182,3926,7247,1616
-126,3949,7154,1612
-91,3926,7059,1616
-138,3850,6956,1615
-182,3841,6872,1616
-164,3926,6773,1617
-182,4012,6684,1616
-290,3985,6585,1602
-364,3926,6497,1589
-318,3914,6392,1583
-273,3926,6310,1589
-330,3877,6234,1590
-364,3841,6185,1589
-248,3916,6119,1586
-91,4097,6060,1589
-52,4238,5987,1588
-91,4268,5935,1589
-94,4192,5869,1587
-91,4097,5810,1589
-142,4044,5735,1588
-182,4097,5685,1589
-139,4200,5641,1587
-91,4268,5622,1589
-125,4259,5590,1588
-182,4268,5560,1589
-186,4317,5518,1587
-182,4353,5497,1589
-205,4314,5467,1588
-182,4268,5435,1589
-97,4214,5387,1587
-91,4097,5373,1589
-230,3916,5370,1589
-364,3841,5373,1589
-348,3898,5338,1585
-273,3926,5310,1589
-288,3800,5296,1600
-364,3670,5310,1616
-387,3653,5291,1621
-364,3670,5248,1616
-362,3605,5192,1608
-364,3585,5185,1616
-321,3698,5190,1631
-273,3841,5185,1644
-269,3858,5142,1642
-273,3841,5123,1644
-230,3885,5121,1653
-182,3926,5123,1671
-201,3845,5084,1676
-273,3756,5060,1671
-332,3795,5055,1663
-364,3926,5060,1671
-406,3948,5026,1685
-455,3841,4998,1699
-474,3734,4989,1699
-455,3756,4998,1699
-465,3825,4968,1696
-546,3841,4935,1699
-640,3779,4919,1697
-637,3756,4935,1699
-509,3795,4918,1698
-364,3841,4873,1699
-343,3788,4817,1694
-455,3670,4810,1699
-516,3488,4816,1710
-364,3244,4810,1726
-56,2973,4767,1729
182,2902,4748,1726
304,3137,4747,1720
455,3585,4748,1726
739,4033,4709,1729
1093,4439,4685,1726
1551,4751,4682,1710
2185,4951,4685,1699
2735,5131,4649,1694
2640,5463,4623,1699
1786,5746,4618,1698
819,5634,4623,1699
421,5294,4587,1697
455,5463,4560,1699
222,6348,4556,1695
-637,7255,4560,1699
-1809,7543,4525,1701
-2822,7511,4498,1699
-3541,7680,4493,1683
-4097,7938,4498,1671
-4536,7867,4463,1667
-4734,7597,4435,1671
-4610,7524,4429,1670
-4279,7597,4435,1671
-3915,7335,4403,1672
-3551,6573,4373,1671
-3128,5597,4363,1656
-2640,4780,4373,1644
-2139,4207,4346,1638
-1639,3841,4311,1644
-1171,3611,4290,1644
-819,3500,4311,1644
-638,3444,4320,1642
-546,3414,4311,1644
-449,3367,4273,1642
-364,3329,4248,1644
-345,3286,4234,1644
-364,3244,4248,1644
-366,3204,4253,1638
-364,3244,4248,1644
-372,3314,4213,1657
-364,3329,4186,1671
-310,3253,4171,1671
-273,3244,4186,1671
-299,3333,4192,1670
-364,3414,4186,1671
-385,3371,4150,1665
-364,3329,4123,1671
-346,3366,4109,1685
-364,3414,4123,1699
-379,3368,4129,1696
-364,3329,4123,1699
-345,3372,4089,1710
-364,3414,4061,1726
-393,3337,4044,1726
-364,3244,4061,1726
-293,3249,4069,1734
-273,3329,4061,1753
-328,3374,4022,1758
-364,3414,3998,1753
-348,3450,3989,1746
-364,3414,3998,1753
-438,3288,3993,1766
-455,3244,3998,1781
-382,3336,3999,1783
-364,3414,3998,1781
-476,3334,3965,1775
-546,3244,3936,1781
-416,3291,3920,1792
-182,3414,3936,1808
-17,3444,3939,1812
91,3414,3936,1808
231,3405,3921,1800
364,3414,3936,1808
418,3392,3960,1823
455,3414,3998,1836
574,3483,4022,1832
728,3500,4061,1836
807,3419,4107,1847
819,3414,4186,1863
875,3551,4267,1863
1001,3670,4373,1863
1104,3606,4485,1871
1093,3500,4623,1890
999,3532,4749,1895
910,3670,4873,1890
840,3697,4982,1883
728,3585,5123,1890
574,3475,5273,1903
455,3500,5435,1918
410,3593,5563,1920
364,3670,5685,1918
268,3702,5799,1912
182,3756,5935,1918
148,3817,6058,1929
91,3841,6185,1945
-48,3794,6299,1948
-182,3756,6435,1945
-211,3751,6561,1938
-182,3756,6684,1945
-205,3734,6775,1958
-273,3756,6872,1973
-304,3817,6962,1974
-273,3841,7059,1973
-222,3780,7124,1969
-182,3756,7184,1973
-190,3807,7234,1972
-273,3841,7309,1973
-372,3779,7374,1970
-364,3756,7434,1973
-249,3839,7462,1971
-182,3926,7497,1973
-257,3891,7522,1970
-364,3841,7559,1973
-362,3873,7582,1971
-273,3926,7622,1973
-205,3889,7634,1970
-182,3841,7622,1973
-168,3846,7572,1971
-182,3841,7559,1973
-261,3741,7563,1969
-364,3670,7559,1973
-404,3726,7492,1972
-364,3841,7434,1973
-306,3863,7397,1967
-273,3841,7372,1973
-240,3865,7284,1984
-182,3926,7184,2000
-143,3911,7100,2002
-182,3841,7059,2000
-260,3800,6983,1995
-273,3841,6872,2000
-208,3897,6731,2000
-182,3926,6622,2000
-264,3896,6521,1994
-364,3841,6435,2000
-360,3798,6330,2011
-273,3841,6247,2027
-202,3935,6171,2031
-182,4012,6122,2027
-179,4012,6057,2019
-182,4012,5997,2027
-193,4068,5925,2041
-182,4183,5872,2055
-130,4259,5807,2053
-91,4268,5747,2055
-118,4220,5673,2062
-182,4183,5622,2082
-211,4166,5578,2096
-182,4183,5560,2110
-128,4214,5527,2119
-91,4268,5497,2137
-105,4291,5454,2150
-182,4268,5435,2164
-266,4230,5406,2174
-273,4268,5373,2192
-210,4319,5322,2207
-182,4268,5310,2219
-230,4105,5312,2217
-273,4012,5310,2219
-264,4028,5269,2226
-273,4012,5248,2247
-335,3862,5245,2261
-364,3756,5248,2274
-310,3793,5210,2281
-273,3841,5185,2301
-322,3728,5180,2326
-364,3585,5185,2356
-318,3573,5149,2373
-273,3670,5123,2384
-317,3746,5115,2389
-364,3841,5123,2411
-300,3966,5089,2438
-182,4012,5060,2466
-141,3886,5049,2477
-182,3756,5060,2493
-230,3760,5034,2515
-273,3841,4998,2548
-330,3849,4958,2565
-364,3841,4935,2575
-357,3883,4897,2580
-364,3926,4873,2603
-447,3855,4860,2629
-546,3756,4873,2658
-576,3725,4870,2671
-546,3756,4873,2685
-530,3730,4870,2695
-546,3670,4873,2712
-557,3618,4845,2723
-546,3585,4810,2740
-487,3463,4766,2752
-364,3244,4748,2767
-203,2996,4737,2775
-91,2902,4748,2795
-17,3039,4748,2819
91,3414,4748,2849
258,3915,4735,2864
455,4439,4748,2877
812,4819,4756,2885
1457,5036,4748,2904
2143,5250,4705,2917
2276,5634,4685,2932
1611,5934,4685,2940
637,5804,4685,2959
40,5455,4647,2973
-91,5634,4623,2986
-244,6527,4620,2983
-819,7426,4623,2986
-1727,7665,4586,2993
-2640,7511,4560,3014
-3388,7500,4556,3027
-4006,7597,4560,3041
-4496,7444,4526,3049
-4734,7170,4498,3069
-4630,7149,4491,3082
-4279,7341,4498,3096
-3860,7257,4466,3094
-3460,6658,4435,3096
-3062,5741,4425,3101
-2640,4865,4435,3123
-2173,4215,4409,3140
-1639,3841,4373,3151
-1107,3642,4351,3145
-728,3500,4373,3151
-580,3341,4384,3162
-546,3244,4373,3178
-473,3224,4332,3177
-364,3244,4311,3178
-322,3236,4302,3183
-364,3244,4311,3205
-371,3251,4305,3220
-273,3244,4311,3233
-159,3208,4311,3232
-182,3244,4311,3233
-301,3342,4278,3226
-364,3414,4248,3233
-331,3351,4231,3242
-364,3244,4248,3260
-496,3198,4255,3262
-546,3244,4248,3260
-385,3264,4212,3252
-182,3244,4186,3260
-130,3242,4170,3272
-182,3329,4186,3288
-192,3419,4193,3287
-182,3414,4186,3288
-230,3307,4148,3283
-273,3244,4123,3288
-230,3301,4112,3285
-182,3414,4123,3288
-246,3425,4122,3284
-364,3329,4123,3288
-407,3229,4116,3285
-364,3244,4123,3288
-310,3339,4120,3284
-273,3414,4123,3288
-278,3346,4117,3284
-364,3158,4123,3288
-476,3006,4120,3284
-455,3073,4123,3288
-268,3283,4116,3284
-91,3414,4123,3288
-65,3371,4121,3284
-91,3329,4123,3288
-4,3380,4111,3284
182,3414,4123,3288
343,3317,4145,3284
455,3244,4186,3288
583,3331,4211,3284
728,3500,4248,3288
814,3548,4293,3284
819,3500,4373,3288
827,3471,4457,3284
910,3500,4560,3288
1035,3503,4668,3284
1093,3500,4810,3288
1034,3527,4959,3285
910,3585,5123,3288
804,3621,5272,3284
728,3670,5435,3288
650,3729,5589,3285
546,3756,5747,3288
417,3709,5873,3283
273,3670,5997,3288
173,3667,6112,3286
182,3670,6247,3288
262,3648,6370,3280
273,3670,6497,3288
154,3712,6611,3298
0,3670,6747,3315
-101,3508,6874,3315
-182,3414,6997,3315
-265,3524,7086,3311
-273,3756,7184,3315
-201,3874,7275,3311
-182,3841,7372,3315
-281,3789,7434,3315
-364,3841,7497,3315
-328,3897,7549,3298
-273,3841,7622,3288
-314,3703,7680,3281
-364,3670,7746,3288
-300,3763,7785,3286
-182,3841,7809,3288
-146,3798,7798,3284
-182,3756,7809,3288
-195,3793,7831,3283
-182,3841,7871,3288
-213,3793,7875,3288
-273,3756,7871,3288
-272,3821,7858,3270
-182,3926,7871,3260
-93,3915,7871,3254
-91,3841,7871,3260
-152,3832,7842,3257
-182,3926,7809,3260
-143,4000,7744,3259
-91,4012,7684,3260
-79,3995,7611,3245
-91,4012,7559,3233
-92,4025,7494,3224
-91,4012,7434,3233
-100,3958,7342,3234
-91,3926,7247,3233
-42,3945,7138,3225
0,4012,7059,3233
-23,4042,6971,3236
-91,4012,6872,3233
-125,3964,6734,3211
-91,4012,6622,3205
-34,4144,6538,3213
0,4268,6497,3233
31,4266,6437,3234
91,4183,6372,3233
137,4125,6295,3228
91,4183,6247,3233
-28,4286,6187,3228
-91,4353,6122,3233
-24,4349,6040,3241
91,4353,5997,3260
133,4393,5966,3263
91,4439,5935,3260
37,4395,5864,3252
0,4268,5810,3260
-43,4110,5769,3271
-91,4012,5747,3288
-109,3983,5703,3289
-91,4012,5685,3288
-77,4031,5681,3279
-91,4012,5685,3288
-106,3933,5648,3300
-91,3841,5622,3315
-68,3745,5614,3314
-91,3670,5622,3315
-153,3628,5590,3312
-182,3670,5560,3315
-145,3761,5546,3310
-91,3841,5560,3315
-53,3874,5538,3316
0,3926,5497,3315
75,3994,5447,3296
91,4012,5435,3288
8,3928,5431,3285
-91,3841,5435,3288
-138,3821,5409,3271
-182,3841,5373,3260
-279,3805,5324,3255
-364,3756,5310,3260
-379,3760,5307,3248
-364,3841,5310,3233
-371,3907,5280,3214
-364,3926,5248,3205
-363,3865,5209,3189
-455,3756,5185,3178
-585,3655,5147,3162
-546,3670,5123,3151
-321,3723,5106,3131
-182,3670,5123,3123
-272,3456,5129,3119
-364,3244,5123,3123
-201,3076,5085,3111
91,2902,5060,3096
253,2751,5029,3076
273,2902,4998,3069
393,3417,4950,3054
728,4012,4935,3041
1209,4323,4936,3021
1730,4439,4935,3014
2236,4672,4895,3009
2549,5121,4873,3014
2379,5484,4870,3003
1639,5548,4873,2986
722,5492,4835,2962
182,5719,4810,2959
89,6291,4806,2960
-91,6914,4810,2959
-832,7299,4774,2940
-2003,7511,4748,2932
-3116,7679,4742,2930
-3915,7768,4748,2932
-4442,7666,4714,2914
-4734,7511,4685,2904
-4751,7500,4676,2902
-4552,7597,4685,2904
-4286,7493,4656,2887
-4006,6999,4623,2877
-3631,6181,4607,2874
-3096,5292,4623,2877
-2452,4532,4606,2860
-1821,4012,4560,2849
-1321,3688,4506,2846
-1001,3500,4498,2849
-831,3401,4502,2833
-728,3414,4498,2822
-660,3450,4459,2819
-637,3414,4435,2822
-646,3295,4429,2806
-637,3244,4435,2795
-591,3286,4406,2791
-546,3329,4373,2795
-509,3273,4354,2779
-455,3244,4373,2767
-381,3310,4382,2762
-364,3414,4373,2767
-413,3429,4335,2755
-455,3414,4311,2740
-419,3417,4297,2722
-364,3414,4311,2712
-351,3350,4315,2694
-364,3329,4311,2685
-355,3380,4276,2681
-364,3414,4248,2685
-443,3356,4232,2672
-546,3329,4248,2658
-558,3386,4256,2640
-455,3414,4248,2630
-354,3316,4209,2614
-364,3244,4186,2603
-440,3310,4177,2589
-455,3414,4186,2575
-390,3396,4180,2547
-364,3329,4186,2521
-446,3315,4187,2499
-546,3329,4186,2493
-566,3279,4151,2482
-546,3244,4123,2466
-580,3281,4108,2435
-637,3329,4123,2411
-604,3287,4124,2391
-455,3244,4123,2384
-286,3297,4113,2372
-182,3414,4123,2356
-140,3450,4122,2327
-91,3414,4123,2301
42,3411,4111,2281
273,3500,4123,2274
511,3556,4143,2263
637,3500,4186,2247
668,3393,4231,2216
728,3414,4311,2192
849,3557,4398,2172
910,3670,4498,2164
862,3640,4580,2151
819,3585,4685,2137
871,3606,4801,2119
910,3670,4935,2110
814,3672,5050,2097
637,3670,5185,2082
513,3735,5332,2053
455,3841,5497,2027
408,3872,5628,2006
364,3841,5747,2000
336,3817,5856,1990
273,3841,5997,1973
140,3850,6146,1942
0,3841,6310,1918
-67,3850,6444,1899
-91,3926,6560,1890
-162,4001,6643,1876
-273,4012,6747,1863
-301,3955,6863,1846
-182,3926,6997,1836
-52,3910,7098,1821
-91,3841,7184,1808
-268,3734,7243,1792
-364,3756,7309,1781
-310,3907,7363,1766
-273,4012,7434,1753
-343,3961,7495,1737
-364,3926,7559,1726
-252,3989,7590,1712
-182,4012,7622,1699
-278,3895,7643,1681
-364,3841,7684,1671
-282,3945,7713,1659
-182,4012,7746,1644
-247,3873,7750,1623
-364,3756,7746,1616
-350,3851,7729,1617
-273,4012,7746,1616
-267,3998,7757,1600
-273,3926,7746,1589
-208,3956,7678,1587
-182,4012,7622,1589
-283,3933,7581,1575
-364,3841,7559,1562
-291,3866,7497,1556
-182,3926,7434,1562
-172,3878,7366,1561
-182,3841,7309,1562
-118,3918,7216,1562
-91,4012,7122,1562
-190,3976,7021,1547
-273,3926,6934,1534
-200,3964,6811,1528
-91,4012,6684,1534
-107,3954,6564,1535
-182,3926,6497,1534
-166,4035,6435,1531
-91,4183,6372,1534
-70,4210,6272,1533
-91,4183,6185,1534
-87,4159,6106,1532
-91,4097,6060,1534
-145,3982,5998,1533
-182,4012,5935,1534
-141,4236,5857,1533
-91,4439,5810,1534
-118,4399,5769,1532
-182,4268,5747,1534
-200,4259,5710,1534
-182,4353,5685,1534
-182,4355,5649,1531
-182,4268,5622,1534
-137,4198,5581,1536
-91,4183,5560,1534
-136,4121,5529,1519
-273,4012,5497,1507
-382,3902,5449,1502
-364,3841,5435,1507
-255,3792,5434,1507
-182,3756,5435,1507
-210,3711,5396,1504
-273,3670,5373,1507
-267,3635,5365,1506
-182,3670,5373,1507
-103,3780,5341,1505
-91,3926,5310,1507
-107,4007,5295,1506
-91,4012,5310,1507
-59,3986,5291,1505
-91,4012,5248,1507
-218,4043,5194,1505
-364,4012,5185,1507
-419,3905,5188,1505
-364,3841,5185,1507
-317,3839,5146,1505
-364,3841,5123,1507
-429,3806,5114,1505
-364,3841,5123,1507
-218,3946,5097,1505
-182,4012,5060,1507
-296,3957,5016,1505
-364,3926,4998,1507
-273,3983,4985,1505
-182,4012,4998,1507
-274,3845,5003,1505
-455,3585,4998,1507
-447,3372,4959,1505
-182,3244,4935,1507
130,3111,4927,1505
273,3073,4935,1507
342,3253,4909,1505
546,3670,4873,1507
929,4129,4829,1505
1366,4524,4810,1507
1889,4857,4797,1505
2549,5207,4810,1507
3023,5526,4817,1505
2731,5719,4810,1507
1669,5707,4770,1505
637,5634,4748,1507
333,5776,4742,1505
455,6316,4748,1507
149,7022,4719,1505
-910,7511,4685,1507
-2241,7669,4649,1505
-3278,7768,4623,1507
-3943,7945,4581,1506
-4461,8024,4560,1507
-4878,7836,4555,1505
-5007,7597,4560,1507
-4749,7532,4530,1506
-4279,7511,4498,1507
-3839,7163,4479,1504
-3460,6402,4498,1507
-3016,5452,4506,1507
-2458,4609,4498,1507
-1877,3999,4461,1502
-1366,3670,4435,1507
-974,3544,4421,1519
-728,3500,4435,1534
-643,3413,4441,1536
-637,3329,4435,1534
-586,3322,4400,1531
-455,3414,4373,1534
-349,3467,4358,1534
-364,3414,4373,1534
-419,3314,4379,1532
-364,3329,4373,1534
-214,3411,4338,1533
-182,3414,4311,1534
-321,3289,4295,1533
-455,3244,4311,1534
-453,3336,4317,1532
-455,3414,4311,1534
-538,3327,4274,1534
-546,3244,4248,1534
-360,3304,4235,1531
-182,3414,4248,1534
-217,3396,4252,1536
-364,3329,4248,1534
-408,3343,4218,1519
-364,3414,4186,1507
-357,3423,4144,1502
-364,3414,4123,1507
-313,3430,4112,1507
-273,3414,4123,1507
-342,3307,4123,1504
-455,3244,4123,1507
-511,3310,4114,1507
-546,3414,4123,1507
-639,3398,4126,1504
-728,3329,4123,1507
-716,3331,4088,1507
-637,3414,4061,1507
-628,3450,4045,1503
-728,3414,4061,1507
-833,3351,4064,1510
-819,3329,4061,1507
-648,3347,4045,1490
-364,3414,4061,1479
-38,3481,4088,1476
273,3500,4123,1479
532,3448,4124,1476
728,3414,4123,1479
901,3439,4131,1490
1093,3500,4186,1507
1276,3514,4247,1510
1366,3500,4311,1507
1341,3509,4356,1503
1275,3585,4435,1507
1210,3655,4543,1507
1093,3670,4685,1507
906,3645,4811,1504
728,3670,4935,1507
604,3731,5049,1506
455,3756,5185,1507
251,3705,5310,1505
91,3670,5435,1507
39,3675,5545,1505
0,3670,5685,1507
-79,3628,5835,1505
-91,3670,5997,1507
18,3815,6127,1505
91,3926,6247,1507
-13,3867,6341,1506
-182,3756,6435,1507
-240,3743,6513,1504
-182,3841,6622,1507
-100,3935,6741,1507
0,4012,6872,1507
96,4051,6967,1503
91,4012,7059,1507
-28,3893,7145,1509
-91,3841,7247,1507
-3,3890,7317,1491
91,3926,7372,1479
32,3866,7397,1475
-91,3841,7434,1479
-101,3901,7461,1478
0,3926,7497,1479
75,3823,7519,1480
91,3756,7559,1479
119,3828,7589,1466
182,3926,7622,1452
216,3893,7621,1445
182,3841,7622,1452
118,3903,7613,1456
91,4012,7622,1452
120,3975,7600,1436
182,3841,7559,1425
239,3797,7486,1419
273,3926,7434,1425
278,4045,7375,1427
273,4012,7309,1425
319,3876,7205,1410
455,3841,7122,1397
605,3930,7051,1391
637,4012,6997,1397
563,3975,6904,1401
546,3926,6809,1397
647,3948,6707,1380
728,4012,6622,1370
715,4038,6517,1366
728,4097,6435,1370
841,4206,6362,1368
910,4268,6310,1370
833,4187,6220,1371
728,4097,6122,1370
