III,MCL,ABP
3027,1941,2628
3125,2189,2585
3132,2365,2546
3041,2476,2502
2871,2517,2464
2636,2466,2420
2375,2365,2382
2120,2259,2338
1905,2183,2300
1730,2126,2256
1592,2092,2218
1486,2068,2173
1435,2062,2136
1440,2072,2103
1488,2122,2095
1531,2185,2103
1540,2213,2136
1494,2163,2171
1409,2062,2218
1313,1955,2280
1253,1880,2382
1243,1840,2506
1279,1850,2628
1320,1899,2719
1357,1971,2793
1381,2016,2856
1409,2032,2916
1427,2024,2949
1435,2032,2957
1448,2067,2940
1514,2153,2916
1634,2277,2878
1775,2426,2834
1872,2548,2764
1905,2608,2670
1867,2570,2546
1775,2456,2423
1649,2299,2301
1540,2153,2177
1454,2020,2031
1383,1910,1889
1324,1836,1766
1331,1850,1684
1417,1941,1626
1540,2062,1602
1625,2151,1601
1670,2213,1643
1690,2248,1710
1696,2244,1807
1673,2185,1895
1644,2122,1971
1637,2098,2024
1670,2122,2095
1717,2159,2173
1775,2213,2259
1849,2290,2319
1957,2395,2382
2070,2499,2449
2166,2608,2546
2240,2715,2663
2323,2820,2834
2398,2879,3053
2427,2881,3327
2383,2833,3619
2323,2790,3943
2299,2773,4273
2323,2790,4600
2337,2798,4882
2323,2790,5134
2296,2764,5350
2297,2759,5544
2320,2779,5687
2349,2820,5791
2356,2846,5855
2349,2850,5914
2326,2825,5957
2297,2790,5996
2256,2750,6014
2218,2729,6037
2185,2720,6063
2166,2729,6119
2154,2738,6189
2166,2759,6284
2204,2800,6380
2270,2881,6489
2333,2970,6590
2375,3032,6694
2364,3020,6770
2297,2941,6818
2168,2804,6810
2010,2638,6777
1844,2452,6703
1696,2274,6612
1564,2107,6486
1461,1971,6366
1400,1881,6248
1409,1880,6161
1475,1956,6071
1566,2062,5996
1626,2120,5910
1644,2122,5832
1637,2104,5742
1644,2122,5668
1662,2162,5584
1670,2183,5503
1640,2148,5406
1592,2092,5339
1555,2051,5298
1566,2062,5298
1618,2110,5295
1696,2183,5298
1750,2229,5280
1749,2213,5257
1687,2126,5211
1618,2032,5175
1583,1975,5145
1592,1971,5134
1610,1982,5101
1618,2001,5052
1614,2017,4980
1618,2032,4928
1622,2030,4885
1618,2032,4846
1593,2033,4773
1566,2032,4682
1544,2004,4576
1540,1971,4477
1545,1952,4350
1566,1971,4189
1592,2001,3984
1618,2032,3778
1632,2055,3571
1644,2092,3368
1641,2122,3141
1618,2122,2916
1577,2083,2695
1566,2062,2505
1609,2096,2337
1696,2183,2218
1769,2263,2135
1801,2304,2095
1785,2292,2074
1749,2244,2095
1697,2174,2142
1644,2122,2218
1596,2090,2293
1566,2062,2382
1540,2014,2467
1514,1971,2546
1487,1945,2604
1488,1941,2670
1507,1937,2735
1514,1941,2793
1472,1927,2814
1409,1880,2834
1362,1810,2867
1357,1789,2916
1383,1836,2935
1435,1910,2916
1486,1949,2858
1514,1971,2793
1497,1992,2723
1461,2001,2670
1426,1968,2633
1409,1941,2628
1414,1968,2641
1461,2062,2670
1527,2157,2701
1566,2213,2752
1539,2204,2812
1488,2153,2875
1469,2096,2908
1514,2092,2916
1578,2138,2898
1618,2183,2875
1607,2162,2837
1566,2092,2793
1525,2024,2732
1514,2001,2670
1517,1993,2612
1514,1971,2587
1500,1935,2583
1514,1941,2587
1566,2008,2581
1644,2122,2587
1714,2237,2606
1775,2335,2628
1808,2384,2619
1801,2365,2587
1732,2269,2542
1644,2153,2505
1565,2058,2464
1514,2001,2423
1461,1949,2376
1409,1910,2341
1362,1894,2312
1331,1910,2300
1288,1931,2292
1227,1941,2300
1172,1913,2313
1200,1850,2341
1351,1755,2365
1618,1668,2382
1953,1602,2372
2323,1577,2341
2691,1620,2282
3027,1789,2218
3302,2077,2158
3523,2426,2136
3692,2754,2154
3784,3032,2218
3730,3199,2298
3497,3184,2382
3110,2952,2449
2662,2608,2505
2239,2290,2538
1905,2092,2546
1671,2003,2516
1540,2001,2464
1488,2042,2401
1488,2092,2341
1492,2112,2266
1488,2122,2177
1485,2143,2078
1514,2183,2012
1545,2203,1991
1540,2183,2012
1481,2128,2045
1435,2092,2095
1446,2107,2160
1514,2183,2259
1584,2279,2365
1644,2365,2464
1681,2401,2525
1696,2395,2546
1673,2359,2510
1644,2335,2423
1631,2318,2287
1644,2304,2136
1655,2286,1990
1670,2304,1889
1703,2365,1857
1775,2456,1930
1862,2546,2100
1931,2638,2341
1937,2695,2596
1879,2668,2834
1774,2524,3016
1670,2335,3121
1587,2187,3113
1540,2122,2998
1513,2097,2791
1514,2092,2546
1551,2117,2297
1644,2213,2095
1767,2353,1939
1879,2486,1848
1937,2556,1810
1957,2577,1848
1970,2581,1934
2010,2608,2054
2060,2646,2167
2114,2699,2300
2161,2752,2439
2218,2820,2587
2269,2870,2711
2297,2881,2834
2273,2823,2949
2218,2729,3080
2160,2638,3218
2140,2608,3409
2168,2642,3649
2244,2729,3943
2338,2831,4252
2427,2941,4600
2481,3031,4978
2505,3093,5380
2526,3127,5750
2584,3184,6078
2667,3271,6358
2766,3396,6612
2895,3564,6810
3080,3790,6941
3220,3953,6985
3158,3881,6982
2844,3528,6935
2453,3093,6859
2170,2772,6738
2036,2608,6612
1977,2529,6485
1983,2547,6366
2060,2666,6222
2166,2820,6078
2219,2897,5938
2218,2911,5832
2209,2919,5738
2218,2941,5668
2208,2918,5587
2166,2850,5503
2105,2771,5393
2062,2729,5298
2026,2703,5206
1983,2668,5134
1902,2582,5055
1801,2456,5011
1706,2318,4991
1670,2244,5011
1697,2254,5024
1775,2335,5052
1841,2408,5080
1853,2426,5134
1788,2364,5176
1696,2274,5216
1633,2207,5222
1644,2213,5216
1712,2277,5187
1801,2365,5175
1853,2417,5166
1853,2426,5175
1817,2394,5171
1801,2365,5175
1818,2351,5181
1853,2365,5216
1864,2383,5254
1853,2395,5298
1826,2376,5322
1801,2335,5339
1772,2280,5329
1749,2244,5298
1722,2214,5236
1696,2183,5175
1677,2147,5100
1696,2153,5011
1761,2221,4887
1853,2335,4764
1916,2424,4641
1931,2456,4518
1906,2432,4358
1879,2395,4189
1848,2352,4018
1801,2304,3861
1731,2233,3671
1670,2153,3450
1627,2077,3207
1592,2032,2998
1552,2005,2819
1540,2001,2670
1566,2023,2525
1618,2092,2423
1668,2181,2362
1722,2244,2341
1761,2235,2326
1749,2183,2341
1675,2129,2372
1618,2122,2423
1639,2163,2468
1722,2244,2546
1773,2306,2645
1749,2304,2752
1668,2214,2829
1592,2092,2916
1538,1999,3008
1514,1971,3080
1504,1978,3081
1514,2001,3039
1534,2025,2977
1566,2062,2916
1592,2095,2850
1618,2122,2834
1647,2151,2907
1696,2213,3080
1757,2292,3299
1827,2365,3532
1886,2418,3741
1931,2486,3902
1926,2542,3968
1853,2517,3943
1721,2367,3838
1592,2183,3696
1504,2064,3532
1461,2032,3368
1431,2011,3198
1409,1971,3039
1398,1939,2885
1409,1971,2752
1437,2054,2633
1488,2153,2546
1549,2230,2487
1618,2304,2464
1691,2394,2468
1801,2517,2505
1951,2653,2560
2114,2790,2628
2214,2878,2679
2218,2881,2711
2128,2769,2703
1983,2577,2670
1798,2329,2598
1592,2062,2505
1403,1822,2385
1305,1698,2259
1320,1715,2125
1409,1819,2012
1491,1913,1926
1540,1971,1889
1568,2009,1891
1618,2062,1930
1680,2128,1984
1749,2213,2054
1802,2297,2117
1853,2365,2177
1881,2389,2229
1879,2395,2300
1833,2399,2371
1775,2426,2423
1716,2458,2441
1670,2486,2464
1636,2458,2503
1644,2335,2546
1705,2091,2556
1827,1789,2546
2008,1514,2527
2270,1364,2505
2601,1390,2464
2949,1607,2423
3238,1951,2383
3445,2335,2341
3571,2664,2289
3628,2911,2259
3588,3053,2254
3445,3093,2259
3200,3021,2249
2897,2881,2259
2571,2707,2295
2270,2547,2341
2015,2413,2360
1827,2335,2382
1702,2302,2421
1644,2304,2464
1629,2311,2462
1644,2335,2423
1673,2371,2374
1722,2426,2341
1768,2482,2304
1801,2547,2259
1818,2604,2196
1853,2638,2136
1886,2623,2082
1879,2577,2054
1797,2507,2034
1696,2426,2012
1628,2333,1981
1618,2274,1971
1627,2265,1985
1644,2304,2012
1657,2334,2028
1670,2335,2054
1680,2323,2091
1722,2365,2136
1811,2471,2159
1931,2608,2177
2005,2678,2195
1983,2638,2218
1871,2502,2212
1749,2365,2177
1680,2289,2116
1696,2304,2054
1756,2361,1987
1827,2426,1930
1875,2463,1879
1905,2486,1848
1918,2498,1822
1931,2517,1807
1940,2530,1795
1957,2547,1807
1983,2565,1825
2036,2608,1848
2100,2663,1858
2166,2729,1889
2208,2778,1929
2244,2820,1971
2292,2852,1975
2375,2911,1971
2472,3012,1984
2584,3184,2054
2722,3377,2157
2897,3517,2300
3003,3505,2471
2923,3335,2711
2651,3074,3020
2375,2850,3409
2255,2731,3831
2297,2729,4271
2373,2790,4701
2427,2881,5134
2471,2954,5543
2531,3002,5914
2573,3015,6199
2584,3032,6407
2578,3072,6534
2610,3153,6612
2687,3253,6621
2792,3366,6571
2857,3454,6456
2845,3487,6325
2751,3418,6190
2636,3275,6078
2530,3109,5978
2453,3002,5914
2395,2961,5875
2375,2971,5873
2388,2982,5880
2427,3002,5914
2459,3052,5951
2479,3153,5996
2465,3227,6016
2401,3184,6037
2272,2985,6049
2114,2729,6078
1968,2521,6093
1879,2426,6119
1856,2420,6134
1905,2486,6161
1986,2579,6163
2062,2668,6161
2097,2713,6124
2114,2729,6078
2112,2721,6011
2088,2699,5955
2025,2635,5891
1957,2547,5832
1900,2448,5770
1853,2365,5750
1788,2285,5769
1722,2213,5832
1676,2149,5892
1670,2122,5955
1685,2134,6000
1722,2183,6037
1775,2237,6033
1853,2304,5996
1948,2398,5898
2062,2547,5750
2169,2709,5526
2244,2820,5257
2251,2810,4948
2192,2699,4641
2081,2538,4326
1957,2395,4025
1846,2277,3732
1775,2183,3491
1734,2103,3296
1722,2062,3162
1739,2075,3069
1801,2153,3039
1879,2253,3046
1931,2335,3080
1928,2365,3110
1905,2365,3162
1894,2348,3224
1905,2335,3286
1915,2330,3298
1931,2365,3286
1954,2419,3259
1983,2456,3245
1984,2437,3210
1957,2395,3162
1906,2350,3094
1853,2304,3039
1782,2223,2990
1696,2122,2957
1611,2027,2915
1566,1971,2875
1565,1950,2838
1592,1971,2834
1615,2012,2837
1644,2062,2834
1688,2102,2806
1749,2153,2793
1795,2212,2791
1827,2274,2793
1854,2325,2768
1905,2395,2752
1975,2490,2759
2062,2608,2793
2152,2727,2814
2244,2850,2834
2296,2931,2861
2270,2911,2916
2143,2752,2975
1957,2517,3039
1769,2273,3098
1618,2062,3162
1489,1886,3212
1383,1789,3245
1323,1798,3249
1357,1910,3245
1475,2061,3227
1618,2213,3203
1711,2337,3164
1749,2426,3121
1756,2460,3065
1775,2456,2998
1806,2433,2913
1853,2426,2834
1903,2434,2765
1957,2456,2711
1987,2455,2648
1983,2426,2587
1938,2363,2536
1879,2304,2505
1826,2260,2460
1801,2244,2382
1801,2247,2272
1827,2274,2177
1850,2300,2096
1853,2304,2012
1824,2273,1901
1801,2244,1807
1805,2248,1748
1853,2304,1725
1909,2373,1696
1957,2426,1684
1976,2444,1704
1983,2456,1766
1975,2459,1818
1957,2456,1848
1909,2429,1850
1827,2395,1848
1695,2346,1831
1540,2274,1807
1401,2152,1794
1357,2001,1848
1456,1860,1990
1722,1789,2218
2119,1796,2492
2584,1880,2793
3015,2010,3080
3340,2183,3327
3537,2374,3502
3654,2577,3614
3715,2770,3655
3706,2941,3614
3583,3031,3479
3367,3002,3286
3103,2858,3064
2845,2699,2834
2604,2590,2595
2401,2547,2382
2234,2521,2222
2114,2517,2136
2036,2543,2108
2010,2608,2136
2011,2667,2191
2010,2699,2259
1969,2684,2318
1905,2638,2382
1840,2564,2435
1801,2486,2464
1764,2414,2439
1722,2365,2382
1682,2332,2302
1696,2335,2218
1783,2396,2114
1931,2547,2012
2074,2727,1916
2166,2850,1848
2166,2846,1815
2088,2759,1848
1962,2647,1935
1853,2547,2054
1776,2437,2171
1722,2335,2300
1669,2252,2432
1644,2213,2546
1663,2207,2606
1722,2244,2628
1779,2309,2629
1827,2395,2628
1870,2472,2611
1931,2547,2587
1990,2603,2550
2036,2638,2505
2051,2637,2442
2062,2638,2382
2078,2654,2331
2114,2699,2300
2153,2743,2272
2192,2790,2259
2218,2824,2262
2244,2850,2300
2272,2860,2342
2323,2881,2382
2387,2918,2409
2453,2971,2464
2489,2998,2528
2505,3002,2587
2528,3011,2598
2610,3093,2587
2751,3246,2554
2923,3426,2505
3047,3547,2418
3080,3578,2341
3012,3515,2313
2897,3396,2382
2763,3233,2537
2636,3062,2793
2514,2901,3135
2427,2790,3573
2386,2728,4078
2401,2729,4641
2457,2786,5200
2558,2911,5709
2678,3066,6109
2792,3214,6407
2855,3308,6587
2871,3366,6653
2856,3398,6592
2845,3426,6448
2825,3425,6237
2792,3396,5996
2730,3328,5743
2662,3244,5544
2590,3144,5411
2531,3062,5339
2473,3001,5304
2427,2971,5339
2384,2943,5431
2349,2911,5544
2308,2872,5627
2270,2850,5709
2237,2835,5784
2218,2820,5832
2202,2795,5791
2192,2790,5709
2184,2800,5615
2192,2820,5544
2206,2829,5458
2244,2881,5380
2331,3014,5295
2505,3244,5216
2713,3486,5109
2845,3639,5011
2783,3587,4919
2531,3305,4846
2164,2845,4757
1801,2365,4682
1519,1997,4634
1383,1819,4641
1387,1806,4659
1488,1910,4682
1603,2044,4691
1696,2153,4723
1754,2205,4761
1801,2244,4805
1832,2286,4815
1853,2335,4805
1861,2356,4768
1879,2365,4723
1902,2371,4648
1931,2395,4559
1953,2431,4451
1983,2486,4353
2007,2525,4260
2010,2517,4189
1970,2449,4122
1931,2395,4066
1929,2406,4012
1983,2486,3984
2049,2576,3964
2088,2638,3943
2069,2639,3879
2010,2577,3778
1933,2464,3632
1879,2365,3450
1861,2320,3207
1879,2335,2916
1893,2358,2582
1879,2365,2259
1828,2342,1974
1775,2304,1766
1729,2244,1624
1696,2183,1561
1680,2154,1561
1722,2213,1643
1832,2357,1784
1983,2547,1971
2119,2718,2148
2218,2850,2300
2264,2912,2411
2244,2881,2505
2142,2734,2555
1983,2517,2546
1795,2274,2468
1618,2062,2382
1488,1912,2320
1461,1880,2300
1544,1979,2290
1696,2183,2300
1843,2411,2328
1957,2608,2382
2027,2725,2440
2062,2759,2505
2057,2715,2568
2036,2638,2628
2009,2556,2671
1983,2486,2711
1939,2412,2749
1879,2335,2793
1798,2250,2819
1722,2183,2834
1674,2149,2833
1696,2183,2834
1769,2257,2829
1853,2335,2834
1887,2364,2846
1879,2365,2875
1842,2357,2899
1801,2365,2916
1743,2370,2915
1670,2365,2916
1572,2317,2915
1461,2213,2916
1367,2046,2899
1357,1850,2875
1479,1641,2847
1749,1455,2834
2123,1348,2817
2558,1425,2793
2986,1731,2751
3367,2213,2711
3670,2725,2659
3915,3184,2587
4102,3583,2485
4202,3942,2382
4134,4157,2281
3862,4093,2177
3421,3712,2050
2923,3184,1930
2455,2713,1832
2062,2395,1766
1740,2170,1712
1514,2001,1684
1402,1915,1675
1409,1971,1684
1488,2129,1692
1592,2304,1725
1679,2417,1780
1749,2486,1848
1808,2563,1892
1879,2668,1930
1924,2732,1977
1905,2699,2054
1814,2574,2134
1722,2456,2218
1665,2387,2297
1644,2365,2382
1634,2348,2444
1670,2365,2464
1745,2423,2433
1827,2517,2382
1870,2590,2323
1905,2638,2259
1951,2662,2184
1983,2668,2136
1951,2636,2133
1879,2577,2177
1818,2499,2233
1801,2426,2300
1806,2377,2377
1827,2395,2464
1851,2448,2526
1879,2486,2546
1900,2499,2506
1957,2577,2423
2091,2755,2305
2323,3002,2177
2574,3258,2034
2740,3517,1889
2731,3667,1745
2558,3548,1643
2290,3134,1591
2036,2668,1602
1852,2366,1644
1775,2244,1725
1790,2190,1830
1879,2213,1971
1986,2338,2115
2088,2517,2259
2191,2655,2371
2349,2790,2464
2555,2987,2527
2766,3244,2587
2929,3463,2638
3053,3608,2711
3125,3676,2806
3106,3669,2957
2963,3546,3144
2766,3335,3368
2598,3101,3610
2505,2941,3902
2466,2871,4234
2479,2881,4600
2532,2925,4944
2610,3002,5257
2670,3091,5520
2714,3184,5750
2757,3258,5920
2819,3335,6037
2866,3399,6094
2871,3426,6119
2810,3383,6099
2714,3305,6037
2611,3221,5920
2531,3153,5791
2469,3083,5660
2427,3032,5544
2386,2996,5427
2349,2971,5339
2303,2926,5289
2270,2881,5298
2256,2849,5329
2270,2850,5380
2295,2860,5421
2323,2881,5462
2337,2894,5472
2349,2911,5462
2357,2929,5408
2375,2971,5339
2378,3009,5249
2349,3002,5175
2254,2899,5092
2114,2729,5011
1968,2547,4914
1879,2426,4846
1847,2360,4806
1853,2335,4805
1866,2327,4802
1905,2365,4805
1973,2442,4799
2062,2547,4805
2134,2641,4803
2192,2729,4805
2223,2786,4787
2218,2790,4764
2148,2708,4722
2036,2577,4682
1913,2439,4625
1827,2335,4559
1780,2264,4460
1775,2244,4353
1792,2261,4230
1827,2304,4107
1864,2338,3974
1905,2365,3861
1927,2379,3764
1931,2395,3696
1931,2417,3641
1983,2486,3614
2105,2622,3593
2270,2820,3573
2397,2993,3530
2427,3062,3491
2329,2970,3439
2140,2759,3368
1920,2498,3249
1749,2274,3121
1658,2123,2994
1644,2062,2875
1656,2059,2731
1670,2092,2587
1684,2131,2461
1722,2183,2382
1775,2240,2327
1827,2304,2300
1861,2359,2297
1905,2426,2341
1979,2514,2402
2088,2638,2464
2187,2753,2502
2244,2820,2546
2232,2803,2591
2166,2729,2628
2069,2622,2620
1983,2517,2587
1905,2405,2540
1827,2304,2505
1744,2221,2462
1696,2183,2423
1693,2181,2388
1722,2213,2382
1761,2261,2393
1827,2335,2423
1916,2422,2456
2010,2517,2505
2071,2588,2569
2114,2638,2670
2140,2659,2808
2140,2668,2998
2088,2651,3219
2010,2608,3450
1920,2516,3644
1827,2395,3778
1715,2266,3834
1618,2183,3820
1571,2165,3729
1592,2213,3573
1650,2287,3358
1722,2365,3121
1782,2428,2893
1827,2486,2711
1857,2531,2578
1905,2577,2505
1987,2631,2470
2114,2729,2464
2253,2862,2452
2375,3002,2423
2437,3069,2335
2427,3032,2177
2330,2890,1931
2166,2699,1643
1970,2493,1348
1801,2304,1109
1680,2139,950
1618,2032,904
1601,2003,946
1644,2062,1068
1726,2163,1240
1827,2274,1479
1912,2381,1767
2010,2517,2095
2128,2676,2423
2270,2850,2752
2388,3009,3058
2453,3153,3327
2427,3232,3513
2297,3184,3614
2050,2954,3626
1749,2608,3573
1481,2241,3464
1357,1941,3327
1421,1700,3167
1670,1516,2998
2043,1411,2823
2479,1455,2670
2908,1655,2559
3288,1971,2505
3595,2336,2492
3836,2729,2505
4002,3103,2523
4071,3396,2546
4005,3532,2566
3810,3517,2587
3515,3389,2583
3184,3214,2546
2861,3028,2469
2584,2881,2382
2344,2766,2284
2140,2668,2177
1967,2561,2048
1853,2486,1930
1802,2463,1833
1801,2486,1766
1811,2505,1711
1827,2517,1684
1843,2532,1687
1879,2577,1725
1925,2637,1765
1983,2699,1807
2022,2738,1854
2036,2759,1930
2011,2750,2006
1983,2729,2054
1969,2701,2055
1983,2699,2054
1998,2709,2057
2010,2729,2054
2012,2737,2014
2036,2759,1971
2085,2802,1953
2166,2881,1971
2255,2976,2002
2349,3093,2054
2428,3202,2124
2479,3275,2218
2464,3259,2314
2375,3153,2423
2221,2967,2533
2062,2759,2628
1943,2578,2672
1905,2486,2670
1927,2483,2633
1983,2547,2587
2037,2623,2516
2088,2699,2423
2121,2744,2311
2140,2759,2218
2137,2730,2143
2140,2699,2095
2155,2690,2055
2192,2729,2054
2235,2777,2079
2297,2820,2136
2367,2858,2189
2453,2941,2259
2538,3058,2333
2636,3184,2423
2726,3270,2510
2792,3335,2628
2806,3368,2775
2792,3366,2957
2785,3322,3145
2819,3305,3368
2872,3345,3639
2923,3426,3984
2943,3475,4364
2949,3487,4764
2946,3478,5153
2949,3487,5544
2953,3498,5911
2975,3517,6243
2995,3530,6490
3001,3548,6653
2976,3551,6725
2949,3548,6735
2931,3530,6678
2923,3517,6571
2898,3500,6411
2871,3487,6243
2843,3468,6079
2819,3457,5955
2771,3433,5855
2714,3396,5791
2661,3340,5737
2636,3305,5709
2626,3302,5692
2636,3335,5709
2658,3373,5728
2714,3426,5750
2793,3497,5746
2871,3578,5750
2867,3576,5736
2740,3426,5709
2498,3131,5640
2244,2820,5586
2066,2599,5549
2010,2517,5544
2032,2522,5522
2088,2577,5503
2121,2626,5487
2114,2638,5503
2056,2578,5520
1983,2486,5544
1922,2409,5547
1905,2395,5544
1926,2426,5521
1983,2486,5503
2050,2546,5468
2114,2608,5421
2149,2648,5339
2166,2668,5257
2179,2671,5170
2218,2699,5093
2266,2747,5003
2297,2790,4928
2274,2770,4859
2218,2699,4805
2161,2614,4739
2140,2577,4682
2152,2589,4619
2192,2638,4559
2237,2680,4487
2270,2699,4436
2257,2662,4382
2192,2577,4312
2098,2467,4203
2036,2395,4107
2026,2390,4026
2062,2456,3943
2110,2547,3817
2166,2638,3696
2203,2692,3601
2192,2699,3532
2112,2648,3434
2010,2577,3327
1925,2514,3229
1879,2486,3162
1838,2469,3085
1801,2456,2998
1779,2442,2903
1801,2456,2834
1849,2494,2769
1905,2547,2711
1945,2582,2640
1983,2608,2587
2034,2629,2552
2114,2668,2546
2195,2715,2541
2244,2759,2546
2222,2750,2555
2140,2668,2587
2036,2543,2625
1983,2486,2670
2018,2556,2706
2140,2729,2752
2281,2900,2794
2375,3002,2834
2367,2993,2854
2270,2881,2875
2108,2679,2893
1931,2456,2916
1755,2248,2921
1618,2092,2916
1536,1997,2895
1540,2001,2875
1605,2087,2850
1696,2213,2834
1750,2325,2814
1749,2426,2793
1695,2484,2754
1644,2456,2711
1642,2302,2662
1749,2092,2628
1979,1919,2601
2323,1850,2587
2718,1882,2567
3106,2032,2546
3436,2292,2518
3706,2638,2505
3897,2972,2500
3993,3214,2505
3952,3305,2491
3784,3275,2464
3528,3177,2420
3262,3093,2382
3023,3037,2339
2819,3002,2300
2614,2949,2260
2401,2881,2259
2187,2784,2298
2010,2668,2382
1879,2543,2478
1801,2456,2587
1758,2420,2690
1749,2426,2793
1749,2427,2875
1749,2426,2957
1744,2436,3035
1775,2486,3121
1845,2562,3191
1957,2668,3245
2092,2813,3280
2270,3032,3327
2465,3286,3383
2610,3487,3450
2596,3497,3510
2401,3275,3573
2082,2873,3634
1775,2456,3696
1571,2160,3754
1514,2062,3820
1564,2115,3875
1670,2244,3902
1772,2363,3886
1853,2456,3861
1906,2527,3830
1957,2608,3778
2020,2693,3673
2114,2790,3532
2221,2889,3373
2323,3002,3203
2372,3075,2994
2349,3062,2752
2253,2941,2493
2140,2790,2259
2048,2667,2041
2010,2608,1848
2013,2584,1667
2062,2608,1520
2127,2661,1387
2192,2729,1273
2241,2776,1156
2297,2820,1068
2352,2864,1006
2401,2911,986
2437,2943,986
2505,3002,1027
2607,3104,1105
2714,3244,1232
2778,3351,1391
2819,3396,1602
2841,3374,1868
2845,3335,2218
2814,3303,2634
2792,3305,3121
2805,3326,3622
2845,3366,4107
2873,3407,4495
2897,3457,4764
2916,3495,4853
2923,3517,4764
2898,3507,4482
2871,3487,4066
2861,3472,3556
2871,3487,3039
2875,3520,2586
2897,3578,2300
2961,3659,2223
3080,3790,2382
3202,3947,2767
3262,4063,3409
3167,3999,4282
2897,3699,5339
2518,3236,6461
2192,2820,7557
2010,2581,8498
1957,2517,9200
1935,2505,9586
1905,2486,9693
1874,2457,9544
1879,2456,9200
1908,2474,8682
1957,2517,8091
2008,2569,7506
2062,2638,7023
2096,2694,6673
2114,2729,6489
2115,2735,6451
2140,2759,6530
2201,2825,6662
2297,2941,6818
2368,3030,6947
2375,3032,7023
2299,2927,6991
2192,2790,6859
2088,2667,6621
2010,2577,6325
1945,2493,5953
1905,2426,5544
1889,2387,5097
1905,2395,4682
1936,2429,4300
1983,2486,3984
2033,2545,3702
2088,2608,3491
2146,2673,3333
2218,2759,3245
2265,2818,3194
2244,2790,3203
2144,2649,3258
2036,2486,3368
1978,2391,3496
1983,2395,3655
2007,2438,3828
2036,2486,4025
2060,2526,4201
2088,2577,4353
2102,2618,4463
2114,2638,4559
2110,2617,4608
2088,2577,4600
2042,2526,4514
2010,2486,4395
2002,2459,4245
2010,2456,4066
2001,2459,3840
1983,2456,3614
1959,2427,3413
1931,2395,3245
1886,2369,3084
1853,2365,2957
1847,2377,2873
1879,2426,2834
1928,2507,2803
2010,2638,2793
2138,2826,2801
2323,3093,2834
2497,3365,2845
2584,3517,2834
2510,3418,2804
2297,3093,2793
2009,2670,2777
1749,2304,2752
1567,2043,2701
1488,1880,2670
1485,1805,2660
1540,1850,2670
1622,1988,2665
1722,2153,2670
1818,2263,2695
1905,2335,2752
1979,2418,2800
2062,2547,2834
2148,2676,2850
2244,2790,2875
2350,2915,2898
2479,3093,2916
2565,3236,2905
2531,3214,2875
2339,2970,2829
2088,2638,2793
1873,2362,2752
1749,2213,2711
1692,2155,2661
1696,2183,2628
1722,2272,2605
1722,2365,2587
1666,2376,2559
1618,2304,2546
1651,2193,2555
1801,2092,2587
2044,1991,2611
2375,1910,2628
2761,1890,2642
3158,2001,2670
3495,2244,2693
3758,2577,2711
3941,2908,2710
4045,3184,2711
4038,3359,2707
3915,3426,2711
3684,3375,2707
3393,3244,2711
3073,3072,2711
2766,2911,2711
2496,2776,2693
2297,2699,2670
2177,2680,2642
2140,2729,2628
2153,2813,2623
2192,2911,2628
2219,2978,2617
2218,3002,2587
2169,2963,2539
2088,2881,2505
1995,2769,2484
1931,2668,2464
1894,2590,2422
1879,2547,2382
1861,2513,2353
1853,2486,2341
1846,2457,2320
1853,2456,2300
1866,2484,2277
1905,2547,2259
1950,2603,2233
