II,MCL,ABP
875,2409,7594
870,2426,7485
855,2446,7375
832,2426,7258
836,2409,7155
862,2421,7023
875,2446,6892
852,2433,6752
836,2409,6629
851,2400,6478
875,2409,6321
869,2407,6152
855,2409,6014
861,2414,5878
875,2409,5751
862,2378,5606
836,2373,5487
825,2399,5372
836,2409,5268
841,2375,5144
836,2373,5048
830,2399,4970
836,2373,4917
840,2291,4844
836,2300,4785
829,2381,4730
836,2373,4697
842,2294,4647
836,2373,4609
824,2512,4576
836,2373,4565
854,2086,4540
836,2300,4521
774,3041,4494
739,3395,4478
772,2765,4450
836,1862,4434
862,1665,4410
855,2117,4390
855,2437,4357
875,2373,4346
883,2279,4343
875,2373,4346
862,2457,4321
855,2409,4302
845,2332,4290
836,2336,4302
832,2366,4303
836,2373,4302
837,2362,4281
836,2373,4258
834,2384,4225
836,2373,4214
830,2339,4211
816,2336,4214
795,2363,4191
777,2373,4170
770,2328,4157
777,2300,4170
782,2330,4172
777,2373,4170
768,2360,4159
777,2336,4170
795,2348,4176
797,2373,4170
773,2346,4139
758,2300,4126
765,2292,4124
777,2336,4126
775,2370,4101
777,2373,4083
793,2352,4075
797,2336,4083
774,2315,4063
758,2300,4039
768,2291,4022
777,2300,4039
758,2303,4046
739,2300,4039
744,2289,4008
758,2300,3995
749,2321,3991
739,2336,3995
752,2320,3974
777,2300,3951
773,2278,3923
739,2263,3907
706,2258,3880
700,2300,3863
707,2361,3852
700,2373,3863
686,2314,3866
719,2300,3863
767,2354,3838
739,2373,3819
665,2319,3794
700,2336,3775
794,2413,3747
739,2373,3731
604,2254,3710
700,2336,3687
893,2506,3654
739,2373,3644
446,2115,3643
719,2373,3644
1264,2866,3617
836,2446,3600
-596,1070,3595
-1224,402,3600
0,1434,3579
1633,2884,3556
1845,3080,3530
972,2300,3512
529,1892,3481
816,2117,3468
988,2207,3466
777,1935,3468
677,1768,3443
836,1862,3424
873,1855,3417
661,1606,3424
446,1320,3405
350,1132,3380
230,940,3365
19,694,3380
-192,423,3388
-330,183,3380
-422,-18,3351
-505,-146,3336
-568,-226,3332
-544,-292,3336
-385,-348,3318
-136,-329,3292
87,-211,3261
233,0,3248
342,267,3241
466,584,3248
588,908,3248
661,1205,3248
691,1463,3241
739,1752,3248
818,2097,3253
875,2446,3248
855,2690,3220
797,2811,3205
766,2863,3201
777,2920,3205
793,2983,3182
797,3030,3161
808,3048,3150
836,3066,3161
858,3090,3161
855,3103,3161
839,3086,3155
836,3066,3161
847,3060,3158
855,3066,3161
847,3064,3159
836,3066,3161
833,3069,3142
836,3066,3117
833,3041,3086
836,3030,3073
846,3042,3067
855,3066,3073
848,3056,3071
836,3030,3073
832,3012,3069
836,3030,3073
836,3040,3070
836,3030,3073
837,3009,3069
836,3030,3073
831,3065,3072
836,3066,3073
844,3004,3055
836,2957,3029
809,2971,2996
797,3030,2985
809,3049,2983
816,3030,2985
796,2998,2976
777,2993,2985
783,3001,3005
797,3030,3029
790,3054,3028
777,3066,3029
777,3056,3027
777,3066,3029
759,3089,3005
739,3103,2985
735,3088,2973
739,3103,2985
723,3146,2984
700,3176,2985
691,3152,2988
700,3139,3029
698,3169,3084
680,3212,3161
661,3213,3236
661,3212,3336
666,3242,3450
661,3285,3600
643,3289,3761
641,3285,3951
665,3300,4141
700,3322,4346
722,3297,4549
739,3249,4785
757,3205,5025
777,3176,5268
788,3126,5482
797,3066,5707
812,3006,5927
836,2957,6146
857,2899,6323
875,2847,6497
882,2793,6668
875,2738,6848
863,2661,6989
875,2592,7111
902,2540,7212
913,2519,7331
899,2499,7439
894,2482,7550
910,2460,7637
913,2446,7726
887,2425,7792
875,2409,7858
896,2397,7900
913,2409,7946
893,2418,7968
875,2409,7989
892,2379,7986
913,2373,7989
897,2389,7981
875,2409,7989
879,2404,7983
894,2409,7989
884,2429,7983
875,2446,7989
892,2426,7971
913,2409,7946
900,2417,7894
875,2446,7858
874,2451,7813
894,2446,7770
894,2441,7685
875,2446,7594
862,2441,7493
875,2446,7419
891,2452,7332
894,2446,7243
883,2416,7127
875,2409,7024
868,2430,6911
855,2446,6804
837,2423,6670
836,2409,6541
848,2425,6390
855,2446,6234
843,2429,6047
836,2409,5882
845,2405,5735
855,2409,5619
847,2390,5485
836,2373,5356
833,2379,5225
836,2409,5136
827,2409,5059
816,2373,5004
818,2353,4935
836,2409,4873
838,2446,4797
816,2373,4741
805,2288,4686
836,2373,4653
852,2469,4608
797,2300,4565
744,2061,4509
816,2336,4478
914,3070,4450
797,3395,4434
470,2785,4401
292,1898,4390
477,1613,4385
797,1898,4390
910,2123,4367
836,2117,4346
805,2158,4320
875,2336,4302
911,2435,4270
875,2409,4258
844,2397,4255
855,2446,4258
857,2451,4233
836,2409,4214
825,2386,4205
836,2409,4214
841,2418,4210
836,2409,4214
832,2400,4215
836,2409,4214
832,2412,4187
816,2409,4170
793,2390,4164
777,2373,4170
773,2362,4148
777,2373,4126
779,2379,4113
777,2373,4126
775,2359,4129
777,2373,4126
779,2389,4116
777,2373,4126
774,2318,4130
777,2300,4126
780,2333,4098
777,2373,4083
770,2359,4076
777,2336,4083
792,2345,4065
797,2373,4039
784,2352,4004
777,2300,3995
782,2270,3990
777,2300,3995
752,2335,3989
739,2336,3995
755,2304,3994
777,2300,3995
772,2334,3973
758,2373,3951
761,2356,3922
777,2300,3907
776,2251,3883
758,2263,3863
736,2316,3834
719,2373,3819
707,2392,3809
700,2373,3819
702,2344,3821
739,2373,3819
770,2422,3794
739,2409,3775
688,2347,3764
739,2373,3775
816,2449,3767
739,2409,3731
615,2299,3672
739,2373,3644
935,2526,3640
758,2409,3644
452,2172,3617
739,2373,3600
1303,2788,3595
875,2446,3600
-576,1303,3576
-1224,767,3556
-5,1663,3549
1633,2884,3556
1849,3007,3537
972,2300,3512
520,1931,3485
797,2117,3468
964,2183,3439
758,1935,3424
669,1772,3420
836,1825,3424
869,1793,3402
641,1570,3380
412,1321,3369
311,1132,3380
192,901,3382
-19,621,3380
-234,344,3360
-369,110,3336
-457,-93,3303
-544,-219,3292
-615,-281,3292
-583,-329,3292
-400,-383,3267
-136,-365,3248
77,-232,3241
214,0,3248
336,272,3245
486,584,3248
615,918,3250
680,1241,3248
700,1525,3222
739,1825,3205
812,2172,3200
875,2519,3205
872,2751,3184
816,2847,3161
769,2883,3148
777,2957,3161
816,3052,3164
836,3103,3161
831,3094,3151
836,3103,3161
861,3150,3167
875,3176,3161
862,3137,3131
855,3103,3117
868,3118,3114
875,3139,3117
852,3104,3094
836,3066,3073
852,3075,3063
875,3103,3073
868,3086,3073
855,3066,3073
862,3078,3069
875,3103,3073
864,3084,3068
855,3066,3073
866,3079,3075
875,3103,3073
855,3085,3048
836,3066,3029
842,3076,3021
855,3103,3029
846,3090,3027
836,3066,3029
844,3057,3026
855,3066,3029
845,3061,3023
836,3066,3029
844,3085,3032
855,3103,3029
846,3084,3003
836,3066,2985
838,3072,2978
836,3103,2985
813,3110,2967
797,3103,2941
805,3092,2921
816,3103,2941
800,3115,2968
777,3139,2985
772,3159,2975
777,3176,2985
764,3173,3005
739,3176,3029
722,3186,3022
719,3212,3029
711,3230,3056
700,3249,3117
693,3263,3170
700,3285,3248
703,3292,3355
700,3285,3512
693,3271,3676
700,3285,3863
717,3310,4063
739,3322,4302
755,3300,4542
777,3285,4785
801,3275,5002
816,3249,5224
821,3176,5438
836,3103,5663
860,3046,5865
875,2993,6058
869,2915,6228
875,2847,6409
898,2795,6582
913,2738,6760
901,2651,6914
894,2592,7068
912,2573,7201
933,2555,7331
925,2493,7424
913,2446,7507
921,2452,7566
933,2482,7638
923,2460,7700
913,2409,7770
922,2384,7816
933,2409,7858
923,2424,7875
913,2409,7902
922,2388,7918
933,2409,7946
923,2442,7947
913,2446,7946
922,2412,7918
933,2409,7902
923,2447,7873
913,2482,7858
921,2465,7829
933,2446,7814
925,2458,7787
913,2482,7770
919,2468,7727
933,2446,7682
923,2441,7612
894,2446,7550
877,2423,7465
894,2409,7375
916,2423,7258
913,2446,7155
887,2442,7045
875,2446,6936
884,2468,6798
894,2482,6672
884,2458,6540
875,2446,6409
876,2466,6248
875,2482,6102
859,2446,5962
855,2409,5838
871,2410,5683
875,2446,5531
847,2459,5383
836,2446,5268
859,2430,5149
875,2446,5048
850,2448,4948
836,2409,4873
853,2381,4795
855,2446,4741
827,2499,4688
836,2409,4653
868,2296,4605
836,2409,4565
774,2574,4516
836,2409,4478
957,2110,4426
855,2409,4390
501,3307,4356
292,3760,4346
492,3076,4325
836,2008,4302
936,1647,4267
836,2008,4258
815,2326,4256
913,2336,4258
957,2331,4233
913,2446,4214
890,2491,4204
913,2446,4214
909,2439,4200
875,2482,4170
863,2471,4132
875,2446,4126
868,2476,4128
855,2519,4126
862,2487,4097
875,2446,4083
860,2465,4091
836,2519,4126
829,2526,4138
836,2519,4126
826,2522,4094
797,2519,4083
773,2475,4079
777,2446,4083
793,2459,4063
797,2482,4039
783,2462,4006
777,2446,3995
787,2461,3988
797,2482,3995
788,2462,3992
777,2446,3995
775,2461,3990
777,2482,3995
778,2461,3993
797,2446,3995
827,2463,3976
836,2482,3951
805,2449,3917
777,2409,3907
776,2410,3905
777,2446,3907
755,2444,3884
739,2409,3863
747,2384,3850
758,2409,3863
745,2442,3868
739,2446,3863
759,2407,3837
777,2373,3819
761,2359,3796
739,2373,3775
737,2398,3743
739,2446,3731
719,2486,3728
700,2482,3731
716,2436,3709
777,2446,3687
812,2507,3675
758,2519,3687
693,2462,3692
758,2482,3687
857,2559,3663
777,2519,3644
630,2402,3618
739,2482,3600
943,2651,3573
777,2519,3556
467,2242,3531
739,2446,3512
1298,2916,3483
875,2592,3468
-574,1378,3459
-1224,767,3468
-6,1684,3470
1633,2993,3468
1846,3170,3446
972,2446,3424
536,2045,3396
836,2227,3380
1018,2310,3357
816,2081,3336
723,1926,3306
875,1971,3292
892,1918,3285
661,1679,3292
437,1418,3290
330,1205,3292
201,953,3289
0,694,3292
-191,481,3276
-330,292,3248
-440,81,3213
-505,-73,3205
-505,-130,3205
-447,-146,3205
-338,-188,3179
-175,-183,3161
15,-59,3153
194,183,3161
346,474,3157
486,803,3161
600,1133,3163
661,1424,3161
677,1671,3134
719,1971,3117
806,2338,3112
875,2665,3117
859,2829,3096
797,2884,3073
763,2938,3060
777,3030,3073
807,3090,3077
836,3103,3073
863,3105,3063
875,3139,3073
864,3173,3079
855,3176,3073
866,3148,3044
875,3139,3029
857,3156,3027
836,3176,3029
842,3174,3006
875,3176,2985
896,3182,2975
894,3176,2985
880,3145,2985
875,3139,2985
875,3161,2981
875,3176,2985
871,3148,2980
875,3139,2985
879,3163,2987
875,3176,2985
859,3131,2960
855,3103,2941
865,3132,2933
875,3176,2941
865,3152,2940
855,3103,2941
860,3084,2939
875,3103,2941
879,3104,2935
875,3103,2941
860,3102,2945
836,3103,2941
811,3086,2913
816,3103,2897
844,3148,2894
855,3176,2897
827,3137,2875
797,3103,2853
793,3121,2842
797,3176,2853
784,3189,2853
777,3176,2853
789,3174,2848
797,3212,2853
776,3241,2847
758,3249,2853
766,3239,2865
777,3249,2897
755,3265,2918
719,3285,2941
712,3297,2965
739,3322,3029
754,3344,3120
739,3358,3248
713,3352,3386
719,3358,3556
750,3376,3739
777,3395,3951
785,3382,4162
797,3358,4390
819,3325,4608
836,3285,4829
833,3226,5025
836,3176,5224
856,3128,5414
875,3066,5619
872,2969,5814
875,2884,6014
896,2822,6192
913,2774,6365
897,2709,6515
875,2665,6672
870,2644,6811
875,2628,6936
869,2584,7023
875,2555,7111
899,2553,7194
913,2555,7287
894,2517,7354
875,2482,7419
881,2484,7463
894,2519,7507
884,2527,7524
875,2519,7550
885,2511,7569
894,2519,7594
880,2506,7592
875,2482,7594
895,2475,7589
913,2519,7594
896,2573,7572
875,2592,7550
886,2555,7518
913,2519,7507
908,2508,7482
875,2519,7463
856,2517,7418
875,2519,7375
903,2523,7308
913,2519,7243
898,2491,7156
875,2482,7068
857,2500,6954
855,2519,6848
864,2499,6731
875,2482,6629
872,2493,6515
855,2519,6409
835,2519,6280
836,2519,6146
855,2524,5985
875,2519,5838
872,2487,5695
855,2482,5575
840,2504,5442
836,2519,5312
833,2485,5167
836,2446,5048
838,2443,4942
836,2482,4873
829,2479,4802
836,2409,4741
845,2363,4665
836,2446,4609
812,2528,4557
816,2446,4521
840,2337,4473
836,2482,4434
804,2664,4385
816,2446,4346
861,2093,4293
836,2482,4258
715,3585,4227
641,4125,4214
711,3280,4188
836,1971,4170
871,1530,4157
836,1971,4170
832,2354,4175
875,2336,4170
893,2298,4141
875,2446,4126
862,2539,4120
875,2482,4126
881,2422,4108
875,2446,4083
870,2470,4050
875,2482,4039
876,2504,4031
875,2519,4039
873,2492,4037
875,2482,4039
873,2506,4030
875,2519,4039
870,2476,4042
855,2446,4039
830,2459,4010
816,2482,3995
821,2464,3989
836,2446,3995
839,2458,3974
836,2482,3951
833,2467,3934
836,2446,3951
831,2443,3972
816,2446,3995
800,2421,3997
797,2409,3995
805,2427,3973
816,2446,3951
824,2424,3920
836,2409,3907
843,2425,3898
836,2446,3907
813,2426,3906
797,2409,3907
795,2422,3899
797,2446,3907
787,2431,3909
777,2409,3907
776,2405,3882
777,2409,3863
773,2388,3839
777,2373,3819
791,2373,3788
797,2373,3775
779,2344,3772
758,2336,3775
752,2382,3753
739,2446,3731
704,2456,3718
700,2446,3731
733,2446,3736
739,2446,3731
715,2427,3707
758,2446,3687
817,2465,3662
739,2409,3644
623,2347,3617
739,2446,3600
927,2556,3575
777,2409,3556
505,2211,3527
758,2446,3512
1237,2815,3503
777,2409,3512
-620,1266,3514
-1224,767,3512
-12,1685,3490
1672,2957,3468
2037,3196,3440
1283,2592,3424
805,2230,3402
972,2373,3380
1072,2430,3349
836,2190,3336
690,2004,3331
816,2044,3336
927,2086,3331
875,2008,3336
780,1894,3338
700,1789,3336
564,1607,3311
389,1351,3292
231,1089,3285
78,876,3292
-95,675,3277
-233,475,3248
-305,292,3214
-350,183,3205
-392,138,3202
-369,110,3205
-227,53,3197
0,37,3205
198,115,3209
311,292,3205
383,522,3176
486,803,3161
600,1096,3158
661,1351,3161
666,1561,3138
700,1825,3117
794,2166,3107
875,2482,3117
858,2648,3116
777,2701,3117
726,2741,3113
739,2811,3117
772,2862,3111
797,2884,3117
817,2898,3120
836,2920,3117
841,2927,3089
836,2920,3073
832,2912,3070
836,2920,3073
838,2926,3050
836,2920,3029
832,2898,3019
836,2884,3029
839,2879,3028
836,2884,3029
829,2880,3026
836,2884,3029
850,2886,3023
855,2884,3029
842,2861,3032
836,2847,3029
846,2843,3002
855,2847,2985
844,2839,2981
836,2847,2985
844,2866,2964
855,2884,2941
847,2877,2929
836,2884,2941
835,2904,2944
836,2920,2941
823,2901,2933
816,2884,2941
826,2879,2945
836,2884,2941
826,2872,2916
816,2884,2897
818,2921,2887
816,2957,2897
794,2943,2898
777,2920,2897
784,2922,2889
797,2957,2897
789,2969,2899
777,2957,2897
777,2940,2884
777,2957,2897
758,2979,2920
739,2993,2941
735,2997,2933
739,3030,2941
723,3074,2971
700,3103,3029
689,3096,3080
700,3103,3161
706,3137,3271
700,3176,3424
690,3178,3583
700,3176,3775
721,3190,3984
739,3212,4214
746,3200,4427
758,3176,4653
778,3155,4874
797,3139,5092
810,3093,5280
836,3030,5487
866,2956,5705
875,2884,5926
851,2803,6103
836,2738,6277
851,2682,6451
875,2628,6629
876,2561,6764
875,2519,6892
886,2499,7018
894,2482,7155
881,2439,7253
875,2409,7331
887,2403,7388
894,2409,7463
878,2389,7526
875,2373,7594
899,2381,7639
913,2409,7682
890,2404,7701
875,2373,7726
894,2349,7741
913,2373,7770
894,2405,7774
875,2409,7770
891,2379,7738
913,2373,7726
898,2393,7717
875,2409,7726
879,2387,7707
894,2373,7682
885,2385,7634
875,2409,7594
891,2406,7542
913,2409,7507
902,2429,7462
875,2446,7419
865,2424,7337
875,2409,7243
877,2424,7126
875,2446,7024
875,2429,6911
875,2409,6804
862,2407,6671
855,2409,6541
863,2383,6399
875,2373,6277
862,2391,6145
836,2409,6014
821,2388,5856
836,2373,5707
855,2374,5558
855,2373,5443
839,2334,5328
836,2300,5224
848,2313,5104
855,2373,5004
842,2391,4906
836,2336,4829
846,2285,4749
855,2336,4697
845,2385,4647
836,2300,4609
837,2202,4555
836,2336,4521
825,2509,4494
836,2336,4478
856,2039,4434
836,2373,4390
768,3312,4337
739,3760,4302
788,3009,4266
855,1862,4258
866,1473,4256
855,1862,4258
877,2214,4233
913,2227,4214
907,2210,4205
875,2336,4214
864,2410,4199
875,2373,4170
865,2345,4133
836,2373,4126
821,2365,4126
836,2336,4126
853,2341,4101
855,2373,4083
844,2373,4071
836,2373,4083
833,2393,4083
836,2409,4083
831,2377,4074
816,2336,4083
793,2310,4085
777,2300,4083
772,2286,4057
777,2300,4039
779,2340,4027
777,2373,4039
773,2358,4040
777,2336,4039
781,2332,4028
777,2336,4039
770,2314,4044
777,2300,4039
793,2312,4008
797,2336,3995
782,2325,3993
777,2300,3995
791,2288,3968
797,2300,3951
776,2302,3946
758,2300,3951
765,2296,3928
777,2300,3907
763,2296,3896
739,2300,3907
730,2302,3905
739,2300,3907
746,2278,3906
758,2263,3907
775,2260,3884
777,2263,3863
755,2245,3839
739,2227,3819
744,2241,3787
739,2300,3775
703,2349,3774
700,2373,3775
738,2361,3748
739,2336,3731
700,2327,3727
739,2373,3731
810,2400,3708
739,2336,3687
607,2273,3678
700,2373,3687
883,2479,3672
739,2336,3644
460,2149,3611
700,2373,3600
1179,2709,3581
739,2300,3556
-635,1212,3520
-1224,767,3512
-7,1674,3513
1672,2884,3512
2021,3082,3485
1244,2482,3468
748,2133,3463
913,2263,3468
1018,2293,3448
777,2044,3424
623,1875,3397
758,1935,3380
890,1972,3352
836,1862,3336
709,1706,3329
603,1570,3336
467,1378,3332
292,1132,3336
118,891,3338
-39,694,3336
-193,486,3311
-330,256,3292
-427,43,3286
-466,-73,3292
-435,-113,3276
-330,-146,3248
-167,-196,3216
39,-146,3205
236,43,3198
369,292,3205
438,514,3204
505,767,3205
592,1069,3197
661,1351,3205
692,1564,3209
739,1825,3205
820,2185,3177
875,2519,3161
844,2669,3157
777,2701,3161
755,2764,3139
777,2884,3117
794,2956,3104
797,2957,3117
811,2952,3120
836,2993,3117
844,3033,3107
836,3030,3117
830,2997,3123
836,2993,3117
838,3018,3087
836,3030,3073
833,2995,3071
836,2957,3073
836,2946,3050
836,2957,3029
834,2953,3019
836,2957,3029
831,2974,3029
816,2993,3029
798,2977,3025
797,2957,3029
814,2948,3025
836,2957,3029
842,2951,3030
836,2957,3029
825,2974,3005
816,2993,2985
804,2979,2975
797,2957,2985
795,2945,2986
797,2957,2985
795,2959,2979
797,2957,2985
800,2950,2985
797,2957,2985
784,2956,2978
777,2957,2985
778,2962,2987
777,2993,2985
771,3021,2959
777,3030,2941
789,3017,2931
777,3030,2941
739,3056,2941
719,3066,2941
732,3037,2933
739,3030,2941
708,3062,2952
680,3103,2985
687,3102,3020
700,3103,3073
676,3132,3124
641,3176,3205
632,3181,3298
641,3176,3424
634,3185,3559
622,3212,3731
630,3226,3917
661,3249,4126
685,3275,4333
700,3285,4565
716,3249,4802
739,3212,5048
758,3193,5266
777,3176,5487
797,3123,5701
816,3066,5926
826,3016,6126
836,2957,6321
852,2860,6496
875,2774,6672
884,2726,6826
875,2701,6980
856,2649,7112
855,2592,7243
868,2546,7349
875,2519,7463
869,2488,7569
875,2482,7682
891,2490,7758
894,2482,7814
875,2436,7845
875,2409,7902
901,2422,7951
913,2446,7989
889,2428,7984
875,2409,7989
895,2418,8002
913,2446,8033
893,2446,8032
875,2446,8033
892,2461,8026
913,2482,8033
897,2468,8011
875,2446,7989
887,2436,7959
913,2446,7946
905,2444,7906
875,2446,7858
862,2449,7784
875,2446,7726
881,2420,7657
875,2409,7594
869,2423,7506
875,2446,7419
877,2434,7307
875,2409,7199
871,2395,7078
875,2409,6980
871,2416,6872
855,2409,6760
836,2397,6607
836,2409,6453
849,2420,6291
855,2409,6146
842,2376,5985
836,2373,5838
847,2392,5694
855,2409,5575
842,2394,5441
836,2373,5312
842,2374,5180
836,2409,5092
810,2418,5019
816,2373,4960
847,2327,4884
836,2373,4829
787,2415,4779
797,2336,4741
853,2248,4673
836,2373,4609
759,2521,4550
797,2336,4521
917,2054,4492
836,2409,4478
498,3343,4453
292,3760,4434
489,2990,4400
836,1862,4390
939,1517,4386
836,1935,4390
799,2280,4367
875,2263,4346
900,2233,4320
855,2373,4302
843,2462,4270
875,2409,4258
869,2349,4254
836,2373,4258
834,2402,4234
855,2409,4214
850,2409,4202
836,2409,4214
850,2395,4213
875,2409,4214
866,2441,4209
836,2446,4214
818,2399,4197
816,2373,4170
803,2389,4135
777,2409,4126
757,2389,4125
758,2373,4126
768,2387,4102
777,2409,4083
779,2391,4070
777,2373,4083
769,2384,4085
758,2409,4083
750,2397,4072
758,2373,4083
772,2363,4088
777,2373,4083
771,2369,4052
777,2373,4039
794,2380,4037
797,2373,4039
774,2328,4013
758,2300,3995
761,2310,3988
758,2336,3995
733,2325,3975
719,2300,3951
731,2288,3935
739,2300,3951
721,2302,3957
719,2300,3951
752,2296,3923
777,2300,3907
748,2294,3885
700,2300,3863
688,2329,3829
700,2373,3819
694,2393,3818
700,2409,3819
721,2419,3793
700,2409,3775
648,2385,3768
680,2409,3775
754,2434,3757
700,2373,3731
594,2305,3702
700,2409,3687
874,2527,3663
719,2373,3644
447,2153,3618
700,2373,3600
1181,2751,3572
739,2373,3556
-631,1257,3546
-1224,767,3556
-33,1664,3557
1613,2884,3556
1957,3069,3535
1205,2446,3512
740,2105,3481
913,2263,3468
1008,2294,3463
758,2008,3468
604,1805,3451
739,1862,3424
861,1908,3389
797,1789,3380
669,1609,3380
564,1460,3380
422,1272,3356
233,1022,3336
48,750,3325
-117,511,3336
-275,287,3340
-408,73,3336
-500,-125,3314
-544,-256,3292
-522,-315,3264
-408,-329,3248
-218,-329,3239
0,-256,3248
183,-77,3251
311,183,3248
412,461,3225
525,767,3205
634,1086,3192
700,1387,3205
722,1646,3212
758,1935,3205
825,2274,3174
875,2592,3161
854,2778,3159
797,2847,3161
766,2886,3137
777,2957,3117
801,3028,3107
816,3066,3117
828,3068,3116
836,3066,3117
836,3066,3114
836,3066,3117
845,3061,3111
855,3066,3117
850,3073,3120
836,3066,3117
828,3040,3089
836,3030,3073
842,3034,3070
836,3030,3073
826,3000,3050
836,2993,3029
861,3014,3019
875,3030,3029
859,3004,3029
836,2993,3029
828,3013,3025
836,3030,3029
838,2992,3025
836,2957,3029
835,2962,3030
836,2993,3029
833,2983,3005
836,2957,2985
840,2955,2975
836,2993,2985
819,3020,2986
816,3030,2985
830,3026,2979
836,3030,2985
816,3026,2985
797,3030,2985
795,3030,2978
797,3030,2985
784,3019,2987
777,3030,2985
783,3049,2959
777,3066,2941
743,3060,2931
719,3066,2941
727,3084,2939
739,3103,2941
721,3096,2946
700,3103,2985
698,3133,3028
700,3176,3073
678,3193,3101
661,3212,3161
668,3244,3251
680,3285,3380
669,3294,3503
661,3285,3644
678,3276,3798
700,3285,3995
699,3288,4203
700,3285,4434
725,3268,4665
758,3249,4917
769,3214,5158
777,3176,5399
804,3124,5618
836,3066,5838
841,2993,6039
836,2920,6234
846,2844,6391
875,2774,6541
887,2696,6681
875,2628,6848
862,2575,7008
875,2555,7155
895,2542,7263
894,2519,7375
