II,aVF,PLETH,RESP
2905,2702,5668,3723
2926,2749,5657,3800
2982,2766,5612,3867
3025,2749,5558,3929
2981,2689,5497,3974
2876,2603,5460,4026
2771,2516,5413,4070
2727,2493,5361,4106
2736,2527,5288,4110
2777,2566,5229,4106
2785,2544,5164,4099
2727,2493,5098,4106
2627,2470,5008,4104
2579,2493,4933,4106
2586,2477,4863,4101
2579,2383,4802,4106
2515,2273,4716,4103
2479,2273,4637,4106
2504,2353,4562,4102
2529,2383,4506,4106
2478,2302,4436,4102
2430,2236,4374,4106
2438,2259,4315,4102
2479,2309,4276,4106
2495,2291,4225,4102
2529,2273,4177,4106
2580,2309,4121,4102
2579,2346,4078,4106
2478,2294,4026,4102
2380,2200,3980,4106
2342,2120,3923,4102
2281,2016,3881,4106
2094,1811,3840,4102
1884,1576,3815,4106
1864,1471,3781,4102
2132,1576,3749,4106
2591,1804,3710,4102
3124,2053,3684,4106
3711,2318,3651,4102
4314,2639,3618,4106
4716,2938,3565,4102
4661,3116,3519,4106
4171,3254,3477,4102
3570,3519,3453,4106
3078,3744,3421,4102
2628,3519,3388,4106
2105,2762,3346,4102
1636,1980,3322,4106
1346,1606,3293,4102
1141,1503,3256,4106
833,1264,3200,4102
446,843,3157,4106
70,431,3123,4102
-298,110,3092,4106
-704,-163,3039,4102
-1041,-293,2993,4106
-1216,-206,2955,4102
-1289,-37,2927,4106
-1394,-1,2879,4102
-1438,-37,2828,4106
-1187,119,2776,4102
-496,623,2730,4106
461,1315,2674,4102
1388,1943,2631,4106
2064,2360,2596,4102
2479,2603,2565,4106
2678,2700,2516,4102
2727,2676,2467,4106
2731,2607,2426,4102
2827,2639,2401,4106
2978,2754,2368,4102
3025,2786,2335,4106
2927,2674,2298,4102
2876,2603,2269,4106
2961,2677,2235,4102
3025,2749,2204,4106
2931,2668,2168,4102
2827,2566,2138,4106
2888,2628,2102,4102
3025,2786,2072,4106
3019,2811,2038,4102
2876,2676,2006,4106
2784,2554,1969,4102
2827,2566,1940,4106
2888,2640,1910,4102
2876,2676,1875,4106
2822,2653,1823,4102
2827,2639,1776,4106
2883,2654,1737,4102
2926,2676,1710,4106
2890,2652,1677,4102
2827,2603,1644,4106
2811,2583,1610,4102
2876,2639,1579,4106
2937,2708,1542,4102
2926,2713,1513,4106
2842,2635,1492,4102
2777,2566,1480,4106
2773,2568,1463,4102
2827,2639,1447,4106
2885,2712,1429,4102
2926,2749,1414,4106
2907,2721,1395,4102
2827,2639,1381,4106
2718,2535,1367,4102
2678,2493,1348,4106
2736,2545,1316,4102
2827,2639,1283,4106
2813,2636,1258,4102
2678,2493,1250,4106
2531,2324,1239,4102
2529,2309,1217,4106
2655,2433,1181,4102
2777,2529,1151,4106
2787,2494,1130,4102
2727,2419,1118,4106
2638,2363,1103,4102
2529,2273,1085,4106
2437,2134,1065,4102
2479,2090,1052,4106
2619,2177,1047,4102
2678,2236,1052,4106
2571,2125,1057,4102
2479,1980,1052,4106
2518,1959,1034,4102
2579,2016,1020,4106
2530,1987,1016,4102
2479,1906,1020,4106
2511,1903,1010,4102
2529,1980,987,4106
2448,1971,961,4102
2430,1833,954,4106
2565,1707,956,4102
2678,1760,954,4106
2572,1938,936,4102
2380,2053,921,4106
2301,1969,917,4102
2331,1796,921,4106
2345,1737,911,4102
2380,1870,888,4106
2458,2020,863,4102
2479,2016,855,4106
2382,1905,856,4102
2331,1906,855,4106
2423,2050,840,4102
2529,2163,822,4106
2507,2148,814,4102
2479,2163,822,4106
2567,2298,830,4102
2678,2419,822,4106
2668,2391,801,4102
2628,2346,789,4106
2679,2427,790,4102
2777,2566,789,4106
2810,2609,773,4102
2827,2603,756,4106
2870,2628,752,4102
2876,2639,756,4106
2784,2558,746,4102
2727,2493,724,4106
2804,2555,699,4102
2926,2676,691,4106
2935,2697,689,4102
2876,2639,691,4106
2869,2620,686,4102
2926,2676,691,4106
2931,2707,700,4102
2876,2676,724,4106
2853,2631,750,4102
2926,2639,789,4106
3000,2672,832,4102
2975,2676,888,4106
2854,2620,954,4102
2777,2566,1052,4106
2819,2581,1174,4102
2926,2676,1316,4106
2938,2725,1455,4102
2827,2639,1612,4106
2708,2487,1783,4102
2727,2456,1973,4106
2819,2562,2164,4102
2827,2639,2368,4106
2722,2564,2578,4102
2678,2456,2796,4106
2754,2451,2996,4102
2827,2529,3190,4106
2783,2570,3373,4102
2727,2566,3552,4106
2732,2530,3706,4102
2727,2456,3848,4106
2648,2365,3978,4102
2628,2383,4111,4106
2734,2514,4231,4102
2827,2603,4341,4106
2750,2516,4428,4102
2628,2383,4506,4106
2633,2369,4570,4102
2727,2456,4637,4106
2711,2457,4690,4102
2579,2346,4736,4106
2498,2268,4764,4102
2579,2346,4802,4106
2688,2475,4836,4102
2678,2493,4868,4106
2551,2378,4878,4102
2479,2309,4900,4106
2547,2400,4928,4102
2678,2566,4966,4106
2704,2603,4983,4102
2628,2493,4999,4106
2595,2424,5009,4102
2727,2566,5032,4106
2913,2781,5043,4102
2975,2823,5065,4106
2888,2665,5080,4102
2827,2566,5098,4106
2870,2649,5094,4102
2926,2749,5098,4106
2884,2684,5105,4102
2827,2566,5131,4106
2839,2565,5136,4102
2876,2639,5131,4106
2824,2611,5106,4102
2727,2493,5098,4106
2687,2411,5092,4102
2727,2419,5098,4106
2767,2444,5084,4102
2777,2456,5065,4106
2732,2441,5027,4102
2628,2383,4999,4106
2519,2294,4964,4102
2529,2273,4933,4106
2624,2317,4885,4102
2628,2309,4835,4106
2470,2191,4767,4097
2331,2090,4703,4090
2333,2093,4630,4069
2380,2126,4572,4058
2335,2090,4506,4043
2281,2053,4440,4042
2300,2071,4354,4032
2331,2090,4276,4026
2275,2042,4200,4010
2231,2016,4144,4009
2278,2048,4078,4006
2331,2053,4012,4009
2282,1972,3937,3998
2231,1943,3881,3993
2278,2032,3827,3982
2331,2090,3782,3977
2222,1938,3726,3963
1984,1650,3684,3961
1757,1400,3644,3958
1636,1246,3618,3961
1680,1158,3581,3949
1984,1210,3552,3945
2549,1505,3517,3940
3223,1980,3486,3945
3848,2413,3445,3935
4364,2676,3420,3929
4654,2842,3401,3921
4513,3043,3388,3929
3903,3242,3353,3929
3124,3263,3322,3929
2497,2974,3297,3916
2083,2493,3289,3913
1746,2046,3262,3907
1438,1760,3223,3913
1152,1527,3178,3909
843,1210,3157,3913
454,794,3142,3909
50,403,3124,3913
-322,91,3087,3909
-694,-183,3059,3913
-1118,-454,3038,3909
-1488,-623,3026,3913
-1667,-586,2994,3908
-1636,-367,2960,3913
-1518,-133,2922,3911
-1339,37,2894,3913
-983,241,2859,3900
-298,660,2828,3897
632,1281,2794,3892
1537,1906,2763,3897
2143,2317,2723,3892
2430,2493,2697,3897
2529,2520,2678,3895
2579,2493,2664,3897
2608,2434,2632,3884
2628,2383,2598,3881
2646,2354,2562,3877
2678,2346,2532,3881
2705,2347,2495,3870
2727,2383,2467,3865
2747,2446,2445,3854
2777,2493,2434,3848
2809,2495,2415,3828
2827,2493,2401,3816
2801,2495,2384,3804
2727,2456,2368,3800
2648,2363,2334,3782
2628,2309,2302,3768
2672,2357,2277,3748
2727,2456,2269,3736
2740,2503,2256,3714
2727,2493,2236,3703
2704,2457,2201,3692
2678,2419,2171,3687
2637,2368,2146,3669
2628,2346,2138,3655
2665,2371,2126,3637
2727,2419,2105,3623
2750,2433,2068,3595
2727,2419,2039,3575
2675,2398,2018,3554
2628,2383,2006,3542
2588,2358,1988,3517
2579,2346,1973,3494
2609,2367,1956,3465
2678,2419,1940,3446
2713,2445,1918,3419
2678,2419,1908,3398
2602,2366,1906,3370
2579,2346,1908,3349
2595,2342,1893,3321
2579,2309,1875,3301
2504,2246,1857,3276
2479,2236,1842,3253
2536,2295,1811,3217
2579,2346,1776,3188
2512,2307,1747,3160
2430,2236,1743,3140
2442,2213,1745,3107
2529,2236,1743,3076
2552,2216,1725,3040
2479,2126,1710,3011
2378,2001,1694,2971
2331,1906,1677,2931
2335,1870,1653,2885
2380,1906,1644,2850
2434,1964,1645,2815
2479,1980,1644,2786
2488,1915,1625,2746
2479,1833,1612,2705
2472,1791,1610,2659
2479,1796,1612,2625
2467,1780,1595,2591
2430,1723,1579,2560
2382,1657,1574,2517
2380,1650,1579,2480
2426,1708,1567,2444
2479,1796,1546,2415
2461,1832,1524,2376
2380,1796,1513,2335
2309,1733,1497,2290
2331,1723,1480,2254
2386,1751,1460,2214
2380,1760,1447,2174
2305,1735,1431,2129
2281,1760,1414,2093
2336,1841,1395,2059
2380,1906,1381,2029
2343,1911,1365,1990
2331,1943,1348,1948
2415,2040,1327,1903
2529,2126,1316,1868
2551,2127,1312,1834
2529,2126,1316,1803
2553,2202,1314,1763
2628,2309,1316,1723
2670,2347,1315,1680
2678,2346,1316,1642
2691,2371,1309,1602
2727,2419,1316,1562
2752,2427,1330,1514
2777,2419,1348,1465
2807,2442,1349,1413
2827,2493,1348,1369
2790,2497,1345,1327
2727,2456,1348,1288
2692,2434,1345,1241
2727,2493,1348,1192
2802,2586,1348,1139
2876,2639,1348,1095
2900,2614,1338,1053
2876,2566,1348,1014
2819,2537,1375,973
2777,2529,1414,934
2761,2508,1444,898
2777,2493,1513,870
2800,2511,1666,839
2827,2566,1940,805
2834,2593,2274,764
2827,2566,2598,725
2798,2511,2851,689
2777,2493,3059,660
2753,2488,3239,628
2727,2456,3420,596
2688,2404,3583,562
2678,2419,3749,531
2724,2503,3919,500
2827,2566,4111,467
2899,2526,4294,432
2876,2456,4473,403
2767,2445,4634,377
2678,2493,4802,354
2655,2500,4963,328
2678,2456,5131,306
2696,2423,5282,289
2727,2456,5427,274
2748,2486,5545,252
2727,2456,5657,225
2671,2397,5752,198
2678,2419,5854,177
2748,2502,5940,160
2777,2529,6019,145
2682,2436,6068,129
2579,2346,6117,113
2587,2367,6159,96
2678,2456,6216,81
2699,2476,6253,64
2628,2419,6282,48
2558,2358,6289,31
2579,2346,6315,16
2627,2354,6342,5
2628,2383,6380,0
2579,2431,6394,-1
2579,2493,6413,0
2661,2543,6423,0
2777,2603,6446,0
2817,2646,6456,0
2777,2639,6479,0
2721,2583,6492,0
2727,2566,6512,0
2775,2603,6507,0
2827,2639,6512,0
2868,2640,6517,0
2926,2676,6545,0
2959,2743,6550,0
2926,2749,6545,0
2844,2646,6517,0
2827,2566,6512,0
2888,2593,6507,0
2926,2639,6512,0
2843,2561,6492,0
2727,2419,6479,0
2702,2369,6457,0
2777,2456,6446,0
2824,2545,6412,0
2777,2529,6380,0
2652,2408,6338,0
2529,2273,6315,0
2449,2184,6280,0
2430,2163,6249,0
2420,2155,6195,0
2380,2126,6150,0
2321,2095,6095,0
2331,2126,6051,0
2411,2201,5986,0
2479,2236,5920,0
2419,2162,5841,0
2281,2053,5788,0
2188,2004,5736,0
2231,2053,5690,0
2333,2114,5617,0
2380,2126,5558,0
2333,2085,5500,0
2281,2053,5460,0
2277,2040,5403,0
2281,2016,5361,0
2198,1921,5319,0
2033,1760,5295,0
1866,1586,5255,0
1785,1466,5229,0
1832,1412,5203,0
2033,1430,5196,0
2396,1563,5175,0
2926,1870,5164,0
3604,2310,5142,0
4314,2749,5131,0
4762,3056,5105,0
4661,3226,5098,0
4039,3317,5092,0
3273,3336,5098,0
2668,3164,5081,0
2231,2749,5065,0
1830,2224,5041,0
1488,1833,5032,0
1250,1624,5012,0
1041,1430,4999,0
716,1085,4976,0
298,660,4966,0
-121,295,4946,0
-496,37,4933,0
-853,-168,4911,0
-1141,-293,4900,0
-1309,-289,4881,0
-1388,-183,4868,0
-1471,-99,4844,0
-1488,-37,4835,0
-1225,159,4818,0
-496,660,4802,0
562,1393,4764,-1
1587,2090,4736,0
2248,2484,4710,6
2529,2566,4703,16
2599,2497,4684,26
2628,2456,4670,32
2666,2476,4648,38
2727,2529,4637,48
2789,2573,4617,59
2827,2603,4604,64
2824,2598,4583,63
2827,2566,4572,64
2854,2539,4551,73
2876,2566,4539,81
2855,2621,4517,82
2827,2639,4506,81
2851,2600,4485,81
2926,2566,4473,81
2968,2567,4452,73
2926,2566,4440,64
2846,2534,4419,62
2827,2529,4407,64
2863,2573,4386,65
2876,2603,4374,64
2820,2541,4353,65
2777,2456,4341,64
2779,2436,4321,59
2777,2493,4308,48
2717,2535,4287,39
2678,2529,4276,32
2713,2489,4256,25
2777,2456,4243,16
2785,2449,4219,6
2777,2493,4210,0
2798,2550,4203,-1
2827,2566,4210,0
2791,2512,4197,1
2727,2456,4177,0
2684,2439,4148,0
2678,2456,4144,0
2684,2480,4144,0
2727,2529,4144,0
2781,2578,4121,0
2777,2566,4111,0
2676,2467,4107,0
2579,2383,4111,0
2572,2392,4091,0
2628,2456,4078,0
2621,2438,4071,0
2529,2309,4078,0
2431,2164,4064,0
2430,2126,4045,0
2506,2181,4020,0
2579,2236,4012,0
2574,2216,4004,0
2529,2163,4012,0
2501,2128,4015,0
2529,2126,4012,0
2567,2115,3988,0
2579,2090,3980,0
2548,2051,3977,0
2529,2016,3980,0
2555,1984,3958,0
2628,1980,3947,0
2668,1975,3943,0
2628,1943,3947,0
2543,1893,3927,0
2529,1906,3914,0
2590,1978,3908,0
2628,2016,3914,0
2563,1938,3896,0
2479,1833,3881,0
2468,1816,3872,0
2529,1906,3881,0
2572,1994,3869,0
2579,2016,3848,0
2557,1986,3819,0
2529,1980,3815,0
2504,2029,3814,0
2529,2126,3815,0
2576,2197,3797,0
2579,2200,3782,0
2509,2145,3771,0
2479,2126,3782,0
2553,2177,3786,0
2678,2273,3782,0
2745,2349,3759,0
2777,2419,3749,0
2834,2516,3745,0
2926,2639,3749,0
2964,2706,3732,0
2926,2676,3716,0
2865,2611,3704,0
2876,2639,3716,0
2951,2763,3720,0
3025,2859,3716,0
3012,2811,3693,0
2926,2676,3684,0
2833,2580,3676,0
2827,2603,3684,0
2907,2704,3680,0
3025,2823,3684,0
3089,2885,3679,0
3075,2859,3684,0
2997,2759,3676,0
2926,2676,3684,0
2885,2657,3699,0
2876,2676,3749,0
2856,2656,3806,0
2827,2603,3881,0
2790,2557,3951,0
2777,2566,4045,0
2786,2613,4148,0
2827,2676,4276,0
2863,2702,4399,0
2876,2676,4539,0
2852,2619,4677,0
2827,2603,4835,0
2801,2625,4982,0
2777,2639,5131,0
2754,2603,5259,0
2777,2566,5394,0
2818,2558,5519,0
2827,2566,5657,0
2786,2556,5785,0
2777,2566,5920,0
2812,2606,6036,0
2827,2639,6150,0
2769,2611,6245,0
2727,2566,6347,0
2761,2559,6432,0
2827,2603,6512,0
2823,2625,6560,0
2777,2603,6611,0
2754,2563,6653,0
2777,2566,6709,0
2771,2592,6744,0
2727,2603,6775,0
2693,2578,6785,0
2727,2566,6808,0
2776,2569,6820,0
2777,2566,6841,0
2731,2546,6839,0
2727,2566,6841,0
2765,2619,6829,0
2777,2639,6841,0
2732,2591,6851,0
2727,2566,6874,0
2788,2613,6872,0
2827,2676,6874,0
2767,2676,6863,0
2727,2676,6874,0
2828,2757,6881,0
3025,2896,6907,0
3127,2967,6909,0
3075,2933,6907,0
2963,2835,6879,0
2926,2749,6874,0
2953,2694,6868,0
2975,2676,6874,0
2950,2665,6853,0
2926,2639,6841,0
2922,2590,6820,0
2926,2566,6808,0
2899,2578,6770,0
2876,2603,6742,0
2874,2594,6706,0
2876,2566,6676,0
2821,2519,6621,0
2727,2456,6578,0
2648,2381,6536,0
2628,2346,6512,0
2619,2350,6462,0
2579,2346,6413,0
2512,2293,6354,0
2479,2236,6315,0
2466,2198,6262,0
2430,2163,6216,0
2355,2116,6157,0
2331,2126,6117,0
2374,2190,6065,0
2430,2236,6019,0
2416,2212,5958,0
2380,2200,5920,0
2356,2228,5881,0
2331,2236,5854,0
2282,2171,5811,0
2281,2126,5788,0
2332,2154,5767,0
2331,2163,5756,0
2187,2008,5717,0
1984,1723,5690,0
1834,1456,5664,0
1785,1320,5657,0
1895,1319,5634,0
2281,1466,5624,0
2925,1796,5606,0
3620,2273,5591,0
4200,2724,5551,0
4661,3006,5525,0
4916,3158,5503,0
4711,3336,5492,0
3962,3507,5455,0
3025,3446,5427,0
2321,3014,5402,0
1934,2419,5394,0
1646,1953,5362,0
1339,1686,5328,0
1017,1440,5286,0
694,1100,5262,0
330,708,5226,0
-50,367,5196,0
-427,83,5157,0
-793,-147,5131,0
-1128,-293,5094,0
-1339,-293,5065,0
-1426,-166,5026,0
-1488,0,4999,0
-1577,119,4962,0
-1488,257,4933,0
-960,565,4894,0
50,1136,4868,0
1199,1813,4832,0
2083,2346,4802,0
2523,2600,4759,0
2678,2676,4736,0
2738,2690,4716,0
2777,2676,4703,0
2774,2613,4668,0
2777,2566,4637,0
2821,2584,4601,0
2876,2639,4572,0
2884,2655,4529,0
2876,2639,4506,0
2896,2634,4486,0
2926,2639,4473,0
2926,2622,4435,0
2926,2603,4407,0
2955,2611,4385,0
2975,2639,4374,0
2939,2649,4340,0
2876,2639,4308,0
2836,2609,4281,0
2827,2566,4276,0
2831,2533,4258,0
2876,2566,4243,0
2929,2629,4220,0
2926,2639,4210,0
2840,2560,4190,0
2777,2493,4177,0
2802,2506,4156,0
2876,2566,4144,0
2900,2582,4123,0
2876,2566,4111,0
2844,2570,4091,0
2827,2603,4078,0
2796,2593,4055,0
2777,2529,4045,0
2789,2471,4028,0
2827,2493,4012,0
2824,2551,3985,0
2777,2566,3980,0
2725,2508,3979,0
2727,2456,3980,0
2744,2449,3957,0
2727,2456,3947,0
2677,2432,3944,0
2678,2419,3947,0
2723,2440,3926,0
2727,2456,3914,0
2632,2411,3909,0
2529,2346,3914,0
2486,2293,3894,0
2479,2236,3881,0
2444,2148,3875,0
2430,2090,3881,0
2471,2096,3864,0
2529,2126,3848,0
2534,2104,3839,0
2529,2053,3848,0
2553,2009,3837,0
2579,1980,3815,0
2539,1935,3786,0
2479,1906,3782,0
2471,1905,3782,0
2529,1906,3782,0
2572,1868,3762,0
2579,1833,3749,0
2581,1846,3742,0
2628,1906,3749,0
2677,1934,3737,0
2678,1906,3716,0
2618,1850,3688,0
2579,1833,3684,0
2591,1860,3683,0
2628,1906,3684,0
2620,1921,3665,0
2579,1906,3651,0
2539,1888,3632,0
2529,1906,3618,0
2509,1933,3594,0
2479,1943,3585,0
2470,1938,3581,0
2529,1980,3585,0
2616,2069,3568,0
2678,2163,3552,0
2679,2207,3531,0
2678,2236,3519,0
2711,2283,3496,-1
2777,2346,3486,0
2816,2386,3481,1
2827,2419,3486,0
2834,2465,3472,-3
2876,2529,3453,0
2917,2576,3429,8
2926,2603,3420,16
2894,2596,3403,22
2876,2566,3388,32
2889,2537,3363,53
2926,2566,3355,81
2950,2635,3348,106
2975,2676,3355,129
3002,2643,3350,153
3025,2603,3355,177
2995,2607,3351,196
2926,2639,3355,209
2865,2634,3346,223
2876,2603,3355,242
2918,2575,3372,260
2926,2566,3420,274
2869,2557,3476,283
2827,2566,3552,290
2836,2588,3626,298
2876,2603,3716,306
2884,2583,3813,314
2876,2566,3947,322
2874,2565,4090,326
2876,2566,4243,322
2836,2532,4380,312
2777,2493,4539,306
2745,2477,4701,306
2777,2493,4868,306
2818,2497,5000,299
2827,2493,5131,290
2794,2486,5257,282
2777,2493,5394,274
2778,2483,5508,260
2777,2456,5624,242
2747,2422,5735,225
2727,2419,5854,209
2726,2438,5943,189
2727,2456,6019,161
2698,2441,6076,133
2678,2419,6150,113
2690,2407,6217,93
2727,2419,6282,64
2736,2436,6316,27
2727,2456,6347,0
2718,2462,6370,-6
2727,2456,6413,0
2729,2431,6446,3
2727,2419,6479,0
2722,2428,6490,-2
2727,2456,6512,0
2712,2455,6525,1
2678,2419,6545,0
2636,2377,6541,-1
2628,2383,6545,0
2633,2411,6539,0
2628,2419,6545,0
2608,2399,6536,0
2628,2419,6545,0
2670,2474,6554,0
2678,2493,6578,0
2630,2440,6577,0
2628,2419,6578,0
2729,2503,6567,0
2876,2639,6578,0
2944,2700,6576,0
2926,2676,6578,0
2884,2627,6556,0
2876,2603,6545,0
2877,2581,6523,0
2876,2566,6512,0
2869,2560,6488,0
2876,2566,6479,0
2880,2553,6460,0
2876,2529,6446,0
2852,2504,6409,0
2827,2493,6380,0
2797,2477,6343,0
2777,2456,6315,0
2753,2420,6263,0
2727,2383,6216,0
2683,2342,6159,0
2628,2309,6117,0
2554,2264,6062,0
2479,2200,6019,0
2415,2127,5968,0
2380,2090,5920,0
2354,2084,5817,0
2331,2090,5657,0
2311,2081,5444,0
2331,2090,5262,0
2348,2100,5123,0
2331,2090,5032,0
2277,2050,4939,0
2281,2053,4868,0
2344,2099,4807,0
2380,2126,4769,0
2316,2077,4715,0
2231,2016,4670,0
2212,1995,4627,0
2231,1980,4604,0
2179,1879,4568,0
2033,1686,4539,0
1854,1455,4509,-2
1736,1246,4506,0
1780,1110,4493,10
2083,1136,4473,32
2622,1402,4431,58
3273,1870,4407,81
3939,2367,4387,96
4562,2749,4374,113
4949,3019,4339,135
4810,3263,4308,161
4097,3438,4272,186
3174,3373,4243,209
2427,2955,4200,233
1934,2346,4177,258
1538,1806,4160,281
1190,1466,4144,306
917,1222,4095,330
694,953,4045,354
426,634,4003,377
99,330,3980,403
-278,49,3943,428
-694,-220,3914,451
-1121,-462,3889,467
-1438,-587,3881,483
-1602,-558,3853,505
-1686,-440,3815,531
-1778,-340,3770,557
-1736,-220,3749,580
-1310,84,3733,598
-397,697,3716,612
721,1462,3679,624
1636,2090,3651,644
2127,2400,3628,669
2331,2493,3618,692
2455,2518,3588,703
2579,2529,3552,708
2662,2504,3509,719
2727,2493,3486,741
2805,2537,3466,760
2876,2603,3453,773
2888,2618,3423,779
2876,2603,3388,789
2890,2610,3344,804
2926,2639,3322,821
2935,2636,3304,831
2926,2603,3289,837
2925,2573,3253,843
2926,2566,3223,853
2890,2564,3198,862
2827,2566,3190,870
2780,2570,3173,875
2777,2566,3157,886
2784,2533,3136,896
2777,2493,3124,902
2744,2470,3105,899
2727,2493,3092,902
2739,2533,3072,909
2777,2566,3059,918
2793,2560,3039,917
2777,2529,3026,918
2738,2494,3007,924
2727,2493,2993,934
2745,2521,2972,936
2777,2566,2960,934
2785,2584,2943,932
2777,2566,2927,934
2752,2521,2902,933
2727,2493,2894,934
2695,2485,2892,934
2678,2493,2894,934
2671,2491,2877,931
2678,2493,2861,934
2677,2494,2843,941
2678,2493,2828,950
2662,2474,2804,951
2628,2456,2796,950
2585,2439,2795,948
2579,2419,2796,950
2590,2380,2776,949
2579,2346,2763,950
2533,2323,2759,950
2529,2309,2763,950
2568,2277,2746,942
2579,2236,2730,934
2504,2193,2723,930
2430,2163,2730,934
2427,2137,2718,935
2479,2126,2697,934
2509,2113,2671,930
2529,2090,2664,934
2557,2047,2661,941
2579,2016,2664,950
2552,1997,2651,951
2529,1980,2631,950
2558,1940,2605,948
2628,1906,2598,950
2655,1895,2598,950
2628,1906,2598,950
2584,1897,2579,949
2579,1870,2565,950
2598,1849,2559,949
2628,1870,2565,950
2636,1900,2563,949
2628,1906,2565,950
2600,1877,2565,949
2579,1870,2565,950
2567,1899,2548,949
2579,1943,2532,950
2586,1950,2523,949
2579,1943,2532,950
2547,1958,2536,950
2529,2016,2532,950
2539,2079,2513,948
2579,2126,2500,950
2609,2146,2491,951
2628,2163,2500,950
2641,2186,2503,941
2678,2236,2500,934
2725,2294,2479,931
2777,2346,2467,934
2807,2379,2461,933
2827,2419,2467,934
2828,2463,2465,934
2827,2493,2467,934
2818,2490,2464,926
2827,2493,2467,918
2846,2520,2462,914
2876,2566,2467,918
2884,2582,2468,920
2876,2566,2467,918
2862,2536,2446,909
2876,2529,2434,902
2902,2541,2436,894
2926,2566,2467,886
2926,2584,2488,875
2926,2603,2500,870
2926,2608,2501,863
2926,2603,2532,853
2901,2580,2587,836
2876,2566,2664,821
2863,2561,2737,812
2876,2566,2828,805
2882,2564,2933,790
2876,2566,3059,773
2849,2567,3181,756
2827,2566,3322,741
2813,2546,3475,722
2827,2529,3651,708
2836,2521,3817,701
2827,2529,3980,692
2792,2531,4117,675
2777,2529,4243,660
2777,2512,4348,651
2777,2493,4473,644
2762,2477,4604,629
2777,2493,4736,612
2813,2519,4836,601
2827,2529,4933,596
2778,2506,5029,583
2727,2493,5131,564
2713,2494,5203,543
2727,2493,5262,531
2724,2465,5306,524
2727,2456,5361,515
2750,2474,5407,499
2777,2493,5460,483
2760,2473,5495,471
2727,2456,5525,467
2712,2468,5536,462
2727,2493,5558,451
2731,2481,5574,433
2727,2456,5591,419
2720,2444,5585,409
2727,2456,5591,403
2729,2457,5601,389
2727,2456,5624,370
2707,2455,5624,351
2678,2456,5624,338
2640,2438,5616,330
2628,2419,5624,322
2643,2410,5620,309
2678,2419,5624,290
2688,2421,5618,270
2678,2419,5624,258
2662,2414,5618,250
2678,2419,5624,242
2692,2420,5621,226
2678,2419,5624,209
2634,2413,5606,199
2628,2419,5591,193
2659,2422,5567,186
2678,2419,5558,177
2646,2409,5539,168
2628,2419,5525,161
2650,2431,5491,154
2678,2419,5460,145
2655,2373,5418,135
2628,2346,5394,129
2626,2357,5361,122
2628,2383,5328,113
2595,2372,5272,102
2579,2346,5229,97
2602,2334,5190,97
2628,2346,5164,97
2602,2349,5114,89
2579,2346,5065,81
2596,2340,5007,78
2628,2346,4966,81
2610,2355,4914,81
2579,2383,4868,81
2582,2408,4811,81
2628,2419,4769,81
2671,2417,4717,78
2727,2456,4670,81
2801,2544,4613,89
2876,2639,4572,97
2910,2679,4531,96
2926,2676,4506,97
2933,2656,4469,104
2926,2639,4440,113
2892,2615,4402,114
2876,2603,4374,113
2881,2591,4337,118
2876,2566,4308,129
2838,2517,4270,138
2827,2493,4243,145
2857,2507,4215,152
2876,2529,4210,161
2816,2506,4197,170
2727,2456,4177,177
2677,2409,4135,184
2678,2383,4111,193
2666,2348,4093,202
2628,2309,4078,209
2576,2270,4040,216
2529,2236,4012,225
2476,2196,3992,236
2430,2163,3980,242
2381,2138,3943,241
2331,2126,3914,242
2280,2117,3892,248
2281,2126,3881,258
2312,2134,3846,266
2331,2126,3815,274
2299,2095,3792,282
2281,2090,3782,290
2305,2106,3750,291
2331,2126,3716,290
2313,2124,3688,293
2331,2126,3684,306
2359,2121,3670,318
2281,2090,3651,322
2109,1973,3613,320
2033,1760,3585,322
2003,1520,3560,331
1785,1356,3552,338
1540,1239,3537,338
1785,1136,3519,338
2503,1249,3482,345
3124,1796,3453,354
3635,2481,3428,356
4562,2786,3420,354
5449,2864,3405,358
4860,3336,3388,370
2761,3957,3354,382
1388,3666,3322,386
2420,2412,3283,385
4612,1723,3256,386
5512,2483,3231,393
4562,3483,3223,403
3036,3153,3209,410
1884,1796,3190,419
981,775,3153,428
149,477,3124,435
-453,237,3101,435
-793,-220,3092,435
-1115,-559,3074,440
-1488,-623,3059,451
-1784,-636,3038,460
-1934,-660,3026,467
-2014,-578,3007,474
-1984,-367,2993,483
-1662,-74,2973,491
-893,403,2960,499
163,1095,2941,507
1141,1796,2927,515
1742,2227,2907,522
2033,2383,2894,531
2229,2428,2875,539
2430,2493,2861,547
