II,aVF,ABP,RESP
1406,2195,3407,0
1342,2153,3410,0
1332,2065,3407,0
1394,2020,3382,0
1406,2065,3363,0
1283,2122,3351,0
1110,2065,3363,0
1021,1888,3369,0
1036,1743,3363,0
1075,1733,3335,0
1110,1807,3320,0
1167,1851,3314,0
1258,1872,3320,0
1347,1939,3314,0
1406,2065,3320,0
1403,2148,3323,0
1332,2130,3320,0
1252,2046,3291,0
1258,2001,3276,0
1305,2015,3274,0
1258,2065,3276,0
1106,2119,3251,0
1036,2195,3232,0
1147,2256,3228,0
1332,2259,3232,0
1471,2203,3210,0
1629,2195,3189,0
1827,2260,3180,0
1925,2324,3189,0
1803,2296,3173,0
1629,2259,3145,0
1623,2332,3113,0
1777,2517,3101,0
1878,2651,3083,0
1851,2646,3058,0
1799,2568,3011,0
1851,2582,2970,0
1993,2722,2935,0
2147,2905,2927,0
2225,3006,2923,0
2221,3034,2927,0
2189,3047,2908,0
2221,3098,2883,0
2322,3161,2849,0
2443,3227,2839,0
2548,3307,2835,0
2665,3421,2839,0
2773,3516,2829,0
2813,3550,2839,0
2768,3534,2867,0
2739,3550,2927,0
2794,3615,2984,0
2887,3679,3058,0
2919,3673,3145,0
2887,3615,3276,0
2844,3544,3423,0
2813,3485,3582,0
2755,3419,3728,0
2665,3356,3887,0
2555,3299,4042,0
2443,3227,4193,0
2329,3092,4319,0
2221,2905,4455,0
2093,2717,4599,0
1925,2582,4761,0
1745,2463,4911,0
1629,2324,5067,0
1571,2188,5207,0
1481,2130,5329,0
1300,2110,5413,0
1110,2001,5504,0
1002,1732,5595,0
962,1420,5678,0
905,1203,5722,0
814,1097,5766,0
727,1006,5811,-1
666,904,5853,0
603,836,5855,1
518,839,5853,0
407,840,5854,-3
296,775,5853,0
225,660,5800,13
222,581,5722,33
226,533,5641,52
148,452,5591,66
-18,326,5532,80
-148,258,5460,99
-149,285,5364,124
-74,323,5285,149
-62,292,5212,167
-148,258,5154,182
-233,287,5084,197
-222,323,5023,215
-158,277,4954,237
-148,194,4892,265
-206,164,4818,293
-222,194,4761,315
-127,211,4710,330
0,194,4674,348
22,162,4612,372
-74,129,4543,398
-165,104,4463,415
-148,129,4412,431
-55,222,4365,452
0,323,4324,480
-48,338,4260,507
-148,258,4193,530
-195,178,4118,552
-148,194,4062,580
-75,277,4009,607
-74,323,3975,629
-152,297,3932,645
-222,258,3887,663
-210,217,3819,685
-148,129,3756,712
-136,50,3700,736
-222,129,3669,762
-338,347,3629,787
-370,452,3582,812
-284,294,3523,833
-148,65,3494,861
-44,36,3475,894
0,194,3451,928
-13,303,3397,952
-74,258,3363,977
-140,179,3355,1007
-148,194,3363,1044
-97,275,3342,1076
-74,323,3320,1110
-135,300,3308,1141
-222,258,3320,1176
-230,245,3319,1206
-148,258,3320,1242
-71,281,3315,1281
-74,323,3320,1325
-126,376,3312,1364
-148,387,3320,1408
-118,330,3335,1453
-74,258,3363,1507
-41,235,3379,1561
0,258,3407,1623
52,308,3444,1686
74,387,3494,1756
44,459,3522,1820
0,452,3538,1888
-31,386,3547,1957
-74,387,3582,2037
-138,476,3624,2113
-148,516,3669,2186
-34,443,3692,2248
148,387,3713,2319
257,448,3728,2392
222,516,3756,2468
102,451,3778,2531
0,323,3800,2601
-28,298,3802,2671
0,387,3800,2750
19,440,3791,2820
0,387,3800,2899
-2,333,3806,2978
74,387,3800,3064
164,491,3770,3141
148,516,3756,3230
63,473,3755,3321
74,516,3756,3412
175,693,3731,3484
148,839,3713,3561
-70,803,3708,3641
-222,645,3713,3727
-100,497,3691,3798
148,387,3669,3876
279,307,3658,3952
296,323,3669,4025
314,439,3656,4073
296,516,3625,4124
196,476,3588,4177
148,452,3582,4224
236,528,3584,4231
296,581,3582,4224
214,543,3555,4215
148,581,3538,4224
207,752,3531,4223
222,839,3538,4224
111,735,3534,4218
74,645,3538,4224
159,637,3539,4221
148,516,3538,4224
106,374,3513,4219
370,581,3494,4224
694,928,3487,4220
296,645,3494,4224
-746,-243,3479,4219
-1184,-581,3451,4224
-348,242,3416,4220
740,1226,3407,4224
847,1231,3404,4219
222,581,3407,4224
-101,318,3401,4219
74,581,3407,4224
213,758,3409,4219
148,645,3407,4224
155,548,3383,4219
222,516,3363,4224
90,328,3340,4219
-222,0,3320,4224
-440,-209,3289,4219
-518,-258,3276,4224
-622,-331,3274,4219
-814,-516,3276,4224
-988,-712,3253,4219
-1110,-839,3232,4224
-1262,-925,3222,4219
-1481,-1033,3232,4224
-1665,-1184,3232,4219
-1703,-1355,3232,4224
-1629,-1517,3227,4219
-1629,-1678,3232,4224
-1826,-1881,3229,4219
-2147,-2130,3232,4224
-2459,-2414,3229,4219
-2739,-2711,3232,4224
-3041,-2998,3227,4219
-3331,-3227,3232,4224
-3497,-3375,3232,4219
-3479,-3421,3232,4224
-3345,-3323,3223,4219
-3183,-3034,3232,4224
-3005,-2628,3252,4219
-2739,-2259,3276,4224
-2322,-1983,3277,4219
-1777,-1678,3276,4224
-1214,-1251,3273,4219
-740,-775,3276,4224
-379,-382,3256,4219
-74,-65,3232,4224
233,274,3215,4219
518,645,3232,4224
680,941,3256,4219
666,1097,3276,4224
596,1192,3273,4219
666,1355,3276,4224
920,1615,3276,4219
1184,1872,3276,4224
1311,2026,3252,4219
1332,2065,3232,4224
1363,2044,3221,4219
1406,2001,3232,4224
1415,1955,3234,4219
1406,1936,3232,4224
1453,1979,3224,4219
1555,2065,3232,4224
1649,2128,3236,4219
1703,2130,3232,4224
1738,2110,3207,4219
1777,2130,3189,4224
1793,2177,3180,4219
1777,2195,3189,4224
1756,2175,3189,4219
1777,2195,3189,4224
1802,2269,3183,4219
1777,2324,3189,4224
1711,2277,3189,4219
1703,2195,3189,4224
1756,2180,3170,4219
1777,2259,3145,4224
1720,2328,3113,4219
1703,2324,3101,4224
1778,2269,3097,4219
1851,2259,3101,4224
1821,2329,3095,4219
1777,2453,3101,4224
1803,2532,3105,4219
1851,2517,3101,4224
1822,2420,3074,4219
1777,2324,3058,4224
1793,2267,3054,4219
1851,2259,3058,4224
1878,2271,3036,4219
1925,2324,3014,4224
2033,2411,3002,4219
2147,2517,3014,4224
2170,2593,3015,4219
2147,2646,3014,4224
2158,2697,3007,4219
2221,2775,3014,4224
2267,2851,3013,4219
2295,2905,3014,4224
2322,2926,3007,4219
2369,2969,3014,4224
2426,3070,3014,4219
2517,3227,3014,4224
2611,3344,3003,4219
2665,3356,3014,4224
2676,3295,3033,4219
2739,3292,3058,4224
2882,3379,3055,4219
3035,3485,3058,4224
3105,3529,3078,4219
3109,3550,3145,4224
3083,3586,3225,4219
3035,3615,3320,4224
2971,3585,3414,4219
2961,3550,3538,4224
3013,3566,3677,4219
3035,3615,3844,4224
2944,3594,4011,4219
2813,3485,4193,4224
2764,3359,4367,4219
2813,3292,4543,4224
2834,3249,4707,4219
2739,3163,4892,4224
2550,3022,5085,4219
2369,2905,5285,4224
2240,2821,5449,4219
2147,2711,5591,4224
2043,2523,5715,4219
1925,2324,5853,4224
1787,2157,5974,4219
1629,2001,6071,4224
1462,1821,6121,4219
1332,1678,6159,4224
1231,1589,6182,4219
1110,1485,6202,4224
951,1313,6189,4219
814,1162,6159,4224
714,1089,6112,4219
592,1033,6071,4224
424,906,6012,4219
296,775,5940,4224
252,717,5847,4219
222,710,5766,4224
137,662,5678,4219
74,581,5591,4224
118,509,5478,4219
222,452,5373,4224
243,379,5272,4219
148,323,5198,4224
36,311,5112,4219
0,323,5023,4224
12,299,4921,4219
0,258,4848,4224
-47,258,4781,4219
-74,323,4717,4224
-67,386,4638,4219
-74,387,4586,4224
-120,340,4543,4219
-148,323,4499,4224
-117,358,4422,4219
-74,387,4368,4224
-90,346,4338,4219
-148,258,4324,4224
-176,195,4277,4219
-148,194,4237,4224
-103,227,4208,4219
-74,258,4193,4224
-67,268,4147,4219
-74,258,4106,4224
-82,246,4076,4219
-74,258,4062,4224
-60,294,4019,4219
-74,323,3975,4224
-120,326,3939,4219
-148,323,3931,4224
-123,327,3911,4219
-74,323,3887,4224
-54,292,3857,4219
-74,258,3844,4224
-112,249,3821,4219
-148,258,3800,4224
-164,261,3769,4219
-148,258,3756,4224
-127,256,3749,4219
-148,258,3756,4224
-204,276,3754,4219
-222,323,3756,4224
-160,357,3751,4219
-74,323,3756,4224
-44,254,3753,4219
-74,258,3756,4224
-118,346,3751,4219
-148,387,3756,4224
-162,303,3753,4219
-148,194,3756,4224
-108,186,3762,4219
-74,258,3800,4224
-71,309,3845,4219
-74,323,3887,4224
-47,348,3905,4219
0,387,3931,4224
23,399,3957,4219
0,387,3975,4224
-42,384,3953,4219
-74,387,3931,4224
-101,365,3920,4219
-148,323,3931,4224
-205,301,3928,4220
-222,323,3931,4224
-168,362,3943,4219
-74,387,3975,4224
13,390,3985,4220
74,387,3975,4224
99,387,3944,4219
74,387,3931,4224
23,401,3926,4221
0,452,3931,4224
10,512,3914,4218
0,516,3887,4224
-29,450,3853,4223
0,387,3844,4224
95,394,3842,4205
148,452,3844,4191
107,497,3822,4171
74,516,3800,4158
117,524,3774,4125
148,516,3756,4091
84,484,3729,4052
0,452,3713,4025
-12,445,3704,3990
0,452,3713,3959
-20,450,3701,3920
0,452,3669,3893
117,480,3616,3858
222,516,3582,3826
208,524,3556,3781
148,516,3538,3743
143,515,3507,3705
148,516,3494,3677
121,526,3502,3641
148,581,3538,3611
231,649,3564,3573
222,645,3582,3545
125,606,3581,3508
148,645,3582,3478
276,692,3563,3441
222,581,3538,3412
7,467,3505,3376
0,645,3494,3346
159,851,3490,3309
-74,452,3494,3280
-711,-383,3487,3244
-888,-581,3494,3213
-136,294,3510,3171
740,1226,3538,3131
786,1179,3545,3083
222,516,3538,3048
-60,252,3511,3011
148,516,3494,2981
340,688,3484,2944
222,516,3494,2915
21,321,3499,2882
-74,258,3494,2849
-162,158,3467,2804
-370,-65,3451,2766
-623,-267,3443,2730
-814,-387,3451,2700
-950,-513,3448,2658
-1110,-710,3451,2617
-1272,-908,3448,2573
-1332,-1033,3451,2534
-1280,-1112,3445,2490
-1258,-1226,3451,2451
-1357,-1379,3453,2410
-1481,-1485,3451,2369
-1540,-1523,3424,2316
-1629,-1614,3407,2269
-1857,-1862,3399,2225
-2147,-2195,3407,2186
-2380,-2482,3403,2136
-2591,-2711,3407,2087
-2859,-2947,3408,2041
-3109,-3163,3407,2004
-3219,-3272,3382,1962
-3183,-3227,3363,1921
-3056,-3055,3354,1877
-2813,-2775,3363,1839
-2416,-2415,3362,1796
-1925,-2001,3363,1756
-1433,-1544,3359,1712
-962,-1033,3363,1673
-517,-525,3358,1630
-148,-129,3363,1590
106,122,3364,1547
296,323,3363,1507
489,554,3339,1464
666,775,3320,1424
770,920,3309,1382
814,1033,3320,1342
888,1216,3321,1298
1036,1485,3320,1259
1210,1752,3311,1222
1332,1936,3320,1193
1407,2048,3324,1161
1481,2130,3320,1126
1554,2189,3292,1084
1555,2195,3276,1044
1475,2158,3269,1002
1406,2130,3276,961
1426,2132,3272,916
1481,2130,3276,878
1475,2097,3278,843
1406,2065,3276,812
1346,2063,3251,772
1332,2065,3232,729
1334,2035,3224,685
1332,2001,3232,646
1329,1992,3229,606
1332,2001,3232,563
1331,1996,3233,519
1332,2001,3232,480
1331,2029,3208,446
1332,2065,3189,414
1350,2069,3180,380
1406,2065,3189,348
1447,2082,3187,316
1406,2130,3189,282
1301,2171,3188,245
1258,2195,3189,215
1320,2178,3167,191
1406,2130,3145,166
1438,2069,3131,132
1481,2065,3145,99
1587,2139,3152,74
1703,2259,3145,50
1728,2346,3115,21
1703,2388,3101,0
1711,2405,3097,-6
1777,2453,3101,0
1848,2535,3093,2
1925,2646,3101,0
2005,2732,3120,-2
2073,2775,3145,0
2105,2788,3144,1
2147,2840,3145,0
2219,2935,3144,-1
2295,3034,3145,0
2332,3077,3120,0
2369,3098,3101,0
2435,3138,3090,0
2517,3227,3101,0
2562,3328,3109,0
2591,3421,3145,0
2643,3488,3200,0
2739,3550,3276,0
2849,3609,3334,0
2961,3679,3407,0
3052,3747,3498,0
3109,3808,3625,0
3118,3828,3751,0
3109,3808,3887,0
3102,3783,4027,0
3109,3808,4193,0
3114,3838,4362,0
3109,3808,4543,0
3062,3738,4714,0
2961,3744,4892,0
2829,3800,5061,0
2739,3744,5242,0
2722,3497,5416,0
2739,3227,5591,0
2702,3089,5734,0
2591,3034,5853,0
2461,2923,5941,0
2369,2775,6028,0
2264,2650,6099,0
2073,2517,6159,0
1818,2302,6184,0
1629,2065,6202,0
1526,1901,6205,0
1406,1807,6202,0
1205,1693,6165,0
1036,1549,6115,0
983,1409,6059,0
962,1291,6028,0
845,1161,5991,0
666,1033,5940,0
527,922,5853,0
444,839,5766,0
363,766,5674,0
296,710,5591,0
259,654,5482,0
222,581,5373,0
166,496,5267,0
148,452,5198,0
171,454,5131,0
148,452,5067,0
32,396,4988,0
-74,323,4936,0
-90,275,4890,0
-74,258,4848,0
-109,248,4778,0
-148,258,4717,0
-121,293,4664,0
-74,323,4630,0
-112,306,4581,0
-222,258,4543,0
-280,216,4510,0
-222,194,4499,0
-139,186,4475,0
-148,194,4455,0
-242,203,4427,0
-296,194,4412,0
-242,175,4385,0
-148,194,4368,0
-115,242,4343,0
-148,258,4324,0
-192,219,4295,0
-222,194,4281,0
-235,226,4260,0
-222,258,4237,0
-200,215,4188,0
-222,129,4150,0
-282,92,4118,0
-296,129,4106,0
-245,180,4082,0
-222,194,4062,0
-271,184,4036,0
-296,194,4019,0
-225,228,3990,0
-148,258,3975,0
-185,247,3965,0
-296,194,3975,0
-347,139,3975,0
-296,129,3975,0
-210,161,3966,0
-148,194,3975,0
-126,200,3976,0
-148,194,3975,0
-197,191,3962,0
-222,194,3975,0
-194,210,3997,0
-148,258,4019,0
-131,314,4013,0
-148,323,4019,0
-181,281,4036,0
-222,258,4062,0
-247,289,4061,0
-222,323,4062,0
-165,302,4074,0
-148,258,4106,0
-192,246,4113,0
-222,258,4106,0
-168,259,4093,0
-74,258,4106,0
-37,284,4112,0
-74,323,4106,0
-107,335,4076,0
-74,323,4062,0
-13,315,4059,0
0,323,4062,0
-40,328,4041,0
-74,323,4019,0
-73,317,3992,0
-74,323,3975,0
-90,346,3945,0
-74,387,3931,0
-18,431,3926,0
0,452,3931,0
-68,431,3911,0
-148,387,3887,0
-144,363,3859,0
-74,387,3844,0
-17,434,3818,0
0,452,3800,0
1,422,3776,0
0,387,3756,0
15,397,3725,0
74,452,3713,0
148,504,3709,0
148,516,3713,0
65,491,3690,0
0,452,3669,0
22,430,3656,0
74,452,3669,0
63,477,3673,0
0,452,3669,0
-8,426,3644,0
74,516,3625,0
116,658,3613,0
0,645,3625,0
-139,493,3631,0
-74,452,3625,0
118,542,3596,0
148,516,3582,0
75,419,3577,0
222,581,3582,0
443,832,3561,0
148,516,3538,0
-608,-306,3523,0
-888,-581,3538,0
-214,221,3544,0
592,1162,3538,0
603,1183,3522,0
74,581,3538,0
-161,317,3566,0
0,516,3582,0
74,604,3557,0
-74,387,3538,0
-181,192,3533,0
-222,129,3538,0
-385,3,3515,0
-666,-258,3494,0
-886,-512,3487,0
-1036,-710,3494,0
-1198,-890,3476,0
-1332,-1033,3451,0
-1374,-1101,3435,0
-1406,-1162,3451,0
-1517,-1285,3458,0
-1629,-1420,3451,0
-1645,-1478,3422,0
-1629,-1485,3407,0
-1699,-1551,3400,0
-1851,-1743,3407,0
-2004,-2026,3405,0
-2147,-2324,3407,0
-2336,-2612,3402,0
-2591,-2905,3407,0
-2872,-3183,3404,0
-3109,-3356,3407,0
-3211,-3364,3404,0
-3109,-3227,3407,0
-2861,-3023,3403,0
-2591,-2775,3407,0
-2301,-2446,3405,0
-1851,-2001,3407,0
-1212,-1480,3400,0
-592,-968,3407,0
-199,-537,3410,0
0,-194,3407,0
173,103,3380,0
370,387,3363,0
503,629,3356,0
518,775,3363,0
470,833,3359,0
444,904,3363,0
503,1080,3364,0
666,1355,3363,0
901,1649,3338,0
1110,1872,3320,0
1208,1970,3311,0
1184,1936,3320,0
1125,1847,3317,0
1110,1807,3320,0
1150,1840,3319,0
1184,1872,3320,0
1187,1865,3297,0
1184,1872,3276,0
1192,1917,3264,0
1184,1936,3276,0
1165,1892,3281,0
1184,1872,3276,0
1220,1931,3250,0
1184,2001,3232,0
1077,1986,3223,0
1036,1936,3232,0
1113,1942,3235,0
1184,2001,3232,0
1148,2024,3209,0
1110,2001,3189,0
1192,1979,3176,0
1332,2001,3189,0
1378,2035,3196,0
1332,2065,3189,0
1301,2073,3158,0
1332,2065,3145,0
1374,2049,3144,0
1406,2065,3145,0
1438,2118,3120,0
1481,2195,3101,0
1515,2258,3095,0
1555,2324,3101,0
1595,2388,3084,0
1629,2453,3058,0
1648,2490,3029,0
1703,2517,3014,0
1806,2541,2991,0
1925,2582,2970,0
1987,2633,2944,0
1999,2711,2927,0
2009,2786,2901,0
2073,2840,2883,0
2159,2862,2858,0
2221,2905,2839,0
2245,2986,2811,0
2295,3098,2795,0
2394,3197,2787,0
2517,3292,2795,0
2625,3386,2795,0
2739,3485,2795,0
2841,3560,2788,0
2887,3615,2795,0
2872,3650,2796,0
2887,3679,2795,0
2944,3681,2781,0
2961,3679,2795,0
2905,3711,2840,0
2887,3808,2927,0
2941,3893,3024,0
2961,3873,3145,0
2898,3740,3270,0
2887,3615,3407,0
2966,3550,3532,0
2961,3485,3669,0
2752,3338,3811,0
2517,3163,3975,0
2441,3038,4129,0
2443,2969,4281,0
2335,2885,4411,-1
2147,2775,4543,0
2010,2652,4667,1
1925,2517,4805,0
1791,2354,4937,-1
1629,2195,5067,0
1506,2042,5165,2
1406,1872,5242,0
1245,1664,5286,-4
1036,1485,5329,0
853,1369,5367,15
740,1291,5416,33
682,1194,5447,47
666,1097,5460,66
633,1009,5439,100
518,904,5416,149
342,761,5390,201
222,645,5373,248
188,595,5334,290
148,581,5285,331
55,550,5216,371
0,516,5154,414
16,473,5084,457
0,387,5023,497
-98,262,4953,530
-148,194,4892,563
-73,219,4823,596
0,258,4761,629
-56,231,4690,661
-148,194,4630,696
-139,215,4562,731
-74,258,4499,762
-83,242,4425,785
-148,194,4368,812
-169,194,4316,844
-148,258,4281,878
-165,317,4234,903
-222,323,4193,928
-247,272,4144,953
-222,194,4106,977
-203,131,4058,993
-222,129,4019,1010
-243,171,3970,1034
-222,194,3931,1060
-172,182,3883,1078
-148,194,3844,1093
-178,241,3796,1109
-222,258,3756,1126
-215,216,3708,1140
-148,194,3669,1159
-82,251,3622,1184
-74,323,3582,1209
-114,318,3533,1224
-148,258,3494,1242
-150,231,3449,1265
-148,258,3407,1292
-176,277,3356,1309
-222,258,3320,1325
-222,239,3290,1345
-148,258,3276,1375
-67,281,3253,1400
-74,258,3232,1424
-161,204,3205,1447
-222,194,3189,1474
-200,252,3164,1498
-148,323,3145,1524
-115,341,3129,1547
-74,323,3145,1574
-13,315,3168,1595
0,323,3189,1623
-72,321,3184,1653
-148,323,3189,1690
-135,351,3203,1722
-74,387,3232,1756
-75,380,3250,1786
-148,323,3276,1822
-195,264,3298,1859
-148,258,3320,1905
-54,312,3317,1947
0,387,3320,1988
-21,420,3332,2018
-74,387,3363,2054
-97,349,3384,2092
-74,387,3407,2137
-53,477,3426,2175
-74,516,3451,2220
-101,477,3467,2265
-74,452,3494,2319
-13,491,3519,2366
0,516,3538,2418
-49,460,3533,2471
-74,387,3538,2534
-13,373,3555,2591
74,387,3582,2650
99,378,3584,2704
74,387,3582,2766
83,454,3577,2826
148,516,3582,2899
190,501,3576,2970
148,452,3582,3048
77,459,3585,3114
74,516,3582,3180
131,542,3553,3241
148,516,3538,3313
99,493,3536,3379
74,516,3538,3445
120,560,3513,3499
148,581,3494,3561
84,558,3489,3624
0,516,3494,3694
5,497,3473,3755
74,516,3451,3826
121,552,3440,3892
148,581,3451,3959
174,572,3438,4016
148,516,3407,4091
77,471,3369,4166
74,516,3363,4224
145,597,3366,4232
148,581,3363,4224
88,516,3336,4214
148,581,3320,4224
282,709,3315,4223
222,645,3320,4224
47,480,3299,4218
148,581,3276,4224
402,818,3262,4221
148,581,3276,4224
-613,-90,3282,4219
-888,-258,3276,4224
-142,503,3249,4220
740,1291,3232,4224
724,1172,3223,4219
74,516,3232,4224
-235,267,3235,4220
0,516,3232,4224
225,685,3208,4219
148,581,3189,4224
0,484,3177,4219
-74,452,3189,4224
-179,290,3193,4219
-370,0,3189,4224
-541,-212,3162,4219
-666,-323,3145,4224
-822,-476,3137,4219
-1036,-710,3145,4224
-1224,-913,3144,4219
-1332,-1033,3145,4224
-1415,-1119,3140,4219
-1555,-1226,3145,4224
-1715,-1356,3143,4219
-1777,-1485,3145,4224
-1739,-1607,3141,4219
-1777,-1743,3145,4224
-2002,-1920,3143,4219
-2295,-2130,3145,4224
-2502,-2354,3140,4219
-2665,-2582,3145,4224
-2905,-2820,3144,4219
-3183,-3034,3145,4224
-3349,-3165,3139,4219
-3331,-3163,3145,4224
-3183,-3041,3147,4219
-2961,-2840,3145,4224
-2688,-2586,3120,4219
-2369,-2259,3101,4224
-1978,-1840,3092,4219
-1481,-1355,3101,4224
-926,-895,3102,4219
-444,-516,3101,4224
-87,-181,3095,4219
222,194,3101,4224
528,595,3101,4219
740,904,3101,4224
783,1044,3094,4219
740,1097,3101,4224
763,1208,3104,4219
888,1420,3101,4224
1049,1652,3076,4219
1184,1807,3058,4224
1284,1866,3048,4219
1332,1872,3058,4224
1336,1886,3058,4219
1332,1936,3058,4224
1366,2012,3051,4219
1406,2065,3058,4224
1395,2059,3058,4219
1332,2001,3058,4224
1314,1944,3048,4219
1406,1936,3058,4224
1535,1971,3076,4219
1555,2001,3101,4224
1439,1983,3105,4219
1332,1936,3101,4224
1339,1909,3094,4219
1406,1936,3101,4224
1426,1982,3104,4219
1406,2001,3101,4224
1402,1972,3079,4219
1406,1936,3058,4224
1372,1920,3031,4219
1332,1936,3014,4224
1344,1962,2990,4219
1406,2001,2970,4224
1457,2037,2943,4219
1481,2065,2927,4224
1482,2065,2917,4219
1481,2065,2927,4224
1493,2083,2931,4219
1555,2130,2927,4224
1623,2170,2900,4219
1629,2195,2883,4224
1565,2211,2876,4219
1555,2259,2883,4224
1649,2326,2880,4219
1777,2388,2883,4224
1832,2418,2881,4219
1851,2453,2883,4224
1902,2506,2875,4219
1999,2582,2883,4224
2080,2646,2900,4219
2147,2711,2927,4224
2217,2772,2929,4219
2295,2840,2927,4224
2359,2916,2919,4219
2443,3034,2927,4224
2554,3156,2925,4219
2665,3227,2927,4224
2720,3224,2920,4219
2739,3227,2927,4224
2761,3279,2924,4219
2813,3356,2927,4224
2880,3414,2931,4219
2961,3485,2970,4224
3021,3569,3027,4219
3035,3615,3101,4224
3018,3581,3160,4219
3035,3550,3232,4224
3086,3591,3321,4219
3109,3679,3451,4224
3069,3713,3593,4219
3035,3679,3756,4224
3042,3614,3922,4219
3035,3550,4106,4224
2943,3463,4281,4219
2813,3356,4455,4224
2719,3249,4607,4219
2665,3163,4761,4224
2579,3074,4908,4219
2443,2969,5067,4224
2286,2839,5205,4219
2147,2711,5329,4224
2025,2584,5430,4219
1925,2453,5547,4224
1825,2297,5662,4219
1703,2130,5766,4224
1549,1961,5833,4219
1406,1807,5897,4224
1292,1667,5950,4219
1184,1549,5984,4224
1044,1429,5968,4219
888,1291,5940,4224
754,1141,5914,4219
666,1033,5897,4224
597,967,5843,4219
518,904,5766,4224
409,803,5671,4219
296,710,5591,4224
223,662,5503,4219
222,645,5416,4224
247,598,5308,4219
222,516,5198,4224
117,435,5077,4219
0,387,4979,4224
-62,355,4887,4219
-74,323,4805,4224
-98,285,4708,4219
-148,258,4630,4224
-179,249,4558,4219
-148,258,4499,4224
-91,265,4425,4219
-74,258,4368,4224
-113,247,4318,4219
-148,258,4281,4224
-128,292,4217,4219
-74,323,4150,4224
-49,330,4075,4219
-74,323,4019,4224
-117,301,3962,4219
-148,258,3931,4224
-176,208,3905,4219
-222,194,3887,4224
-277,224,3856,4219
-296,258,3844,4224
-248,262,3840,4219
-148,258,3844,4224
-50,284,3821,4219
0,323,3800,4224
-15,318,3775,4219
-74,258,3756,4224
-131,198,3725,4219
-148,194,3713,4224
-140,232,3711,4219
-148,258,3713,4224
-167,255,3687,4219
-148,258,3669,4224
-94,291,3661,4219
-74,323,3669,4224
-113,309,3662,4219
-148,258,3669,4224
-142,212,3686,4219
-148,194,3713,4224
-198,189,3712,4219
-222,194,3713,4224
-158,218,3723,4219
-74,258,3756,4224
-76,278,3779,4219
-148,258,3800,4224
-187,232,3804,4219
-148,258,3800,4224
-89,333,3773,4219
-74,387,3756,4224
-108,371,3748,4219
-148,323,3756,4224
-141,304,3752,4219
-74,323,3756,4224
-3,334,3768,4219
0,323,3800,4224
-52,312,3824,4220
-74,323,3844,4224
-35,352,3844,4219
0,387,3844,4224
-27,404,3836,4220
-74,387,3844,4224
-63,366,3847,4219
0,387,3844,4224
35,438,3817,4220
0,452,3800,4224
-57,413,3793,4219
-74,387,3800,4224
-63,398,3784,4221
-74,387,3756,4224
-97,334,3722,4217
-74,323,3713,4224
-14,392,3711,4225
0,452,3713,4224
-54,426,3692,4198
-74,387,3669,4174
18,430,3641,4145
148,516,3625,4124
194,547,3602,4089
148,516,3582,4058
95,480,3554,4022
74,452,3538,3992
48,412,3515,3948
0,387,3494,3909
-29,407,3464,3869
0,452,3451,3843
78,486,3444,3807
148,516,3451,3777
167,552,3436,3739
148,581,3407,3710
117,569,3369,3674
74,516,3363,3644
44,480,3367,3607
74,516,3363,3578
118,559,3333,3541
74,516,3320,3512
8,473,3320,3474
74,581,3320,3445
155,704,3289,3409
0,581,3276,3379
-199,377,3290,3341
0,516,3320,3313
362,804,3318,3279
74,516,3320,3247
-835,-307,3348,3202
-1184,-581,3407,3164
-352,249,3441,3126
666,1226,3451,3097
727,1241,3444,3062
148,581,3451,3031
-54,272,3450,2996
222,516,3451,2965
346,716,3444,2927
148,581,3451,2899
0,392,3451,2871
0,323,3451,2849
-80,246,3430,2815
-296,65,3407,2783
-493,-157,3377,2746
-666,-387,3363,2716
-875,-615,3355,2680
-1036,-775,3363,2650
-1056,-841,3376,2616
-1036,-904,3407,2584
-1099,-1014,3444,2541
-1184,-1097,3494,2501
-1192,-1114,3527,2462
-1184,-1162,3538,2435
-1282,-1324,3504,2402
-1481,-1549,3451,2369
-1702,-1767,3393,2330
-1925,-2001,3363,2302
-2177,-2291,3341,2271
-2443,-2582,3320,2236
-2685,-2807,3287,2190
-2887,-2969,3276,2153
-3029,-3071,3276,2121
-3035,-3034,3276,2087
-2856,-2825,3238,2037
