II,aVR,ABP
2451,4280,5920
2478,4286,5879
2481,4259,5856
2478,4229,5879
2488,4211,5883
2519,4229,5879
2530,4237,5862
2519,4229,5879
2492,4193,5885
2478,4172,5879
2472,4161,5830
2478,4172,5799
2480,4172,5781
2478,4172,5799
2458,4148,5796
2437,4114,5799
2424,4071,5787
2437,4057,5799
2448,4057,5794
2437,4057,5799
2393,4027,5786
2356,4000,5799
2344,3973,5816
2356,3943,5879
2358,3881,5965
2356,3829,6117
2353,3791,6312
2356,3772,6594
2341,3736,6940
2315,3714,7388
2286,3708,7884
2275,3714,8421
2272,3689,8918
2275,3657,9374
2261,3637,9730
2234,3657,10009
2191,3683,10190
2153,3714,10327
2124,3735,10394
2112,3772,10407
2095,3800,10335
2072,3829,10248
2042,3845,10153
2031,3886,10089
2020,3939,10025
1990,4000,10009
1938,4031,10025
1909,4057,10089
1904,4082,10154
1909,4114,10248
1903,4117,10329
1869,4172,10407
1819,4255,10440
1869,4229,10486
1928,4137,10505
1787,4286,10486
1601,4514,10373
1787,4343,10248
2061,4015,10119
1747,4343,10009
1279,4872,9851
1747,4400,9692
2458,3607,9522
1706,4400,9374
487,5707,9200
1706,4400,9056
4386,1613,8923
3737,2743,8818
-703,8249,8685
-2600,10915,8580
1709,6311,8486
6906,171,8421
6564,-189,8307
2437,3772,8182
439,5733,8042
1544,4514,7944
2271,3709,7848
1422,4629,7785
894,5222,7724
1422,4686,7706
1755,4302,7691
1422,4629,7706
1214,4835,7701
1422,4629,7706
1539,4499,7693
1422,4629,7706
1360,4695,7705
1422,4629,7706
1410,4592,7665
1341,4629,7626
1310,4634,7574
1259,4686,7547
1164,4754,7503
1219,4686,7467
1334,4569,7415
1178,4743,7388
916,4987,7348
1137,4743,7309
1508,4357,7249
1097,4800,7229
468,5462,7224
1097,4857,7229
2076,3863,7190
1137,4800,7150
-230,6210,7101
2072,4114,7070
6680,-20,7018
6662,743,6991
793,7304,6978
-2600,10915,6991
1862,6007,6960
7759,-686,6911
6909,-544,6849
1584,4400,6832
-659,6488,6824
1137,4629,6832
2209,3495,6820
1016,4629,6832
201,5337,6835
772,4629,6832
1039,4201,6786
366,4743,6752
-149,5110,6734
-81,4857,6752
-86,4609,6754
-366,4629,6752
-523,4527,6717
-447,4229,6673
-357,3971,6611
-284,3886,6594
-198,3916,6593
-162,4057,6594
-233,4245,6547
-325,4457,6514
-378,4681,6499
-366,4914,6514
-319,5103,6507
-244,5257,6514
-140,5378,6516
0,5486,6514
146,5539,6466
284,5543,6435
414,5492,6424
569,5429,6435
758,5345,6399
975,5257,6355
1187,5144,6328
1381,5029,6355
1551,4905,6368
1706,4800,6355
1840,4702,6303
1950,4629,6276
2024,4562,6264
2072,4514,6276
2107,4471,6269
2153,4457,6276
2202,4453,6275
2234,4457,6276
2237,4433,6236
2234,4400,6196
2246,4358,6171
2275,4343,6196
2298,4335,6210
2315,4343,6196
2332,4341,6141
2356,4343,6117
2365,4320,6113
2356,4286,6117
2341,4240,6074
2356,4229,6037
2396,4231,6019
2437,4229,6037
2445,4193,6036
2437,4172,6037
2430,4167,6030
2437,4172,6037
2438,4141,6028
2437,4114,6037
2432,4103,6038
2437,4114,6037
2438,4111,5992
2437,4114,5958
2420,4115,5937
2397,4114,5958
2368,4082,5958
2356,4057,5958
2354,4048,5942
2356,4057,5958
2339,4036,5958
2315,4000,5958
2288,3960,5935
2275,3943,5958
2268,3917,6011
2275,3886,6117
2278,3845,6237
2275,3829,6435
2252,3824,6704
2234,3829,7070
2226,3806,7475
2234,3772,7944
2237,3728,8441
2234,3714,8977
2216,3710,9476
2194,3714,9930
2168,3706,10264
2153,3714,10486
2135,3718,10583
2112,3714,10645
2082,3695,10665
2072,3714,10645
2075,3766,10533
2072,3829,10407
2035,3856,10295
1990,3886,10248
1959,3932,10221
1950,4000,10248
1933,4037,10306
1909,4057,10407
1876,4079,10485
1869,4114,10566
1876,4118,10633
1828,4172,10724
1734,4259,10780
1787,4229,10804
1910,4129,10743
1787,4286,10645
1553,4513,10509
1747,4286,10407
2089,3924,10291
1747,4343,10168
1183,4956,9996
1706,4343,9851
2554,3374,9716
1706,4343,9612
316,5955,9480
1869,4400,9374
5293,882,9279
4875,1771,9215
-179,7850,9103
-2600,10915,8977
2028,5824,8835
7759,-914,8738
7233,-992,8627
2437,3772,8500
152,6050,8324
1462,4572,8182
2324,3591,8073
1341,4629,8023
711,5296,7970
1300,4686,7944
1667,4304,7922
1259,4743,7944
983,4995,7968
1178,4743,8023
1271,4608,8063
1097,4800,8103
993,4913,8102
1056,4857,8103
1077,4826,8071
1056,4857,8023
1072,4835,7930
1056,4857,7865
983,4920,7815
1056,4857,7785
1199,4727,7706
1097,4857,7626
916,5043,7557
1219,4743,7547
1667,4286,7543
1341,4629,7547
781,5200,7511
1422,4572,7467
2383,3591,7406
1462,4514,7388
115,5937,7382
2315,4000,7388
6693,93,7349
6499,914,7309
658,7342,7257
-2600,10915,7229
1920,6212,7181
7759,-286,7150
6843,-219,7127
1503,4514,7150
-736,6533,7158
1056,4743,7150
2124,3625,7098
934,4686,7070
120,5361,7056
691,4686,7070
972,4260,7063
325,4743,7070
-177,5074,7068
-122,4857,7070
-154,4663,7029
-447,4686,6991
-591,4546,6966
-487,4229,6991
-385,3996,7001
-325,3943,6991
-264,3977,6939
-244,4114,6911
-304,4325,6899
-366,4572,6911
-388,4805,6882
-366,5029,6832
-324,5214,6767
-244,5372,6752
-117,5476,6752
41,5543,6752
187,5559,6710
325,5543,6673
473,5473,6628
650,5372,6594
846,5245,6539
1056,5143,6514
1266,5054,6506
1462,4972,6514
1633,4858,6476
1787,4743,6435
1922,4637,6407
2031,4572,6435
2103,4529,6448
2153,4514,6435
2195,4491,6379
2234,4457,6355
2259,4393,6350
2275,4343,6355
2289,4320,6315
2315,4343,6276
2341,4354,6252
2356,4343,6276
2355,4301,6285
2356,4286,6276
2368,4284,6228
2397,4286,6196
2421,4253,6178
2437,4229,6196
2438,4219,6202
2437,4229,6196
2432,4208,6152
2437,4172,6117
2450,4129,6095
2478,4114,6117
2502,4108,6127
2519,4114,6117
2518,4111,6065
2519,4114,6037
2518,4108,6025
2519,4114,6037
2502,4115,6028
2478,4114,6037
2449,4087,6038
2437,4057,6037
2433,4037,5989
2437,4057,5958
2437,4074,5940
2437,4057,5958
2422,3991,5950
2397,3943,5958
2365,3931,5974
2356,3943,6037
2359,3921,6099
2356,3886,6196
2331,3848,6338
2315,3829,6594
2314,3797,6917
2315,3772,7309
2293,3741,7736
2275,3714,8262
2271,3674,8826
2275,3657,9374
2255,3654,9806
2234,3657,10168
2227,3643,10446
2234,3657,10645
2222,3688,10711
2194,3714,10724
2152,3703,10696
2112,3714,10645
2078,3762,10521
2072,3829,10407
2078,3857,10333
2072,3886,10327
2030,3933,10314
1990,4000,10327
1978,4034,10372
1990,4057,10486
1979,4083,10603
1950,4114,10724
1932,4097,10809
1909,4114,10883
1868,4177,10898
1909,4172,10883
1972,4108,10808
1869,4229,10724
1713,4399,10604
1869,4229,10486
2089,3958,10327
1787,4286,10168
1361,4753,9990
1787,4286,9851
2442,3565,9716
1787,4343,9612
701,5571,9486
1787,4343,9374
4185,1750,9244
3575,2857,9136
-561,8144,9008
-2600,10915,8897
894,6932,8767
5443,1314,8659
5375,774,8531
2031,4114,8421
442,5701,8289
1462,4514,8182
2104,3788,8078
1341,4629,8023
834,5136,7972
1259,4629,7944
1544,4320,7914
1259,4686,7944
1062,4916,7985
1219,4743,8023
1313,4632,8012
1219,4743,8023
1174,4774,8032
1259,4686,8023
1327,4635,7939
1381,4629,7865
1467,4549,7814
1503,4514,7785
1475,4538,7703
1584,4457,7626
1744,4317,7568
1625,4457,7547
1402,4690,7498
1665,4457,7467
2079,4064,7454
1706,4457,7467
1094,5065,7434
1706,4457,7388
2659,3501,7333
1706,4457,7309
312,5869,7266
2519,3829,7229
6960,-184,7178
6784,686,7150
827,7284,7105
-2600,10915,7070
1847,6051,7019
7759,-629,6991
6970,-544,6970
1706,4343,6991
-536,6449,6999
1219,4629,6991
2267,3464,6939
1097,4514,6911
314,5186,6899
894,4514,6911
1154,4119,6902
487,4629,6911
-4,4942,6914
81,4686,6911
63,4477,6863
-244,4514,6832
-403,4400,6819
-284,4114,6832
-148,3891,6800
-81,3772,6752
-46,3675,6694
-41,3714,6673
-81,3928,6660
-122,4229,6673
-157,4481,6675
-162,4686,6673
-138,4876,6630
-81,5086,6594
1,5256,6571
122,5372,6594
263,5419,6603
406,5429,6594
537,5385,6543
691,5314,6514
881,5221,6501
1097,5143,6514
1303,5059,6486
1503,4972,6435
1696,4856,6369
1869,4743,6355
1991,4640,6358
2072,4572,6355
2132,4509,6307
2194,4457,6276
2243,4410,6264
2275,4400,6276
2292,4402,6266
2315,4400,6276
2339,4366,6282
2356,4343,6276
2355,4334,6223
2356,4343,6196
2369,4321,6193
2397,4286,6196
2419,4243,6149
2437,4229,6117
2453,4220,6110
2478,4229,6117
2500,4229,6074
2519,4229,6037
2521,4203,6025
2519,4172,6037
2511,4132,6001
2519,4114,5958
2534,4105,5934
2559,4114,5958
2567,4114,5963
2559,4114,5958
2534,4106,5941
2519,4114,5958
2512,4117,5963
2519,4114,5958
2518,4083,5910
2519,4057,5879
2516,4042,5858
2519,4057,5879
2504,4064,5879
2478,4057,5879
2446,4025,5858
2437,4000,5879
2439,3971,5906
2437,3943,5958
2413,3903,6006
2397,3886,6117
2393,3866,6279
2397,3829,6514
2379,3757,6785
2356,3714,7150
2343,3707,7587
2356,3714,8103
2364,3684,8616
2356,3657,9136
2318,3647,9603
2275,3657,10009
2240,3649,10289
2234,3657,10486
2239,3682,10593
2234,3714,10645
2197,3710,10615
2153,3714,10566
2119,3753,10487
2112,3829,10407
2101,3873,10303
2072,3886,10248
2023,3891,10228
1990,3943,10248
1982,4009,10259
1990,4057,10327
1973,4060,10434
1950,4057,10566
1939,4051,10646
1909,4114,10724
1854,4201,10779
1909,4172,10804
1998,4082,10732
1869,4229,10645
1669,4433,10557
1869,4229,10486
2185,3906,10341
1869,4286,10168
1355,4850,9983
1828,4343,9851
2584,3511,9719
1787,4343,9612
472,5665,9487
1787,4172,9374
4790,1075,9239
4347,2114,9136
-286,7891,9019
-2600,10915,8897
1401,6480,8726
6459,400,8580
6027,165,8445
1869,4229,8341
-19,6102,8210
1259,4686,8103
2060,3789,8004
1178,4743,7944
623,5361,7878
1178,4800,7865
1549,4408,7884
1259,4743,7944
1125,4914,7956
1422,4629,7944
1597,4427,7916
1503,4514,7944
1468,4564,7962
1584,4514,7944
1640,4502,7854
1625,4514,7785
1634,4450,7737
1625,4457,7706
1579,4547,7622
1665,4514,7547
1784,4384,7489
1625,4514,7467
1378,4744,7420
1625,4514,7388
2028,4104,7371
1665,4457,7388
1068,5042,7361
1665,4457,7309
2594,3526,7242
1665,4457,7229
305,5849,7228
2437,3886,7229
6709,-6,7186
6459,857,7150
634,7323,7105
-2600,10915,7070
1906,6204,7014
7759,-343,6991
6936,-363,6984
1706,4286,6991
-501,6275,6951
1259,4514,6911
2310,3439,6887
1137,4514,6911
335,5184,6920
894,4514,6911
1155,4101,6864
487,4572,6832
-28,4866,6811
41,4629,6832
52,4441,6839
-203,4457,6832
-341,4284,6783
-244,3943,6752
-128,3702,6739
-41,3600,6752
44,3532,6725
81,3600,6673
32,3829,6606
-41,4114,6594
-103,4329,6596
-122,4514,6594
-102,4728,6544
-41,4972,6514
48,5149,6504
162,5257,6514
282,5320,6477
406,5372,6435
535,5367,6407
691,5314,6435
879,5223,6448
1097,5143,6435
1311,5058,6380
1503,4972,6355
1669,4857,6346
1828,4743,6355
1969,4637,6344
2072,4572,6355
2122,4530,6361
2153,4514,6355
2189,4488,6304
2234,4457,6276
2263,4414,6270
2275,4400,6276
2273,4398,6233
2275,4400,6196
2285,4370,6182
2315,4343,6196
2346,4327,6166
2356,4343,6117
2344,4347,6059
2356,4343,6037
2398,4313,6023
2437,4286,6037
2439,4250,6043
2437,4229,6037
2453,4215,5989
2478,4229,5958
2478,4236,5944
2478,4229,5958
2493,4192,5951
2519,4172,5958
2521,4164,5958
2519,4172,5958
2518,4165,5913
2519,4172,5879
2496,4177,5859
2478,4172,5879
2473,4134,5877
2478,4114,5879
2460,4113,5866
2437,4114,5879
2425,4080,5873
2437,4057,5879
2444,4053,5866
2437,4057,5879
2415,4027,5895
2397,4000,5958
2375,3976,6025
2356,3943,6117
2343,3872,6224
2356,3829,6435
2369,3825,6742
2356,3829,7150
2308,3774,7593
2275,3714,8103
2270,3692,8626
2275,3714,9136
2255,3718,9555
2234,3714,9930
2230,3707,10240
2234,3714,10486
2204,3707,10602
2153,3714,10645
2114,3735,10622
2112,3772,10566
2107,3792,10441
2072,3829,10327
2014,3879,10252
1990,3943,10248
1996,3977,10242
1990,4000,10248
1946,4019,10257
1909,4057,10327
1898,4090,10428
1909,4114,10566
1910,4110,10663
1869,4172,10724
1810,4263,10723
1869,4229,10724
1944,4125,10696
1787,4286,10645
1577,4534,10525
1787,4343,10407
2101,3985,10280
1747,4343,10168
1206,4919,10008
1706,4400,9851
2486,3548,9702
1625,4457,9612
221,5928,9504
1584,4457,9374
4753,1206,9196
4387,2114,9056
-304,7901,8930
-2600,10915,8818
1584,6337,8655
6743,171,8500
6129,76,8357
1706,4343,8262
-221,6247,8141
1219,4743,8023
2138,3823,7907
1259,4800,7865
718,5360,7851
1341,4686,7865
1750,4254,7851
1422,4629,7865
1219,4836,7889
1462,4572,7944
1606,4422,7957
1503,4572,7944
1472,4640,7893
1584,4572,7865
1639,4544,7825
1584,4629,7785
1520,4676,7703
1584,4572,7626
1678,4419,7536
1584,4514,7467
1419,4697,7402
1584,4514,7388
1850,4201,7386
1584,4514,7388
1161,4998,7342
1584,4514,7309
2257,3745,7293
1625,4514,7309
553,5757,7280
1625,4514,7229
3925,1992,7164
3128,3372,7150
-1047,8785,7147
-2600,10915,7150
2000,5539,7110
7759,-1257,7070
8203,-1838,7020
4306,2457,6991
1545,5095,6942
1584,4457,6911
1863,3855,6890
1137,4686,6911
660,5169,6920
975,4629,6911
1139,4286,6861
772,4629,6832
443,4846,6817
366,4686,6832
207,4611,6827
-81,4743,6832
-269,4727,6827
-325,4514,6832
-369,4267,6798
-366,4057,6752
-262,3841,6693
-122,3714,6673
-45,3713,6664
-41,3829,6673
-99,4009,6642
-162,4229,6594
-217,4453,6529
-244,4686,6514
-233,4893,6515
-162,5086,6514
-50,5241,6467
81,5372,6435
203,5449,6420
325,5486,6435
456,5470,6429
609,5429,6435
780,5351,6435
975,5257,6435
1181,5139,6391
1381,5029,6355
1554,4911,6336
1706,4800,6355
1839,4692,6357
1950,4629,6355
2023,4593,6320
2072,4572,6276
2111,4532,6214
2153,4514,6196
2182,4511,6197
2194,4514,6196
2190,4483,6148
2194,4457,6117
2209,4447,6108
2234,4457,6117
2255,4435,6079
2275,4400,6037
2281,4359,6014
2275,4343,6037
2262,4331,6044
2275,4343,6037
2314,4348,6018
2356,4343,6037
2364,4306,6048
2356,4286,6037
2360,4281,5983
2397,4286,5958
2430,4257,5953
2437,4229,5958
2413,4213,5915
2397,4229,5879
2394,4232,5860
2397,4229,5879
2377,4217,5875
2356,4229,5879
2346,4234,5870
2356,4229,5879
2359,4196,5864
2356,4172,5879
2349,4142,5906
2356,4114,5958
2360,4073,5965
2356,4057,5958
2335,4056,5935
2315,4057,5958
2293,4027,6004
2275,4000,6117
2250,3973,6275
2234,3943,6514
2227,3879,6796
2234,3829,7150
2237,3810,7547
2234,3829,8023
2216,3832,8529
2194,3829,9056
2166,3820,9522
2153,3829,9930
2150,3827,10241
2153,3829,10486
2138,3823,10614
2112,3829,10645
2082,3824,10572
2072,3829,10486
2072,3840,10395
2072,3886,10327
2042,3941,10235
1990,4000,10168
1935,4032,10132
1909,4057,10168
1906,4077,10230
1909,4114,10327
1887,4148,10406
1869,4172,10486
1866,4166,10549
1828,4229,10645
1748,4324,10711
1787,4286,10724
1889,4160,10642
1787,4286,10566
1600,4516,10490
1787,4343,10407
2070,4006,10244
1706,4343,10089
1154,4889,9954
1625,4400,9851
2397,3597,9691
1584,4457,9533
227,5813,9389
1544,4343,9295
4608,1236,9173
4225,2229,9056
-366,7943,8926
-2600,10915,8818
1499,6458,8687
6540,400,8580
5938,222,8459
1625,4343,8341
-240,6238,8195
1178,4800,8103
2075,3853,8046
1219,4743,8023
708,5297,7966
1341,4686,7944
1751,4275,7960
1422,4629,8023
1217,4848,8036
1462,4629,8023
1614,4494,7997
1503,4629,8023
1434,4694,8038
1503,4629,8023
1542,4578,7940
1503,4629,7865
1464,4681,7804
1544,4629,7785
1641,4527,7745
1544,4629,7706
1373,4781,7651
1544,4572,7626
1819,4253,7586
1544,4572,7547
1107,5055,7488
1544,4572,7467
2226,3806,7459
1544,4572,7467
428,5791,7433
1584,4514,7388
4022,1961,7331
3209,3314,7309
-1087,8719,7271
-2600,10915,7229
2156,5744,7166
7759,-743,7150
7652,-1100,7148
3372,3143,7150
847,5474,7103
1422,4514,7070
1949,3772,7053
1137,4629,7070
605,5161,7065
1016,4629,7070
1225,4282,7067
772,4629,7070
371,4845,7029
325,4686,6991
217,4633,6965
-81,4800,6991
-318,4797,7001
-406,4572,6991
-452,4329,6939
-447,4172,6911
-370,4028,6900
-284,3943,6911
-249,3957,6881
-244,4114,6832
-276,4367,6768
-325,4629,6752
-372,4832,6750
-366,5029,6752
-291,5220,6711
-162,5372,6673
-22,5437,6648
122,5486,6673
264,5535,6684
406,5543,6673
540,5444,6620
691,5314,6594
876,5215,6583
1097,5143,6594
1315,5015,6584
1503,4857,6594
1653,4716,6597
1787,4629,6594
1915,4558,6545
2031,4514,6514
2111,4481,6503
2153,4457,6514
2171,4416,6479
2194,4400,6435
2219,4399,6405
2234,4400,6435
2232,4365,6451
2234,4343,6435
2249,4338,6376
2275,4343,6355
2294,4312,6355
2315,4286,6355
2337,4276,6307
2356,4286,6276
2356,4262,6267
2356,4229,6276
2366,4191,6236
2397,4172,6196
2422,4138,6175
2437,4114,6196
2437,4101,6198
2437,4114,6196
2434,4116,6184
2437,4114,6196
2436,4104,6193
2437,4114,6196
2434,4119,6186
2437,4114,6196
2436,4081,6191
2437,4057,6196
2433,4046,6185
2437,4057,6196
2439,4059,6191
2437,4057,6196
2418,4032,6182
2397,4000,6196
2372,3957,6197
2356,3943,6196
2335,3942,6169
2315,3943,6196
2291,3914,6279
2275,3886,6435
2266,3857,6602
2275,3829,6832
2280,3769,7132
2275,3714,7547
2250,3688,8004
2234,3714,8500
2231,3731,8999
2234,3714,9533
2218,3666,10016
2194,3657,10407
2167,3683,10644
2153,3714,10804
2134,3709,10880
2112,3714,10883
2087,3737,10775
2072,3772,10645
2053,3786,10515
2031,3829,10407
2002,3892,10268
1990,3943,10168
1989,3936,10126
1990,3943,10168
1972,3992,10227
1950,4057,10327
1921,4070,10438
1909,4057,10566
1907,4045,10647
1869,4114,10724
1803,4205,10773
1869,4172,10804
1983,4079,10745
1869,4229,10645
1666,4437,10511
1869,4229,10407
2183,3903,10285
1828,4286,10168
1277,4837,10009
1787,4286,9851
2605,3438,9672
1787,4343,9533
454,5739,9399
1950,4172,9295
5218,915,9167
4753,1943,9056
-190,7869,8929
-2600,10915,8818
1763,6242,8685
7190,-57,8580
6662,-221,8458
2153,4057,8341
153,5984,8197
1584,4457,8103
2468,3505,8040
1503,4514,8023
896,5168,8000
1503,4572,8023
1892,4168,8058
1503,4572,8103
1239,4841,8097
1462,4629,8103
1615,4483,8105
1503,4629,8103
1428,4714,8028
1503,4629,7944
1554,4515,7876
1503,4514,7865
1430,4563,7833
1503,4514,7785
1632,4398,7698
1544,4514,7626
1353,4718,7560
1544,4514,7547
1858,4162,7544
1544,4514,7547
1039,5064,7506
1544,4514,7467
2351,3636,7419
1584,4514,7388
271,5950,7338
1584,4514,7309
4584,1453,7267
4103,2629,7229
-526,8430,7168
-2600,10915,7150
1992,5430,7147
7759,-1429,7150
7675,-1543,7103
3209,3257,7070
595,5756,7057
1259,4572,7070
1859,3719,7035
1016,4686,6991
443,5258,6961
853,4629,6991
1063,4254,7006
609,4686,6991
232,4944,6932
203,4743,6911
76,4665,6909
-244,4857,6911
-464,4872,6865
-528,4629,6832
-587,4357,6819
-609,4172,6832
-528,4014,6800
-406,3943,6752
-352,3978,6695
-366,4114,6673
-418,4300,6657
-447,4514,6673
-442,4730,6679
-406,4972,6673
-357,5195,6623
-284,5372,6594
-183,5470,6584
-41,5543,6594
121,5591,6557
284,5600,6514
440,5528,6485
609,5429,6514
802,5333,6530
1016,5257,6514
1225,5150,6456
1422,5029,6435
1596,4903,6433
1747,4800,6435
1863,4700,6388
1950,4629,6355
2014,4583,6345
2072,4572,6355
2119,4547,6318
2153,4514,6276
2172,4471,6250
2194,4457,6276
2218,4453,6287
2234,4457,6276
2233,4433,6227
2234,4400,6196
2248,4358,6178
2275,4343,6196
2295,4335,6202
2315,4343,6196
2336,4341,6150
2356,4343,6117
2358,4320,6097
2356,4286,6117
2364,4241,6123
2397,4229,6117
2426,4230,6072
2437,4229,6037
2429,4195,6017
2437,4172,6037
2460,4164,6046
2478,4172,6037
2461,4146,5989
2437,4114,5958
2426,4095,5941
2437,4114,5958
2440,4125,5955
2437,4114,5958
2431,4075,5946
2437,4057,5958
2439,4054,5953
2437,4057,5958
2420,4031,5946
2397,4000,5958
2368,3965,5955
2356,3943,5958
2353,3910,5939
2356,3886,5958
2352,3857,6007
2356,3829,6117
2359,3771,6247
2356,3714,6435
2333,3668,6667
2315,3657,6991
2311,3652,7381
2315,3657,7865
2300,3653,8379
2275,3657,8897
2247,3654,9331
2234,3657,9692
2229,3651,9957
2234,3657,10168
2225,3670,10285
2194,3714,10327
2142,3768,10269
2112,3829,10168
2097,3862,10034
2072,3886,9930
2021,3901,9835
1990,3943,9771
1991,3995,9708
1990,4057,9692
1944,4098,9704
1909,4114,9771
1921,4086,9843
1909,4114,9930
1835,4190,9978
1869,4172,10009
1971,4087,10002
1869,4229,10009
1672,4431,9987
1869,4229,9930
2191,3906,9782
1869,4286,9612
1350,4836,9434
1869,4286,9295
2686,3420,9133
1869,4286,8977
493,5657,8801
1869,4114,8659
5025,905,8522
4590,1943,8421
-217,7847,8301
-2600,10915,8182
1591,6333,8042
6824,114,7944
6276,-56,7856
1869,4172,7785
-86,6097,7686
1300,4629,7626
2143,3728,7600
1178,4743,7626
562,5387,7628
1137,4800,7626
1520,4411,7609
1178,4800,7626
982,5019,7629
1259,4743,7626
1452,4538,7582
1381,4629,7547
1353,4668,7499
1462,4572,7467
1531,4485,7418
1503,4514,7388
1461,4565,7345
1544,4514,7309
1661,4408,7252
1584,4514,7229
1419,4694,7220
1584,4514,7229
1857,4204,7195
1584,4514,7150
1148,4995,7094
1584,4514,7070
2270,3748,7031
1584,4514,6991
452,5755,6933
1584,4514,6911
3997,1979,6903
3168,3314,6911
-1122,8697,6879
-2600,10915,6832
2184,5809,6771
7759,-629,6752
7576,-994,6744
3250,3200,6752
753,5490,6742
1381,4514,6752
1924,3771,6754
1097,4629,6752
558,5164,6708
975,4629,6673
1184,4276,6652
731,4629,6673
349,4856,6678
325,4686,6673
221,4599,6632
-81,4743,6594
-295,4744,6541
-325,4514,6514
-302,4227,6497
-244,4000,6514
-136,3811,6518
-41,3714,6514
-18,3714,6470
-41,3829,6435
-101,4033,6412
-162,4286,6435
-206,4518,6445
-203,4743,6435
-158,4951,6383
-81,5143,6355
7,5275,6346
122,5372,6355
259,5438,6323
406,5486,6276
543,5462,6217
691,5372,6196
873,5241,6185
1097,5143,6196
1318,5061,6193
1503,4972,6196
1649,4845,6186
1787,4743,6196
1921,4675,6198
2031,4629,6196
2100,4560,6155
2153,4514,6117
2201,4503,6092
2234,4514,6117
2236,4490,6132
2234,4457,6117
2248,4423,6059
2275,4400,6037
2293,4360,6038
2315,4343,6037
2341,4341,5988
2356,4343,5958
2348,4309,5953
2356,4286,5958
2393,4281,5914
2437,4286,5879
2445,4255,5868
2437,4229,5879
2443,4220,5841
2478,4229,5799
2506,4203,5777
2519,4172,5799
2516,4153,5801
2519,4172,5799
2518,4179,5787
2519,4172,5799
2514,4138,5795
2519,4114,5799
2520,4100,5789
2519,4114,5799
2499,4122,5792
2478,4114,5799
2453,4078,5789
2437,4057,5799
2428,4052,5793
2437,4057,5799
2445,4032,5786
2437,4000,5799
2397,3964,5817
2356,3943,5879
2329,3912,5962
2315,3886,6117
2282,3852,6316
2234,3829,6594
2182,3811,6934
2153,3829,7388
2132,3844,7895
2112,3829,8421
2084,3763,8897
2072,3714,9374
2080,3703,9809
2112,3714,10168
2139,3689,10371
2153,3657,10486
2150,3639,10539
2153,3657,10566
2155,3676,10504
2153,3714,10407
2132,3763,10301
2112,3829,10248
2093,3881,10197
2072,3943,10168
2032,4002,10163
1990,4057,10248
1947,4084,10365
1909,4114,10486
1870,4147,10556
1869,4172,10645
1896,4160,10732
1869,4229,10804
1770,4353,10780
1787,4343,10724
1884,4223,10642
1787,4343,10566
1600,4573,10441
1787,4400,10327
2097,4060,10206
1787,4400,10089
1278,4939,9920
1747,4400,9771
2508,3533,9637
1747,4400,9533
494,5850,9397
1869,4457,9295
4882,1322,9207
4387,2229,9136
-302,7909,9012
